experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,block_type_cfg,latent_dim_cfg,active_g_cfg
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,3,45,10.380843,1.212344,574.526855,1799070.000000,0.913481,0.474046,0.626619,8422930,256,90.87,3,False,False,ReLU,EARLY_STOPPED,10.72158527,11.00349236,10.01126003,11,1.026293,False,"[""11.76249218"", ""11.68040466"", ""11.15940189"", ""11.18908882"", ""10.78365612"", ""11.12177181"", ""11.18483829"", ""10.76974201"", ""10.72415447"", ""10.94371128"", ""10.83061981"", ""10.72158527"", ""10.80321789"", ""10.92700100"", ""10.85713482"", ""10.77069569"", ""10.73084259"", ""10.82352257"", ""10.79649544"", ""10.77469158"", ""11.02452374"", ""10.90181732"", ""10.92398453"", ""10.91587067"", ""10.95930767"", ""10.94051075"", ""11.00349236""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,2,44,10.346087,1.219822,574.701599,1796923.000000,0.914630,0.471015,0.608142,8422930,256,108.29,3,False,False,ReLU,EARLY_STOPPED,10.69891548,10.88913822,9.87270069,11,1.017780,False,"[""11.50552845"", ""11.49320412"", ""12.05796719"", ""11.60651207"", ""11.76441574"", ""11.02378750"", ""10.80234528"", ""10.80884075"", ""10.99852848"", ""11.33153820"", ""10.79597569"", ""10.69891548"", ""10.78622437"", ""10.88121128"", ""10.93674755"", ""10.90216351"", ""10.80018139"", ""10.74654007"", ""10.89664078"", ""10.85152721"", ""10.78155518"", ""10.81354618"", ""10.78056717"", ""10.94601917"", ""10.91083527"", ""10.81354618"", ""10.88913822""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,4,46,10.387212,1.220127,574.844604,1814209.000000,0.916608,0.472462,0.617042,8422930,256,96.89,3,False,False,ReLU,EARLY_STOPPED,10.69603348,10.99563789,9.89027214,13,1.028011,False,"[""12.75404549"", ""12.20353127"", ""12.05344296"", ""11.17910767"", ""11.70659924"", ""11.25434875"", ""11.40573788"", ""10.86399555"", ""11.03852844"", ""10.92515087"", ""10.94856167"", ""11.20680237"", ""10.80111885"", ""10.69603348"", ""10.76747036"", ""11.02922821"", ""10.70821381"", ""10.77759361"", ""10.82120705"", ""10.80708027"", ""10.92827225"", ""10.88771725"", ""10.85882187"", ""10.93219185"", ""10.85936069"", ""10.86011696"", ""10.90294361"", ""11.03545475"", ""10.99563789""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,5,47,10.556632,1.278352,581.162109,1806540.125000,0.945535,0.498202,0.670015,8422930,256,103.81,3,False,False,ReLU,EARLY_STOPPED,10.64965343,11.15573311,9.75728703,10,1.047521,False,"[""13.02646446"", ""15.02264309"", ""11.17867851"", ""11.02320480"", ""11.67232323"", ""11.20542336"", ""11.11458492"", ""11.24781990"", ""10.88700390"", ""10.95868015"", ""10.64965343"", ""10.99089336"", ""10.85294342"", ""10.72141171"", ""10.90424728"", ""10.83559513"", ""10.87310314"", ""10.95953655"", ""10.88111496"", ""10.84962082"", ""10.92930698"", ""10.83479404"", ""10.98469639"", ""10.99373722"", ""10.96407986"", ""11.15573311""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,6,48,10.370035,1.229337,576.405396,1785466.500000,0.919188,0.474818,0.617511,8422930,256,85.14,3,False,False,ReLU,EARLY_STOPPED,10.77554703,10.93207264,10.11524487,10,1.014526,False,"[""15.52648163"", ""11.87575817"", ""10.97342682"", ""11.16733360"", ""11.16603374"", ""11.35643387"", ""11.01533222"", ""10.80283356"", ""11.23543262"", ""10.86477280"", ""10.77554703"", ""10.80268002"", ""10.85719299"", ""10.80202770"", ""10.82307434"", ""10.82548332"", ""10.94565010"", ""10.82191753"", ""10.82683086"", ""10.80989361"", ""10.84503365"", ""10.88197422"", ""11.02202225"", ""10.95016956"", ""10.95281601"", ""10.93207264""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,7,49,10.422731,1.218834,577.919067,1823539.375000,0.917750,0.472780,0.626202,8422930,256,142.29,4,False,False,ReLU,EARLY_STOPPED,10.74297428,11.19643116,9.11528492,20,1.042210,False,"[""36.30721283"", ""12.51710701"", ""11.25512886"", ""11.30719185"", ""11.04268265"", ""11.13648415"", ""11.10359287"", ""10.89086437"", ""10.86447430"", ""10.95579052"", ""10.96376038"", ""10.77812099"", ""10.88776016"", ""10.78526211"", ""10.78169250"", ""10.74625683"", ""10.83320332"", ""10.81453419"", ""10.80255890"", ""10.82781410"", ""10.74297428"", ""10.78655243"", ""10.91416168"", ""10.83823395"", ""10.80144215"", ""11.00901318"", ""10.93518639"", ""11.04030895"", ""11.31104851"", ""11.13611603"", ""11.32376385"", ""11.13774872"", ""11.13930607"", ""11.23838711"", ""11.17376518"", ""11.19643116""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,8,50,10.510836,1.235856,582.280029,1847279.625000,0.927958,0.483690,0.645453,8422930,256,177.81,4,False,False,ReLU,EARLY_STOPPED,10.74608994,11.02874851,9.90395355,24,1.026303,False,"[""12.32323265"", ""11.72612286"", ""11.24868584"", ""11.17062378"", ""11.36102104"", ""11.13920689"", ""10.99865723"", ""11.13748741"", ""11.72943783"", ""10.91462517"", ""10.96961498"", ""11.02390671"", ""10.86759758"", ""10.94207573"", ""11.04798698"", ""10.83322716"", ""10.93737793"", ""10.84577179"", ""10.78724957"", ""10.81692219"", ""10.79000282"", ""10.74740505"", ""10.76968098"", ""10.76320362"", ""10.74608994"", ""10.93212605"", ""10.76398563"", ""10.88152790"", ""10.83707714"", ""10.91747284"", ""10.95729256"", ""10.95619488"", ""10.98413277"", ""10.97860432"", ""10.98947906"", ""10.98750114"", ""11.03456402"", ""10.99106884"", ""10.99248028"", ""11.02874851""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag0,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,9,51,10.470720,1.251241,582.260315,1813831.125000,0.931747,0.478903,0.625279,8422930,256,196.22,3,False,False,ReLU,EARLY_STOPPED,10.62703514,10.99771309,9.81573200,14,1.034881,False,"[""11.47097301"", ""11.39368057"", ""11.26048851"", ""11.19522762"", ""11.24766541"", ""11.24714279"", ""10.96741962"", ""10.74412155"", ""10.83534145"", ""11.56521130"", ""10.80831623"", ""10.69443321"", ""10.73004150"", ""10.88522625"", ""10.62703514"", ""10.77154350"", ""10.90325451"", ""10.62894630"", ""10.64461231"", ""10.78713894"", ""10.79631138"", ""10.75705814"", ""10.75501347"", ""10.82897568"", ""10.75262070"", ""10.91577244"", ""10.93865585"", ""10.91673756"", ""10.91267872"", ""10.99771309""]",AutoEncoder,32,False
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,0,42,10.432715,1.234946,576.312317,1785248.250000,0.924079,0.478999,0.627711,8422930,256,157.18,3,True,False,ReLU,EARLY_STOPPED,10.86486530,11.02154541,10.38469315,12,1.014421,False,"[""11.93318462"", ""12.04586887"", ""11.84038258"", ""11.17757320"", ""11.53863811"", ""11.83922386"", ""11.63540745"", ""11.02119923"", ""11.67943001"", ""11.06643486"", ""11.09698296"", ""11.05012989"", ""10.86486530"", ""11.02329254"", ""11.15478230"", ""10.99662018"", ""11.09972763"", ""11.14461613"", ""10.95128250"", ""10.96711349"", ""11.01450348"", ""10.99635983"", ""10.97148800"", ""10.93481255"", ""10.95179081"", ""10.91766930"", ""11.15677643"", ""11.02154541""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,2,44,10.689767,1.279839,592.423279,1840839.875000,0.952123,0.493032,0.649834,8422930,256,207.83,4,True,False,ReLU,EARLY_STOPPED,10.83565521,11.24341106,9.79701519,19,1.037631,False,"[""12.29757690"", ""12.04791641"", ""11.76054573"", ""11.72796249"", ""11.82428265"", ""11.65349865"", ""10.98988247"", ""11.43822670"", ""11.11404514"", ""11.11428356"", ""10.96185303"", ""11.57492828"", ""11.72991180"", ""11.16337776"", ""10.84074974"", ""10.98975086"", ""10.95444298"", ""11.44049835"", ""10.83844280"", ""10.83565521"", ""11.18363571"", ""11.06581211"", ""10.90242863"", ""10.96205044"", ""11.05214214"", ""11.00106239"", ""10.98372173"", ""10.95417023"", ""11.06911850"", ""10.99995995"", ""11.07965374"", ""11.17886543"", ""11.13114357"", ""11.16084862"", ""11.24341106""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,1,43,10.494213,1.245423,583.656921,1827457.875000,0.930692,0.481243,0.641558,8422930,256,214.61,4,True,False,ReLU,EARLY_STOPPED,10.80740261,11.04360962,10.38048744,17,1.021856,False,"[""12.02985573"", ""11.49423218"", ""11.46207905"", ""11.42802620"", ""11.32223988"", ""11.77706528"", ""11.24967957"", ""11.51879692"", ""11.85320950"", ""11.15455818"", ""11.54458714"", ""10.95985413"", ""11.06477833"", ""11.44108868"", ""11.09480953"", ""10.93067837"", ""10.92371082"", ""10.80740261"", ""10.92191601"", ""11.16285896"", ""11.00247765"", ""11.06421089"", ""11.09328365"", ""11.20196247"", ""11.03557777"", ""11.07171059"", ""11.00867748"", ""11.02218342"", ""11.00160313"", ""10.99827099"", ""11.06266880"", ""11.05163193"", ""11.04360962""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,3,45,10.479346,1.237083,581.603943,1822719.000000,0.926975,0.478841,0.630736,8422930,256,206.66,4,True,False,ReLU,EARLY_STOPPED,10.75007248,10.93133831,10.60995293,19,1.016862,False,"[""11.39533329"", ""12.26610374"", ""12.09932804"", ""11.04107571"", ""11.07477856"", ""11.49181557"", ""11.14641285"", ""10.90431404"", ""11.08920574"", ""11.26131725"", ""10.97846985"", ""10.93777466"", ""11.05010700"", ""10.92143059"", ""10.98097134"", ""10.93118191"", ""10.85389233"", ""10.89855099"", ""10.93013573"", ""10.75007248"", ""10.88336945"", ""10.92655849"", ""10.91806698"", ""10.84249973"", ""10.90296173"", ""10.84436321"", ""10.88704586"", ""10.91348934"", ""10.91504002"", ""10.85473824"", ""10.90173912"", ""10.90269947"", ""10.96917439"", ""10.92325783"", ""10.93133831""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,4,46,10.640984,1.270552,589.325989,1814321.625000,0.946521,0.487761,0.641813,8422930,256,221.87,4,True,False,ReLU,EARLY_STOPPED,10.86782932,11.02059650,10.08909893,19,1.014057,False,"[""12.10842419"", ""12.46903229"", ""11.74667835"", ""11.47275734"", ""11.25309753"", ""11.30727768"", ""11.38950825"", ""11.09391499"", ""11.17908096"", ""11.02585030"", ""11.04378510"", ""11.38099766"", ""11.10867596"", ""10.90555096"", ""11.27643394"", ""11.01845932"", ""10.91437340"", ""10.88278770"", ""11.06441402"", ""10.86782932"", ""10.96857834"", ""10.89220333"", ""10.92784023"", ""11.16755295"", ""10.89146423"", ""10.98258877"", ""10.88822365"", ""11.00699997"", ""11.00021648"", ""10.97679329"", ""11.04960823"", ""11.05588818"", ""11.02421379"", ""10.98187733"", ""11.02059650""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,5,47,10.700237,1.262663,593.586182,1903970.875000,0.946334,0.490682,0.657383,8422930,256,221.28,4,True,False,ReLU,EARLY_STOPPED,10.84900761,11.05339146,9.45415211,24,1.018839,False,"[""14.23200226"", ""12.29374695"", ""11.20323658"", ""11.59312916"", ""11.33093643"", ""11.32019424"", ""11.17367935"", ""11.33527565"", ""10.99805737"", ""11.09890747"", ""11.49826717"", ""11.06719017"", ""10.97137356"", ""11.12189960"", ""10.96125507"", ""11.04878616"", ""10.96150875"", ""11.13880825"", ""10.87312317"", ""10.96100235"", ""11.06288433"", ""10.97126961"", ""10.87278938"", ""11.08484364"", ""10.84900761"", ""10.93105698"", ""11.08406353"", ""11.14913559"", ""11.00275135"", ""10.97717857"", ""10.99054813"", ""10.98493767"", ""11.02289486"", ""10.96136189"", ""11.02363300"", ""11.01330757"", ""11.22066116"", ""11.03276348"", ""11.07860279"", ""11.05339146""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,6,48,10.549253,1.244084,584.126770,1849893.875000,0.932703,0.485688,0.655054,8422930,256,219.54,4,True,False,ReLU,EARLY_STOPPED,10.82924938,10.99131203,10.40490246,19,1.014965,False,"[""12.31300545"", ""12.09015369"", ""11.88156891"", ""11.26861477"", ""11.76888180"", ""11.71407509"", ""11.21856213"", ""11.25226402"", ""11.15353775"", ""11.15575027"", ""11.11534405"", ""11.42862797"", ""11.65196514"", ""11.02871132"", ""10.90024853"", ""11.02777100"", ""11.23023796"", ""11.09361172"", ""11.09590244"", ""10.82924938"", ""11.12545872"", ""11.12482929"", ""11.02962494"", ""11.02871132"", ""10.92560291"", ""10.89205742"", ""10.94482136"", ""10.91588306"", ""10.94494247"", ""11.00207329"", ""10.93905830"", ""10.93592167"", ""11.02428818"", ""11.00442028"", ""10.99131203""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,7,49,10.456494,1.231904,580.791748,1838991.750000,0.924049,0.477059,0.624867,8422930,256,196.06,4,True,False,ReLU,EARLY_STOPPED,10.77309990,11.10070801,9.99085808,18,1.030410,False,"[""11.89614201"", ""11.41369820"", ""11.92708206"", ""11.45728397"", ""11.54630756"", ""11.07753277"", ""11.53933334"", ""11.07172012"", ""11.17174911"", ""11.87805843"", ""11.32261372"", ""10.93292713"", ""10.90826035"", ""11.13144493"", ""11.11860275"", ""10.89003754"", ""10.84845448"", ""10.95189285"", ""10.77309990"", ""10.89997482"", ""11.22226143"", ""10.98823929"", ""11.10189056"", ""10.97317982"", ""11.04201412"", ""11.06043339"", ""11.05240917"", ""10.95787907"", ""10.97138405"", ""10.99127579"", ""11.01134014"", ""10.99771500"", ""11.10023308"", ""11.10070801""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,8,50,10.541461,1.263119,584.703979,1809266.375000,0.939291,0.485945,0.643371,8422930,256,210.69,4,True,False,ReLU,EARLY_STOPPED,10.79334545,10.93656254,9.82616329,16,1.013269,False,"[""12.24462128"", ""11.75626469"", ""11.24248219"", ""11.40818405"", ""11.20175266"", ""11.23112106"", ""11.50103664"", ""11.34308338"", ""11.40348721"", ""11.03252506"", ""11.18917179"", ""10.89006042"", ""11.24275875"", ""11.27909279"", ""10.84951878"", ""10.82192993"", ""10.79334545"", ""11.22005749"", ""11.11330318"", ""10.89921570"", ""10.85360527"", ""10.98149109"", ""10.99709988"", ""10.82349777"", ""10.90924263"", ""10.87083626"", ""10.88442039"", ""10.89091206"", ""11.04349041"", ""10.98247623"", ""10.93345165"", ""10.93656254""]",AutoEncoder,32,True
autoencoder_pure_m4,AE_10s_ld32_ag1,ae_pure_study,['AutoEncoder'],Quarterly,4,8,40,10,1,True,9,51,10.532898,1.227091,583.727661,1853039.250000,0.925763,0.479124,0.632918,8422930,256,198.88,4,True,False,ReLU,EARLY_STOPPED,10.81370544,11.03467941,10.48301315,23,1.020435,False,"[""12.23845005"", ""11.53949356"", ""11.27174187"", ""11.57099342"", ""11.59177113"", ""11.01124573"", ""10.98631382"", ""11.01203537"", ""11.21614838"", ""11.00323200"", ""11.06987095"", ""10.92606354"", ""10.87933350"", ""10.90621853"", ""10.89543533"", ""10.92343330"", ""11.04295063"", ""10.98959923"", ""10.90270233"", ""10.95324993"", ""10.96820450"", ""10.81789780"", ""10.91036987"", ""10.81370544"", ""10.86375999"", ""10.96144962"", ""10.96895599"", ""10.89173412"", ""10.95535374"", ""11.02099228"", ""10.98641109"", ""10.95912075"", ""11.04511166"", ""11.03526783"", ""10.98641300"", ""11.00991154"", ""10.98992538"", ""10.98620605"", ""11.03467941""]",AutoEncoder,32,True
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,0,42,10.361629,1.216373,574.806030,1809253.000000,0.914078,0.472635,0.618677,2335840,256,163.71,4,False,False,ReLU,EARLY_STOPPED,10.72365189,10.97743511,9.83316708,15,1.023666,False,"[""12.16781998"", ""11.55750942"", ""11.25100517"", ""11.32276154"", ""10.98611069"", ""10.91400528"", ""11.23081779"", ""11.21269703"", ""10.97443581"", ""11.09534073"", ""11.32888889"", ""10.90171432"", ""10.86536121"", ""10.76973915"", ""11.05273819"", ""10.72365189"", ""10.88866520"", ""10.88671398"", ""10.75255108"", ""10.99299526"", ""11.03732967"", ""11.27481079"", ""11.16941643"", ""10.96710968"", ""10.96500492"", ""10.96905041"", ""10.91545486"", ""10.92388630"", ""10.89555168"", ""10.89558697"", ""10.97743511""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,1,43,10.346515,1.216102,572.982422,1782738.750000,0.913293,0.471178,0.613374,2335840,256,105.38,3,False,False,ReLU,EARLY_STOPPED,10.68895626,10.90060902,10.30711937,9,1.019801,False,"[""12.06751823"", ""11.74015331"", ""11.42880440"", ""11.02454281"", ""10.98811436"", ""11.07260132"", ""11.16158962"", ""10.74209595"", ""10.91071701"", ""10.68895626"", ""11.11891556"", ""10.89165401"", ""10.75262547"", ""10.85874844"", ""10.75865746"", ""10.76649570"", ""10.82674885"", ""10.78951931"", ""10.91544247"", ""10.98605347"", ""10.74764538"", ""10.84296036"", ""10.83848286"", ""10.81588840"", ""10.90060902""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,2,44,10.351192,1.202942,575.699646,1830645.750000,0.908705,0.468112,0.612502,2335840,256,160.38,4,False,False,ReLU,EARLY_STOPPED,10.79622841,10.95349503,9.55556488,19,1.014567,False,"[""58.97787857"", ""35.84366226"", ""35.15793228"", ""34.80328751"", ""17.43109512"", ""11.09055424"", ""10.81446457"", ""11.33068275"", ""11.09927368"", ""10.98033237"", ""10.85006714"", ""11.08148670"", ""11.02948475"", ""10.92936230"", ""10.89710617"", ""10.90551090"", ""10.93431664"", ""10.93769360"", ""10.83971214"", ""10.79622841"", ""10.87578392"", ""10.97752857"", ""10.85964108"", ""10.94594288"", ""10.86990356"", ""10.86614418"", ""10.95812798"", ""10.95025349"", ""10.99265385"", ""11.00113106"", ""10.97707176"", ""11.00232983"", ""10.96088123"", ""10.95452499"", ""10.95349503""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,3,45,10.506874,1.231745,582.071655,1853212.625000,0.926279,0.479226,0.660853,2335840,256,170.75,5,False,False,ReLU,EARLY_STOPPED,10.79332066,10.92486858,9.72257137,25,1.012188,False,"[""14.01642323"", ""12.67394638"", ""11.27805233"", ""11.03910065"", ""10.86543751"", ""10.86647511"", ""10.82577229"", ""11.19529438"", ""11.06172276"", ""10.86646271"", ""10.83948803"", ""10.92043781"", ""10.88808537"", ""10.92351532"", ""10.80741596"", ""11.01457977"", ""10.97090530"", ""10.90130711"", ""10.91111469"", ""10.95071220"", ""10.90512753"", ""10.89648533"", ""10.90576363"", ""10.93106747"", ""10.85657310"", ""10.79332066"", ""10.89923573"", ""10.87919903"", ""10.97130775"", ""10.91230488"", ""10.88386536"", ""10.85638237"", ""10.86924744"", ""10.90643692"", ""10.90119171"", ""10.92325878"", ""10.90908051"", ""10.89838886"", ""10.91667557"", ""10.94568634"", ""10.92486858""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,5,47,10.511445,1.264076,582.674011,1809741.250000,0.938278,0.485312,0.632502,2335840,256,90.14,3,False,False,ReLU,EARLY_STOPPED,10.80072117,10.90696621,10.63551140,5,1.009837,False,"[""13.55658245"", ""11.86904716"", ""11.12063122"", ""10.96784210"", ""11.12152958"", ""10.80072117"", ""10.97784519"", ""11.01655960"", ""10.85820484"", ""11.03936672"", ""11.21919823"", ""10.95119667"", ""10.90908241"", ""11.02790451"", ""10.85750008"", ""11.08520317"", ""10.83023548"", ""10.88988018"", ""10.92208672"", ""11.03132820"", ""10.90696621""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,4,46,10.468635,1.222940,582.375183,1869198.875000,0.921331,0.474073,0.627068,2335840,256,166.10,4,False,False,ReLU,EARLY_STOPPED,10.72009468,10.88930702,10.21724224,20,1.015785,False,"[""12.50693226"", ""12.90357971"", ""11.53035545"", ""11.37013149"", ""10.93059921"", ""11.08262634"", ""11.14303017"", ""11.10488319"", ""11.04901314"", ""11.23749447"", ""10.82969856"", ""10.79631138"", ""11.13426399"", ""10.89799404"", ""11.06557846"", ""10.82344437"", ""10.76976967"", ""10.76584244"", ""10.95500755"", ""10.94522285"", ""10.72009468"", ""10.92788887"", ""10.89249802"", ""10.74094963"", ""10.86182308"", ""10.81270885"", ""11.00467205"", ""10.85422611"", ""10.99507332"", ""10.82151985"", ""10.84136009"", ""10.89812183"", ""10.91603374"", ""10.85176659"", ""10.91156483"", ""10.88930702""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,6,48,10.301821,1.208888,570.221191,1760594.750000,0.908632,0.469445,0.617258,2335840,256,133.05,4,False,False,ReLU,EARLY_STOPPED,10.67086220,10.94540977,10.31513977,15,1.025729,False,"[""44.00858307"", ""35.65908432"", ""11.37538528"", ""11.23581886"", ""10.97633839"", ""11.07197094"", ""11.08223152"", ""11.09619617"", ""10.75205135"", ""10.84153461"", ""11.16008472"", ""10.76045322"", ""10.71015644"", ""10.73099518"", ""10.67374897"", ""10.67086220"", ""10.78937435"", ""10.70719910"", ""10.77522564"", ""10.82562733"", ""10.80299950"", ""10.91557026"", ""10.90326118"", ""10.92872524"", ""10.84314823"", ""10.87290668"", ""10.90211582"", ""10.89512157"", ""10.88276863"", ""10.88618851"", ""10.94540977""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,7,49,10.565923,1.246934,586.826965,1857761.500000,0.934500,0.485973,0.650267,2335840,256,166.32,4,False,False,ReLU,EARLY_STOPPED,10.70771599,10.90864086,9.88122082,18,1.018764,False,"[""14.44098091"", ""11.24855709"", ""11.47332954"", ""11.16348553"", ""10.99523067"", ""11.12752247"", ""10.78570175"", ""11.13085461"", ""11.05646706"", ""11.18304253"", ""10.91833019"", ""10.80155373"", ""10.82085323"", ""10.82559299"", ""10.73059654"", ""10.77275467"", ""10.74638367"", ""10.82204723"", ""10.70771599"", ""10.76176643"", ""10.80338478"", ""10.76375866"", ""10.84703732"", ""10.80215359"", ""10.91405964"", ""10.89040852"", ""10.94300270"", ""10.89902020"", ""10.93346310"", ""10.86663628"", ""10.88287067"", ""10.92429447"", ""10.89901161"", ""10.90864086""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,8,50,10.416583,1.234857,578.109314,1804332.750000,0.923314,0.472974,0.609663,2335840,256,122.33,3,False,False,ReLU,EARLY_STOPPED,10.73698616,10.83175373,10.06615162,10,1.008826,False,"[""12.21577072"", ""12.03046131"", ""11.09713268"", ""11.24098396"", ""10.93824196"", ""10.96738625"", ""11.14300919"", ""10.85636139"", ""11.05952740"", ""10.86230087"", ""10.73698616"", ""11.03783989"", ""10.75373745"", ""10.86992550"", ""10.89828396"", ""10.79014111"", ""10.76124573"", ""10.77667809"", ""10.84054852"", ""10.84098434"", ""10.77211761"", ""10.80853939"", ""10.84416294"", ""10.84810829"", ""10.83089256"", ""10.83175373""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag0,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,9,51,10.558383,1.260121,587.820068,1850257.750000,0.938966,0.486748,0.640715,2335840,256,172.82,4,False,False,ReLU,EARLY_STOPPED,10.78457355,10.93155193,9.64671803,20,1.013629,False,"[""60.92086029"", ""30.34397316"", ""11.86856270"", ""11.06917667"", ""10.95136833"", ""11.29886055"", ""10.82192898"", ""11.11873055"", ""11.44550228"", ""10.79145241"", ""10.85872650"", ""10.81901932"", ""10.83779907"", ""10.84224987"", ""10.79639626"", ""10.79394054"", ""10.86053848"", ""10.80048847"", ""10.84148979"", ""10.80984497"", ""10.78457355"", ""10.80645275"", ""10.80699635"", ""10.92150116"", ""10.89030457"", ""10.95069408"", ""10.94292355"", ""10.94569397"", ""10.95202255"", ""10.92951298"", ""10.96296310"", ""10.99292469"", ""10.97737026"", ""10.94815540"", ""10.94689083"", ""10.93155193""]",AutoEncoderAE,32,False
autoencoder_pure_m4,AAE_10s_ld32_ag1,ae_pure_study,['AutoEncoderAE'],Quarterly,4,8,40,10,1,True,0,42,10.518741,1.241542,581.606140,1817095.375000,0.930390,0.483806,0.642856,2335840,256,204.58,5,True,False,ReLU,EARLY_STOPPED,10.68748188,10.75491428,10.69377804,31,1.006309,False,"[""12.12486553"", ""11.65471745"", ""11.51264668"", ""11.36608505"", ""11.43870544"", ""11.38078690"", ""11.01567078"", ""11.09735584"", ""11.04995823"", ""10.91697979"", ""10.88958168"", ""10.96072483"", ""11.03073788"", ""10.91767979"", ""11.16094875"", ""10.81451797"", ""10.85965729"", ""10.86139011"", ""11.00939751"", ""10.69874191"", ""10.90677547"", ""10.75506878"", ""10.77429390"", ""10.72196388"", ""10.77333641"", ""10.74440384"", ""10.86569881"", ""10.76310921"", ""10.75072670"", ""10.76507187"", ""10.69310760"", ""10.68748188"", ""10.70522118"", ""10.76679707"", ""10.70087624"", ""10.73048687"", ""10.72503853"", ""10.71792412"", ""10.72011089"", ""10.73261166"", ""10.69935894"", ""10.73857021"", ""10.72236824"", ""10.74320316"", ""10.73785114"", ""10.72243595"", ""10.75491428""]",AutoEncoderAE,32,True
