experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,basis_dim,basis_offset,thetas_dim
baseline,Haar_bd15_lt_bcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.495898,3.112374,832.870850,3222908.500000,0.804513,0.721425,1.872338,5103375,50.72,20,False,False,ReLU,EARLY_STOPPED,13.69204235,13.74484348,9.30426502,9,1.003856,False,"[""15.94401455"", ""14.18141460"", ""17.06002617"", ""14.38416576"", ""13.84125710"", ""14.56893635"", ""13.92185497"", ""14.28097916"", ""15.21129036"", ""13.69204235"", ""16.07165337"", ""14.10779190"", ""13.76561546"", ""13.75101471"", ""15.43358421"", ""14.12639713"", ""13.76325989"", ""14.18560600"", ""13.87647820"", ""13.74484348""]",15,0,3
baseline,Haar_bd15_lt_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.539078,3.088472,828.523621,3169082.000000,0.802827,0.717599,1.876613,5105945,68.00,27,False,False,ReLU,EARLY_STOPPED,13.64355278,14.12002754,8.81115627,16,1.034923,False,"[""15.06332874"", ""14.15991020"", ""13.87117767"", ""14.03933430"", ""14.18747711"", ""13.88322258"", ""13.83448601"", ""16.07342720"", ""14.66718388"", ""14.23137951"", ""13.96434212"", ""13.77612877"", ""14.18467808"", ""14.00628281"", ""14.22121048"", ""13.99903679"", ""13.64355278"", ""14.04362679"", ""14.31660175"", ""14.50381279"", ""14.96327209"", ""13.93289661"", ""14.20430851"", ""14.12997723"", ""14.24867249"", ""13.87842655"", ""14.12002754""]",15,0,5
baseline,Haar_bd15_lt_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.675922,3.167964,854.389221,3400127.250000,0.817015,0.724050,1.845559,5105945,51.36,20,False,False,ReLU,EARLY_STOPPED,13.53539085,13.90583992,9.37299728,9,1.027369,False,"[""14.58828163"", ""15.69425964"", ""14.43045521"", ""14.06669807"", ""14.46210766"", ""13.96677208"", ""13.84778118"", ""13.93507195"", ""14.82575798"", ""13.53539085"", ""13.67228794"", ""15.95584774"", ""14.63954735"", ""13.74177551"", ""14.60583973"", ""13.80382442"", ""13.93118095"", ""14.01696873"", ""14.09002399"", ""13.90583992""]",15,0,5
baseline,Haar_bd15_lt_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.869736,3.260317,862.615417,3309916.500000,0.834565,0.733870,1.885362,5105945,75.52,30,False,False,ReLU,EARLY_STOPPED,13.52390194,14.05910015,8.66955948,19,1.039574,False,"[""14.42366600"", ""14.59257698"", ""14.13313198"", ""14.61444473"", ""14.72369671"", ""14.08900547"", ""14.27858925"", ""14.63935184"", ""13.61759949"", ""14.84523869"", ""13.60877705"", ""14.21706676"", ""13.55804443"", ""13.67006779"", ""13.83218861"", ""14.17878819"", ""13.82282925"", ""14.13336849"", ""14.12455177"", ""13.52390194"", ""14.42844582"", ""14.00008869"", ""14.59112263"", ""14.48331261"", ""14.19327450"", ""13.88484478"", ""13.84435558"", ""14.34551907"", ""13.71836662"", ""14.05910015""]",15,0,5
baseline,Haar_bd30_eq_bcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.393762,3.069278,824.113831,3178056.250000,0.795965,0.709704,1.852559,5141775,55.78,22,False,False,ReLU,EARLY_STOPPED,13.60302353,13.85309792,8.58265114,11,1.018384,False,"[""21.26063538"", ""14.19670963"", ""13.94903946"", ""14.03830528"", ""13.67136097"", ""13.63068199"", ""13.90085506"", ""14.31070518"", ""13.79724503"", ""15.84129238"", ""14.41012096"", ""13.60302353"", ""14.78244972"", ""13.76735687"", ""13.68034935"", ""13.66915512"", ""13.88654041"", ""13.79547119"", ""13.72430325"", ""13.74479198"", ""14.09838486"", ""13.85309792""]",30,0,3
baseline,Haar_bd30_eq_bcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.719479,3.159079,842.854858,3230117.250000,0.817230,0.725988,1.868854,5141775,65.67,26,False,False,ReLU,EARLY_STOPPED,13.63888550,14.20434666,8.98114204,15,1.041459,False,"[""14.25085735"", ""14.02688408"", ""19.70188904"", ""15.05260181"", ""14.29134083"", ""14.23603249"", ""15.27884674"", ""14.63787365"", ""13.90449047"", ""13.72356224"", ""13.72776127"", ""14.05879784"", ""13.78489685"", ""13.74338627"", ""14.64319038"", ""13.63888550"", ""14.24493313"", ""14.50106525"", ""14.14312458"", ""13.94055176"", ""13.69277191"", ""13.76715183"", ""13.83410072"", ""13.86698627"", ""14.01502895"", ""14.20434666""]",30,0,3
baseline,Haar_bd30_eq_bcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.599289,3.118683,837.235107,3266333.750000,0.808470,0.726677,1.901305,5141775,47.36,19,False,False,ReLU,EARLY_STOPPED,13.59879112,13.94361115,8.70009995,8,1.025357,False,"[""21.33117485"", ""13.74604225"", ""16.86513519"", ""13.90981674"", ""13.66838455"", ""13.94324493"", ""13.79219532"", ""13.71685219"", ""13.59879112"", ""13.77586651"", ""13.76575661"", ""14.09168053"", ""14.21330166"", ""13.68260574"", ""13.61487103"", ""13.69642162"", ""13.99869156"", ""13.86424637"", ""13.94361115""]",30,0,3
baseline,Haar_bd30_eq_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.523369,3.077494,827.387939,3185258.500000,0.800965,0.717350,1.844838,5144345,62.72,25,False,False,ReLU,EARLY_STOPPED,13.53138733,13.91169739,8.92124557,14,1.028106,False,"[""14.73904228"", ""16.10233498"", ""13.79227543"", ""14.65558434"", ""14.17050266"", ""14.05113029"", ""13.75576401"", ""14.24771881"", ""14.46173382"", ""15.85677338"", ""13.68151093"", ""14.51222992"", ""14.09879589"", ""13.99832344"", ""13.53138733"", ""13.77379894"", ""14.46007347"", ""13.67851067"", ""15.10766888"", ""13.94190788"", ""13.82538605"", ""13.83733940"", ""13.73803234"", ""13.78812218"", ""13.91169739""]",30,0,5
baseline,Haar_bd30_eq_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.545055,3.093248,825.159241,3167778.500000,0.803610,0.723012,1.900499,5144345,54.52,22,False,False,ReLU,EARLY_STOPPED,13.61172962,13.93295002,9.00728226,11,1.023599,False,"[""15.60749626"", ""13.89744186"", ""14.51664829"", ""14.52739716"", ""15.18212605"", ""14.92870808"", ""16.72136879"", ""13.91346836"", ""13.88331413"", ""15.20594883"", ""14.08118916"", ""13.61172962"", ""14.26809692"", ""14.27276993"", ""13.65108013"", ""13.74757481"", ""13.88057232"", ""14.28429317"", ""13.95189381"", ""13.70684242"", ""13.64707088"", ""13.93295002""]",30,0,5
baseline,Haar_bd30_eq_bcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.458183,3.067267,821.206726,3126271.000000,0.797684,0.714265,1.874367,5144345,64.49,26,False,False,ReLU,EARLY_STOPPED,13.62032986,13.85057354,9.60310745,15,1.016904,False,"[""14.80055332"", ""14.62085152"", ""13.95845795"", ""14.04981136"", ""13.64182377"", ""13.93877697"", ""13.98562241"", ""13.89867020"", ""13.86717415"", ""13.71774864"", ""15.59214687"", ""13.63771725"", ""14.05976105"", ""13.77065468"", ""13.71042633"", ""13.62032986"", ""14.79970932"", ""13.85656929"", ""15.65929317"", ""13.98092556"", ""13.83001900"", ""13.69050312"", ""14.05559826"", ""14.42629242"", ""14.08398819"", ""13.85057354""]",30,0,5
baseline,Haar_bd4_lt_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.809684,3.225214,853.998352,3322941.250000,0.828311,0.744570,1.928399,5070095,53.52,21,False,False,ReLU,EARLY_STOPPED,13.64922523,13.78238487,9.74980450,10,1.009756,False,"[""14.36879349"", ""13.89453030"", ""15.36081123"", ""15.82928276"", ""14.22376347"", ""13.72956276"", ""13.92368221"", ""13.69789982"", ""13.67774296"", ""13.87028694"", ""13.64922523"", ""13.65867138"", ""13.75020695"", ""14.53821468"", ""13.78790188"", ""13.91204739"", ""13.99536419"", ""13.80716038"", ""14.22276783"", ""14.02760601"", ""13.78238487""]",4,0,3
baseline,Haar_bd4_lt_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.709723,3.175294,840.832397,3205790.750000,0.818971,0.726699,1.858919,5070095,55.24,22,False,False,ReLU,EARLY_STOPPED,13.71876526,13.79703712,8.52413750,11,1.005705,False,"[""14.39966011"", ""14.07966709"", ""14.18137264"", ""13.93803692"", ""14.61448765"", ""13.89926243"", ""13.96198940"", ""14.19747734"", ""13.90952492"", ""13.80242825"", ""14.66475391"", ""13.71876526"", ""13.95346355"", ""14.12531281"", ""13.97359943"", ""14.38040257"", ""13.89227581"", ""14.25857449"", ""13.78209496"", ""13.86184120"", ""14.06277084"", ""13.79703712""]",4,0,3
baseline,Haar_bd4_lt_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.320935,3.459313,902.007019,3563420.250000,0.873407,0.768550,1.949380,5070095,62.75,25,False,False,ReLU,EARLY_STOPPED,13.63457489,14.87335873,9.09470844,14,1.090856,False,"[""15.34359360"", ""14.34172440"", ""14.62244701"", ""13.77107048"", ""14.53321075"", ""17.37654305"", ""14.45518208"", ""13.78356934"", ""13.72923088"", ""14.14895153"", ""13.90721512"", ""13.88331699"", ""13.64321232"", ""14.00035572"", ""13.63457489"", ""14.09157753"", ""13.86553669"", ""14.12400150"", ""13.93060780"", ""13.79447174"", ""14.05127144"", ""14.17099476"", ""14.00587082"", ""13.99374485"", ""14.87335873""]",4,0,3
baseline,Haar_bd4_lt_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.543235,3.110846,832.166016,3233896.500000,0.805769,0.717363,1.846579,5072665,50.51,20,False,False,ReLU,EARLY_STOPPED,13.62751389,13.70067215,9.78871632,9,1.005368,False,"[""14.69491863"", ""13.93999958"", ""14.05411720"", ""15.11786366"", ""14.04514313"", ""13.77664948"", ""13.90956116"", ""13.76844597"", ""14.08691978"", ""13.62751389"", ""14.15349483"", ""13.70739269"", ""13.76325130"", ""13.84103107"", ""14.12539291"", ""13.82087612"", ""14.70046043"", ""14.54238415"", ""13.67955589"", ""13.70067215""]",4,0,5
baseline,Haar_bd4_lt_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.650079,3.165217,842.705139,3287413.750000,0.815879,0.725462,1.890739,5072665,50.66,20,False,False,ReLU,EARLY_STOPPED,13.67209911,14.15702152,9.64064217,9,1.035468,False,"[""14.71159935"", ""14.40595150"", ""14.07835770"", ""13.86243057"", ""14.03004932"", ""15.60189438"", ""13.67288303"", ""13.86845112"", ""14.06928444"", ""13.67209911"", ""16.10180664"", ""13.76307774"", ""13.93790340"", ""14.84892941"", ""14.15720367"", ""13.78277588"", ""13.83066940"", ""14.74829769"", ""14.13169289"", ""14.15702152""]",4,0,5
baseline,Haar_bd4_lt_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.384151,3.047026,824.208374,3226850.750000,0.792872,0.708334,1.840407,5072665,61.10,24,False,False,ReLU,EARLY_STOPPED,13.54892635,13.88039398,8.94368172,13,1.024464,False,"[""14.19633865"", ""14.60036659"", ""14.07921600"", ""14.43660450"", ""14.17590904"", ""13.74053955"", ""13.69369125"", ""14.05026627"", ""15.39981079"", ""13.83437061"", ""13.82977581"", ""13.92018795"", ""13.87933064"", ""13.54892635"", ""13.74283314"", ""13.79777813"", ""13.77086163"", ""15.13776588"", ""15.52886391"", ""13.63241005"", ""13.84111786"", ""14.45999908"", ""13.77432442"", ""13.88039398""]",4,0,5
baseline,Haar_bd6_eq_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.967462,3.279210,865.743103,3406341.250000,0.839932,0.750843,1.949752,5080335,45.29,17,False,False,ReLU,EARLY_STOPPED,13.65512753,13.76264381,9.20238113,6,1.007874,False,"[""15.86916542"", ""13.85425282"", ""14.49224567"", ""14.15822792"", ""14.84420109"", ""13.75666714"", ""13.65512753"", ""13.77388287"", ""14.94898796"", ""14.26674557"", ""14.18425655"", ""13.87347698"", ""14.75444317"", ""13.85276604"", ""14.46946430"", ""14.00145531"", ""13.76264381""]",6,0,3
baseline,Haar_bd6_eq_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.671873,3.158578,840.463074,3251980.750000,0.815710,0.727184,1.870103,5080335,51.95,22,False,False,ReLU,EARLY_STOPPED,13.63900852,13.94554329,9.47392941,11,1.022475,False,"[""15.89929485"", ""13.85406399"", ""15.41826630"", ""14.12152958"", ""13.80575371"", ""14.37609005"", ""14.37924004"", ""13.97027683"", ""13.76163960"", ""13.82260704"", ""13.65094566"", ""13.63900852"", ""13.82550526"", ""13.71665668"", ""14.18361187"", ""14.25482750"", ""14.19142914"", ""13.66288280"", ""13.88280392"", ""14.01240444"", ""14.08671379"", ""13.94554329""]",6,0,3
baseline,Haar_bd6_eq_fcast_td3,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.439265,3.059509,826.745789,3194536.250000,0.796129,0.711479,1.855829,5080335,71.36,31,False,False,ReLU,EARLY_STOPPED,13.53085899,14.03757095,8.56964684,20,1.037449,False,"[""14.22319984"", ""14.03148746"", ""15.06845379"", ""14.97570133"", ""14.14404202"", ""14.07094288"", ""14.44914436"", ""14.04394436"", ""15.86056232"", ""13.62537479"", ""13.98409081"", ""13.75058174"", ""14.11532211"", ""14.27633572"", ""14.08472538"", ""13.95268631"", ""13.59637642"", ""13.75648499"", ""13.58079052"", ""14.06660557"", ""13.53085899"", ""13.73180008"", ""13.91638851"", ""14.25215626"", ""13.66637135"", ""13.67269039"", ""13.93807888"", ""14.01574993"", ""13.70713902"", ""13.99959087"", ""14.03757095""]",6,0,3
baseline,Haar_bd6_eq_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.057734,3.281549,865.114197,3344945.000000,0.842988,0.750630,1.961915,5082905,99.86,39,False,False,ReLU,EARLY_STOPPED,13.66723633,14.36151314,8.06576347,28,1.050799,False,"[""14.73388481"", ""15.06134510"", ""15.11932087"", ""14.49092960"", ""14.31360340"", ""13.85648918"", ""17.41420364"", ""13.74853802"", ""13.75856400"", ""13.86954212"", ""14.88084793"", ""14.39665985"", ""14.61376667"", ""13.71299839"", ""13.96593475"", ""13.82229900"", ""14.09127426"", ""14.20904446"", ""13.75910282"", ""13.71072006"", ""14.05596733"", ""14.25910187"", ""13.81552887"", ""13.79936123"", ""13.75994968"", ""13.95857430"", ""13.74400711"", ""14.48689842"", ""13.66723633"", ""13.81225109"", ""14.00701809"", ""13.88373089"", ""13.97111511"", ""13.96464634"", ""14.07612228"", ""14.37076855"", ""14.27392006"", ""14.09838295"", ""14.36151314""]",6,0,5
baseline,Haar_bd6_eq_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.461235,3.076562,828.597778,3200207.500000,0.798946,0.714167,1.862890,5082905,70.17,28,False,False,ReLU,EARLY_STOPPED,13.58414268,14.02567291,8.99923897,17,1.032503,False,"[""14.68040180"", ""14.08442020"", ""13.88981247"", ""14.30302048"", ""14.09986782"", ""14.26810837"", ""14.11362648"", ""13.69452190"", ""13.91213322"", ""14.22173882"", ""13.82346725"", ""14.05230045"", ""13.84011459"", ""13.80837345"", ""13.75699997"", ""14.24728394"", ""14.13455677"", ""13.58414268"", ""13.68243504"", ""13.70320606"", ""13.78627014"", ""13.81558990"", ""13.74042892"", ""14.13634491"", ""14.10354042"", ""13.79999065"", ""13.81691074"", ""14.02567291""]",6,0,5
baseline,Haar_bd6_eq_fcast_td5,basis_dim_sweep,"['Trend', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.399334,3.056961,829.431641,3297660.500000,0.794586,0.707804,1.838577,5082905,39.49,15,False,False,ReLU,EARLY_STOPPED,13.55860424,13.67691708,10.24004078,4,1.008726,False,"[""14.90631390"", ""15.26142025"", ""14.24449062"", ""14.11870480"", ""13.55860424"", ""14.22099686"", ""15.64316750"", ""14.05992699"", ""16.77592850"", ""13.71726513"", ""13.84872055"", ""14.44821358"", ""13.86892414"", ""13.71190357"", ""13.67691708""]",6,0,5
