experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,arch_pattern,ae_variant,latent_dim_cfg,thetas_dim_cfg,meta_predicted_best,meta_convergence_score
ae_search_r2,GenericAEBackcast_ld2_td3_agF,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,2,44,13.996930,3.242521,858.389771,3320934.250000,0.836217,0.749289,1.972531,5143280,11.87,15,forecast,False,ReLU,MAX_EPOCHS,14.23890114,14.23890114,11.30887985,14,1.000000,False,"[""39.79411316"", ""25.97511864"", ""23.09911919"", ""19.31213760"", ""16.47778511"", ""16.16959190"", ""20.54694366"", ""15.98902416"", ""16.62285614"", ""14.98693848"", ""14.83181000"", ""14.91326046"", ""14.87250233"", ""14.48168468"", ""14.23890114""]",2,trend_ae_alternating,GenericAEBackcast,2,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,0,42,14.084993,3.292213,855.280518,3290973.500000,0.845164,0.769270,2.101621,5197310,11.73,15,False,False,ReLU,MAX_EPOCHS,15.00245953,15.00245953,10.98058987,14,1.000000,False,"[""33.24937439"", ""26.19592857"", ""24.82853889"", ""21.60773277"", ""18.18211746"", ""17.00811577"", ""15.81610870"", ""15.36277866"", ""17.62214851"", ""15.54341888"", ""15.69602203"", ""16.60821533"", ""18.83164024"", ""15.29866123"", ""15.00245953""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,1,43,14.839474,3.567944,896.968994,3342642.750000,0.902940,0.826204,2.226259,5197310,11.60,15,False,False,ReLU,MAX_EPOCHS,14.84037209,14.85989380,10.54936790,12,1.001315,False,"[""41.29590225"", ""27.63171768"", ""24.12386322"", ""21.19297791"", ""18.08614349"", ""17.19862556"", ""15.58825397"", ""19.72615051"", ""15.24531651"", ""15.98240662"", ""16.47248650"", ""15.47047043"", ""14.84037209"", ""17.41933250"", ""14.85989380""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,2,44,14.208998,3.280892,864.944458,3303251.250000,0.847533,0.766029,2.054686,5197310,11.60,15,False,False,ReLU,MAX_EPOCHS,15.03215599,15.50712109,12.76292992,11,1.031597,False,"[""37.10233688"", ""26.33131218"", ""24.86585045"", ""21.73667336"", ""18.57936287"", ""16.43922615"", ""16.34006882"", ""16.00791168"", ""15.73949337"", ""15.99822235"", ""15.31734943"", ""15.03215599"", ""16.27322006"", ""15.14526463"", ""15.50712109""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_agF,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,0,42,13.934326,3.195377,846.726929,3276776.250000,0.828370,0.755419,2.046701,5197310,11.72,15,forecast,False,ReLU,MAX_EPOCHS,14.83296490,14.93193436,10.39692116,13,1.006672,False,"[""36.54763412"", ""26.40559769"", ""28.27511597"", ""26.30221939"", ""19.68867111"", ""18.20013618"", ""16.91063499"", ""17.13212395"", ""17.53351402"", ""15.19758320"", ""14.97682476"", ""15.16852474"", ""15.46104527"", ""14.83296490"", ""14.93193436""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_agF,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,1,43,14.276735,3.300027,863.070374,3270909.750000,0.852013,0.774171,2.116534,5197310,11.93,15,forecast,False,ReLU,MAX_EPOCHS,14.97952461,15.72565174,11.27622509,13,1.049810,False,"[""43.13592148"", ""27.70162582"", ""26.07472229"", ""23.78077507"", ""20.26540947"", ""18.22796822"", ""17.56803894"", ""22.30754089"", ""16.34385681"", ""16.30488396"", ""15.86854458"", ""15.54490185"", ""15.14923954"", ""14.97952461"", ""15.72565174""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld8_td3_agF,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,2,44,15.560408,3.906547,954.649719,3539278.000000,0.967600,0.918491,2.600744,5197310,11.65,15,forecast,False,ReLU,MAX_EPOCHS,15.32639694,15.32639694,11.82341576,14,1.000000,False,"[""36.46841049"", ""26.79170609"", ""26.37997055"", ""24.15677261"", ""23.92140579"", ""18.12336159"", ""16.31959343"", ""15.68343639"", ""19.42162514"", ""15.34041882"", ""15.81779099"", ""15.53133869"", ""15.45083809"", ""16.20052338"", ""15.32639694""]",2,trend_ae_alternating,GenericAEBackcast,8,3,,
ae_search_r2,GenericAEBackcast_ld16_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,0,42,16.920765,4.394988,1049.298340,3854610.000000,1.070676,0.967414,2.515583,5269350,11.60,15,False,False,ReLU,MAX_EPOCHS,16.31474876,17.36159134,11.59122181,13,1.064165,False,"[""41.79819489"", ""28.45096207"", ""26.73855782"", ""21.95290565"", ""20.24905968"", ""17.48379135"", ""21.32673454"", ""18.79372787"", ""20.95465279"", ""17.63928795"", ""16.61011124"", ""17.45289803"", ""19.30889702"", ""16.31474876"", ""17.36159134""]",2,trend_ae_alternating,GenericAEBackcast,16,3,,
ae_search_r2,GenericAEBackcast_ld16_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,1,43,15.379784,3.756570,935.497925,3479192.500000,0.943204,0.859085,2.282279,5269350,11.81,15,False,False,ReLU,MAX_EPOCHS,14.93410492,15.55061245,10.83350658,12,1.041282,False,"[""42.47671890"", ""28.40412521"", ""25.32947350"", ""20.52699471"", ""18.47331619"", ""16.56560516"", ""24.52888298"", ""17.02455902"", ""17.64402008"", ""17.51701927"", ""16.34198952"", ""15.55604362"", ""14.93410492"", ""15.63479519"", ""15.55061245""]",2,trend_ae_alternating,GenericAEBackcast,16,3,,
ae_search_r2,GenericAEBackcast_ld16_td3_ag0,ae_search_round2,"['Trend', 'GenericAEBackcast']",Yearly,1,6,30,10,1,True,2,44,15.018553,3.517758,907.147217,3452685.000000,0.902104,0.813444,2.191514,5269350,11.87,15,False,False,ReLU,MAX_EPOCHS,15.48447037,17.95484352,13.63506794,12,1.159539,False,"[""37.65180588"", ""31.56693840"", ""26.59549522"", ""24.58458710"", ""30.42424965"", ""22.52276039"", ""19.49161911"", ""18.59545326"", ""17.83139038"", ""18.70578003"", ""16.81215096"", ""15.95663548"", ""15.48447037"", ""15.71205425"", ""17.95484352""]",2,trend_ae_alternating,GenericAEBackcast,16,3,,
ae_search_r2,GenericAEBackcastAE_ld2_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,0,42,14.557216,3.325446,879.258667,3355228.250000,0.863793,0.779057,2.087688,1862800,10.92,15,False,False,ReLU,MAX_EPOCHS,15.12655163,17.37533569,14.04002762,10,1.148665,False,"[""40.56737137"", ""41.89664078"", ""25.86089897"", ""23.38894272"", ""23.34704018"", ""20.09533501"", ""19.73200607"", ""19.99806786"", ""16.19576454"", ""15.73955441"", ""15.12655163"", ""16.40781212"", ""15.72483158"", ""16.10173225"", ""17.37533569""]",2,trend_ae_alternating,GenericAEBackcastAE,2,5,,
ae_search_r2,GenericAEBackcastAE_ld2_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,1,43,14.379902,3.315890,866.202942,3321230.750000,0.857166,0.781409,2.125190,1862800,10.95,15,False,False,ReLU,MAX_EPOCHS,15.32688999,15.32688999,10.97514248,14,1.000000,False,"[""35.33506393"", ""46.78780365"", ""25.73436165"", ""24.44647789"", ""20.38706017"", ""17.86314774"", ""16.76154709"", ""16.06997108"", ""20.19760132"", ""21.08336258"", ""16.23539162"", ""17.64827728"", ""15.69041538"", ""16.04270172"", ""15.32688999""]",2,trend_ae_alternating,GenericAEBackcastAE,2,5,,
ae_search_r2,GenericAEBackcastAE_ld2_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,2,44,14.574692,3.441562,883.717407,3318193.000000,0.878937,0.799407,2.123909,1862800,11.06,15,False,False,ReLU,MAX_EPOCHS,14.99400425,14.99400425,11.25718689,14,1.000000,False,"[""30.67704964"", ""56.10483170"", ""26.46734428"", ""24.18428612"", ""20.47816467"", ""18.00406647"", ""17.09997559"", ""16.26054955"", ""18.11955833"", ""16.42868996"", ""16.23293877"", ""17.27943230"", ""16.69913292"", ""15.33491802"", ""14.99400425""]",2,trend_ae_alternating,GenericAEBackcastAE,2,5,,
ae_search_r2,GenericAEBackcastAE_ld8_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,0,42,14.557216,3.325446,879.258667,3355228.250000,0.863793,0.779057,2.087688,1862800,11.00,15,False,False,ReLU,MAX_EPOCHS,15.12655163,17.37533569,14.04002762,10,1.148665,False,"[""40.56737137"", ""41.89664078"", ""25.86089897"", ""23.38894272"", ""23.34704018"", ""20.09533501"", ""19.73200607"", ""19.99806786"", ""16.19576454"", ""15.73955441"", ""15.12655163"", ""16.40781212"", ""15.72483158"", ""16.10173225"", ""17.37533569""]",2,trend_ae_alternating,GenericAEBackcastAE,8,5,,
ae_search_r2,GenericAEBackcastAE_ld8_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,1,43,14.379902,3.315890,866.202942,3321230.750000,0.857166,0.781409,2.125190,1862800,11.18,15,False,False,ReLU,MAX_EPOCHS,15.32688999,15.32688999,10.97514248,14,1.000000,False,"[""35.33506393"", ""46.78780365"", ""25.73436165"", ""24.44647789"", ""20.38706017"", ""17.86314774"", ""16.76154709"", ""16.06997108"", ""20.19760132"", ""21.08336258"", ""16.23539162"", ""17.64827728"", ""15.69041538"", ""16.04270172"", ""15.32688999""]",2,trend_ae_alternating,GenericAEBackcastAE,8,5,,
ae_search_r2,GenericAEBackcastAE_ld8_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,2,44,14.574692,3.441562,883.717407,3318193.000000,0.878937,0.799407,2.123909,1862800,11.08,15,False,False,ReLU,MAX_EPOCHS,14.99400425,14.99400425,11.25718689,14,1.000000,False,"[""30.67704964"", ""56.10483170"", ""26.46734428"", ""24.18428612"", ""20.47816467"", ""18.00406647"", ""17.09997559"", ""16.26054955"", ""18.11955833"", ""16.42868996"", ""16.23293877"", ""17.27943230"", ""16.69913292"", ""15.33491802"", ""14.99400425""]",2,trend_ae_alternating,GenericAEBackcastAE,8,5,,
ae_search_r2,GenericAEBackcastAE_ld16_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,0,42,14.557216,3.325446,879.258667,3355228.250000,0.863793,0.779057,2.087688,1862800,11.15,15,False,False,ReLU,MAX_EPOCHS,15.12655163,17.37533569,14.04002762,10,1.148665,False,"[""40.56737137"", ""41.89664078"", ""25.86089897"", ""23.38894272"", ""23.34704018"", ""20.09533501"", ""19.73200607"", ""19.99806786"", ""16.19576454"", ""15.73955441"", ""15.12655163"", ""16.40781212"", ""15.72483158"", ""16.10173225"", ""17.37533569""]",2,trend_ae_alternating,GenericAEBackcastAE,16,5,,
ae_search_r2,GenericAEBackcastAE_ld16_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,1,43,14.379902,3.315890,866.202942,3321230.750000,0.857166,0.781409,2.125190,1862800,11.17,15,False,False,ReLU,MAX_EPOCHS,15.32688999,15.32688999,10.97514248,14,1.000000,False,"[""35.33506393"", ""46.78780365"", ""25.73436165"", ""24.44647789"", ""20.38706017"", ""17.86314774"", ""16.76154709"", ""16.06997108"", ""20.19760132"", ""21.08336258"", ""16.23539162"", ""17.64827728"", ""15.69041538"", ""16.04270172"", ""15.32688999""]",2,trend_ae_alternating,GenericAEBackcastAE,16,5,,
ae_search_r2,GenericAEBackcastAE_ld16_td5_ag0,ae_search_round2,"['Trend', 'GenericAEBackcastAE']",Yearly,1,6,30,10,1,True,2,44,14.574692,3.441562,883.717407,3318193.000000,0.878937,0.799407,2.123909,1862800,11.16,15,False,False,ReLU,MAX_EPOCHS,14.99400425,14.99400425,11.25718689,14,1.000000,False,"[""30.67704964"", ""56.10483170"", ""26.46734428"", ""24.18428612"", ""20.47816467"", ""18.00406647"", ""17.09997559"", ""16.26054955"", ""18.11955833"", ""16.42868996"", ""16.23293877"", ""17.27943230"", ""16.69913292"", ""15.33491802"", ""14.99400425""]",2,trend_ae_alternating,GenericAEBackcastAE,16,5,,
ae_search_r3,AutoEncoder_ld2_td3_ag0,ae_search_round3,"['Trend', 'AutoEncoder']",Yearly,1,6,30,10,1,True,0,42,13.457523,3.040069,821.755371,3242197.000000,0.794241,0.713914,1.875514,5161160,19.98,30,False,False,ReLU,MAX_EPOCHS,13.91983604,13.91983604,9.60516357,29,1.000000,False,"[""34.17088318"", ""36.03058243"", ""24.57512474"", ""22.10525322"", ""18.40726471"", ""16.10688972"", ""17.85853577"", ""18.33076286"", ""17.67230988"", ""17.97707558"", ""19.79488373"", ""16.51972961"", ""15.53282166"", ""16.29050064"", ""15.65323925"", ""15.35967922"", ""14.51087761"", ""16.08004189"", ""15.28436184"", ""15.94500637"", ""14.61400032"", ""14.59928226"", ""14.19514847"", ""14.26721478"", ""14.15010357"", ""14.05799198"", ""14.11291695"", ""14.01633739"", ""14.04905796"", ""13.91983604""]",3,trend_ae_alternating,AutoEncoder,2,3,,
ae_search_r3,AutoEncoder_ld2_td3_ag0,ae_search_round3,"['Trend', 'AutoEncoder']",Yearly,1,6,30,10,1,True,1,43,13.539459,3.110715,838.757812,3318397.250000,0.805637,0.716829,1.866230,5161160,20.72,30,False,False,ReLU,MAX_EPOCHS,13.66563320,13.66563320,9.75724506,29,1.000000,False,"[""38.35817719"", ""26.33854675"", ""23.32010269"", ""18.93601418"", ""16.58080292"", ""15.70119476"", ""16.56846046"", ""14.94914627"", ""14.92800236"", ""14.53437233"", ""16.81524849"", ""16.11806107"", ""15.16154385"", ""14.69569397"", ""14.44566345"", ""14.08053303"", ""14.03628540"", ""13.99209690"", ""14.15890121"", ""13.79055882"", ""15.56389236"", ""14.27687740"", ""13.75247669"", ""13.88284111"", ""15.40517521"", ""14.37852764"", ""15.11571980"", ""13.89119339"", ""14.04885292"", ""13.66563320""]",3,trend_ae_alternating,AutoEncoder,2,3,,
ae_search_r3,AutoEncoder_ld2_td3_ag0,ae_search_round3,"['Trend', 'AutoEncoder']",Yearly,1,6,30,10,1,True,2,44,13.584916,3.090755,834.156494,3294361.000000,0.804516,0.718674,1.871288,5161160,20.65,30,False,False,ReLU,MAX_EPOCHS,13.83048248,14.24023247,9.96444130,27,1.029627,False,"[""29.30140686"", ""39.73084259"", ""24.32149506"", ""21.50488853"", ""18.14588737"", ""16.67687988"", ""16.05228996"", ""15.50536919"", ""15.79446030"", ""16.55744743"", ""15.21236324"", ""15.65525723"", ""14.56730270"", ""14.88864899"", ""14.44882774"", ""14.76162815"", ""14.48864174"", ""14.13635635"", ""14.32062531"", ""14.74476910"", ""14.60288906"", ""14.53004932"", ""14.03000832"", ""13.95932770"", ""14.01953411"", ""14.23190212"", ""14.14018440"", ""13.83048248"", ""13.90177536"", ""14.24023247""]",3,trend_ae_alternating,AutoEncoder,2,3,,
ae_search_r3,GenericAE_ld2_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,0,42,13.534966,3.073368,835.351624,3322827.750000,0.800801,0.717836,1.891705,1826585,19.61,30,False,False,ReLU,MAX_EPOCHS,13.77971649,13.91679859,10.20634937,25,1.009948,False,"[""31.50024796"", ""39.13824463"", ""23.56741333"", ""21.34847260"", ""18.27426338"", ""16.34571457"", ""16.67915726"", ""16.50983620"", ""16.93161964"", ""16.16580963"", ""16.05183601"", ""15.05212784"", ""14.70904064"", ""16.03103065"", ""14.91654778"", ""14.83406830"", ""14.37925148"", ""14.34335995"", ""14.62598896"", ""13.98530579"", ""14.13096237"", ""14.17630577"", ""14.61275101"", ""13.86599827"", ""13.96635437"", ""13.77971649"", ""13.82115078"", ""14.12272930"", ""13.83001518"", ""13.91679859""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld2_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,1,43,13.683447,3.110817,835.122070,3255997.500000,0.810055,0.727282,1.919649,1826585,19.53,30,False,False,ReLU,MAX_EPOCHS,14.07540607,14.07540607,10.85685349,29,1.000000,False,"[""32.49561691"", ""38.62911606"", ""23.46295166"", ""21.48789978"", ""18.53383636"", ""16.71625900"", ""17.90562439"", ""15.73745346"", ""15.80662537"", ""16.02305412"", ""16.39855576"", ""14.91638756"", ""14.65558720"", ""14.47284794"", ""15.18543434"", ""15.17485428"", ""14.18553638"", ""17.15925026"", ""14.58445072"", ""15.43375969"", ""15.15248680"", ""18.23836517"", ""14.43776894"", ""14.14567089"", ""15.71970749"", ""14.34247684"", ""17.72031403"", ""14.22969818"", ""14.37936974"", ""14.07540607""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld2_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,2,44,13.855608,3.226293,855.998474,3325406.250000,0.829852,0.738353,1.907583,1826585,19.79,30,False,False,ReLU,MAX_EPOCHS,13.83211136,13.83211136,10.30982399,29,1.000000,False,"[""36.63544846"", ""45.44080353"", ""27.82661057"", ""24.48726082"", ""23.31708336"", ""19.77470016"", ""17.87216949"", ""16.60476685"", ""16.10436058"", ""15.49915314"", ""16.41735458"", ""15.53011513"", ""15.11804485"", ""15.24343109"", ""14.51747322"", ""14.26244259"", ""14.54173279"", ""14.02537632"", ""13.99462509"", ""14.44631290"", ""15.84547424"", ""14.62306404"", ""14.76013756"", ""14.31677628"", ""15.15691566"", ""13.87038040"", ""14.90379524"", ""13.98025036"", ""14.93746758"", ""13.83211136""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld2_td3_agF,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,0,42,13.707731,3.168886,841.502747,3273635.500000,0.818104,0.736202,1.941641,1826585,19.73,30,forecast,False,ReLU,MAX_EPOCHS,13.90979481,14.04136372,9.88399124,27,1.009459,False,"[""31.49445343"", ""33.05126953"", ""24.05170441"", ""23.15114212"", ""18.72879601"", ""16.61760139"", ""17.92743683"", ""16.21548843"", ""16.45304298"", ""15.08763313"", ""17.20617104"", ""16.21423721"", ""16.36508369"", ""14.77739525"", ""14.65768433"", ""16.11109352"", ""16.38824463"", ""16.84979630"", ""14.85497665"", ""16.35788155"", ""14.52957726"", ""14.47056007"", ""14.33539391"", ""14.23610878"", ""14.24105740"", ""15.00396919"", ""14.13744831"", ""13.90979481"", ""14.08985901"", ""14.04136372""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld2_td3_agF,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,1,43,13.519743,3.108957,833.533325,3284402.250000,0.804812,0.721262,1.893412,1826585,19.89,30,forecast,False,ReLU,MAX_EPOCHS,13.76952076,14.79494190,9.70436287,27,1.074470,False,"[""31.49130630"", ""36.74582672"", ""23.46567345"", ""20.45785141"", ""16.92050171"", ""16.52280617"", ""17.09566307"", ""15.77125168"", ""16.79943275"", ""15.35774899"", ""15.30004597"", ""15.70379448"", ""14.26013565"", ""14.21639156"", ""14.43871975"", ""14.44022179"", ""14.55680466"", ""15.55198479"", ""14.20872116"", ""14.17988205"", ""14.16707230"", ""14.25071049"", ""13.78723335"", ""13.79136848"", ""14.20283604"", ""14.63876724"", ""13.90817356"", ""13.76952076"", ""14.01227856"", ""14.79494190""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld2_td3_agF,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,2,44,14.189598,3.379765,879.390991,3392178.250000,0.859380,0.765796,1.969289,1826585,19.90,30,forecast,False,ReLU,MAX_EPOCHS,13.99183559,13.99183559,10.01754475,29,1.000000,False,"[""38.05515671"", ""41.14913177"", ""26.95730782"", ""25.96583748"", ""22.68975449"", ""20.22390938"", ""18.52634239"", ""17.36602974"", ""16.75329018"", ""15.98309898"", ""15.50545883"", ""15.85856533"", ""17.40366173"", ""15.34720230"", ""15.53321171"", ""15.28099442"", ""15.98369884"", ""14.46872330"", ""14.62963200"", ""15.20354462"", ""14.72414017"", ""14.66823959"", ""15.29118443"", ""14.50033379"", ""15.13454723"", ""14.04690456"", ""14.08060455"", ""14.07592010"", ""14.18745804"", ""13.99183559""]",3,trend_ae_alternating,GenericAE,2,3,,
ae_search_r3,GenericAE_ld8_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,0,42,13.619020,3.108254,833.706909,3248400.500000,0.807761,0.725368,1.925797,1841975,20.17,30,False,False,ReLU,MAX_EPOCHS,13.85554504,13.85554504,10.42504120,29,1.000000,False,"[""31.44510269"", ""40.81594467"", ""24.84320641"", ""22.36997414"", ""18.65582275"", ""16.28435326"", ""18.89940071"", ""15.51524734"", ""15.45536709"", ""15.42699051"", ""15.34964275"", ""14.91500282"", ""14.73416138"", ""14.99630833"", ""14.53160191"", ""14.43942928"", ""14.23155880"", ""14.88154793"", ""14.84445477"", ""14.12382984"", ""14.55768776"", ""14.31806946"", ""14.15763283"", ""14.29029083"", ""14.07595825"", ""14.04945374"", ""13.89752674"", ""14.18415260"", ""13.97231388"", ""13.85554504""]",3,trend_ae_alternating,GenericAE,8,3,,
ae_search_r3,GenericAE_ld8_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,1,43,13.881958,3.255583,863.436951,3370076.250000,0.834343,0.745121,1.940938,1841975,19.93,30,False,False,ReLU,MAX_EPOCHS,13.93407440,13.93407440,10.22752571,29,1.000000,False,"[""35.81243896"", ""42.81213379"", ""26.74340248"", ""24.47955704"", ""19.96459579"", ""17.30821037"", ""16.25455856"", ""16.15571594"", ""15.89916611"", ""17.68742943"", ""17.43553543"", ""16.96568108"", ""17.16405869"", ""17.16049385"", ""16.25563431"", ""15.00844193"", ""16.48374367"", ""15.20552444"", ""14.42736435"", ""14.45391941"", ""14.50815487"", ""14.45407295"", ""14.34630203"", ""14.63113976"", ""14.21194744"", ""14.72435093"", ""14.15701389"", ""14.17773533"", ""14.63866711"", ""13.93407440""]",3,trend_ae_alternating,GenericAE,8,3,,
ae_search_r3,GenericAE_ld8_td3_ag0,ae_search_round3,"['Trend', 'GenericAE']",Yearly,1,6,30,10,1,True,2,44,14.288863,3.406545,878.319519,3337942.000000,0.865786,0.764507,1.965425,1841975,20.01,30,False,False,ReLU,MAX_EPOCHS,13.98127842,14.31068325,10.83524990,24,1.023560,False,"[""32.14623642"", ""45.83626556"", ""25.74619102"", ""23.93748856"", ""18.92641258"", ""16.69099426"", ""17.18581963"", ""16.59891891"", ""19.95377541"", ""17.82099152"", ""16.57499886"", ""15.32401180"", ""15.36608124"", ""16.56073570"", ""14.68106937"", ""14.87352276"", ""14.53168869"", ""15.98475170"", ""17.29751015"", ""16.18489838"", ""14.74734688"", ""14.67673206"", ""14.27673817"", ""14.99248123"", ""13.98127842"", ""14.46949291"", ""14.41592979"", ""14.11181545"", ""14.22484398"", ""14.31068325""]",3,trend_ae_alternating,GenericAE,8,3,,
