experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,trend_block,second_block,basis_type,arch_style,latent_dim_cfg
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,0,42,13.628546,3.108087,840.718506,3365415.500000,0.808032,0.722191,1.879683,2257939,31.14,50,False,False,ReLU,MAX_EPOCHS,13.84890079,13.89252949,9.80045509,43,1.003150,False,"[""46.20381165"", ""38.79708481"", ""34.15907288"", ""24.54217148"", ""20.82992744"", ""18.39823341"", ""25.12659454"", ""18.44818306"", ""16.46204185"", ""19.55166245"", ""18.40262032"", ""17.07482910"", ""17.08556938"", ""16.60414696"", ""16.98379135"", ""15.65066433"", ""15.10608196"", ""15.62779999"", ""14.98624420"", ""14.44081783"", ""14.62253666"", ""14.60621071"", ""14.48404598"", ""14.39378262"", ""14.60010433"", ""14.17002010"", ""14.37370968"", ""14.36585903"", ""14.16479206"", ""14.16531086"", ""15.20202541"", ""14.13788891"", ""14.04128933"", ""13.96638870"", ""13.96080399"", ""13.93837547"", ""14.52188969"", ""13.85420132"", ""14.25468254"", ""13.92275906"", ""14.00357914"", ""13.87883854"", ""13.96722317"", ""13.84890079"", ""13.99924183"", ""13.88042259"", ""13.88375568"", ""13.91733170"", ""13.89535236"", ""13.89252949""]",TrendAE,SeasonalityAE,fourier,I-style,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,1,43,13.707833,3.144106,843.601746,3332231.250000,0.814990,0.726594,1.890262,2257939,30.29,50,False,False,ReLU,MAX_EPOCHS,13.87123203,13.92794991,9.82476521,41,1.004089,False,"[""45.44363022"", ""35.22401428"", ""28.62538338"", ""22.58898163"", ""21.44795609"", ""21.38424301"", ""16.88275719"", ""18.95763397"", ""15.87203026"", ""16.26712227"", ""15.48637199"", ""15.09191895"", ""16.31494331"", ""15.04720879"", ""15.35315800"", ""14.85005569"", ""14.41708946"", ""15.36671829"", ""15.57309151"", ""14.74862862"", ""14.24444389"", ""14.42536545"", ""14.44136715"", ""14.41697311"", ""15.12810326"", ""14.13074017"", ""14.08936310"", ""14.32214928"", ""15.07487392"", ""13.99470520"", ""14.17021561"", ""14.54736137"", ""13.89458466"", ""14.08422184"", ""13.91522598"", ""14.10593987"", ""14.13012123"", ""14.10451794"", ""13.87541866"", ""13.99646568"", ""14.03865719"", ""13.87123203"", ""14.07162952"", ""14.10009098"", ""13.91018105"", ""13.91949558"", ""13.98624897"", ""13.93956089"", ""13.92089844"", ""13.92794991""]",TrendAE,SeasonalityAE,fourier,I-style,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,2,44,13.583894,3.088076,835.614136,3314910.250000,0.804148,0.720343,1.882080,2257939,29.75,50,False,False,ReLU,MAX_EPOCHS,13.78488731,13.80385208,9.69251060,44,1.001376,False,"[""46.13529205"", ""31.12408066"", ""28.26316643"", ""24.88459587"", ""20.69844055"", ""19.30558014"", ""19.98554230"", ""18.38485336"", ""15.91578770"", ""15.57360554"", ""18.32733917"", ""15.76226330"", ""14.86081886"", ""15.09261036"", ""14.50907898"", ""15.66296768"", ""14.52567101"", ""14.82836437"", ""14.62808418"", ""14.22713089"", ""15.02592087"", ""14.30369663"", ""14.14867783"", ""15.62087536"", ""14.18984604"", ""13.96900272"", ""14.18013859"", ""14.77817917"", ""14.07964516"", ""13.98163986"", ""14.70173931"", ""13.90229034"", ""13.99787807"", ""13.96425247"", ""14.15823078"", ""13.87994862"", ""13.81469822"", ""13.81768322"", ""13.95798874"", ""13.85955524"", ""13.78939438"", ""13.79714298"", ""13.80085182"", ""13.83717823"", ""13.78488731"", ""13.84297562"", ""13.79173660"", ""13.82274818"", ""13.81635761"", ""13.80385208""]",TrendAE,SeasonalityAE,fourier,I-style,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,3,45,13.625662,3.123423,839.421021,3318676.000000,0.809873,0.722659,1.891357,2257939,31.45,50,False,False,ReLU,MAX_EPOCHS,13.88255882,13.95321846,9.72282887,44,1.005090,False,"[""39.57660675"", ""33.94271851"", ""27.43052483"", ""21.20929146"", ""21.00489998"", ""18.69073296"", ""18.02057838"", ""17.27729797"", ""16.57502937"", ""15.57295418"", ""15.39596176"", ""14.89333057"", ""16.21173668"", ""17.60651398"", ""15.83965588"", ""15.45019054"", ""14.86175442"", ""14.52022457"", ""15.17216396"", ""15.37952423"", ""15.93652821"", ""14.84760094"", ""14.41441536"", ""14.57768631"", ""14.59349155"", ""14.56158257"", ""14.30315590"", ""14.45110893"", ""14.71894264"", ""14.11923885"", ""14.76767540"", ""14.06101799"", ""14.10986233"", ""13.95038414"", ""14.49395084"", ""14.10280132"", ""14.20296574"", ""13.88309956"", ""14.24545002"", ""13.88430595"", ""14.05301857"", ""13.97237492"", ""13.96125412"", ""14.01883793"", ""13.88255882"", ""13.99570560"", ""14.01973915"", ""13.93361187"", ""13.94493389"", ""13.95321846""]",TrendAE,SeasonalityAE,fourier,I-style,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,4,46,13.743024,3.192890,848.342468,3345681.750000,0.822204,0.734742,1.916420,2257939,25.90,43,False,False,ReLU,EARLY_STOPPED,13.83561802,13.93274498,9.58485699,32,1.007020,False,"[""48.72921371"", ""32.99498749"", ""28.37368965"", ""27.46828270"", ""23.27943993"", ""19.91085243"", ""18.08677101"", ""19.21960449"", ""16.81223869"", ""16.77939224"", ""18.36613846"", ""15.46601105"", ""15.36272049"", ""15.39955711"", ""14.98070908"", ""14.99566841"", ""14.33207512"", ""14.74011993"", ""14.85915470"", ""14.91512394"", ""14.38934422"", ""14.48485565"", ""14.91933727"", ""14.15499306"", ""14.36717701"", ""15.59091759"", ""14.20701122"", ""15.06121445"", ""13.98674011"", ""14.34244061"", ""13.98566532"", ""14.60162067"", ""13.83561802"", ""14.19323063"", ""13.89116478"", ""14.28006554"", ""13.96996784"", ""13.85300446"", ""13.92523193"", ""13.91617012"", ""14.07988358"", ""13.88937092"", ""13.93274498""]",TrendAE,SeasonalityAE,fourier,I-style,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,0,42,13.504148,3.071898,829.794556,3291812.000000,0.799673,0.717068,1.885567,2267163,32.09,50,False,False,ReLU,MAX_EPOCHS,13.81821918,13.84646606,9.68224812,45,1.002044,False,"[""38.01687622"", ""38.28298569"", ""33.73922348"", ""21.71055794"", ""22.09003258"", ""18.11073875"", ""18.17061424"", ""19.61095810"", ""16.81042480"", ""17.06657219"", ""15.22210026"", ""15.11318779"", ""15.31286049"", ""16.06778526"", ""14.52041721"", ""15.00269032"", ""14.98694134"", ""14.45732307"", ""14.70026207"", ""15.72132587"", ""14.69337749"", ""15.87098122"", ""15.13258457"", ""14.50464153"", ""14.03506756"", ""14.60928154"", ""14.82194805"", ""14.26551723"", ""14.22206020"", ""14.53106403"", ""14.00113297"", ""13.94072247"", ""13.94535160"", ""13.99676323"", ""13.92957783"", ""14.03960419"", ""13.92479229"", ""14.09558964"", ""13.82779121"", ""13.89672661"", ""13.93786812"", ""13.83802319"", ""13.89342976"", ""13.90874767"", ""13.87010193"", ""13.81821918"", ""13.85939026"", ""13.83893108"", ""13.84103298"", ""13.84646606""]",TrendAE,SeasonalityAE,fourier,I-style,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,1,43,14.188803,3.268808,867.350952,3376569.500000,0.845395,0.759489,1.974082,2267163,17.93,27,False,False,ReLU,EARLY_STOPPED,14.20719814,14.34597683,10.59473801,16,1.009768,False,"[""49.97314072"", ""35.24229050"", ""29.16900635"", ""27.30427933"", ""21.49085045"", ""18.24835014"", ""17.26912117"", ""16.99642563"", ""16.75604248"", ""15.74415112"", ""15.86670685"", ""15.39380074"", ""16.95548630"", ""15.09897518"", ""14.82850361"", ""14.28194332"", ""14.20719814"", ""14.77320290"", ""15.70074844"", ""14.82059479"", ""15.01899910"", ""14.40447998"", ""15.05662537"", ""14.24389172"", ""14.28486919"", ""14.29691887"", ""14.34597683""]",TrendAE,SeasonalityAE,fourier,I-style,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,2,44,13.622856,3.090396,837.154785,3333233.250000,0.805632,0.721954,1.893487,2267163,30.00,50,False,False,ReLU,MAX_EPOCHS,13.94073105,13.96686172,9.80227757,47,1.001874,False,"[""42.35488892"", ""30.90349007"", ""28.77164459"", ""23.74730492"", ""24.16444778"", ""19.06549072"", ""17.95944214"", ""17.45487213"", ""16.77463150"", ""16.24568176"", ""15.99822044"", ""15.75049591"", ""15.73013973"", ""15.65295124"", ""15.23297691"", ""15.26196861"", ""16.21105003"", ""15.18450832"", ""14.93034077"", ""14.43256569"", ""14.84617901"", ""15.40542507"", ""14.56243515"", ""14.49277210"", ""14.42615509"", ""15.15027618"", ""14.16191483"", ""14.11328983"", ""14.23552608"", ""14.72056484"", ""14.04428673"", ""14.03908253"", ""14.28970146"", ""14.32871056"", ""14.16609764"", ""15.12863350"", ""14.06830883"", ""14.10226727"", ""14.10475540"", ""13.96303082"", ""14.07322121"", ""13.95958328"", ""14.02233791"", ""13.97883415"", ""13.95706367"", ""13.98902702"", ""13.94746304"", ""13.94073105"", ""13.96459484"", ""13.96686172""]",TrendAE,SeasonalityAE,fourier,I-style,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,3,45,13.724123,3.157052,848.459351,3358763.750000,0.817117,0.726134,1.870547,2267163,27.07,45,False,False,ReLU,EARLY_STOPPED,13.79673958,13.86934948,9.68771648,34,1.005263,False,"[""49.09973907"", ""31.03327751"", ""30.68721008"", ""27.25613785"", ""21.77837372"", ""25.10786629"", ""18.14892197"", ""17.73550415"", ""19.84427834"", ""16.78132057"", ""16.99595070"", ""15.43152618"", ""17.01195908"", ""15.04761124"", ""14.40423107"", ""15.48187542"", ""14.63142967"", ""15.41884518"", ""15.23045826"", ""14.21267509"", ""14.67086983"", ""15.06572247"", ""14.31563473"", ""14.17573547"", ""14.09367085"", ""14.44096088"", ""14.07535839"", ""14.17462635"", ""14.48343849"", ""15.52263069"", ""13.99065590"", ""14.15075397"", ""14.50768852"", ""14.00905132"", ""13.79673958"", ""14.37955189"", ""13.84763145"", ""13.92309475"", ""13.98017693"", ""13.91001797"", ""13.91761112"", ""13.84909916"", ""13.92423820"", ""13.90387535"", ""13.86934948""]",TrendAE,SeasonalityAE,fourier,I-style,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_I_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,2,1,True,4,46,13.628318,3.142695,842.192017,3330857.250000,0.812379,0.721647,1.874804,2267163,30.04,50,False,False,ReLU,MAX_EPOCHS,13.83229351,13.89311981,9.75856972,41,1.004397,False,"[""44.92948532"", ""43.30121231"", ""29.25312042"", ""23.99307632"", ""21.65227127"", ""20.55278778"", ""19.76406479"", ""22.38936615"", ""15.96828842"", ""16.06273842"", ""16.03997612"", ""17.49540520"", ""15.42990398"", ""15.54866886"", ""17.33171272"", ""15.47297382"", ""14.60029507"", ""15.11639404"", ""14.90525436"", ""14.78961849"", ""16.66999626"", ""14.19752884"", ""14.54019737"", ""17.71943283"", ""14.14378929"", ""14.27367496"", ""14.25100994"", ""15.25067425"", ""14.19856358"", ""14.16431618"", ""14.94736671"", ""14.32148075"", ""14.31979084"", ""14.28821564"", ""13.98534012"", ""14.57205009"", ""13.93774033"", ""14.12072659"", ""14.16815853"", ""13.88411999"", ""14.21436691"", ""13.83229351"", ""14.10630131"", ""13.90342903"", ""13.91922188"", ""13.87928486"", ""13.88114834"", ""13.92882729"", ""13.90845203"", ""13.89311981""]",TrendAE,SeasonalityAE,fourier,I-style,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,0,42,13.490234,3.057376,826.244812,3279659.000000,0.797420,0.715763,1.869515,11289695,36.26,50,False,False,ReLU,MAX_EPOCHS,13.63134670,13.73537064,9.37001610,42,1.007631,False,"[""103.49171448"", ""38.12978363"", ""27.91574669"", ""21.27591324"", ""20.40017509"", ""19.13156891"", ""17.56047058"", ""18.79001808"", ""16.09670067"", ""15.70874310"", ""18.39378357"", ""15.07182789"", ""15.22078896"", ""14.53170681"", ""15.69045353"", ""14.61799431"", ""14.49579525"", ""14.25043106"", ""14.32934952"", ""14.04438591"", ""14.44795895"", ""14.98961639"", ""15.41684341"", ""14.03952408"", ""13.92014790"", ""15.87444401"", ""14.07160091"", ""13.99718857"", ""14.28722286"", ""14.32382202"", ""13.72824860"", ""13.81355953"", ""13.90136909"", ""14.38287067"", ""13.65704441"", ""13.72509003"", ""13.65864086"", ""14.14571095"", ""13.79557228"", ""13.77002335"", ""13.75773525"", ""13.87821770"", ""13.63134670"", ""13.85738850"", ""13.66066170"", ""13.81161404"", ""13.69472313"", ""13.71149731"", ""13.74936581"", ""13.73537064""]",TrendAE,SeasonalityAE,fourier,alternating,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,1,43,13.524882,3.105159,828.984375,3268318.250000,0.804492,0.721642,1.882551,11289695,35.92,50,False,False,ReLU,MAX_EPOCHS,13.76172733,13.91700649,9.52525520,43,1.011283,False,"[""33.44200516"", ""23.86384773"", ""21.29482460"", ""21.22241592"", ""22.04632759"", ""22.17937469"", ""16.75112724"", ""16.53350830"", ""17.88202858"", ""17.26655388"", ""15.50111103"", ""15.96866131"", ""15.27344608"", ""16.30714417"", ""14.46500683"", ""14.53913021"", ""15.05153084"", ""15.04546165"", ""14.68015862"", ""14.15592098"", ""14.72364902"", ""14.85626316"", ""13.93948936"", ""14.22004318"", ""14.55190468"", ""14.46941185"", ""13.91230679"", ""14.02266407"", ""14.38565731"", ""14.27755260"", ""14.14233398"", ""13.89386940"", ""13.95591831"", ""14.18974590"", ""14.19086647"", ""13.78873730"", ""14.46226120"", ""13.90538406"", ""14.49591541"", ""13.79156208"", ""14.63825989"", ""14.61799717"", ""13.86091423"", ""13.76172733"", ""14.23692703"", ""14.08503532"", ""13.84798145"", ""13.87501621"", ""13.91599560"", ""13.91700649""]",TrendAE,SeasonalityAE,fourier,alternating,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,2,44,13.583450,3.106075,833.788208,3316542.500000,0.806399,0.726212,1.903925,11289695,35.06,48,False,False,ReLU,EARLY_STOPPED,13.68705463,13.71205807,9.72800636,37,1.001827,False,"[""49.02980042"", ""27.27039146"", ""21.51402283"", ""21.62682343"", ""25.17290306"", ""21.65144730"", ""18.47466278"", ""16.79402924"", ""16.39171791"", ""17.23062897"", ""18.85775566"", ""17.84957314"", ""15.78441143"", ""15.11409473"", ""16.06488800"", ""16.24051094"", ""14.62189293"", ""14.67152882"", ""14.63206959"", ""14.56688976"", ""14.31272507"", ""14.45935345"", ""14.86406803"", ""14.85957909"", ""14.40325546"", ""14.08118439"", ""14.49981785"", ""14.22533131"", ""14.26946640"", ""14.25751495"", ""14.05090523"", ""14.24440670"", ""13.91171074"", ""14.03232765"", ""13.69842625"", ""13.78341675"", ""13.84965038"", ""13.68705463"", ""13.96430588"", ""13.93279648"", ""13.70310593"", ""13.97745419"", ""13.75664806"", ""13.76670647"", ""13.73235226"", ""13.83992100"", ""13.74484634"", ""13.71205807""]",TrendAE,SeasonalityAE,fourier,alternating,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,3,45,13.624337,3.122364,829.967712,3235810.250000,0.809699,0.736217,1.934102,11289695,36.51,50,False,False,ReLU,MAX_EPOCHS,13.78586006,13.80500793,9.52166271,41,1.001389,False,"[""38.79178619"", ""24.25768661"", ""26.52087212"", ""26.52160835"", ""22.12552643"", ""18.00206757"", ""18.31433678"", ""18.70907593"", ""17.37251472"", ""16.52141571"", ""18.51496696"", ""18.32570076"", ""15.88276196"", ""15.62114811"", ""15.59020615"", ""15.71574497"", ""14.89986992"", ""14.53917503"", ""16.67993355"", ""14.86249161"", ""14.70847321"", ""14.95661259"", ""15.06819439"", ""15.07413960"", ""14.09696102"", ""14.03165627"", ""14.64323807"", ""14.75188732"", ""14.00578976"", ""14.11251259"", ""14.16812515"", ""14.21660233"", ""13.86455059"", ""13.83313274"", ""14.29402351"", ""14.24246979"", ""13.83527756"", ""13.81213474"", ""13.98657513"", ""14.08774281"", ""13.83503437"", ""13.78586006"", ""13.89269543"", ""13.83996296"", ""13.83258820"", ""13.84983826"", ""13.78930473"", ""13.85078144"", ""13.82478809"", ""13.80500793""]",TrendAE,SeasonalityAE,fourier,alternating,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,4,46,13.468595,3.068149,828.660889,3270129.250000,0.798113,0.717097,1.888402,11289695,36.95,50,False,False,ReLU,MAX_EPOCHS,13.65785694,13.72830868,9.57233429,44,1.005158,False,"[""49.46887589"", ""25.36021996"", ""20.69263077"", ""21.01916885"", ""20.70192719"", ""18.81709480"", ""17.46467018"", ""21.29169083"", ""17.32117462"", ""17.00020599"", ""19.85247803"", ""18.36273193"", ""14.89371777"", ""16.84759712"", ""20.51073647"", ""15.57909012"", ""15.45095253"", ""15.45129395"", ""18.42505074"", ""14.78678036"", ""16.10035515"", ""15.09968567"", ""15.72817898"", ""15.10763168"", ""14.74080849"", ""14.59632206"", ""15.61279106"", ""14.13356495"", ""15.15137196"", ""14.28507996"", ""16.13784790"", ""14.46156216"", ""14.75676250"", ""14.08902550"", ""14.18490124"", ""13.82240868"", ""14.11495686"", ""13.81441307"", ""13.71314812"", ""14.07784939"", ""13.77990723"", ""13.69469261"", ""13.74414444"", ""13.81352425"", ""13.65785694"", ""13.77380753"", ""13.69529247"", ""13.70497036"", ""13.72523594"", ""13.72830868""]",TrendAE,SeasonalityAE,fourier,alternating,8
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,0,42,13.532379,3.110535,834.616272,3297593.000000,0.805398,0.722781,1.886389,11335815,36.17,50,False,False,ReLU,MAX_EPOCHS,13.72056484,13.81593609,9.38291740,41,1.006951,False,"[""48.91503143"", ""23.30788803"", ""20.87705803"", ""18.92024231"", ""28.28272247"", ""22.27008438"", ""22.72376060"", ""22.93625450"", ""18.80084419"", ""16.66125488"", ""17.82490540"", ""18.69326782"", ""16.89322853"", ""15.12874699"", ""16.92653465"", ""15.10441208"", ""15.42620754"", ""15.61783123"", ""14.84391880"", ""14.60604858"", ""18.02612686"", ""15.38567162"", ""16.69206238"", ""15.55732346"", ""17.47099686"", ""18.69041824"", ""16.09498787"", ""14.94124413"", ""15.77041340"", ""14.29213428"", ""16.39039803"", ""14.82898617"", ""14.83495235"", ""13.87071228"", ""14.98889637"", ""13.98996639"", ""14.53990650"", ""13.90255260"", ""14.08912945"", ""13.73248386"", ""14.15736103"", ""13.72056484"", ""14.02511787"", ""13.76464558"", ""13.92601871"", ""13.87369442"", ""13.72532845"", ""13.76469421"", ""13.81985569"", ""13.81593609""]",TrendAE,SeasonalityAE,fourier,alternating,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,1,43,13.614321,3.107076,837.859497,3326865.250000,0.807469,0.720170,1.874346,11335815,36.67,50,False,False,ReLU,MAX_EPOCHS,13.71707726,13.84341812,9.53390026,43,1.009210,False,"[""45.15163040"", ""28.07330513"", ""25.08731842"", ""20.94045258"", ""18.85072136"", ""29.38932419"", ""22.27070236"", ""18.87347984"", ""18.98546791"", ""19.04146576"", ""16.44361305"", ""16.00387955"", ""21.38962936"", ""16.58990288"", ""17.29480934"", ""15.22298813"", ""15.89063835"", ""16.26180840"", ""15.45231915"", ""16.08890152"", ""15.39131546"", ""14.69089699"", ""14.27745342"", ""17.33965683"", ""14.68781662"", ""14.29262543"", ""15.07144737"", ""16.05177307"", ""14.11345482"", ""14.54402542"", ""13.91904068"", ""13.89694405"", ""14.33683300"", ""14.07545280"", ""13.98442841"", ""14.27748871"", ""13.96670914"", ""13.98211098"", ""13.94953632"", ""13.73724556"", ""14.04662323"", ""13.73609638"", ""14.27610493"", ""13.71707726"", ""13.75188828"", ""13.90742970"", ""13.79531765"", ""13.80604076"", ""13.85164833"", ""13.84341812""]",TrendAE,SeasonalityAE,fourier,alternating,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,2,44,13.688938,3.177606,844.586426,3356111.750000,0.818626,0.733198,1.899512,11335815,36.44,49,False,False,ReLU,EARLY_STOPPED,13.67751122,13.78915310,9.52591038,38,1.008162,False,"[""36.35769272"", ""25.69396400"", ""22.67849159"", ""19.80137634"", ""22.66977692"", ""19.72486305"", ""17.86190796"", ""16.14218140"", ""15.81627846"", ""15.67992687"", ""15.51115799"", ""18.99640656"", ""14.78691196"", ""16.12508202"", ""16.20925140"", ""15.53421021"", ""15.23634911"", ""16.75249672"", ""14.69588566"", ""14.81609631"", ""15.10096455"", ""14.60719681"", ""14.39811134"", ""14.79897785"", ""14.99554253"", ""14.28280163"", ""14.63189220"", ""14.46120071"", ""13.77940464"", ""13.81403637"", ""14.49466610"", ""14.45902348"", ""13.80596733"", ""13.71457100"", ""14.35653305"", ""13.87886143"", ""13.87282372"", ""14.11581230"", ""13.67751122"", ""14.17220879"", ""13.76086998"", ""13.98578167"", ""13.76060772"", ""13.73098373"", ""13.84949970"", ""13.74654770"", ""13.76924896"", ""13.78703976"", ""13.78915310""]",TrendAE,SeasonalityAE,fourier,alternating,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,3,45,14.587276,3.428027,893.690125,3443123.250000,0.877619,0.791727,2.096411,11335815,18.80,24,False,False,ReLU,EARLY_STOPPED,14.67258739,15.88709927,10.55896950,13,1.082774,False,"[""48.73473740"", ""23.38416862"", ""22.24183083"", ""22.57719421"", ""21.56777573"", ""19.80361557"", ""18.42710876"", ""16.50050354"", ""18.53629303"", ""17.94016647"", ""15.94958591"", ""15.40594673"", ""16.02540016"", ""14.67258739"", ""15.62522984"", ""18.04471397"", ""15.51238632"", ""18.08035469"", ""14.95711517"", ""14.82162952"", ""16.72230721"", ""14.88307095"", ""15.28704929"", ""15.88709927""]",TrendAE,SeasonalityAE,fourier,alternating,12
trend_seas_wav_comparison,TrendAE+SeasonalityAE_Alt_ld12,trend_seas_wav,"['TrendAE', 'SeasonalityAE']",Yearly,1,6,30,10,1,True,4,46,13.486218,3.086084,831.633179,3317966.500000,0.800909,0.716126,1.853384,11335815,37.24,50,False,False,ReLU,EARLY_STOPPED,13.70634556,13.78531933,9.58955193,39,1.005762,False,"[""34.81895065"", ""27.58103180"", ""20.50954056"", ""20.38258743"", ""21.99655151"", ""21.81969643"", ""17.22349739"", ""16.64050865"", ""15.84914017"", ""15.39377880"", ""15.73300171"", ""15.17829037"", ""17.32370758"", ""15.03919601"", ""15.52741337"", ""16.56153107"", ""15.10777760"", ""16.89902115"", ""14.43369675"", ""14.37507725"", ""14.17835903"", ""14.27810192"", ""14.71684742"", ""14.24884796"", ""13.93812275"", ""15.04362869"", ""14.99912930"", ""13.85568047"", ""13.90309620"", ""14.62442684"", ""14.34133816"", ""13.78704929"", ""13.82524681"", ""14.25723743"", ""14.40890312"", ""13.75555420"", ""13.73664284"", ""14.06733990"", ""14.00992680"", ""13.70634556"", ""13.97304440"", ""13.77582169"", ""13.84683514"", ""13.78355885"", ""13.78930473"", ""13.83368301"", ""13.76811409"", ""13.81465054"", ""13.80771446"", ""13.78531933""]",TrendAE,SeasonalityAE,fourier,alternating,12
trend_seas_wav_comparison,TrendAE+SeasonalityAELG_I_ld8,trend_seas_wav,"['TrendAE', 'SeasonalityAELG']",Yearly,1,6,30,2,1,True,0,42,13.748487,3.176437,846.258057,3325080.000000,0.820301,0.739388,1.949057,2257947,29.58,47,False,False,ReLU,EARLY_STOPPED,14.04678249,14.08185482,9.99821472,36,1.002497,False,"[""38.79866028"", ""33.05393600"", ""33.01204300"", ""26.32993126"", ""23.86333084"", ""23.78278732"", ""19.21438408"", ""19.31298637"", ""19.64940262"", ""16.00626183"", ""15.78017139"", ""15.32287788"", ""18.09685898"", ""15.11575985"", ""15.09804726"", ""15.06589031"", ""15.04538822"", ""14.77793312"", ""14.65794468"", ""15.23981953"", ""15.22161102"", ""14.40414238"", ""14.69065094"", ""14.47347736"", ""14.83161926"", ""14.36239147"", ""14.29961586"", ""14.48470020"", ""14.17642689"", ""14.19022560"", ""14.18408871"", ""14.37892151"", ""14.10311031"", ""14.71330070"", ""14.16121769"", ""14.12717152"", ""14.04678249"", ""14.06660843"", ""14.15907764"", ""14.17206669"", ""14.06309795"", ""14.21526814"", ""14.04830170"", ""14.11281967"", ""14.06290722"", ""14.07890892"", ""14.08185482""]",TrendAE,SeasonalityAELG,fourier,I-style,8
