experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,trend_block
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.424873,3.046967,827.927856,3277059.250000,0.794110,0.707674,1.849034,4264985,201.01,43,False,False,ReLU,EARLY_STOPPED,13.65264702,13.79531002,9.52567577,32,1.010449,False,"[""35.09751129"", ""28.13512993"", ""22.43598938"", ""21.62701797"", ""21.18522835"", ""17.63872719"", ""15.72192574"", ""15.48360729"", ""15.99341011"", ""15.13313484"", ""18.76308823"", ""16.30730629"", ""15.51930141"", ""14.63281631"", ""15.44506836"", ""14.98955536"", ""14.58305073"", ""14.86150360"", ""15.75791073"", ""14.21764660"", ""14.21895695"", ""14.74676323"", ""13.88829613"", ""14.69139767"", ""14.94293308"", ""15.15912819"", ""14.63253784"", ""14.51312256"", ""14.14547825"", ""13.96145248"", ""14.28412914"", ""13.75142956"", ""13.65264702"", ""13.84825039"", ""13.74545288"", ""13.68605042"", ""13.65725422"", ""14.05822945"", ""13.86585426"", ""13.69118309"", ""13.68945122"", ""13.78307343"", ""13.79531002""]",15,0,3,DB20WaveletV3,lt_bcast,2,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.466417,3.083356,833.065613,3295722.750000,0.799960,0.711259,1.847103,4264985,234.76,50,False,False,ReLU,MAX_EPOCHS,13.53754234,13.62199020,9.45853043,40,1.006238,False,"[""66.87744904"", ""30.55724144"", ""29.83517456"", ""23.24381065"", ""21.27921104"", ""18.94104195"", ""21.01976776"", ""16.60653877"", ""17.01124382"", ""15.41819859"", ""14.78449726"", ""15.28801537"", ""14.63381958"", ""15.14171219"", ""15.27529716"", ""15.06253433"", ""14.53112793"", ""17.88229561"", ""15.95214272"", ""17.86445999"", ""14.97768211"", ""14.46965504"", ""14.77727413"", ""15.14434338"", ""16.18688202"", ""13.98406219"", ""14.17596054"", ""13.80262089"", ""14.02579212"", ""14.39616203"", ""14.45429516"", ""13.74295235"", ""14.17724895"", ""13.62978649"", ""13.62788200"", ""13.85663414"", ""13.69243240"", ""13.61098194"", ""13.74511242"", ""13.78278637"", ""13.53754234"", ""13.94822788"", ""13.56363678"", ""13.58428288"", ""13.59656429"", ""13.96407318"", ""13.95536041"", ""13.78217506"", ""13.65211582"", ""13.62199020""]",15,0,3,DB20WaveletV3,lt_bcast,2,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.460467,3.071472,832.269531,3318443.500000,0.798283,0.711680,1.862649,4264985,237.51,50,False,False,ReLU,MAX_EPOCHS,13.65663719,13.68980980,9.54317188,43,1.002429,False,"[""29.04985237"", ""26.16104698"", ""20.65501595"", ""18.60299873"", ""20.00901031"", ""17.04503250"", ""16.19877434"", ""15.75901794"", ""15.87846565"", ""15.78907108"", ""16.00055695"", ""14.96637535"", ""14.98877430"", ""14.56369305"", ""17.63051414"", ""16.20112610"", ""17.07764626"", ""17.94597435"", ""15.79717827"", ""15.20688725"", ""17.94296646"", ""14.14234066"", ""14.62577820"", ""16.30874062"", ""14.39196968"", ""15.53313446"", ""13.84736729"", ""14.31976318"", ""14.13470364"", ""14.13177872"", ""13.75641346"", ""14.17461586"", ""13.83762264"", ""14.54054737"", ""13.91069126"", ""14.03369808"", ""14.11403084"", ""13.71169662"", ""14.23570251"", ""13.71116257"", ""13.70372868"", ""13.91621304"", ""13.79831696"", ""13.65663719"", ""13.86075306"", ""13.72623539"", ""13.69529247"", ""13.69091415"", ""13.68433189"", ""13.68980980""]",15,0,3,DB20WaveletV3,lt_bcast,2,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.592996,3.073270,831.810059,3298246.000000,0.802564,0.720391,1.893336,4268840,130.28,29,False,False,ReLU,EARLY_STOPPED,13.89204788,15.48392296,10.66728306,18,1.114589,False,"[""38.39635468"", ""29.27441025"", ""23.25545311"", ""21.25028419"", ""16.05736732"", ""17.12913513"", ""17.94857788"", ""16.37065887"", ""15.82795811"", ""14.94627762"", ""15.30777073"", ""14.65810966"", ""14.54475498"", ""14.24510098"", ""13.90585232"", ""14.04639435"", ""14.45056534"", ""14.00362682"", ""13.89204788"", ""13.89813423"", ""14.45359135"", ""14.44786167"", ""15.04492950"", ""14.72538757"", ""14.41477203"", ""20.12114716"", ""17.37266731"", ""22.69624901"", ""15.48392296""]",15,0,3,DB20WaveletV3,lt_bcast,5,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.652476,3.129566,843.812012,3368204.750000,0.811466,0.725383,1.878000,4268840,174.68,39,False,False,ReLU,EARLY_STOPPED,13.65928364,14.68911457,9.79098988,28,1.075394,False,"[""29.21557808"", ""26.24917030"", ""22.52635002"", ""18.30025101"", ""17.78222084"", ""19.80613136"", ""16.39276123"", ""17.51669121"", ""15.25565720"", ""16.49783325"", ""16.98195267"", ""17.35274887"", ""15.61441135"", ""16.64286041"", ""16.93158150"", ""15.07422733"", ""16.57094002"", ""15.08689785"", ""14.38287735"", ""14.09667492"", ""13.99385834"", ""14.59757042"", ""13.87086582"", ""13.92547035"", ""14.15086269"", ""14.34422684"", ""13.80940628"", ""13.66638279"", ""13.65928364"", ""15.13155556"", ""14.50816345"", ""14.80705452"", ""15.02241802"", ""15.07028675"", ""13.96876526"", ""15.44814491"", ""13.96216583"", ""13.84978485"", ""14.68911457""]",15,0,3,DB20WaveletV3,lt_bcast,5,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.682640,3.124852,832.950867,3223128.000000,0.811796,0.725345,1.912643,4268840,124.61,28,False,False,ReLU,EARLY_STOPPED,14.27341938,15.53523731,10.43334770,17,1.088403,False,"[""30.78278351"", ""26.84645653"", ""22.15089607"", ""18.26881599"", ""31.03847504"", ""21.17896461"", ""17.26531410"", ""22.06929588"", ""21.24661446"", ""18.47500610"", ""16.31674385"", ""14.88093472"", ""15.04343605"", ""15.68608379"", ""14.59144974"", ""14.31077480"", ""14.74882698"", ""14.27341938"", ""14.93238831"", ""16.96753120"", ""16.36242485"", ""15.26133823"", ""14.64175701"", ""14.71135044"", ""17.13767242"", ""14.64684486"", ""14.47031212"", ""15.53523731""]",15,0,3,DB20WaveletV3,lt_bcast,5,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.658947,3.427493,902.038025,3500089.250000,0.879745,0.795075,2.089565,4272695,85.43,19,False,False,ReLU,EARLY_STOPPED,14.96497726,15.07668495,10.56062794,8,1.007465,False,"[""32.27936172"", ""27.93402672"", ""21.99159431"", ""17.86528206"", ""17.77785683"", ""16.14999199"", ""17.17156601"", ""16.55436516"", ""14.96497726"", ""20.51874161"", ""18.77327919"", ""16.16416359"", ""16.97720146"", ""15.13661385"", ""16.23382568"", ""15.75174618"", ""16.86115265"", ""15.31605339"", ""15.07668495""]",15,0,3,DB20WaveletV3,lt_bcast,8,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.024607,3.296487,857.003113,3317651.250000,0.843854,0.769103,2.014992,4272695,130.98,29,False,False,ReLU,EARLY_STOPPED,13.91756344,15.64711380,10.78445721,18,1.124271,False,"[""29.16931725"", ""28.05671120"", ""22.34670067"", ""19.60815239"", ""17.02943039"", ""16.27966690"", ""15.59819984"", ""15.31445694"", ""15.34197521"", ""15.03565598"", ""14.79530144"", ""15.66640663"", ""16.36039162"", ""15.36443520"", ""14.83138847"", ""14.14347458"", ""16.29089928"", ""14.14587879"", ""13.91756344"", ""14.15988541"", ""15.00998688"", ""16.10027695"", ""17.17192459"", ""20.30386353"", ""18.61837006"", ""19.52021217"", ""16.89261246"", ""18.54912186"", ""15.64711380""]",15,0,3,DB20WaveletV3,lt_bcast,8,TrendAE
wavelet_trendae_comparison,DB20_bd15_lt_bcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'DB20WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.904751,3.193148,855.040466,3314366.250000,0.827185,0.735121,1.923658,4272695,117.47,26,False,False,ReLU,EARLY_STOPPED,14.10208035,16.46521759,11.70073700,15,1.167574,False,"[""30.29303169"", ""26.91250801"", ""23.06322098"", ""19.79315186"", ""20.09772873"", ""17.56480026"", ""18.32731819"", ""19.61042976"", ""20.05009270"", ""15.02134514"", ""15.59099770"", ""17.01264000"", ""16.33609772"", ""15.03052139"", ""14.61920547"", ""14.10208035"", ""15.30426121"", ""17.73732185"", ""17.51206970"", ""22.39860344"", ""15.65005589"", ""20.14058876"", ""15.83438683"", ""17.23676300"", ""14.98804855"", ""16.46521759""]",15,0,3,DB20WaveletV3,lt_bcast,8,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.520767,3.079805,834.964478,3314436.250000,0.801176,0.715869,1.862589,4231705,224.29,50,False,False,ReLU,MAX_EPOCHS,13.67007923,13.74838543,9.54066753,43,1.005728,False,"[""73.58345795"", ""35.42211533"", ""29.99320602"", ""23.20043945"", ""22.53047943"", ""19.33442879"", ""18.12914276"", ""17.09411621"", ""17.03231812"", ""15.77371979"", ""15.88125515"", ""16.54451561"", ""15.67266464"", ""15.23248100"", ""14.63691616"", ""14.65981483"", ""15.32845020"", ""16.36562729"", ""16.39125633"", ""14.42804337"", ""14.48675442"", ""14.47590733"", ""14.11866283"", ""14.39951992"", ""14.31982708"", ""14.36687660"", ""14.07654667"", ""13.91109085"", ""14.12892437"", ""13.82563877"", ""14.51700497"", ""14.13844681"", ""14.20953846"", ""13.88607025"", ""13.77632427"", ""14.02700424"", ""13.68301105"", ""14.11942959"", ""13.99746227"", ""13.74038219"", ""13.85076523"", ""13.83025646"", ""13.77832031"", ""13.67007923"", ""13.78195000"", ""13.77702808"", ""13.69414902"", ""13.71038818"", ""13.74403095"", ""13.74838543""]",4,0,3,Coif2WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.528532,3.093715,833.477112,3312829.750000,0.803164,0.720095,1.886887,4231705,223.88,50,False,False,ReLU,MAX_EPOCHS,13.70363998,13.75705147,9.77769184,42,1.003898,False,"[""98.93484497"", ""86.36007690"", ""69.56505585"", ""27.49685860"", ""25.72609711"", ""23.99548721"", ""22.60004616"", ""21.39902496"", ""19.60142708"", ""18.48677254"", ""17.84247971"", ""17.08629990"", ""16.48014259"", ""15.86178112"", ""15.42150688"", ""15.73540115"", ""17.14985657"", ""15.22933197"", ""16.26456070"", ""14.75175571"", ""14.53514957"", ""14.89998817"", ""14.25689220"", ""14.43471241"", ""14.51998806"", ""14.04505825"", ""14.22735310"", ""13.97131538"", ""13.87945271"", ""14.11124611"", ""14.82583046"", ""14.22739220"", ""13.89093781"", ""14.43074322"", ""13.96240902"", ""14.31545067"", ""14.00575924"", ""14.19365311"", ""13.80299473"", ""13.73807430"", ""14.07201481"", ""13.71490383"", ""13.70363998"", ""13.90945339"", ""13.73960209"", ""13.77367973"", ""13.82685471"", ""13.76717949"", ""13.75359917"", ""13.75705147""]",4,0,3,Coif2WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.505502,3.100613,834.463928,3293686.000000,0.803327,0.719797,1.882769,4231705,235.03,50,False,False,ReLU,MAX_EPOCHS,13.69571495,13.74268723,9.53219223,40,1.003430,False,"[""77.09312439"", ""58.77157974"", ""30.90442657"", ""27.24357605"", ""24.44703293"", ""21.47942924"", ""18.53606415"", ""17.47689056"", ""16.42678070"", ""16.40390396"", ""15.15005398"", ""15.17465401"", ""17.59862518"", ""16.70936584"", ""16.39418030"", ""15.98226738"", ""20.32542992"", ""15.92827606"", ""15.36566162"", ""14.63315773"", ""15.23400974"", ""14.86486530"", ""15.31155396"", ""14.67855835"", ""15.40326118"", ""14.34884548"", ""14.35463142"", ""14.39194393"", ""14.09835911"", ""14.03268242"", ""14.00783253"", ""14.05535030"", ""13.82585049"", ""14.29523373"", ""13.89177704"", ""13.93066311"", ""13.98417759"", ""13.99115658"", ""13.81325912"", ""13.94346905"", ""13.69571495"", ""13.80636120"", ""13.75743866"", ""13.75461674"", ""13.73913288"", ""13.77350235"", ""13.74836254"", ""13.73648357"", ""13.73846149"", ""13.74268723""]",4,0,3,Coif2WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.618195,3.110919,834.450806,3291925.500000,0.808071,0.730612,1.924557,4235560,220.66,50,False,False,ReLU,MAX_EPOCHS,13.84237385,13.86782074,9.81377316,47,1.001838,False,"[""110.63884735"", ""85.89894104"", ""69.01165009"", ""32.48819733"", ""41.23054886"", ""30.68801689"", ""26.84858704"", ""24.91118813"", ""21.05688858"", ""19.29382515"", ""18.56437302"", ""17.85013008"", ""17.21043396"", ""16.46536255"", ""15.85369873"", ""16.07366943"", ""17.86981583"", ""18.74633217"", ""15.64033604"", ""15.37690735"", ""15.60020638"", ""15.05113888"", ""14.83464718"", ""14.79702568"", ""14.83468437"", ""14.53024960"", ""14.19114780"", ""14.06445694"", ""14.28500557"", ""14.42973137"", ""14.02170944"", ""14.23443031"", ""14.01826668"", ""14.14114094"", ""13.91590214"", ""14.13895607"", ""13.87774086"", ""13.91353703"", ""13.89569187"", ""13.95913219"", ""13.92804718"", ""13.84718037"", ""13.88247871"", ""13.88151455"", ""13.85179901"", ""13.88417435"", ""13.84710693"", ""13.84237385"", ""13.86349964"", ""13.86782074""]",4,0,3,Coif2WaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.822200,3.217208,850.875732,3333913.250000,0.827686,0.739877,1.916981,4235560,228.17,50,False,False,ReLU,MAX_EPOCHS,13.74707985,13.81608105,9.70770073,42,1.005019,False,"[""87.86679077"", ""82.09957123"", ""60.39094162"", ""27.63498688"", ""26.75399208"", ""24.06468391"", ""21.25732613"", ""19.73633003"", ""20.42476845"", ""17.91675186"", ""17.69621277"", ""16.43345070"", ""15.80284691"", ""15.50141430"", ""16.17201805"", ""15.01721096"", ""14.81850433"", ""15.78157520"", ""15.22842789"", ""15.23133945"", ""14.26993465"", ""14.16892529"", ""14.51857376"", ""14.09618568"", ""14.10991287"", ""13.95168114"", ""13.89784622"", ""13.88694382"", ""13.98431015"", ""14.68805122"", ""14.15208244"", ""14.15098953"", ""13.89550972"", ""13.88302994"", ""14.28761005"", ""13.79806137"", ""13.79122448"", ""14.61803150"", ""13.79245663"", ""13.79774189"", ""14.66375160"", ""13.84234619"", ""13.74707985"", ""13.83312798"", ""14.03096104"", ""13.85421181"", ""13.75692940"", ""13.76485825"", ""13.79795361"", ""13.81608105""]",4,0,3,Coif2WaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.461071,3.052203,830.803223,3292077.750000,0.795877,0.711886,1.857086,4235560,235.33,50,False,False,ReLU,MAX_EPOCHS,13.76823807,13.79159260,9.71159935,47,1.001696,False,"[""89.92627716"", ""62.31376648"", ""31.78242111"", ""40.22161865"", ""27.65934181"", ""23.81917191"", ""19.82481575"", ""19.83967972"", ""18.60674286"", ""19.13117218"", ""18.45722771"", ""18.93059731"", ""17.72686005"", ""15.88318920"", ""17.09118080"", ""17.10045815"", ""16.78553200"", ""15.58509350"", ""15.99998951"", ""16.13136864"", ""15.94911098"", ""16.08705330"", ""15.24615765"", ""15.15057564"", ""15.23935318"", ""14.65566730"", ""15.29487228"", ""14.09059620"", ""14.48395252"", ""14.10112667"", ""14.66758728"", ""13.96280193"", ""14.21537876"", ""13.86685562"", ""14.30895138"", ""13.87799835"", ""13.84232616"", ""14.18565941"", ""13.80511951"", ""14.01073074"", ""13.87941837"", ""13.79828835"", ""13.84024334"", ""13.82266808"", ""13.81242561"", ""13.85725784"", ""13.79888344"", ""13.76823807"", ""13.77789974"", ""13.79159260""]",4,0,3,Coif2WaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.583788,3.115273,834.877808,3277674.500000,0.807567,0.728399,1.924042,4239415,230.46,50,False,False,ReLU,MAX_EPOCHS,13.93465519,13.95657158,9.75573540,42,1.001573,False,"[""87.85510254"", ""81.94489288"", ""52.36994553"", ""37.66959381"", ""34.47295761"", ""25.37039185"", ""23.18213081"", ""20.35172844"", ""18.82889175"", ""17.54443169"", ""16.84464645"", ""16.35929871"", ""15.45746708"", ""16.54816246"", ""15.29945469"", ""16.55582619"", ""15.00723934"", ""16.50430489"", ""14.76016808"", ""15.12794971"", ""14.69645882"", ""15.38798809"", ""14.59595108"", ""15.39418507"", ""14.62991047"", ""14.77335835"", ""14.25567436"", ""14.72893906"", ""14.24671078"", ""14.62180805"", ""14.12870407"", ""14.59021091"", ""14.07550144"", ""14.37403679"", ""14.00107574"", ""14.33361816"", ""13.97945213"", ""14.15571594"", ""13.94895554"", ""14.14849758"", ""13.93831539"", ""14.09564304"", ""13.93465519"", ""14.07425117"", ""13.94504929"", ""13.96138954"", ""13.99956226"", ""13.95236778"", ""13.94974232"", ""13.95657158""]",4,0,3,Coif2WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.648693,3.146136,839.876892,3306458.250000,0.813435,0.729698,1.902461,4239415,227.60,50,False,False,ReLU,MAX_EPOCHS,13.77188492,13.81978416,9.54452133,42,1.003478,False,"[""111.29603577"", ""73.67417908"", ""35.44136429"", ""37.30816650"", ""44.27271652"", ""33.93521500"", ""26.15363503"", ""23.51519203"", ""21.44190598"", ""21.96419907"", ""18.65904236"", ""18.02430344"", ""17.52840424"", ""18.25585938"", ""17.46216965"", ""16.22235298"", ""16.03909492"", ""16.64680672"", ""15.31671715"", ""16.02075386"", ""14.80004215"", ""15.76766682"", ""15.84350300"", ""15.52608109"", ""14.47353172"", ""14.25888824"", ""14.53988838"", ""14.30537510"", ""14.80030441"", ""14.20103264"", ""14.14201736"", ""14.44385433"", ""14.31237411"", ""14.50189686"", ""13.98820114"", ""14.28923416"", ""13.87640667"", ""13.92983532"", ""14.14797783"", ""13.85699463"", ""13.91850662"", ""13.99167824"", ""13.77188492"", ""13.87810993"", ""13.86811447"", ""13.77710152"", ""13.82851791"", ""13.86282158"", ""13.83862591"", ""13.81978416""]",4,0,3,Coif2WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Coif2_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.592878,3.117034,836.907898,3306232.000000,0.808066,0.725054,1.890530,4239415,232.85,50,False,False,ReLU,MAX_EPOCHS,13.69701672,13.70396042,9.53944683,47,1.000507,False,"[""86.63238525"", ""74.05770111"", ""33.17043686"", ""35.02858734"", ""27.03478050"", ""23.54058647"", ""21.70639420"", ""19.54785538"", ""18.14060593"", ""17.42105103"", ""16.80334473"", ""17.30301666"", ""15.73602486"", ""15.45636654"", ""15.18745136"", ""15.10111046"", ""15.10234070"", ""14.45659542"", ""16.39554214"", ""15.90785217"", ""16.54270363"", ""14.65371990"", ""14.82065773"", ""14.47074604"", ""14.72824764"", ""15.52474689"", ""14.14993572"", ""14.59173679"", ""13.92894554"", ""14.42052269"", ""13.85566711"", ""14.32548141"", ""13.85045528"", ""13.91149426"", ""13.78441143"", ""13.84070683"", ""13.83702946"", ""13.74986649"", ""13.74740791"", ""14.02877140"", ""14.04267120"", ""13.86118793"", ""13.79006958"", ""14.15459347"", ""14.24125862"", ""13.84769058"", ""13.69968605"", ""13.69701672"", ""13.69872856"", ""13.70396042""]",4,0,3,Coif2WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.601634,3.084059,834.771606,3310382.500000,0.804185,0.720436,1.881234,4231705,242.66,50,False,False,ReLU,MAX_EPOCHS,13.80071068,13.80634499,9.61999130,41,1.000408,False,"[""46.18725586"", ""31.30402184"", ""24.16778183"", ""24.04180527"", ""21.64829445"", ""17.41727829"", ""16.84184456"", ""17.34469795"", ""15.18191338"", ""16.34912491"", ""15.09056759"", ""15.09053135"", ""15.10839272"", ""14.42522526"", ""14.32994461"", ""14.47640228"", ""14.68171215"", ""14.28865528"", ""14.36655331"", ""15.04389763"", ""15.98741436"", ""16.47649956"", ""14.82408524"", ""15.17577457"", ""14.33193207"", ""14.31164265"", ""14.05231667"", ""14.08812237"", ""14.70929718"", ""14.18726254"", ""14.00136185"", ""13.97890854"", ""14.12780285"", ""13.83919334"", ""14.06296921"", ""13.82093525"", ""13.92472553"", ""13.82445621"", ""13.88067627"", ""13.81512737"", ""13.87345886"", ""13.80071068"", ""13.83451939"", ""13.80462265"", ""13.82956505"", ""13.81392670"", ""13.81705475"", ""13.82282639"", ""13.80847645"", ""13.80634499""]",4,0,3,Coif3WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.499748,3.081624,829.518250,3266704.750000,0.800762,0.717692,1.873945,4231705,229.26,50,False,False,ReLU,MAX_EPOCHS,13.81318855,13.86050129,9.75881767,41,1.003425,False,"[""56.47861862"", ""37.87903595"", ""25.19246674"", ""23.34651947"", ""23.47407150"", ""21.30847359"", ""20.09987450"", ""19.15096283"", ""17.90981102"", ""17.62335968"", ""15.64198685"", ""15.64312458"", ""15.90721321"", ""15.19468975"", ""16.15420914"", ""14.90196514"", ""15.27066135"", ""14.54277611"", ""14.57041836"", ""15.69614410"", ""14.41994190"", ""14.41042900"", ""14.29698277"", ""14.50706673"", ""14.26522160"", ""14.20816612"", ""14.05274296"", ""13.95772934"", ""15.04597378"", ""14.27449894"", ""14.56313705"", ""14.01882839"", ""14.23828793"", ""13.97094059"", ""14.04248810"", ""14.05057335"", ""13.84078121"", ""14.04041195"", ""13.85280132"", ""14.07999229"", ""13.84691048"", ""13.81318855"", ""14.02130604"", ""13.82968998"", ""13.90431690"", ""13.84691429"", ""13.87571239"", ""13.86514568"", ""13.85778713"", ""13.86050129""]",4,0,3,Coif3WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.142120,3.243912,865.465820,3389864.250000,0.840834,0.751095,1.949427,4231705,112.78,25,False,False,ReLU,EARLY_STOPPED,14.37741947,16.26964951,11.08526325,14,1.131611,False,"[""47.07883835"", ""33.97513199"", ""26.74373436"", ""23.84309959"", ""20.85333252"", ""20.98235893"", ""17.76651764"", ""17.17477608"", ""15.97349358"", ""15.58005524"", ""15.09267521"", ""14.95181656"", ""14.39656639"", ""14.82675838"", ""14.37741947"", ""16.01043129"", ""15.14557171"", ""15.05366611"", ""15.30900574"", ""17.19239616"", ""14.67843628"", ""14.49133587"", ""15.12069130"", ""14.53400803"", ""16.26964951""]",4,0,3,Coif3WaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.595824,3.088142,835.096252,3302737.500000,0.804521,0.719749,1.881345,4235560,234.77,50,False,False,ReLU,MAX_EPOCHS,13.82746506,13.85826588,9.89006805,46,1.002228,False,"[""61.69061279"", ""39.70853806"", ""32.04470444"", ""26.22199249"", ""23.85821533"", ""20.97045135"", ""17.86585426"", ""17.02507591"", ""16.46298981"", ""15.63256550"", ""15.75331402"", ""15.45754051"", ""16.38895035"", ""15.44346905"", ""14.80720139"", ""15.09706211"", ""15.89375401"", ""14.75273323"", ""14.61843300"", ""16.53281403"", ""16.62904549"", ""15.41265583"", ""14.36180878"", ""14.28815937"", ""14.36039448"", ""14.94486046"", ""15.31578255"", ""14.36042023"", ""15.01299858"", ""14.18412590"", ""14.23269939"", ""14.12495422"", ""14.11684132"", ""13.93197823"", ""14.16166306"", ""13.87384796"", ""14.22374630"", ""13.88371849"", ""14.03839397"", ""13.96695518"", ""13.89547729"", ""13.86542892"", ""13.86992359"", ""13.85670280"", ""13.88716125"", ""13.88396740"", ""13.82746506"", ""13.86650372"", ""13.87129116"", ""13.85826588""]",4,0,3,Coif3WaveletV3,lt_fcast,5,TrendAE
