experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,trend_block
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.644411,3.137982,838.769470,3307262.000000,0.812279,0.731960,1.918687,4235560,237.95,50,False,False,ReLU,MAX_EPOCHS,13.78788757,13.87630939,9.68553352,43,1.006413,False,"[""55.91949844"", ""39.22720718"", ""27.34078598"", ""24.74359512"", ""24.57976341"", ""19.72254753"", ""18.05710411"", ""16.37201118"", ""15.51503277"", ""15.61994457"", ""16.19848442"", ""16.79305649"", ""17.55315399"", ""15.59449005"", ""15.96552753"", ""14.53737259"", ""14.96129894"", ""14.66908169"", ""14.86443615"", ""14.94585228"", ""14.39984417"", ""14.31846237"", ""14.76165390"", ""14.42609882"", ""14.87990856"", ""14.14381218"", ""14.29049015"", ""14.04806805"", ""13.94289494"", ""14.45451927"", ""14.04014969"", ""14.63586712"", ""13.94783688"", ""14.24544048"", ""13.88465309"", ""14.18724823"", ""13.84413624"", ""14.18636417"", ""13.81381702"", ""14.08049774"", ""13.79182434"", ""14.08275032"", ""13.89660835"", ""13.78788757"", ""13.98528385"", ""13.97805119"", ""13.82925701"", ""13.82376862"", ""13.86174488"", ""13.87630939""]",4,0,3,Coif3WaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.456944,3.084743,832.618774,3292699.500000,0.799845,0.714620,1.871966,4235560,222.08,50,False,False,ReLU,MAX_EPOCHS,13.72766399,13.78879166,9.59329796,41,1.004453,False,"[""51.83390808"", ""35.93577576"", ""26.10482788"", ""24.10390854"", ""23.63240814"", ""20.10448074"", ""17.29925346"", ""17.25020599"", ""16.53229523"", ""20.36032677"", ""20.32078362"", ""16.11175728"", ""15.67575455"", ""17.03466797"", ""16.31337738"", ""16.89525223"", ""14.62902355"", ""14.84203815"", ""14.70349026"", ""14.68491077"", ""14.56103230"", ""14.56249142"", ""14.27187729"", ""14.19717503"", ""14.13929176"", ""14.34330750"", ""14.04534149"", ""14.08274460"", ""14.10888481"", ""13.98806477"", ""14.43520832"", ""13.90645695"", ""15.24047565"", ""13.96347713"", ""14.01592636"", ""15.02598190"", ""13.95280743"", ""13.95081902"", ""14.00880527"", ""13.76423740"", ""13.97994328"", ""13.72766399"", ""13.85278511"", ""13.85048008"", ""13.80197525"", ""13.78966141"", ""13.82142830"", ""13.77099895"", ""13.78040886"", ""13.78879166""]",4,0,3,Coif3WaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.413312,3.048847,825.900269,3274220.000000,0.793993,0.713940,1.874346,4239415,222.40,50,False,False,ReLU,MAX_EPOCHS,13.71825504,13.72918892,9.60583878,43,1.000797,False,"[""48.46961975"", ""35.53760529"", ""25.41623116"", ""25.91983223"", ""21.98697853"", ""19.54068756"", ""16.96648407"", ""15.68648815"", ""16.72193527"", ""16.15843391"", ""19.59246635"", ""15.20496750"", ""15.35971165"", ""16.10703850"", ""14.61946201"", ""14.68740654"", ""14.57362652"", ""14.50401115"", ""14.71886921"", ""14.27015114"", ""14.82523537"", ""14.59307098"", ""14.17202950"", ""14.09610558"", ""14.27073002"", ""14.03537464"", ""14.23784828"", ""13.92857170"", ""14.18242264"", ""13.94386101"", ""13.95256519"", ""13.79951382"", ""13.79510593"", ""13.76177406"", ""13.84455585"", ""13.75973797"", ""13.72346783"", ""13.72428417"", ""13.78894806"", ""13.78268719"", ""13.75403976"", ""13.72125244"", ""13.95166969"", ""13.71825504"", ""13.73925686"", ""13.77348328"", ""13.78282166"", ""13.73033524"", ""13.72614670"", ""13.72918892""]",4,0,3,Coif3WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.569514,3.092341,834.929749,3318248.750000,0.804245,0.721547,1.893458,4239415,230.29,50,False,False,ReLU,MAX_EPOCHS,13.81832790,13.86538696,9.58010292,42,1.003406,False,"[""52.27411270"", ""34.85964966"", ""25.72093010"", ""24.90544510"", ""24.95770073"", ""20.86642456"", ""18.32036972"", ""17.35334015"", ""18.22406578"", ""16.08089447"", ""15.71141434"", ""15.95660305"", ""15.29588413"", ""15.01888752"", ""14.86706161"", ""15.39557171"", ""14.51018238"", ""14.38548088"", ""14.26632786"", ""15.16531754"", ""15.92932987"", ""16.46503067"", ""14.92764664"", ""15.81224155"", ""14.73873520"", ""15.29375648"", ""14.10877609"", ""14.07065582"", ""13.95520878"", ""14.37014771"", ""13.95576859"", ""14.45151520"", ""14.12019157"", ""14.58834553"", ""13.95395756"", ""14.25409508"", ""13.86730671"", ""13.97971344"", ""13.86932182"", ""14.01388359"", ""13.90617943"", ""14.01224613"", ""13.81832790"", ""13.91812134"", ""13.85320282"", ""13.85008049"", ""13.88228512"", ""13.86001587"", ""13.86106491"", ""13.86538696""]",4,0,3,Coif3WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Coif3_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'Coif3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.303907,3.326693,879.063416,3439083.750000,0.856200,0.771020,2.017586,4239415,119.16,26,False,False,ReLU,EARLY_STOPPED,14.29904747,14.66523552,10.32150555,15,1.025609,False,"[""48.51157761"", ""36.30720520"", ""24.77735329"", ""23.95345306"", ""21.64753342"", ""19.59934044"", ""17.61437416"", ""16.41536903"", ""16.17778969"", ""15.26466560"", ""15.23312473"", ""14.73175907"", ""14.75530148"", ""14.52760506"", ""14.52250671"", ""14.29904747"", ""14.89233971"", ""14.35948277"", ""14.51107597"", ""14.61826515"", ""14.80031490"", ""15.63306618"", ""14.52804089"", ""14.30382729"", ""15.43520069"", ""14.66523552""]",4,0,3,Coif3WaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.757605,3.134780,846.540771,3344801.750000,0.815339,0.726012,1.873836,4231705,223.94,50,False,False,ReLU,MAX_EPOCHS,13.74941349,13.78174019,9.63859940,41,1.002351,False,"[""43.98356247"", ""30.46716499"", ""23.78146935"", ""23.62559700"", ""21.35110283"", ""17.23527718"", ""15.84523773"", ""16.19770050"", ""15.78978157"", ""14.85525799"", ""14.87994385"", ""15.12254715"", ""14.77251530"", ""14.45703030"", ""14.31882095"", ""14.72744465"", ""14.20147133"", ""14.59722710"", ""15.48451900"", ""14.92377186"", ""15.37954998"", ""14.28937340"", ""13.99521065"", ""16.89612961"", ""15.48560429"", ""14.59056568"", ""14.25741959"", ""13.97798538"", ""14.64550781"", ""14.08694553"", ""14.03923225"", ""14.81626797"", ""14.09140110"", ""14.33482647"", ""13.94336700"", ""14.30910778"", ""13.81694603"", ""13.82070351"", ""14.63338089"", ""14.07733250"", ""13.86088181"", ""13.74941349"", ""13.96499825"", ""13.80326462"", ""13.75092697"", ""13.81981087"", ""13.77401447"", ""13.76002693"", ""13.78153419"", ""13.78174019""]",4,0,3,HaarWaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.540885,3.088902,834.981812,3316308.250000,0.802936,0.715212,1.853535,4231705,223.64,50,False,False,ReLU,MAX_EPOCHS,13.68611145,13.77427006,9.69961929,43,1.006441,False,"[""65.12085724"", ""39.85919952"", ""27.93533516"", ""28.34537315"", ""23.96127129"", ""22.18506241"", ""19.37470055"", ""17.40571213"", ""15.99900913"", ""16.91882324"", ""16.38034630"", ""16.30829620"", ""14.87828827"", ""14.95501232"", ""16.80568886"", ""14.80348206"", ""15.11154938"", ""14.65148354"", ""14.57758141"", ""14.83889103"", ""17.05279922"", ""14.72853565"", ""14.61336994"", ""14.31867981"", ""15.22764683"", ""13.96798134"", ""14.86365223"", ""14.12663174"", ""14.08161831"", ""14.28306961"", ""13.79738331"", ""13.76504612"", ""14.01633453"", ""13.94273663"", ""13.79720211"", ""13.74521160"", ""13.87769127"", ""13.77014828"", ""14.34499836"", ""13.80091286"", ""13.75469589"", ""14.02640247"", ""13.88155174"", ""13.68611145"", ""13.81177807"", ""13.80790520"", ""13.76056957"", ""13.74226475"", ""13.77044010"", ""13.77427006""]",4,0,3,HaarWaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld2,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.605608,3.110463,838.182922,3333586.250000,0.807629,0.726859,1.894148,4231705,225.87,50,False,False,ReLU,MAX_EPOCHS,13.70929909,13.75180435,9.53053093,41,1.003100,False,"[""44.59284973"", ""34.40616608"", ""27.42315483"", ""24.38547897"", ""21.55945206"", ""19.77628708"", ""19.08693695"", ""16.47485352"", ""16.28635025"", ""15.83115482"", ""15.18081760"", ""14.74122429"", ""15.19787121"", ""14.74862862"", ""14.98154449"", ""14.51627541"", ""14.32184601"", ""15.37002945"", ""17.74795723"", ""16.92347717"", ""14.88923550"", ""15.50556564"", ""16.51139641"", ""14.29037666"", ""15.07832909"", ""13.97074604"", ""14.05766678"", ""14.02100182"", ""15.00016880"", ""13.98131275"", ""13.80452347"", ""14.45940876"", ""13.95122433"", ""14.12236309"", ""14.01962376"", ""13.75835991"", ""13.92129517"", ""13.85697651"", ""13.93972111"", ""13.76282597"", ""13.97513580"", ""13.70929909"", ""13.83386803"", ""13.74945068"", ""13.75588417"", ""13.76460075"", ""13.74846649"", ""13.72771168"", ""13.74183559"", ""13.75180435""]",4,0,3,HaarWaveletV3,lt_fcast,2,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.591698,3.082832,835.817993,3324031.750000,0.803727,0.718174,1.871686,4235560,224.36,50,False,False,ReLU,MAX_EPOCHS,13.76058865,13.79361725,9.79436207,44,1.002400,False,"[""62.29008865"", ""38.46050262"", ""30.86663818"", ""25.84428787"", ""23.77028847"", ""22.52770042"", ""19.20139694"", ""17.48672104"", ""16.60735512"", ""16.32554054"", ""15.47044182"", ""15.86858654"", ""15.68333817"", ""15.48454189"", ""14.80492020"", ""14.80081749"", ""14.91760159"", ""14.60628223"", ""14.37116337"", ""16.17286110"", ""15.10837269"", ""16.12043190"", ""15.32728291"", ""16.00465012"", ""14.52012730"", ""14.96590519"", ""19.47955704"", ""14.99551868"", ""14.23905945"", ""14.53339100"", ""14.29124355"", ""14.05818748"", ""14.16037273"", ""13.96864986"", ""13.97741032"", ""14.03227425"", ""13.88398743"", ""13.93345547"", ""14.01587677"", ""13.76157093"", ""13.86262798"", ""13.77144527"", ""13.81362343"", ""13.85289764"", ""13.76058865"", ""13.78860092"", ""13.82208443"", ""13.78279114"", ""13.78736305"", ""13.79361725""]",4,0,3,HaarWaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.569186,3.093364,835.976685,3330599.000000,0.804363,0.718891,1.871928,4235560,219.60,49,False,False,ReLU,EARLY_STOPPED,13.62441444,13.70462227,9.45609093,38,1.005887,False,"[""55.93550110"", ""37.53247833"", ""26.05813789"", ""23.98370171"", ""25.69880486"", ""21.23870468"", ""18.76571083"", ""18.47099495"", ""16.54717445"", ""16.36372757"", ""16.07575417"", ""15.02691269"", ""15.13705444"", ""15.92240906"", ""14.93367767"", ""15.85340214"", ""14.45752716"", ""14.25055408"", ""14.54047012"", ""14.44701672"", ""14.17828655"", ""13.96546364"", ""13.87751389"", ""14.25011730"", ""14.51683044"", ""13.86248207"", ""14.53153896"", ""13.71866894"", ""14.76484108"", ""13.84261990"", ""14.18874073"", ""13.78980827"", ""13.81501102"", ""13.92101860"", ""13.66441059"", ""14.07196999"", ""13.68307972"", ""13.91488552"", ""13.62441444"", ""13.81415653"", ""13.67525768"", ""13.70391560"", ""13.69077969"", ""13.72899437"", ""13.67065907"", ""13.70456409"", ""13.65833569"", ""13.71288013"", ""13.70462227""]",4,0,3,HaarWaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld5,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.438389,3.037176,826.929871,3285897.500000,0.793292,0.708855,1.850111,4235560,223.44,50,False,False,ReLU,MAX_EPOCHS,13.63966179,13.64246845,9.54580498,45,1.000206,False,"[""46.35213470"", ""36.32887268"", ""26.36018753"", ""23.63138390"", ""21.45392990"", ""17.45178223"", ""16.72670937"", ""17.34113312"", ""15.79547787"", ""21.65256310"", ""15.36894989"", ""17.67776299"", ""17.84959984"", ""15.32887363"", ""15.49577141"", ""16.21707916"", ""15.08540535"", ""15.00409222"", ""14.35938072"", ""14.28453159"", ""15.01005936"", ""14.39354801"", ""14.79566860"", ""14.51646423"", ""14.11983109"", ""14.09707165"", ""13.95416451"", ""14.46565723"", ""13.82516956"", ""13.80771446"", ""14.15560913"", ""14.04929256"", ""13.76269150"", ""13.71171188"", ""13.86810780"", ""13.84972000"", ""13.87498951"", ""13.66509914"", ""13.89911366"", ""13.76838493"", ""13.77692413"", ""13.64502430"", ""13.68883324"", ""13.66190910"", ""13.69433784"", ""13.63966179"", ""13.66782188"", ""13.66583061"", ""13.64053154"", ""13.64246845""]",4,0,3,HaarWaveletV3,lt_fcast,5,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.518880,3.074010,832.067627,3285668.250000,0.800389,0.717616,1.881440,4239415,225.30,50,False,False,ReLU,MAX_EPOCHS,13.67909336,13.74273491,9.60683441,42,1.004652,False,"[""71.63146210"", ""36.53675842"", ""26.28511620"", ""26.43256569"", ""22.58296394"", ""20.87306023"", ""18.13677025"", ""16.82318687"", ""16.21015167"", ""15.57922173"", ""15.42243195"", ""17.24929810"", ""15.07315922"", ""14.93240261"", ""15.64651585"", ""14.53271198"", ""14.55651188"", ""14.36791134"", ""14.26135731"", ""14.30237770"", ""14.12940598"", ""14.07325172"", ""14.18563461"", ""13.92893982"", ""13.98672867"", ""14.56164551"", ""14.17716885"", ""14.16642761"", ""14.69494438"", ""13.80837536"", ""14.22208691"", ""13.74163628"", ""14.22460842"", ""13.92349911"", ""13.92787457"", ""14.06582165"", ""13.75717258"", ""13.93754578"", ""13.72939968"", ""13.80644703"", ""13.68875790"", ""13.95218849"", ""13.67909336"", ""13.77733040"", ""13.76004791"", ""13.74947166"", ""13.73146057"", ""13.73763561"", ""13.74634361"", ""13.74273491""]",4,0,3,HaarWaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.496881,3.054728,829.865662,3299242.500000,0.797290,0.712072,1.859848,4239415,223.37,50,False,False,ReLU,MAX_EPOCHS,13.66865349,13.70622730,9.48989487,42,1.002749,False,"[""54.63856506"", ""35.13008881"", ""26.76789856"", ""24.39337158"", ""23.64823723"", ""20.49869156"", ""19.38300323"", ""18.06695747"", ""16.88075447"", ""15.98284531"", ""16.67765617"", ""15.05631542"", ""14.88722134"", ""14.86061382"", ""14.54804993"", ""14.47214031"", ""14.85838699"", ""14.23992252"", ""14.33377552"", ""14.98610020"", ""13.99548817"", ""14.82650661"", ""14.17629719"", ""13.89106083"", ""14.11464405"", ""15.15535450"", ""14.00232887"", ""14.12718296"", ""13.92381668"", ""14.15794468"", ""13.78511238"", ""14.49748135"", ""13.73071575"", ""13.98976994"", ""13.76773548"", ""13.86425686"", ""13.70635223"", ""13.85591316"", ""13.68282890"", ""13.79559898"", ""13.68318748"", ""13.78079319"", ""13.66865349"", ""13.71314526"", ""13.71648884"", ""13.71001053"", ""13.71144199"", ""13.71628761"", ""13.70441341"", ""13.70622730""]",4,0,3,HaarWaveletV3,lt_fcast,8,TrendAE
wavelet_trendae_comparison,Haar_bd4_lt_fcast_ttd3_ld8,wavelet_trendae_comparison,"['TrendAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.579535,3.361287,882.839905,3396763.250000,0.868985,0.781981,2.058420,4239415,91.43,20,False,False,ReLU,EARLY_STOPPED,14.74717903,14.80263615,10.27868557,9,1.003761,False,"[""45.10387802"", ""33.66773987"", ""23.56605911"", ""20.82520676"", ""18.34996033"", ""16.24084473"", ""15.73528099"", ""15.66285896"", ""15.34504032"", ""14.74717903"", ""15.73130608"", ""15.85896969"", ""17.56154060"", ""17.28956032"", ""15.30727196"", ""15.17971325"", ""15.34384060"", ""14.77400017"", ""15.90459061"", ""14.80263615""]",4,0,3,HaarWaveletV3,lt_fcast,8,TrendAE
