experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,active_g_cfg,meta_predicted_best,meta_convergence_score
lg_vae_search_r2_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.084315,3.231246,860.359436,3273368.750000,0.837472,0.742876,1.956916,4308545,9.87,15,False,False,ReLU,MAX_EPOCHS,14.59441948,14.59441948,10.57572174,14,1.000000,False,"[""38.93122101"", ""30.45904541"", ""24.81530380"", ""21.22401619"", ""19.47918129"", ""16.43838501"", ""21.00343323"", ""18.24227715"", ""20.44126892"", ""17.74528694"", ""15.66600037"", ""16.70482826"", ""14.91920376"", ""15.12690926"", ""14.59441948""]",2,TrendAELG,LG,Symlet3,False,,
lg_vae_search_r2_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.712545,3.505460,905.820557,3454224.250000,0.891195,0.808139,2.136541,4308545,9.64,15,False,False,ReLU,MAX_EPOCHS,14.96246910,16.58518219,13.34475327,9,1.108452,False,"[""29.43027115"", ""30.18265152"", ""23.03039742"", ""19.76047516"", ""21.85074425"", ""17.08099174"", ""16.62462044"", ""16.68541908"", ""17.23744965"", ""14.96246910"", ""15.05996323"", ""16.19306564"", ""23.15689087"", ""15.78564358"", ""16.58518219""]",2,TrendAELG,LG,Symlet3,False,,
lg_vae_search_r2_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.646518,3.140111,840.748169,3296337.750000,0.812611,0.732693,1.943886,4308545,9.88,15,False,False,ReLU,MAX_EPOCHS,14.23798084,14.23798084,10.19956112,14,1.000000,False,"[""70.11718750"", ""32.33127213"", ""27.08705902"", ""22.62551498"", ""17.76398659"", ""16.77274323"", ""16.70762062"", ""16.86190224"", ""14.92672157"", ""15.37824440"", ""14.28903675"", ""14.82198143"", ""14.27407646"", ""14.56962490"", ""14.23798084""]",2,TrendAELG,LG,Symlet3,False,,
lg_vae_search_r2_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,15.023373,3.608549,928.903015,3539962.750000,0.913675,0.824350,2.102135,4389825,10.09,15,False,False,ReLU,MAX_EPOCHS,14.92851067,15.94738483,15.76003647,12,1.068250,False,"[""77.42907715"", ""56.76067352"", ""39.05419540"", ""26.90063095"", ""26.55674934"", ""21.08770561"", ""21.86789894"", ""18.94548607"", ""20.04394722"", ""15.67408562"", ""15.49651051"", ""15.52326584"", ""14.92851067"", ""16.18644524"", ""15.94738483""]",2,TrendVAE,VAE,Haar,False,,
lg_vae_search_r2_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.206187,3.273545,862.423401,3325212.500000,0.846523,0.772213,2.101945,4389825,10.03,15,False,False,ReLU,MAX_EPOCHS,14.93742275,14.93742275,15.08511925,14,1.000000,False,"[""117.72077179"", ""84.10633087"", ""85.04250336"", ""81.65339661"", ""43.73638535"", ""23.95104980"", ""21.57480812"", ""20.55554771"", ""23.77705956"", ""16.54198647"", ""17.61058807"", ""18.95496941"", ""15.69512749"", ""15.73409557"", ""14.93742275""]",2,TrendVAE,VAE,Haar,False,,
lg_vae_search_r2_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.413225,3.362028,877.531799,3310500.750000,0.863990,0.772944,2.045023,4389825,10.03,15,False,False,ReLU,MAX_EPOCHS,14.81080341,17.50302315,20.28464890,10,1.181774,False,"[""75.43540192"", ""55.48602295"", ""59.32476807"", ""52.32949066"", ""45.33936310"", ""19.33538055"", ""20.60575676"", ""19.61957741"", ""16.68569756"", ""15.68311024"", ""14.81080341"", ""15.13559341"", ""18.32948685"", ""19.06453896"", ""17.50302315""]",2,TrendVAE,VAE,Haar,False,,
lg_vae_search_r2_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,44.921158,10.264288,2130.443115,22196218.000000,2.665839,2.129629,24.161215,4389825,10.14,15,False,False,ReLU,MAX_EPOCHS,44.78038406,45.09110260,45.46337891,11,1.006939,False,"[""71.33119965"", ""55.22728729"", ""57.87355423"", ""52.04108810"", ""52.03799820"", ""48.93024826"", ""48.24116898"", ""46.90629196"", ""46.15349579"", ""45.44843674"", ""45.01361465"", ""44.78038406"", ""45.43495560"", ""45.32648468"", ""45.09110260""]",2,TrendVAE,VAE,Coif2,False,,
lg_vae_search_r2_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,45.548710,10.111925,2081.616699,19466976.000000,2.665869,2.121738,23.418467,4389825,10.02,15,False,False,ReLU,MAX_EPOCHS,45.59717560,46.84397125,49.96562195,13,1.027344,False,"[""91.91362762"", ""56.74876785"", ""56.81089020"", ""53.52156067"", ""51.09616470"", ""49.72370529"", ""47.95452881"", ""47.53170776"", ""48.12558746"", ""47.17251205"", ""47.11014175"", ""47.90881348"", ""47.63912582"", ""45.59717560"", ""46.84397125""]",2,TrendVAE,VAE,Coif2,False,,
lg_vae_search_r2_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,15.464832,3.782036,934.773865,3506845.250000,0.949010,0.900901,2.607791,4389825,10.12,15,False,False,ReLU,MAX_EPOCHS,15.63813496,15.70804787,16.22732162,13,1.004471,False,"[""66.79006958"", ""55.75374985"", ""60.74352264"", ""28.71427155"", ""25.71016884"", ""23.27385902"", ""18.80245781"", ""16.63870811"", ""16.41824913"", ""23.06681061"", ""18.00752068"", ""18.20402718"", ""19.05426025"", ""15.63813496"", ""15.70804787""]",2,TrendVAE,VAE,Coif2,False,,
lg_vae_search_r2_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,15.013127,3.550588,904.900452,3417278.250000,0.906069,0.823753,2.199947,4389825,10.21,15,False,False,ReLU,MAX_EPOCHS,15.81423473,16.60909271,19.12487984,10,1.050262,False,"[""96.92362213"", ""60.05917358"", ""57.46433258"", ""55.08638000"", ""52.91840363"", ""52.06947708"", ""50.47237396"", ""32.03992081"", ""18.87205124"", ""18.27163506"", ""15.81423473"", ""16.19806099"", ""17.98865700"", ""16.57959366"", ""16.60909271""]",2,TrendVAE,VAE,Symlet3,False,,
lg_vae_search_r2_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,15.432543,3.783694,962.462708,3637263.750000,0.948230,0.864528,2.258234,4389825,10.27,15,False,False,ReLU,MAX_EPOCHS,15.36357594,16.17752457,14.39583206,13,1.052979,False,"[""84.76032257"", ""30.86218834"", ""31.04462051"", ""24.34667206"", ""21.82885933"", ""20.04467583"", ""18.16971397"", ""16.68877602"", ""16.01466751"", ""16.61268234"", ""15.54033947"", ""15.53140259"", ""16.06686020"", ""15.36357594"", ""16.17752457""]",2,TrendVAE,VAE,Symlet3,False,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,15.052870,3.647084,935.618591,3559873.000000,0.919426,0.814316,2.084878,4308545,9.97,15,forecast,False,ReLU,MAX_EPOCHS,14.62421608,14.63137054,10.77984238,13,1.000489,False,"[""31.78929329"", ""32.13359451"", ""22.87477112"", ""20.07088280"", ""19.64795685"", ""16.67140961"", ""23.28449249"", ""18.01203728"", ""18.28925896"", ""17.64052582"", ""15.33451939"", ""15.03184891"", ""15.29424477"", ""14.62421608"", ""14.63137054""]",2,TrendAELG,LG,Haar,forecast,,
lg_vae_search_r2_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.578563,3.423541,889.029785,3353893.500000,0.876788,0.783371,2.043215,4389825,10.36,15,False,False,ReLU,MAX_EPOCHS,14.70624638,15.14198208,18.15912819,12,1.029629,False,"[""86.54629517"", ""59.61997986"", ""32.50308609"", ""29.60985947"", ""25.11363602"", ""23.42099190"", ""21.44142914"", ""18.94498825"", ""17.90425873"", ""16.24277115"", ""15.75142765"", ""15.14395428"", ""14.70624638"", ""18.43109512"", ""15.14198208""]",2,TrendVAE,VAE,Symlet3,False,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.176019,3.250306,864.346069,3329170.250000,0.842676,0.756158,2.007111,4308545,9.76,15,forecast,False,ReLU,MAX_EPOCHS,14.81466579,15.48734283,10.89416599,10,1.045406,False,"[""29.75597191"", ""31.38918495"", ""22.77525902"", ""25.10265160"", ""18.67465019"", ""18.39509964"", ""15.76110744"", ""16.56212425"", ""16.07808304"", ""15.47360706"", ""14.81466579"", ""15.67542076"", ""15.23095226"", ""16.75789070"", ""15.48734283""]",2,TrendAELG,LG,Haar,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.233251,3.253934,860.717529,3294605.250000,0.844884,0.757308,2.019134,4308545,10.11,15,forecast,False,ReLU,MAX_EPOCHS,15.06248379,15.06248379,11.08255577,14,1.000000,False,"[""44.86736298"", ""29.67314339"", ""25.78636360"", ""22.24457359"", ""18.49991608"", ""22.83176422"", ""21.02958870"", ""18.90653801"", ""16.59456444"", ""18.13430977"", ""17.05223846"", ""18.83237267"", ""16.31582260"", ""15.27280331"", ""15.06248379""]",2,TrendAELG,LG,Haar,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.716211,3.453917,903.882935,3469387.500000,0.884822,0.797701,2.088332,4308545,10.01,15,forecast,False,ReLU,MAX_EPOCHS,14.90439510,15.26606941,11.13507080,11,1.024266,False,"[""35.13526154"", ""32.79916000"", ""23.89405632"", ""20.91017723"", ""18.80344772"", ""17.28553581"", ""18.70641327"", ""18.66560936"", ""17.38406372"", ""15.20956135"", ""15.70902824"", ""14.90439510"", ""16.61842537"", ""15.29664707"", ""15.26606941""]",2,TrendAELG,LG,DB4,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.908627,3.181099,846.665405,3240731.000000,0.825787,0.740159,1.971013,4308545,10.12,15,forecast,False,ReLU,MAX_EPOCHS,14.40066147,14.97937870,10.29873371,12,1.040187,False,"[""39.53845596"", ""28.79557419"", ""22.88053322"", ""21.02737808"", ""20.61994934"", ""18.78011322"", ""18.51641655"", ""15.79277992"", ""15.77672958"", ""16.07447624"", ""16.18837738"", ""14.93747330"", ""14.40066147"", ""14.73502350"", ""14.97937870""]",2,TrendAELG,LG,DB4,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.981304,3.487325,901.652466,3471948.500000,0.897136,0.802030,2.171528,4308545,9.98,15,forecast,False,ReLU,MAX_EPOCHS,17.00401115,18.95729828,11.86573601,12,1.114872,False,"[""30.37865829"", ""30.72304535"", ""22.88263512"", ""20.55007744"", ""18.01083565"", ""20.37854195"", ""19.21722412"", ""17.41663742"", ""18.10095215"", ""17.66796494"", ""24.57043266"", ""17.64633560"", ""17.00401115"", ""18.87382889"", ""18.95729828""]",2,TrendAELG,LG,DB4,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.498204,3.361421,870.276672,3307501.250000,0.866514,0.795279,2.200641,4308545,10.01,15,forecast,False,ReLU,MAX_EPOCHS,15.58164501,16.67736626,12.42517948,13,1.070321,False,"[""36.77234650"", ""28.60693550"", ""24.62296104"", ""22.65865898"", ""18.55986977"", ""16.10996437"", ""17.98788834"", ""18.61721039"", ""16.98622322"", ""17.43734932"", ""18.01506042"", ""21.26588440"", ""17.08353996"", ""15.58164501"", ""16.67736626""]",2,TrendAELG,LG,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.666991,3.535492,906.207275,3460700.250000,0.893579,0.798307,2.043001,4308545,10.12,15,forecast,False,ReLU,MAX_EPOCHS,14.63045502,16.00557327,10.55630779,13,1.093990,False,"[""34.79575348"", ""29.67568970"", ""23.77128220"", ""22.62004089"", ""18.15501976"", ""19.51374626"", ""16.51194763"", ""17.96862030"", ""15.48588562"", ""15.81904793"", ""14.96312618"", ""15.11127186"", ""15.40267658"", ""14.63045502"", ""16.00557327""]",2,TrendAELG,LG,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.673990,3.536550,898.888916,3385730.250000,0.893927,0.800654,2.083268,4308545,10.24,15,forecast,False,ReLU,MAX_EPOCHS,14.58669281,14.58669281,10.88626099,14,1.000000,False,"[""29.83186913"", ""31.86577797"", ""23.04538918"", ""21.04381371"", ""19.47472191"", ""17.63553810"", ""15.84868908"", ""17.56824493"", ""15.58866692"", ""15.23750496"", ""15.59255981"", ""15.15418243"", ""16.13231087"", ""15.07063770"", ""14.58669281""]",2,TrendAELG,LG,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,15.028506,3.622085,934.624695,3597419.750000,0.915535,0.805108,2.056604,4308545,10.13,15,forecast,False,ReLU,MAX_EPOCHS,14.71239567,15.00909519,10.36997128,9,1.020167,False,"[""39.40921783"", ""29.53224373"", ""26.69918442"", ""20.78983688"", ""18.24723053"", ""16.98435211"", ""16.80648232"", ""18.23719978"", ""15.82257462"", ""14.71239567"", ""16.22352791"", ""16.21787643"", ""15.02889538"", ""15.35617828"", ""15.00909519""]",2,TrendAELG,LG,Symlet3,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.545504,3.370294,886.166504,3365390.500000,0.869077,0.772729,2.042662,4308545,10.14,15,forecast,False,ReLU,MAX_EPOCHS,14.92602825,15.44439507,10.88524914,10,1.034729,False,"[""39.91743469"", ""31.12010956"", ""30.32654572"", ""22.82652664"", ""20.60478783"", ""17.83111954"", ""15.90463829"", ""18.89607048"", ""15.36894321"", ""15.58353138"", ""14.92602825"", ""15.70750237"", ""15.02955151"", ""15.33331490"", ""15.44439507""]",2,TrendAELG,LG,Symlet3,forecast,,
lg_vae_search_r2_activeG_fcast,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.886121,3.188696,844.722656,3255070.000000,0.826055,0.744570,1.956535,4308545,10.00,15,forecast,False,ReLU,MAX_EPOCHS,14.39213276,14.39213276,10.49560547,14,1.000000,False,"[""29.55451584"", ""30.85301971"", ""24.03961945"", ""21.71272659"", ""19.23337364"", ""17.75508118"", ""18.42619896"", ""17.69208527"", ""19.04542351"", ""17.76180077"", ""16.10359192"", ""16.16679764"", ""16.17679977"", ""16.63396263"", ""14.39213276""]",2,TrendAELG,LG,Symlet3,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.869703,3.544058,903.907043,3425509.750000,0.900859,0.814840,2.159905,4389825,10.25,15,forecast,False,ReLU,MAX_EPOCHS,15.41902161,16.76415062,15.54853439,12,1.087238,False,"[""72.98400116"", ""32.04108047"", ""27.15781975"", ""24.45177650"", ""25.60398293"", ""21.38278580"", ""22.13922501"", ""19.09125328"", ""18.48636055"", ""17.05862045"", ""17.94821930"", ""16.10532379"", ""15.41902161"", ""15.79925156"", ""16.76415062""]",2,TrendVAE,VAE,Haar,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.541395,3.394249,889.075012,3443031.500000,0.871966,0.780512,2.086437,4389825,10.36,15,forecast,False,ReLU,MAX_EPOCHS,15.22193718,15.25460148,16.52901077,13,1.002146,False,"[""55.36320114"", ""28.76035118"", ""31.47725487"", ""26.20316124"", ""23.57642746"", ""20.51410294"", ""18.92946053"", ""18.54787827"", ""18.41784668"", ""15.98651314"", ""17.37275887"", ""16.19275665"", ""17.92761612"", ""15.22193718"", ""15.25460148""]",2,TrendVAE,VAE,Haar,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,15.590404,3.853174,936.315369,3439369.500000,0.961802,0.881608,2.461542,4389825,10.09,15,forecast,False,ReLU,MAX_EPOCHS,16.10934258,17.88939476,20.35665321,11,1.110498,False,"[""60.56317520"", ""28.29846001"", ""32.08052063"", ""24.12376022"", ""23.14885521"", ""19.91050911"", ""18.73976135"", ""16.90975571"", ""17.09703255"", ""17.56542206"", ""19.48756981"", ""16.10934258"", ""18.71428108"", ""19.73673820"", ""17.88939476""]",2,TrendVAE,VAE,Haar,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,14.532974,3.455567,888.378601,3408775.500000,0.879423,0.800340,2.109980,4389825,10.49,15,forecast,False,ReLU,MAX_EPOCHS,14.73248196,14.73248196,15.21721268,14,1.000000,False,"[""59.96567535"", ""28.77075195"", ""29.99908066"", ""24.56961060"", ""22.60496712"", ""20.21840286"", ""18.88569450"", ""18.64872360"", ""16.98777771"", ""15.75110722"", ""15.44800949"", ""15.38788891"", ""17.19022179"", ""16.64494705"", ""14.73248196""]",2,TrendVAE,VAE,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,1,43,14.273607,3.339069,876.829346,3394535.750000,0.856830,0.775420,2.060151,4389825,10.46,15,forecast,False,ReLU,MAX_EPOCHS,14.39862061,14.39862061,13.76918507,14,1.000000,False,"[""49.33768082"", ""28.22839737"", ""35.16123581"", ""23.82594109"", ""21.98672104"", ""20.36500168"", ""19.03789139"", ""17.48146820"", ""16.31595612"", ""15.90754795"", ""16.05369377"", ""15.43986988"", ""15.34739304"", ""14.83412075"", ""14.39862061""]",2,TrendVAE,VAE,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,0,42,15.076711,3.600520,911.086609,3457423.250000,0.914297,0.828036,2.211304,4389825,10.38,15,forecast,False,ReLU,MAX_EPOCHS,15.96382427,16.34034157,16.21713829,12,1.023586,False,"[""78.95038605"", ""29.56937790"", ""28.22816086"", ""27.77839088"", ""25.05564308"", ""21.10151291"", ""18.68053627"", ""17.15332413"", ""16.88818169"", ""18.09078979"", ""16.53409767"", ""18.35629845"", ""15.96382427"", ""17.19924736"", ""16.34034157""]",2,TrendVAE,VAE,Symlet3,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.382599,3.331592,874.143311,3322025.500000,0.859224,0.778475,2.060593,4389825,10.74,15,forecast,False,ReLU,MAX_EPOCHS,14.71326351,14.71326351,16.68873405,14,1.000000,False,"[""73.19398499"", ""30.45077705"", ""27.66950798"", ""24.65828896"", ""21.65351868"", ""20.84483147"", ""20.01895523"", ""17.84952354"", ""17.01916885"", ""16.73930168"", ""16.09671021"", ""15.75845146"", ""15.74868870"", ""15.68421745"", ""14.71326351""]",2,TrendVAE,VAE,Coif2,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,1,43,15.728336,3.936499,985.267029,3746329.250000,0.976506,0.871797,2.272135,4389825,10.31,15,forecast,False,ReLU,MAX_EPOCHS,15.10895634,15.51317978,15.95655155,13,1.026754,False,"[""57.15805054"", ""28.69321251"", ""34.55992889"", ""24.42943764"", ""22.03083992"", ""20.02944946"", ""19.07903290"", ""16.86601257"", ""17.60604858"", ""19.82613945"", ""15.86263752"", ""15.59732914"", ""15.82169247"", ""15.10895634"", ""15.51317978""]",2,TrendVAE,VAE,Symlet3,forecast,,
lg_vae_search_r2_activeG_fcast,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Yearly,1,6,30,10,1,True,2,44,14.910330,3.479346,895.668030,3381448.500000,0.893960,0.811812,2.204257,4389825,10.56,15,forecast,False,ReLU,MAX_EPOCHS,15.96868992,18.44863319,17.91188812,12,1.155300,False,"[""63.93803406"", ""30.55140305"", ""27.48230743"", ""25.45544815"", ""26.58668137"", ""21.76897812"", ""21.29781342"", ""20.98363686"", ""19.71089172"", ""17.86927795"", ""16.37752151"", ""16.67340660"", ""15.96868992"", ""17.52838516"", ""18.44863319""]",2,TrendVAE,VAE,Symlet3,forecast,,
lg_vae_search_r3_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,1,43,13.604136,3.153959,843.655334,3333759.000000,0.813056,0.726894,1.889780,4308545,23.43,41,False,False,ReLU,EARLY_STOPPED,13.63583183,13.64937592,9.75469685,30,1.000993,False,"[""71.04527283"", ""28.20911407"", ""29.14819336"", ""23.03539658"", ""22.42942810"", ""17.04998970"", ""16.33439445"", ""17.45299911"", ""15.35149479"", ""14.90913486"", ""14.56091404"", ""14.28569984"", ""14.24363899"", ""15.53896999"", ""17.06911087"", ""17.52069092"", ""16.76824760"", ""15.04438496"", ""14.06733704"", ""14.07093716"", ""13.91665459"", ""15.08064365"", ""14.10469055"", ""14.25130558"", ""14.65218163"", ""16.10194016"", ""14.62646294"", ""13.94166756"", ""13.95183659"", ""13.93069458"", ""13.63583183"", ""14.21189976"", ""13.90993118"", ""15.85404301"", ""13.79941940"", ""13.82587814"", ""14.39760780"", ""13.70806694"", ""13.83561802"", ""13.97386169"", ""13.64937592""]",3,TrendAELG,LG,Haar,False,,
lg_vae_search_r3_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.482634,3.092943,833.851440,3300252.500000,0.801662,0.716739,1.865298,4308545,28.27,50,False,False,ReLU,MAX_EPOCHS,13.58028030,13.64055157,9.60799122,47,1.004438,False,"[""30.20996475"", ""34.29813766"", ""23.92065811"", ""20.53269196"", ""18.45901680"", ""22.00033951"", ""18.45287132"", ""16.10187912"", ""15.78410912"", ""15.05887318"", ""15.00759888"", ""14.75932503"", ""14.52830124"", ""14.73594284"", ""15.34842300"", ""14.20218372"", ""15.62549591"", ""15.66913700"", ""16.85567665"", ""15.84292889"", ""14.62151051"", ""14.90659332"", ""14.13804626"", ""16.16157532"", ""15.39267635"", ""16.67229462"", ""14.43944550"", ""14.67843914"", ""15.93859005"", ""14.10071850"", ""14.26772118"", ""14.76407909"", ""13.73000908"", ""14.35299015"", ""13.70082378"", ""13.72564697"", ""14.10757160"", ""13.62013626"", ""15.40894699"", ""14.72194004"", ""13.83347321"", ""13.79439163"", ""14.07895660"", ""14.48772717"", ""13.73214149"", ""13.59642696"", ""13.59378624"", ""13.58028030"", ""13.61925983"", ""13.64055157""]",3,TrendAELG,LG,Haar,False,,
lg_vae_search_r3_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Yearly,1,6,30,10,1,True,2,44,13.525948,3.103714,839.134583,3351131.000000,0.804343,0.716756,1.858992,4308545,27.90,50,False,False,ReLU,MAX_EPOCHS,13.57409668,13.66058159,9.58539963,42,1.006371,False,"[""29.45201302"", ""30.30414963"", ""22.81196404"", ""19.33110809"", ""23.78057861"", ""17.53094673"", ""19.25341415"", ""18.84067726"", ""17.01752281"", ""18.06112480"", ""15.85693169"", ""16.33934784"", ""15.83239269"", ""15.09025097"", ""14.70132923"", ""14.86630154"", ""14.37794590"", ""15.11411953"", ""14.45629311"", ""13.94672108"", ""15.12264442"", ""15.48601246"", ""15.30342770"", ""14.29594040"", ""14.10193920"", ""14.38003635"", ""14.68478012"", ""14.67114449"", ""14.18887520"", ""13.92662811"", ""15.36611652"", ""13.77297592"", ""14.34106159"", ""13.74920750"", ""13.95391273"", ""14.24781227"", ""13.63801098"", ""13.71186256"", ""13.67102814"", ""13.65202808"", ""14.04827404"", ""14.21311378"", ""13.57409668"", ""13.61294460"", ""13.73131752"", ""13.66328907"", ""13.62495232"", ""13.65206432"", ""13.66183376"", ""13.66058159""]",3,TrendAELG,LG,Haar,False,,
lg_vae_search_r3_baseline,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Yearly,1,6,30,10,1,True,0,42,13.592102,3.134642,844.307861,3372447.500000,0.810258,0.723980,1.874442,4308545,26.23,47,False,False,ReLU,EARLY_STOPPED,13.58119392,13.95013905,9.78383350,36,1.027166,False,"[""40.61954498"", ""28.40290451"", ""26.35720634"", ""21.67563820"", ""19.80331039"", ""17.22140121"", ""21.54448891"", ""16.76517105"", ""20.41344833"", ""17.43002510"", ""17.04214287"", ""18.87874794"", ""16.59935188"", ""16.63455772"", ""15.45916748"", ""18.31933784"", ""15.61479092"", ""14.83701992"", ""15.12078571"", ""14.89013958"", ""14.35686970"", ""14.12694168"", ""15.35133743"", ""14.34806156"", ""13.83386707"", ""13.86499977"", ""14.09226227"", ""13.92601395"", ""13.81171322"", ""14.16239166"", ""14.02907181"", ""15.03855419"", ""13.72845936"", ""13.66726589"", ""14.10709763"", ""13.66710186"", ""13.58119392"", ""14.59702682"", ""14.25682735"", ""13.89478111"", ""15.39463997"", ""15.11670685"", ""13.70255661"", ""14.18246174"", ""13.87467480"", ""13.63705063"", ""13.95013905""]",3,TrendAELG,LG,Coif2,False,,
