experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,basis_dim,basis_offset,stack_basis_offsets,arch_family,block_type_primary,backbone,stack_pattern,wavelet_family,basis_dim_label,latent_dim_cfg,trend_thetas_dim_cfg,active_g_cfg,tiered
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_ag0,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,0,63266232,13.590240,3.147458,835.296204,3226652.750000,0.811813,0.722133,1.864109,5067535,256,78.77,2,False,False,ReLU,EARLY_STOPPED,13.70187664,15.13648891,10.07310390,4,1.104702,False,"[""14.20462132"", ""14.16574192"", ""15.36513615"", ""13.76132870"", ""13.70187664"", ""14.01784611"", ""14.31369114"", ""13.90381145"", ""14.35669613"", ""13.93027401"", ""14.56990242"", ""14.32965183"", ""15.39947987"", ""14.50430012"", ""14.48839664"", ""14.78465080"", ""14.41439152"", ""14.48004246"", ""14.50826931"", ""15.13648891""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_ag0,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,1,1497988872,13.601966,3.081299,822.942932,3200790.500000,0.803848,0.722621,1.901324,5067535,256,69.33,2,False,False,ReLU,EARLY_STOPPED,13.99380970,14.93902302,10.14023304,3,1.067545,False,"[""15.19591427"", ""14.05993462"", ""14.43008709"", ""13.99380970"", ""14.69846153"", ""14.31174183"", ""14.13020134"", ""14.23007774"", ""14.25030804"", ""14.35712528"", ""14.12330437"", ""14.76600838"", ""14.57374859"", ""14.46355343"", ""14.61794186"", ""14.63611412"", ""14.91014099"", ""14.66297817"", ""14.93902302""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_ag0,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,2,339855315,13.601865,3.159020,835.801758,3255712.500000,0.813624,0.731365,1.881128,5067535,256,67.56,2,False,False,ReLU,EARLY_STOPPED,13.72304630,14.25933170,10.28762722,2,1.039079,False,"[""14.70978355"", ""15.34089088"", ""13.72304630"", ""13.81888294"", ""13.98253441"", ""14.16672993"", ""14.13888073"", ""14.24838066"", ""14.67862129"", ""14.83012486"", ""14.10723782"", ""14.24358940"", ""14.01083565"", ""14.72799683"", ""14.08660316"", ""14.39788628"", ""14.61730289"", ""14.25933170""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_ag0,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,3,1139688832,13.810122,3.232314,858.055542,3370759.500000,0.829217,0.739723,1.910462,5067535,256,62.41,2,False,False,ReLU,EARLY_STOPPED,13.85004997,14.41859150,10.71040535,0,1.041050,False,"[""13.85004997"", ""14.85750008"", ""14.61581612"", ""13.89599228"", ""14.14016151"", ""13.86514568"", ""14.56698227"", ""14.13956547"", ""14.04368496"", ""14.12079906"", ""14.26291561"", ""14.16811848"", ""14.31583786"", ""14.50538540"", ""14.98609543"", ""14.41859150""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_ag0,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,4,948029013,13.544801,3.120627,829.370667,3201970.250000,0.807047,0.722115,1.870673,5067535,256,72.53,2,False,False,ReLU,EARLY_STOPPED,13.69947147,14.76731205,9.90327740,4,1.077948,False,"[""13.71100521"", ""14.76402950"", ""13.81360435"", ""13.96298122"", ""13.69947147"", ""13.97481346"", ""14.35157871"", ""13.88336658"", ""14.64293194"", ""14.34573269"", ""14.45124435"", ""14.49755859"", ""14.60587215"", ""14.55871105"", ""14.94469166"", ""14.44416332"", ""15.11255074"", ""14.75646877"", ""14.60585690"", ""14.76731205""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_agf,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,0,1146090365,13.368794,3.046758,820.522827,3184024.750000,0.792368,0.710525,1.863834,5067535,256,72.88,2,forecast,False,ReLU,EARLY_STOPPED,13.77155018,14.69985867,10.44657421,4,1.067408,False,"[""14.23159504"", ""14.64708996"", ""13.79232597"", ""14.80857086"", ""13.77155018"", ""15.19705868"", ""14.89881420"", ""14.13551903"", ""14.09723186"", ""13.80829620"", ""14.34049702"", ""14.17877483"", ""14.25454330"", ""13.99010086"", ""14.14867210"", ""14.17135715"", ""14.54489803"", ""14.76481628"", ""14.76721287"", ""14.69985867""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_agf,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,1,2035888307,13.693131,3.158464,845.462585,3346845.250000,0.816346,0.721285,1.862250,5067535,256,70.19,2,forecast,False,ReLU,EARLY_STOPPED,13.58096027,14.35292149,10.91530800,2,1.056841,False,"[""14.21945953"", ""15.54380608"", ""13.58096027"", ""14.46122646"", ""14.31090641"", ""13.63997459"", ""13.92437935"", ""13.71873951"", ""14.23113441"", ""14.26902580"", ""14.05925369"", ""14.22961521"", ""14.26438332"", ""14.25778294"", ""14.30382442"", ""14.53045654"", ""14.55444145"", ""14.35292149""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_agf,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,2,1423315435,13.798457,3.248969,848.223450,3270885.500000,0.830956,0.744430,1.925970,5067535,256,74.54,2,forecast,False,ReLU,EARLY_STOPPED,13.60096455,14.64415073,10.01822758,3,1.076699,False,"[""14.26143169"", ""14.72851944"", ""13.75309467"", ""13.60096455"", ""14.80632019"", ""14.41461849"", ""14.90142250"", ""13.84566689"", ""13.74408436"", ""14.00246620"", ""14.08277321"", ""14.54542160"", ""14.95073795"", ""14.40246105"", ""14.63253307"", ""14.46806622"", ""14.41003799"", ""14.70749283"", ""14.64415073""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_agf,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,3,765196993,13.506946,3.100962,829.428894,3223275.250000,0.803415,0.717294,1.872585,5067535,256,69.64,2,forecast,False,ReLU,EARLY_STOPPED,13.65690613,14.89017296,9.64757538,1,1.090304,False,"[""14.11275768"", ""13.65690613"", ""14.04595089"", ""13.97134113"", ""13.70736504"", ""14.07199955"", ""13.81965351"", ""14.52557564"", ""13.79885769"", ""13.75750637"", ""14.66390800"", ""14.39165497"", ""14.46478367"", ""14.50928402"", ""14.52490330"", ""14.58293247"", ""14.89017296""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_10s_tiered_agf,tiered_rb_sym10_10s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,10,1,True,4,56332222,14.028676,3.229815,854.267517,3257194.750000,0.835590,0.741818,1.922027,5067535,256,97.06,3,forecast,False,ReLU,EARLY_STOPPED,13.88477039,14.92466450,8.60109806,12,1.074895,False,"[""14.42730713"", ""15.59746456"", ""14.27094555"", ""14.28511810"", ""14.33638763"", ""14.62671185"", ""14.03302860"", ""14.01875782"", ""14.02103901"", ""13.95672989"", ""14.69030952"", ""14.07510185"", ""13.88477039"", ""14.98636150"", ""14.59035206"", ""14.04656887"", ""14.10648918"", ""14.21628094"", ""14.65529060"", ""14.37306499"", ""14.44391823"", ""14.57911968"", ""14.44822693"", ""14.99221897"", ""14.96649837"", ""14.80159378"", ""14.64505482"", ""14.92466450""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_10s_tiered,tiered_ae_sym10_10s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,10,1,True,0,1511300527,13.584503,3.133974,835.548401,3288521.000000,0.809941,0.723886,1.852755,1029455,256,76.36,2,False,False,ReLU,EARLY_STOPPED,13.60892296,14.87560463,10.50499821,4,1.093077,False,"[""14.36595249"", ""13.75574589"", ""14.32293797"", ""16.90892220"", ""13.60892296"", ""13.94463348"", ""13.80359364"", ""14.10586929"", ""13.94849491"", ""14.11865234"", ""14.08963203"", ""14.22992229"", ""14.26961708"", ""14.27932167"", ""14.62010288"", ""14.38652420"", ""14.19208813"", ""14.36566162"", ""14.39774227"", ""14.87560463""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_10s_tiered,tiered_ae_sym10_10s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,10,1,True,1,1189939995,13.922207,3.206514,845.192688,3204655.250000,0.829401,0.736099,1.907016,1029455,256,91.19,3,False,False,ReLU,EARLY_STOPPED,13.70921040,14.51325226,9.72883511,10,1.058650,False,"[""14.02972412"", ""14.40563488"", ""14.64223194"", ""13.85790634"", ""13.86547661"", ""15.29126358"", ""14.00652027"", ""13.78220367"", ""14.20116043"", ""14.00935555"", ""13.70921040"", ""14.37607384"", ""14.65743637"", ""14.44650555"", ""14.38693905"", ""14.66186714"", ""14.31467628"", ""14.36951637"", ""14.31993771"", ""14.14045525"", ""14.63325500"", ""14.38517666"", ""14.20379066"", ""14.57699299"", ""15.00613976"", ""14.51325226""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_10s_tiered,tiered_ae_sym10_10s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,10,1,True,2,272583284,14.050524,3.317801,868.922791,3410454.500000,0.847329,0.757928,1.942087,1029455,256,66.18,2,False,False,ReLU,EARLY_STOPPED,13.92307472,14.15020084,11.38230228,0,1.016313,False,"[""13.92307472"", ""13.93527603"", ""14.03623486"", ""14.54546642"", ""14.12932587"", ""13.99632359"", ""13.99690628"", ""14.80056000"", ""13.94009113"", ""14.39364719"", ""14.03696156"", ""13.99869061"", ""14.02744675"", ""14.29604053"", ""14.04758835"", ""14.15020084""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_10s_tiered,tiered_ae_sym10_10s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,10,1,True,3,1110212499,13.635736,3.139391,838.231750,3283288.750000,0.812191,0.721991,1.861404,1029455,256,69.26,2,False,False,ReLU,EARLY_STOPPED,13.65041065,14.27130699,10.80018520,1,1.045486,False,"[""13.92751217"", ""13.65041065"", ""14.64974213"", ""14.32737350"", ""13.72356129"", ""13.73041153"", ""13.80904579"", ""14.36306763"", ""13.97423649"", ""13.84539700"", ""14.10566139"", ""14.83804893"", ""14.09476185"", ""13.84204865"", ""14.58415127"", ""14.10896969"", ""14.27130699""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_10s_tiered,tiered_ae_sym10_10s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,10,1,True,4,1124579723,13.759828,3.181789,839.309326,3203349.250000,0.821322,0.726176,1.867000,1029455,256,78.76,3,False,False,ReLU,EARLY_STOPPED,13.75640488,14.35042381,11.34223080,5,1.043181,False,"[""14.16627407"", ""14.11794662"", ""14.34164238"", ""13.79413319"", ""14.13518524"", ""13.75640488"", ""14.34597683"", ""14.95859146"", ""14.81942272"", ""14.35523415"", ""14.17299080"", ""14.92617512"", ""14.38371754"", ""14.39566994"", ""14.12321854"", ""14.47290516"", ""14.30805016"", ""14.47507191"", ""14.33852482"", ""14.87862110"", ""14.35042381""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAELG+Sym10V3AELG_10s_tiered,tiered_aelg_sym10_10s,"['TrendAELG', 'Symlet10WaveletV3AELG']",Yearly,1,6,30,10,1,True,0,877635554,13.688910,3.200859,846.402893,3347997.750000,0.821551,0.732644,1.899474,1029775,256,72.23,2,False,False,ReLU,EARLY_STOPPED,13.64388180,13.97464085,11.06978321,1,1.024242,False,"[""15.44564247"", ""13.64388180"", ""14.09271717"", ""13.71041012"", ""13.75291824"", ""14.70988274"", ""13.69233131"", ""14.23365498"", ""13.94497299"", ""13.92484283"", ""14.45669842"", ""14.75994110"", ""14.47996330"", ""14.13064098"", ""14.08977985"", ""14.12049961"", ""13.97464085""]",,,,alt_aelg_sym10,TrendAELG+Symlet10WaveletV3AELG,AERootBlockLG,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAELG+Sym10V3AELG_10s_tiered,tiered_aelg_sym10_10s,"['TrendAELG', 'Symlet10WaveletV3AELG']",Yearly,1,6,30,10,1,True,1,183528721,13.535011,3.098108,820.714783,3139721.500000,0.803915,0.720567,1.885460,1029775,256,79.44,2,False,False,ReLU,EARLY_STOPPED,13.67044449,14.32372284,10.25834274,4,1.047788,False,"[""14.86354923"", ""14.64631271"", ""13.72284889"", ""14.24227142"", ""13.67044449"", ""13.83411407"", ""14.54432201"", ""14.13279343"", ""14.59732628"", ""14.18397808"", ""14.41494656"", ""13.91214085"", ""14.11722279"", ""14.73722649"", ""14.35632706"", ""14.24776936"", ""14.19786549"", ""14.62361240"", ""14.43409824"", ""14.32372284""]",,,,alt_aelg_sym10,TrendAELG+Symlet10WaveletV3AELG,AERootBlockLG,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAELG+Sym10V3AELG_10s_tiered,tiered_aelg_sym10_10s,"['TrendAELG', 'Symlet10WaveletV3AELG']",Yearly,1,6,30,10,1,True,2,123210252,13.574224,3.122513,829.601624,3220806.750000,0.808185,0.725112,1.895132,1029775,256,81.85,2,False,False,ReLU,EARLY_STOPPED,13.66574955,14.71771622,10.27469635,4,1.076978,False,"[""13.91476059"", ""14.28357983"", ""13.98409557"", ""14.58246994"", ""13.66574955"", ""13.94784641"", ""14.16234207"", ""14.26575089"", ""14.03168869"", ""14.38464928"", ""14.05774593"", ""14.25633526"", ""14.27831841"", ""14.17281628"", ""14.48441124"", ""14.08606815"", ""14.32583427"", ""14.36315918"", ""14.76944160"", ""14.71771622""]",,,,alt_aelg_sym10,TrendAELG+Symlet10WaveletV3AELG,AERootBlockLG,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAELG+Sym10V3AELG_10s_tiered,tiered_aelg_sym10_10s,"['TrendAELG', 'Symlet10WaveletV3AELG']",Yearly,1,6,30,10,1,True,3,472114172,13.655811,3.139091,829.641602,3175347.500000,0.812767,0.727632,1.896633,1029775,256,92.37,3,False,False,ReLU,EARLY_STOPPED,13.65127182,15.23161507,10.30192184,9,1.115765,False,"[""14.16621494"", ""14.71568298"", ""13.88640499"", ""13.74278545"", ""14.50563622"", ""13.74177742"", ""14.35556412"", ""13.72712803"", ""13.78617096"", ""13.65127182"", ""13.94945621"", ""13.94202042"", ""14.35637951"", ""14.65239143"", ""14.68128967"", ""14.48307323"", ""14.10435581"", ""14.33604050"", ""14.20735359"", ""14.14345074"", ""14.27033424"", ""14.53817368"", ""14.52472115"", ""14.48968220"", ""15.23161507""]",,,,alt_aelg_sym10,TrendAELG+Symlet10WaveletV3AELG,AERootBlockLG,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,TAELG+Sym10V3AELG_10s_tiered,tiered_aelg_sym10_10s,"['TrendAELG', 'Symlet10WaveletV3AELG']",Yearly,1,6,30,10,1,True,4,339203070,13.508254,3.075172,820.760376,3168549.750000,0.800210,0.713722,1.873922,1029775,256,77.96,2,False,False,ReLU,EARLY_STOPPED,13.80366611,14.69545650,10.45867062,4,1.064605,False,"[""13.88855553"", ""14.75854301"", ""14.10866547"", ""13.87893581"", ""13.80366611"", ""14.56132984"", ""15.01539707"", ""13.85740185"", ""13.96261501"", ""14.05949879"", ""14.07699776"", ""13.95460033"", ""14.22761536"", ""14.45113087"", ""14.72737885"", ""13.91517544"", ""14.35058975"", ""14.48699093"", ""14.16467381"", ""14.69545650""]",,,,alt_aelg_sym10,TrendAELG+Symlet10WaveletV3AELG,AERootBlockLG,alternating,sym10,eq_fcast,32,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_ag0,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,0,119276843,14.158599,3.354116,869.661377,3320126.750000,0.855204,0.764838,1.988386,15202605,256,156.32,3,False,False,ReLU,EARLY_STOPPED,13.74898529,14.92257977,8.27070427,5,1.085359,False,"[""13.89007092"", ""14.73434544"", ""13.82106113"", ""14.03707027"", ""14.55812645"", ""13.74898529"", ""13.76019382"", ""14.14733982"", ""14.58239841"", ""14.67224216"", ""14.67053986"", ""14.63939285"", ""14.58261585"", ""14.38574409"", ""14.60325146"", ""14.41805458"", ""14.54728699"", ""14.98593998"", ""14.56158257"", ""14.99031258"", ""14.92257977""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_ag0,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,1,400687256,13.528180,3.105807,824.487000,3150577.250000,0.804674,0.722153,1.878765,15202605,256,164.46,2,False,False,ReLU,EARLY_STOPPED,13.68191433,14.88038445,8.71662617,3,1.087595,False,"[""14.55051804"", ""14.48617840"", ""14.48935318"", ""13.68191433"", ""13.88713551"", ""13.92315388"", ""14.00683117"", ""14.65746212"", ""14.19537735"", ""14.82919121"", ""14.32178974"", ""14.34669113"", ""15.01592350"", ""14.39332199"", ""14.38948059"", ""14.87823009"", ""14.46206284"", ""14.96723080"", ""14.88038445""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_ag0,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,2,204208745,13.476665,3.081158,825.095337,3236119.750000,0.799997,0.719870,1.887133,15202605,256,158.13,2,False,False,ReLU,EARLY_STOPPED,13.77030277,14.87716961,8.32400894,2,1.080381,False,"[""14.62035084"", ""14.53101921"", ""13.77030277"", ""15.44235992"", ""14.52629375"", ""13.85131264"", ""14.31971741"", ""14.10064125"", ""14.74112320"", ""14.44097424"", ""14.24318886"", ""14.63974857"", ""14.16970825"", ""14.92106247"", ""14.71949291"", ""15.09113216"", ""15.02345943"", ""14.87716961""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_ag0,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,3,456569673,13.786827,3.211442,843.915222,3242667.750000,0.825879,0.732109,1.886670,15202605,256,175.27,2,False,False,ReLU,EARLY_STOPPED,13.81265354,15.27926254,7.32308865,4,1.106179,False,"[""14.14208126"", ""13.90726089"", ""14.28535748"", ""14.25262547"", ""13.81265354"", ""14.38969612"", ""13.98431969"", ""14.30153656"", ""13.89726353"", ""14.08952999"", ""14.37386417"", ""14.46417522"", ""14.21371078"", ""14.54549313"", ""14.55681133"", ""14.50525284"", ""14.70014000"", ""14.77225399"", ""14.90037632"", ""15.27926254""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_ag0,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,4,1207757135,13.797387,3.183414,835.189148,3150397.000000,0.822675,0.744766,1.954226,15202605,256,188.33,3,False,False,ReLU,EARLY_STOPPED,14.03014660,15.00470352,7.30119324,6,1.069462,False,"[""15.46601105"", ""14.27925777"", ""14.31685734"", ""14.31203365"", ""14.45395088"", ""14.27241707"", ""14.03014660"", ""15.05200958"", ""14.29507637"", ""14.08822727"", ""14.28296185"", ""15.13191700"", ""14.73085499"", ""14.72314358"", ""14.70634747"", ""15.39037228"", ""14.90726757"", ""15.04508400"", ""14.65999222"", ""15.14193630"", ""15.22722244"", ""15.00470352""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,False,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_agf,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,0,388793992,13.900793,3.223374,849.049866,3238608.750000,0.830867,0.742076,1.930783,15202605,256,190.00,3,forecast,False,ReLU,EARLY_STOPPED,13.68274593,15.04995632,7.72501755,6,1.099922,False,"[""13.84984779"", ""13.84816551"", ""14.15367889"", ""15.07133389"", ""15.08841801"", ""13.95210171"", ""13.68274593"", ""14.21926403"", ""14.10647678"", ""14.15503216"", ""14.79844952"", ""14.43437386"", ""14.50545883"", ""14.51694679"", ""14.36815739"", ""14.40064907"", ""14.94902897"", ""15.04197311"", ""14.74765491"", ""15.07015228"", ""14.94518757"", ""15.04995632""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_agf,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,1,1841528488,13.561705,3.131734,839.759888,3336754.750000,0.808962,0.721987,1.866296,15202605,256,145.02,2,forecast,False,ReLU,EARLY_STOPPED,13.63475037,14.88138008,9.74990463,0,1.091430,False,"[""13.63475037"", ""14.17712879"", ""13.76043892"", ""13.77474594"", ""14.15727615"", ""13.75830841"", ""14.37584114"", ""14.12873936"", ""14.32332706"", ""14.73761177"", ""14.45014381"", ""14.23370361"", ""14.84875393"", ""14.40485096"", ""14.76739502"", ""14.88138008""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_agf,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,2,549325041,13.887127,3.283153,846.275391,3149910.000000,0.837970,0.749114,1.932150,15202605,256,185.16,3,forecast,False,ReLU,EARLY_STOPPED,13.79039955,14.64188004,8.62809753,5,1.061744,False,"[""14.55973339"", ""14.64973354"", ""14.12339401"", ""14.03130531"", ""13.95711136"", ""13.79039955"", ""14.33625698"", ""13.84536457"", ""14.85566044"", ""14.59625435"", ""14.64205170"", ""14.57727814"", ""14.17849636"", ""14.45122433"", ""14.74707317"", ""14.61154747"", ""14.36785698"", ""15.01363277"", ""14.72982883"", ""14.62779999"", ""14.64188004""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_agf,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,3,1154965260,13.773068,3.222053,840.090332,3288458.250000,0.826793,0.760319,2.011538,15202605,256,162.48,2,forecast,False,ReLU,EARLY_STOPPED,13.80631161,15.16629124,9.31640244,2,1.098504,False,"[""14.03285694"", ""13.96186829"", ""13.80631161"", ""14.14545250"", ""14.19485474"", ""13.88657856"", ""14.22780991"", ""14.93003273"", ""14.62612057"", ""14.10584259"", ""14.34137058"", ""14.45448208"", ""14.38674450"", ""14.27854919"", ""14.40222645"", ""14.71564579"", ""14.96108532"", ""15.16629124""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,T+Sym10V3_30s_tiered_agf,tiered_rb_sym10_30s,"['Trend', 'Symlet10WaveletV3']",Yearly,1,6,30,30,1,True,4,373600257,13.805513,3.231838,846.922607,3223175.000000,0.829016,0.756169,2.001297,15202605,256,175.41,2,forecast,False,ReLU,EARLY_STOPPED,13.84881020,15.11199284,8.71483707,4,1.091212,False,"[""13.85056686"", ""13.91209126"", ""13.86585331"", ""13.96638298"", ""13.84881020"", ""13.85186100"", ""14.04857159"", ""13.91986275"", ""13.96667480"", ""15.09109402"", ""14.17719173"", ""14.26005936"", ""14.43239498"", ""14.31160641"", ""14.58439255"", ""14.74557209"", ""14.57857323"", ""14.81926250"", ""14.94901085"", ""15.11199284""]",,,,alt_trend_wavelet_rb,Trend+Symlet10WaveletV3,RootBlock,alternating,sym10,eq_fcast,,3,forecast,ascend
tiered_offset_m4_allperiods,TAE+Sym10V3AE_30s_tiered,tiered_ae_sym10_30s,"['TrendAE', 'Symlet10WaveletV3AE']",Yearly,1,6,30,30,1,True,0,363417913,13.755586,3.130889,833.489441,3185701.000000,0.814788,0.728540,1.884339,3088365,256,203.75,3,False,False,ReLU,EARLY_STOPPED,13.84248638,14.96693993,9.93681812,8,1.081232,False,"[""13.93267822"", ""14.09137344"", ""14.79583836"", ""14.20845509"", ""13.90190601"", ""14.24040508"", ""14.31255531"", ""13.87832642"", ""13.84248638"", ""14.20067215"", ""14.38488960"", ""14.39199066"", ""14.45652199"", ""14.44831085"", ""14.41994286"", ""14.15005589"", ""14.59040070"", ""14.47485352"", ""14.92912483"", ""14.70747375"", ""14.74246597"", ""14.68898678"", ""15.08528233"", ""14.96693993""]",,,,alt_ae_sym10,TrendAE+Symlet10WaveletV3AE,AERootBlock,alternating,sym10,eq_fcast,32,3,False,ascend
