experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,category_label,latent_dim
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,0,42,30.695221,9.272743,2052.116211,14913604.000000,2.105828,2.592625,24.383619,821840,9.76,15,False,False,ReLU,MAX_EPOCHS,27.06058693,31.21197510,256.66552734,13,1.153411,False,"[""174.96546936"", ""158.78990173"", ""148.11082458"", ""145.31123352"", ""129.10163879"", ""125.72358704"", ""113.00873566"", ""105.72850800"", ""93.19888306"", ""80.36879730"", ""69.72965240"", ""55.69578934"", ""50.48663712"", ""27.06058693"", ""31.21197510""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,1,43,34.192280,10.174150,2223.113281,15903360.000000,2.326237,2.413468,18.290884,821840,9.42,15,False,False,ReLU,MAX_EPOCHS,33.60863495,33.60863495,274.77062988,14,1.000000,False,"[""177.09530640"", ""170.66104126"", ""159.16291809"", ""145.92434692"", ""136.11328125"", ""128.46873474"", ""113.39303589"", ""107.80597687"", ""92.89852905"", ""89.76128387"", ""74.22962189"", ""67.17789459"", ""47.64567566"", ""34.00580597"", ""33.60863495""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,2,44,37.853794,11.491694,2401.372803,16762916.000000,2.604035,2.627061,19.023666,821840,9.51,15,False,False,ReLU,MAX_EPOCHS,35.68627930,35.68627930,238.83236694,14,1.000000,False,"[""186.91639709"", ""168.95796204"", ""159.61720276"", ""154.05108643"", ""137.06562805"", ""137.22801208"", ""116.86000824"", ""119.45807648"", ""97.35587311"", ""100.23213959"", ""86.69754028"", ""66.44710541"", ""55.61953735"", ""48.29049301"", ""35.68627930""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,0,42,41.370686,12.304104,2654.140625,20860458.000000,2.813854,2.654518,20.473927,852640,9.45,15,False,False,ReLU,MAX_EPOCHS,37.95659637,37.95659637,464.43542480,14,1.000000,False,"[""178.38523865"", ""160.01441956"", ""146.94082642"", ""141.62516785"", ""131.69395447"", ""118.51917267"", ""109.56092072"", ""93.85001373"", ""86.72605133"", ""77.91046143"", ""68.12184906"", ""58.70244598"", ""42.52626801"", ""44.13002014"", ""37.95659637""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,1,43,39.434006,11.288577,2543.115479,18813184.000000,2.626827,2.505516,17.168932,852640,9.57,15,False,False,ReLU,MAX_EPOCHS,38.82398224,40.50778580,451.90548706,13,1.043370,False,"[""178.09494019"", ""162.15902710"", ""155.05424500"", ""145.97573853"", ""128.81335449"", ""120.73708344"", ""110.98017120"", ""100.67604065"", ""91.91328430"", ""83.98825073"", ""73.70252991"", ""58.95944977"", ""49.76174545"", ""38.82398224"", ""40.50778580""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,2,44,43.301624,13.858715,2829.404297,22035182.000000,3.068530,3.265794,33.380230,852640,9.58,15,False,False,ReLU,MAX_EPOCHS,40.32810593,40.32810593,502.90698242,14,1.000000,False,"[""181.31216431"", ""167.34506226"", ""161.36267090"", ""144.44078064"", ""132.08808899"", ""125.65314484"", ""114.69669342"", ""105.44730377"", ""97.43020630"", ""80.50904846"", ""68.89865112"", ""60.11738205"", ""56.81578445"", ""47.03571320"", ""40.32810593""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,0,42,37.174187,11.978804,2539.982422,21514312.000000,2.644529,3.026171,31.991707,914240,9.55,15,False,False,ReLU,MAX_EPOCHS,34.07518005,34.07518005,710.40802002,14,1.000000,False,"[""179.01411438"", ""165.76400757"", ""151.82897949"", ""136.58755493"", ""127.52643585"", ""116.28128052"", ""104.95836639"", ""93.11754608"", ""84.33763123"", ""74.70960236"", ""67.05115509"", ""61.25782776"", ""46.93472672"", ""42.31779861"", ""34.07518005""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,1,43,52.569782,17.261868,3443.772217,29928886.000000,3.780276,4.094891,54.032692,914240,9.64,15,False,False,ReLU,MAX_EPOCHS,46.74382019,46.74382019,812.34350586,14,1.000000,False,"[""176.87669373"", ""163.57060242"", ""148.33857727"", ""137.27757263"", ""124.28263092"", ""114.93844604"", ""105.87960052"", ""90.46762848"", ""85.83089447"", ""74.67523956"", ""69.69453430"", ""61.76468658"", ""58.81663132"", ""51.47087860"", ""46.74382019""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Yearly,1,6,30,5,1,True,2,44,46.306847,15.170182,3079.883545,25663298.000000,3.325484,3.670290,41.872181,914240,9.60,15,False,False,ReLU,MAX_EPOCHS,42.02000046,42.02000046,804.47747803,14,1.000000,False,"[""178.30146790"", ""162.31536865"", ""144.92633057"", ""132.26571655"", ""121.11158752"", ""110.76371002"", ""102.34207916"", ""91.43427277"", ""77.98389435"", ""69.76091766"", ""64.04293060"", ""59.81349945"", ""54.33163452"", ""47.86459351"", ""42.02000046""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,0,42,25.081427,7.157362,1579.930908,7533215.000000,1.667915,1.664755,7.510346,1135440,9.58,15,False,False,ReLU,MAX_EPOCHS,23.73798370,30.99528313,128.22343445,10,1.305725,False,"[""196.19030762"", ""194.12124634"", ""190.57246399"", ""184.60745239"", ""176.69830322"", ""159.69541931"", ""123.07514191"", ""70.85597229"", ""37.25943756"", ""24.94256592"", ""23.73798370"", ""24.90056038"", ""28.61726570"", ""32.50022507"", ""30.99528313""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,1,43,21.606585,5.419894,1304.513428,5934948.000000,1.342995,1.334370,5.564723,1135440,9.53,15,False,False,ReLU,MAX_EPOCHS,21.67927933,29.76614189,55.23984528,9,1.373023,False,"[""196.50308228"", ""194.14347839"", ""190.19334412"", ""181.98114014"", ""170.03605652"", ""153.81178284"", ""125.27011108"", ""70.26351929"", ""34.74258041"", ""21.67927933"", ""23.33969116"", ""27.28284454"", ""30.09437561"", ""30.04612160"", ""29.76614189""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,2,44,25.861830,7.491134,1590.216797,7078337.500000,1.733787,1.926177,11.957474,1135440,9.60,15,False,False,ReLU,MAX_EPOCHS,21.92274094,33.68140411,112.27685547,9,1.536368,False,"[""196.57827759"", ""192.79193115"", ""188.98638916"", ""184.35049438"", ""176.34425354"", ""154.53570557"", ""118.08527374"", ""83.83226776"", ""73.71921539"", ""21.92274094"", ""32.41576385"", ""42.08295441"", ""30.95146179"", ""30.94075203"", ""33.68140411""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,0,42,23.738043,6.124972,1484.361328,7679007.000000,1.496920,1.495971,6.940005,1150880,9.63,15,False,False,ReLU,MAX_EPOCHS,24.20137405,28.43185616,92.33384705,10,1.174803,False,"[""196.84391785"", ""194.16743469"", ""189.46994019"", ""183.03562927"", ""172.83512878"", ""153.95321655"", ""128.63188171"", ""78.30666351"", ""31.86812782"", ""30.08024979"", ""24.20137405"", ""25.61194611"", ""27.06245995"", ""26.95016098"", ""28.43185616""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,1,43,27.345133,7.841947,1726.183716,9853849.000000,1.823309,2.139961,15.653930,1150880,9.60,15,False,False,ReLU,MAX_EPOCHS,26.11515427,35.09677505,86.60177612,10,1.343924,False,"[""195.74017334"", ""192.49662781"", ""188.09751892"", ""181.07608032"", ""171.99922180"", ""155.97117615"", ""133.76135254"", ""97.12013245"", ""47.22428894"", ""31.89679527"", ""26.11515427"", ""29.02425003"", ""32.26487732"", ""34.02367401"", ""35.09677505""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,2,44,27.564177,7.992433,1741.396606,9725567.000000,1.848944,2.129699,15.323758,1150880,9.69,15,False,False,ReLU,MAX_EPOCHS,23.70954132,25.44491577,84.06280518,10,1.073193,False,"[""195.99363708"", ""192.99749756"", ""188.91416931"", ""182.46298218"", ""172.70120239"", ""155.43162537"", ""128.09661865"", ""90.35648346"", ""38.96652985"", ""29.85050201"", ""23.70954132"", ""26.19804955"", ""25.39838028"", ""24.58604813"", ""25.44491577""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,0,42,22.891993,5.842132,1354.207031,5748766.500000,1.435448,1.471514,6.824965,1181760,9.66,15,False,False,ReLU,MAX_EPOCHS,21.96015358,21.96015358,50.32210541,14,1.000000,False,"[""195.84803772"", ""192.89721680"", ""188.53213501"", ""181.97422791"", ""172.99568176"", ""159.43070984"", ""142.20976257"", ""115.76812744"", ""65.11920166"", ""30.91188622"", ""23.88822365"", ""30.84951401"", ""32.98501968"", ""28.77730370"", ""21.96015358""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,1,43,22.429359,6.708414,1376.483276,5232759.000000,1.530287,1.433273,5.951663,1181760,9.69,15,False,False,ReLU,MAX_EPOCHS,21.07554626,38.61623001,50.15904999,13,1.832277,False,"[""196.14822388"", ""192.98796082"", ""188.30097961"", ""180.55308533"", ""171.35174561"", ""156.04710388"", ""135.44058228"", ""99.08837891"", ""55.80469513"", ""26.74680138"", ""29.66564369"", ""23.92968750"", ""21.57328224"", ""21.07554626"", ""38.61623001""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Yearly,1,6,30,5,1,True,2,44,21.257196,5.407346,1281.200928,5507194.500000,1.330726,1.355263,5.829779,1181760,9.70,15,False,False,ReLU,MAX_EPOCHS,21.24599075,21.24599075,48.02384186,14,1.000000,False,"[""196.86689758"", ""194.07765198"", ""190.50802612"", ""184.66133118"", ""177.58087158"", ""167.32701111"", ""153.23060608"", ""128.61555481"", ""82.86933899"", ""40.74966049"", ""33.19369888"", ""28.03171539"", ""31.27600479"", ""32.89248657"", ""21.24599075""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,0,42,17.313431,4.473187,1047.065063,3900850.500000,1.092529,1.090783,3.701897,811600,9.47,15,False,False,ReLU,MAX_EPOCHS,18.18941689,18.18941689,12.69510365,14,1.000000,False,"[""109.12728119"", ""40.11864090"", ""32.17842102"", ""32.24542999"", ""29.13006020"", ""32.03509903"", ""24.28429031"", ""24.39438248"", ""23.18758965"", ""21.49551582"", ""21.85527611"", ""20.00669479"", ""19.25646210"", ""18.83968544"", ""18.18941689""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,1,43,15.357402,3.668192,927.061890,3551684.000000,0.931399,0.880768,2.569440,811600,9.57,15,False,False,ReLU,MAX_EPOCHS,17.11984062,18.07820702,13.75422001,13,1.055980,False,"[""81.81543732"", ""34.68302155"", ""29.93592644"", ""29.31836891"", ""32.97984314"", ""26.21383667"", ""24.70763588"", ""23.06382942"", ""21.53856850"", ""20.62067223"", ""19.32468796"", ""18.42311859"", ""18.17127228"", ""17.11984062"", ""18.07820702""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,2,44,17.947029,4.720820,1075.500366,3998714.750000,1.143071,1.111974,3.567444,811600,9.65,15,False,False,ReLU,MAX_EPOCHS,18.61920166,18.61920166,14.76466465,14,1.000000,False,"[""101.28247833"", ""40.38332367"", ""33.36584091"", ""39.41802216"", ""27.30048561"", ""32.26554489"", ""26.38227081"", ""25.96663857"", ""22.68639755"", ""21.99803352"", ""21.27608681"", ""20.42856216"", ""19.57239151"", ""18.63200378"", ""18.61920166""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,0,42,15.948552,3.811131,959.579041,3759917.750000,0.967470,0.878617,2.470798,832160,9.62,15,False,False,ReLU,MAX_EPOCHS,18.11217308,18.11217308,15.58964252,14,1.000000,False,"[""120.49329376"", ""41.00785828"", ""32.79013824"", ""33.12189484"", ""25.25527191"", ""36.21043396"", ""25.90025330"", ""23.02658653"", ""23.50379562"", ""22.93449783"", ""20.87492371"", ""19.82263565"", ""18.86731911"", ""18.30830765"", ""18.11217308""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,1,43,14.643370,3.367876,891.842102,3422030.750000,0.871768,0.781166,2.090452,832160,9.64,15,False,False,ReLU,MAX_EPOCHS,15.52131557,15.52131557,12.20476627,14,1.000000,False,"[""103.15860748"", ""35.56333160"", ""31.00942039"", ""30.45636749"", ""28.01255798"", ""35.47050095"", ""24.15029907"", ""21.24766731"", ""20.39180374"", ""19.43147659"", ""18.66117859"", ""17.67233086"", ""16.99061012"", ""16.36124420"", ""15.52131557""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,2,44,16.888369,4.196483,1006.149353,3816463.500000,1.044709,1.023911,3.215669,832160,9.52,15,False,False,ReLU,MAX_EPOCHS,18.32682419,18.32682419,12.62776089,14,1.000000,False,"[""105.94544220"", ""39.33349609"", ""31.73159599"", ""36.57010269"", ""26.27151299"", ""40.85400772"", ""25.74282074"", ""23.91146278"", ""22.32630348"", ""23.00656509"", ""23.56534576"", ""20.56521797"", ""19.80508232"", ""19.26935196"", ""18.32682419""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,0,42,15.267132,3.606759,924.174866,3561595.500000,0.920908,0.858710,2.475987,873280,9.57,15,False,False,ReLU,MAX_EPOCHS,16.68183517,16.68183517,12.91027546,14,1.000000,False,"[""106.39157867"", ""35.86359024"", ""30.47104263"", ""30.76929283"", ""36.83544922"", ""33.51999283"", ""25.42335129"", ""23.36127090"", ""22.83564758"", ""21.21536636"", ""20.12859917"", ""18.93058395"", ""19.09030914"", ""17.95882225"", ""16.68183517""]",1,GenericAELG,AELG,,generic,32
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,1,43,14.657680,3.385755,886.644775,3444134.000000,0.874455,0.790184,2.185854,873280,9.60,15,False,False,ReLU,MAX_EPOCHS,16.41012955,16.41012955,11.84559059,14,1.000000,False,"[""108.31600189"", ""37.53599930"", ""30.38386917"", ""30.93858719"", ""32.69923782"", ""32.18642044"", ""24.04519844"", ""22.02109909"", ""21.44259262"", ""20.52417755"", ""19.56962776"", ""18.35546303"", ""17.48840714"", ""17.28676796"", ""16.41012955""]",1,GenericAELG,AELG,,generic,32
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Yearly,1,6,30,5,1,True,2,44,15.714558,3.753010,946.745972,3649179.750000,0.952998,0.895568,2.691116,873280,9.55,15,False,False,ReLU,MAX_EPOCHS,17.80195236,17.80195236,13.42378712,14,1.000000,False,"[""98.53018188"", ""34.21389008"", ""28.77796555"", ""29.00325012"", ""37.37593460"", ""26.83946419"", ""24.83592033"", ""23.05531311"", ""22.70412827"", ""20.53832626"", ""20.91364861"", ""20.69819641"", ""19.81147766"", ""18.85604286"", ""17.80195236""]",1,GenericAELG,AELG,,generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,0,42,34.780987,9.985161,2134.196289,12027775.000000,2.320471,2.281099,14.397683,4863078,10.44,15,False,False,ReLU,MAX_EPOCHS,35.85573578,38.93061447,1981.91918945,10,1.085757,False,"[""143.60211182"", ""97.12694550"", ""73.68697357"", ""60.47426605"", ""64.33803558"", ""68.22445679"", ""63.23990631"", ""57.48213196"", ""41.95075226"", ""41.08556366"", ""35.85573578"", ""41.61610413"", ""41.20592117"", ""39.00429153"", ""38.93061447""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,1,43,35.771446,10.607823,2308.190186,15749437.000000,2.429117,2.631279,23.030071,4863078,10.39,15,False,False,ReLU,MAX_EPOCHS,35.90927505,35.90927505,769.66961670,14,1.000000,False,"[""143.33683777"", ""112.88005066"", ""73.36862946"", ""84.43095398"", ""73.53244781"", ""80.05672455"", ""70.94948578"", ""66.04299927"", ""56.53874588"", ""55.25205612"", ""37.10301971"", ""45.61430359"", ""38.91964722"", ""40.95106125"", ""35.90927505""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,2,44,34.593960,9.382017,2137.292480,12675477.000000,2.238862,2.117338,11.835458,4863078,10.36,15,False,False,ReLU,MAX_EPOCHS,33.39919281,36.36238480,1174.02636719,8,1.088720,False,"[""136.98478699"", ""88.03237152"", ""80.80142975"", ""60.16470718"", ""55.27675629"", ""59.20747375"", ""47.30844116"", ""43.34609604"", ""33.39919281"", ""35.53585434"", ""38.82948685"", ""35.91621017"", ""34.10676956"", ""34.94952393"", ""36.36238480""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,0,42,32.600891,9.006324,1987.004761,10953115.000000,2.130613,2.011401,9.959896,4930758,10.32,15,False,False,ReLU,MAX_EPOCHS,34.19848633,41.15413284,1303.72485352,10,1.203390,False,"[""119.51786041"", ""113.99372864"", ""91.77525330"", ""51.25487900"", ""59.01921082"", ""46.43075180"", ""55.97472763"", ""38.05073547"", ""52.63456345"", ""41.46366882"", ""34.19848633"", ""40.48262024"", ""39.03177643"", ""40.25705719"", ""41.15413284""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,1,43,38.812222,13.385119,2598.068359,17986322.000000,2.871586,3.208022,34.837532,4930758,10.56,15,False,False,ReLU,MAX_EPOCHS,38.95566177,38.95566177,1493.37963867,14,1.000000,False,"[""134.88009644"", ""107.57027435"", ""96.98346710"", ""75.98460388"", ""82.78028107"", ""75.93881226"", ""78.32291412"", ""71.17714691"", ""75.95400238"", ""74.79412842"", ""66.47464752"", ""58.00216675"", ""49.54708099"", ""41.87887192"", ""38.95566177""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,2,44,37.712364,11.302715,2299.679443,13749252.000000,2.575931,2.683585,19.950481,4930758,10.68,15,False,False,ReLU,MAX_EPOCHS,38.77822113,38.77822113,2313.48559570,14,1.000000,False,"[""144.85731506"", ""117.89966583"", ""96.70713806"", ""92.18827057"", ""83.06575775"", ""76.13460541"", ""79.08550262"", ""73.98161316"", ""69.63307190"", ""71.90062714"", ""78.27907562"", ""65.02011871"", ""58.91795731"", ""47.82135391"", ""38.77822113""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,0,42,34.466656,10.451450,2218.092285,13289288.000000,2.369521,2.736948,24.342892,5066118,10.70,15,False,False,ReLU,MAX_EPOCHS,34.35440063,34.35440063,1585.12011719,14,1.000000,False,"[""119.76208496"", ""98.36837769"", ""77.75602722"", ""72.23817444"", ""64.44123077"", ""48.63456345"", ""55.85905838"", ""49.58393097"", ""47.63265228"", ""42.12405396"", ""42.20875168"", ""37.41071701"", ""37.51429749"", ""36.75449371"", ""34.35440063""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,1,43,34.278606,10.947115,2260.431885,14381778.000000,2.426131,2.869478,26.446529,5066118,10.92,15,False,False,ReLU,MAX_EPOCHS,33.07341003,33.07341003,3619.22314453,14,1.000000,False,"[""135.34292603"", ""109.11456299"", ""108.02648163"", ""92.15826416"", ""82.32189178"", ""75.71758270"", ""67.61901855"", ""65.29862213"", ""64.09861755"", ""57.34875107"", ""46.61413574"", ""38.48648834"", ""38.25505447"", ""35.49741745"", ""33.07341003""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Yearly,1,6,30,6,1,True,2,44,36.448029,10.822589,2283.409180,13839196.000000,2.476839,2.620425,21.551836,5066118,10.85,15,False,False,ReLU,MAX_EPOCHS,35.48363495,35.48363495,2587.59106445,14,1.000000,False,"[""126.70185852"", ""115.48802948"", ""99.26673126"", ""87.81269073"", ""63.62385178"", ""61.87279510"", ""54.91794968"", ""47.56882477"", ""50.32019424"", ""43.13011932"", ""39.94920349"", ""38.32680130"", ""41.72399521"", ""37.33892441"", ""35.48363495""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,0,42,24.884239,6.891463,1516.291626,6241231.500000,1.628427,1.619192,6.765211,7093094,11.07,15,False,False,ReLU,MAX_EPOCHS,22.49218178,29.27581596,87.49639130,12,1.301600,False,"[""163.12953186"", ""155.40534973"", ""118.95684052"", ""107.61930084"", ""102.45113373"", ""92.84606171"", ""69.96092987"", ""77.55293274"", ""74.56967926"", ""51.15607452"", ""34.45863342"", ""25.97795868"", ""22.49218178"", ""32.71478653"", ""29.27581596""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,1,43,27.298195,7.614500,1606.308105,6975482.000000,1.793256,1.670848,7.728938,7093094,10.73,15,False,False,ReLU,MAX_EPOCHS,26.69305801,26.69305801,97.15416718,14,1.000000,False,"[""170.31602478"", ""135.98611450"", ""119.93518829"", ""89.62107849"", ""91.81830597"", ""107.39212036"", ""109.73297119"", ""102.23221588"", ""93.12451935"", ""92.76129150"", ""94.85972595"", ""81.51084900"", ""45.61223984"", ""39.70670700"", ""26.69305801""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,2,44,20.466413,5.157215,1203.812378,4800583.000000,1.275060,1.115276,3.276431,7093094,11.10,15,False,False,ReLU,MAX_EPOCHS,22.63698959,28.06690979,51.89797974,13,1.239869,False,"[""167.07833862"", ""135.07080078"", ""122.56088257"", ""112.95638275"", ""75.61191559"", ""91.71477509"", ""77.33092499"", ""74.46038055"", ""58.56142807"", ""64.20564270"", ""57.58646774"", ""32.17846298"", ""24.37418175"", ""22.63698959"", ""28.06690979""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,0,42,19.591002,5.241345,1128.627686,4131855.750000,1.258861,1.198470,4.031356,7126982,10.98,15,False,False,ReLU,MAX_EPOCHS,19.55569458,19.55569458,101.60121155,14,1.000000,False,"[""167.77476501"", ""142.37013245"", ""102.36273193"", ""99.79454041"", ""83.37519073"", ""73.09845734"", ""34.99932098"", ""30.33081245"", ""42.47848511"", ""34.54838181"", ""22.04445457"", ""24.98324203"", ""22.78307533"", ""29.96360779"", ""19.55569458""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,1,43,33.819351,8.363935,1787.121216,8179176.000000,2.087069,1.825872,8.235265,7126982,10.91,15,False,False,ReLU,MAX_EPOCHS,39.17422867,39.17422867,68.61777496,14,1.000000,False,"[""172.86732483"", ""155.07215881"", ""137.76107788"", ""96.87370300"", ""107.83381653"", ""93.66735077"", ""98.31432343"", ""103.61002350"", ""94.02239990"", ""105.64454651"", ""91.53239441"", ""84.23609924"", ""70.45507050"", ""56.05338669"", ""39.17422867""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Yearly,1,6,30,6,1,True,2,44,19.938581,4.901532,1170.153564,4516824.500000,1.226741,1.111258,3.313401,7126982,11.16,15,False,False,ReLU,MAX_EPOCHS,19.80195999,19.80195999,54.70327759,14,1.000000,False,"[""176.33250427"", ""149.56608582"", ""124.70014191"", ""85.56191254"", ""100.27030182"", ""93.84551239"", ""94.28785706"", ""78.98547363"", ""63.77917480"", ""60.51926804"", ""42.12112045"", ""27.99996185"", ""31.05508614"", ""20.29209518"", ""19.80195999""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
