experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,meta_predicted_best,meta_convergence_score
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.137926,3.697353,954.751648,3617862.750000,0.958949,0.870173,2.408479,926755,256,8.43,10,False,False,ReLU,MAX_EPOCHS,16.67547417,16.67547417,12.99613285,9,1.000000,False,"[""55.58391190"", ""27.61718559"", ""28.40593719"", ""23.79990578"", ""22.61945152"", ""21.10799026"", ""20.31991386"", ""18.13215446"", ""17.12167358"", ""16.67547417""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,2,19.02804933,0.34233016
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.578495,3.509887,922.554321,3517605.750000,0.918246,0.837699,2.302826,926755,256,8.46,10,False,False,ReLU,MAX_EPOCHS,15.93402195,15.93402195,12.47133350,9,1.000000,False,"[""66.74473572"", ""32.76843262"", ""33.54566956"", ""24.45370865"", ""23.02940559"", ""20.33852196"", ""18.95499420"", ""18.23828697"", ""17.56124306"", ""15.93402195""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,2,17.91300298,0.26838076
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,20.105795,5.285124,1164.056152,4372961.500000,1.280120,1.311963,5.079262,926755,256,7.77,10,False,False,ReLU,MAX_EPOCHS,21.48081398,21.48081398,17.64148712,9,1.000000,False,"[""69.20291901"", ""30.17116547"", ""42.31772614"", ""43.98652649"", ""26.63388824"", ""24.48872757"", ""25.31569862"", ""23.35304832"", ""22.36025810"", ""21.48081398""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,2,20.85114399,0.30130440
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.558520,3.621308,927.911133,3506556.750000,0.931654,0.845193,2.334444,938305,256,7.78,10,False,False,ReLU,MAX_EPOCHS,15.89524174,15.89524174,12.05101204,9,1.000000,False,"[""66.25363159"", ""28.63577080"", ""29.82687950"", ""24.00383759"", ""23.09670067"", ""20.66272926"", ""19.20524025"", ""17.78893471"", ""18.57270813"", ""15.89524174""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,5,18.17465912,0.27431944
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,17.220913,4.060027,1010.379578,3800569.250000,1.037715,0.978633,2.954688,938305,256,7.79,10,False,False,ReLU,MAX_EPOCHS,18.93255234,19.50603104,14.55638218,8,1.030291,False,"[""84.98599243"", ""32.11067581"", ""44.17344666"", ""37.01586914"", ""25.51068687"", ""23.38963509"", ""20.82033157"", ""21.13216209"", ""18.93255234"", ""19.50603104""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,5,20.45726361,0.24071336
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.550016,3.907922,977.433960,3647946.500000,0.998051,0.911726,2.586505,938305,256,7.88,10,False,False,ReLU,MAX_EPOCHS,16.43530655,16.43530655,12.59401035,9,1.000000,False,"[""98.77861023"", ""34.69728470"", ""35.49761963"", ""26.93825340"", ""22.90404892"", ""21.47928238"", ""20.20543480"", ""17.59695435"", ""16.88742065"", ""16.43530655""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,5,18.31556735,0.18542038
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.078944,3.422157,900.363098,3423618.000000,0.891924,0.793517,2.107824,949855,256,7.85,10,False,False,ReLU,MAX_EPOCHS,15.48692894,15.48692894,11.69261742,9,1.000000,False,"[""69.18092346"", ""29.86397743"", ""33.91861725"", ""25.10733223"", ""23.85597610"", ""21.15068054"", ""19.04686928"", ""17.71678543"", ""16.44180489"", ""15.48692894""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,8,18.58929787,0.26870555
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.115767,3.591212,921.653137,3500328.750000,0.914321,0.815719,2.161132,949855,256,7.88,10,False,False,ReLU,MAX_EPOCHS,15.37572193,15.37572193,11.52223301,9,1.000000,False,"[""57.61626816"", ""28.76869202"", ""33.34565735"", ""25.78012848"", ""23.93363380"", ""20.64817429"", ""18.75978470"", ""17.43942261"", ""16.72065353"", ""15.37572193""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,8,18.42794165,0.31983921
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,14.885855,3.433782,890.540588,3376248.000000,0.887479,0.801965,2.178785,949855,256,7.83,10,False,False,ReLU,MAX_EPOCHS,15.77936649,15.77936649,11.69806671,9,1.000000,False,"[""68.78412628"", ""28.81416321"", ""37.99192429"", ""26.06644630"", ""24.49717903"", ""22.32508278"", ""19.72384071"", ""17.98252678"", ""16.07728958"", ""15.77936649""]",1,6,0,3,HaarWaveletV3AE,eq_fcast,8,19.77520425,0.28749663
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.280857,3.808840,973.002686,3636128.000000,0.977349,0.891841,2.524781,929325,256,7.99,10,False,False,ReLU,MAX_EPOCHS,16.49209976,16.49209976,12.70599365,9,1.000000,False,"[""47.93089294"", ""31.45563316"", ""28.67900085"", ""23.76777649"", ""22.71416092"", ""20.72400284"", ""20.97923470"", ""18.32890320"", ""17.42909241"", ""16.49209976""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,2,18.98202767,0.39602908
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.758793,3.621928,940.328369,3585736.000000,0.937859,0.858748,2.387214,929325,256,7.97,10,False,False,ReLU,MAX_EPOCHS,16.04315758,16.04315758,12.62617302,9,1.000000,False,"[""59.02801132"", ""27.62127113"", ""27.68458366"", ""23.47782135"", ""22.12106895"", ""22.69386864"", ""20.52442932"", ""18.04022408"", ""17.20376968"", ""16.04315758""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,2,20.09855215,0.34049177
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,17.771185,4.233332,1037.970093,4002366.750000,1.076356,1.033522,3.417565,929325,256,8.03,10,False,False,ReLU,MAX_EPOCHS,18.87215424,19.40374565,13.95498848,8,1.028168,False,"[""39.25034332"", ""50.37948227"", ""28.06439209"", ""24.92669106"", ""28.44233513"", ""21.27928543"", ""20.26646805"", ""21.46222305"", ""18.87215424"", ""19.40374565""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,2,18.68352881,0.47600931
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.972013,4.267772,1030.937988,3828927.000000,1.056238,0.981528,2.760610,940875,256,8.01,10,False,False,ReLU,MAX_EPOCHS,16.76619720,16.76619720,12.37424660,9,1.000000,False,"[""53.73995209"", ""30.23482895"", ""30.94032669"", ""23.69269371"", ""22.16144753"", ""21.57518196"", ""21.08622551"", ""18.02552414"", ""17.13151360"", ""16.76619720""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,5,19.53858218,0.36357647
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.441595,3.602674,938.164612,3572797.750000,0.925732,0.823801,2.198937,940875,256,8.10,10,False,False,ReLU,MAX_EPOCHS,15.80299854,16.08986473,12.01685333,8,1.018153,False,"[""58.85186768"", ""28.82884026"", ""30.63892746"", ""25.63469315"", ""22.27853394"", ""20.59650040"", ""17.88372040"", ""17.16801643"", ""15.80299854"", ""16.08986473""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,5,18.48307559,0.31406099
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,16.414564,3.827644,988.382141,3735903.750000,0.983806,0.877717,2.366876,940875,256,8.02,10,False,False,ReLU,MAX_EPOCHS,16.51713181,16.75102615,12.69638729,8,1.014161,False,"[""60.22159958"", ""28.82282066"", ""31.12973976"", ""24.62399101"", ""23.55142403"", ""20.22070694"", ""17.88380241"", ""17.16363716"", ""16.51713181"", ""16.75102615""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,5,17.95438450,0.29813862
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.203621,3.944918,975.092529,3657825.000000,0.992107,0.934837,2.715991,952425,256,8.17,10,False,False,ReLU,MAX_EPOCHS,16.73788452,16.73788452,12.12570763,9,1.000000,False,"[""53.48651505"", ""32.97723770"", ""30.01544571"", ""25.32828522"", ""24.57859421"", ""21.16092682"", ""19.08960724"", ""18.62654686"", ""18.84600639"", ""16.73788452""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,8,19.12815839,0.35762581
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.803665,3.797226,947.759644,3555999.500000,0.961288,0.880660,2.413044,952425,256,8.05,10,False,False,ReLU,MAX_EPOCHS,15.99149990,15.99149990,13.82595158,9,1.000000,False,"[""67.80185699"", ""28.68674469"", ""31.31086731"", ""25.94677925"", ""23.41995430"", ""20.49291420"", ""22.96530342"", ""18.04817200"", ""16.57992554"", ""15.99149990""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,8,18.05216053,0.26624876
wavelet_v3ae_search_r1,Haar_eq_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,17.052919,4.022798,1007.031433,3773544.750000,1.027891,0.958332,2.797804,952425,256,8.15,10,False,False,ReLU,MAX_EPOCHS,18.94115639,19.46564674,14.79285240,8,1.027691,False,"[""74.75792694"", ""32.78664398"", ""44.62573624"", ""31.44358635"", ""25.83751678"", ""22.65425110"", ""20.91558647"", ""19.85087395"", ""18.94115639"", ""19.46564674""]",1,6,0,5,HaarWaveletV3AE,eq_fcast,8,19.84336664,0.26543495
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,18.116295,4.477125,1057.497925,3956349.000000,1.117589,1.121249,3.902422,916515,256,8.13,10,False,False,ReLU,MAX_EPOCHS,17.92002296,17.92002296,13.23238468,9,1.000000,False,"[""70.77886200"", ""42.33873367"", ""36.56472397"", ""31.74303246"", ""24.64136696"", ""23.23193741"", ""22.70211220"", ""20.94727707"", ""18.87911797"", ""17.92002296""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,2,21.07827448,0.29780465
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,19.322359,4.977945,1131.667969,4297426.000000,1.217501,1.279624,5.309468,916515,256,8.17,10,False,False,ReLU,MAX_EPOCHS,19.72104836,19.72104836,14.65199471,9,1.000000,False,"[""104.36408997"", ""53.26951599"", ""36.28999329"", ""32.01955414"", ""29.88504410"", ""23.73049164"", ""22.81198120"", ""22.11864281"", ""20.88751411"", ""19.72104836""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,2,19.80222150,0.18974172
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,19.814804,4.995038,1166.032593,4497615.000000,1.234719,1.289017,5.254717,916515,256,8.07,10,False,False,ReLU,MAX_EPOCHS,19.93009186,19.93009186,15.38402557,9,1.000000,False,"[""82.62786865"", ""37.96042633"", ""46.63358307"", ""34.12641525"", ""29.12683105"", ""25.70453453"", ""26.74563599"", ""25.64546013"", ""22.21812248"", ""19.93009186""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,2,22.60342754,0.27355695
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.468182,3.869575,968.337280,3638888.250000,0.990722,0.939221,2.834455,928065,256,8.17,10,False,False,ReLU,MAX_EPOCHS,16.69919205,16.69919205,12.62099743,9,1.000000,False,"[""96.41983795"", ""42.05838394"", ""43.20998383"", ""28.00517082"", ""25.72667313"", ""24.09533501"", ""21.58739281"", ""19.69211960"", ""18.12139702"", ""16.69919205""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,5,20.39311650,0.21150333
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,17.177202,3.987827,999.022400,3840120.250000,1.027294,0.981027,3.169697,928065,256,8.08,10,False,False,ReLU,MAX_EPOCHS,18.06269646,18.06269646,13.68422031,9,1.000000,False,"[""112.28201294"", ""57.71187592"", ""41.07006073"", ""38.35632324"", ""29.52627754"", ""23.70077133"", ""21.75694847"", ""20.49625778"", ""18.92763138"", ""18.06269646""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,5,19.98434649,0.17798351
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,16.326736,3.815952,951.197144,3618565.750000,0.979648,0.922964,2.805127,928065,256,8.13,10,False,False,ReLU,MAX_EPOCHS,17.00421715,17.00421715,13.50465584,9,1.000000,False,"[""67.24051666"", ""39.28593826"", ""36.36563873"", ""29.20327377"", ""24.85665703"", ""21.94463921"", ""21.22128868"", ""18.80003166"", ""17.82742310"", ""17.00421715""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,5,19.71019731,0.29312977
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.906935,4.386960,1030.314331,3867188.250000,1.099838,1.105461,3.942690,939615,256,8.11,10,False,False,ReLU,MAX_EPOCHS,18.93771553,18.93771553,13.43598938,9,1.000000,False,"[""83.63634491"", ""40.53817368"", ""43.76787186"", ""28.10815239"", ""25.93367195"", ""24.27564621"", ""22.21939468"", ""21.38967896"", ""19.56567192"", ""18.93771553""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,8,20.98261168,0.25087911
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,17.111755,4.150514,1005.784607,3727823.500000,1.045760,1.048594,3.886824,939615,256,8.19,10,False,False,ReLU,MAX_EPOCHS,17.04412842,17.04412842,13.10398865,9,1.000000,False,"[""65.66764069"", ""36.33437347"", ""32.78512573"", ""25.42945671"", ""23.84954071"", ""22.16557121"", ""21.73073959"", ""20.17872047"", ""18.73012352"", ""17.04412842""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,8,19.81059223,0.30167967
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,19.022797,4.857902,1124.568848,4236816.000000,1.193232,1.218148,4.573667,939615,256,7.92,10,False,False,ReLU,MAX_EPOCHS,19.10349846,19.10349846,14.12138081,9,1.000000,False,"[""93.59960938"", ""44.43719101"", ""43.20426559"", ""37.81930923"", ""26.46998978"", ""24.52572823"", ""24.04138947"", ""21.79225922"", ""20.05848503"", ""19.10349846""]",1,4,0,3,HaarWaveletV3AE,lt_fcast,8,21.58127202,0.23057011
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.413328,4.269648,1025.065796,3899606.500000,1.069976,1.048965,3.575874,919085,256,7.87,10,False,False,ReLU,MAX_EPOCHS,17.08021736,17.08021736,12.85292244,9,1.000000,False,"[""76.86396027"", ""36.38897705"", ""37.82214355"", ""29.21537018"", ""25.40596199"", ""24.20006752"", ""22.14018631"", ""19.59663010"", ""18.19978905"", ""17.08021736""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,2,21.39147053,0.27830300
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,18.387136,4.356256,1083.455688,4254153.500000,1.110668,1.080084,3.814280,919085,256,7.85,10,False,False,ReLU,MAX_EPOCHS,20.20172119,21.20453072,14.29468536,8,1.049640,False,"[""83.95168304"", ""38.38383102"", ""37.54051971"", ""28.43503571"", ""24.21919060"", ""24.20267677"", ""22.55845451"", ""23.88500595"", ""20.20172119"", ""21.20453072""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,2,20.66782563,0.24618715
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,19.991779,5.056727,1191.772949,4803587.000000,1.247895,1.280621,5.287336,919085,256,7.98,10,False,False,ReLU,MAX_EPOCHS,20.79966927,20.79966927,16.18402100,9,1.000000,False,"[""93.01789856"", ""41.91245270"", ""43.39479828"", ""34.10734177"", ""30.03567123"", ""24.93124199"", ""25.24339485"", ""22.85728836"", ""21.32430458"", ""20.79966927""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,2,21.56382804,0.23182450
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.019157,3.943274,997.292969,3863968.750000,1.016852,0.951894,3.018535,930635,256,7.86,10,False,False,ReLU,MAX_EPOCHS,18.48959732,18.48959732,13.88578701,9,1.000000,False,"[""98.72473145"", ""48.50880051"", ""39.12683868"", ""35.28587341"", ""25.17527390"", ""24.82547760"", ""23.32990837"", ""20.52230453"", ""19.06360435"", ""18.48959732""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,5,21.20063069,0.21474488
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,18.613586,4.660988,1092.452759,4086728.000000,1.155937,1.141263,3.803145,930635,256,7.97,10,False,False,ReLU,MAX_EPOCHS,18.26037598,18.26037598,14.74139690,9,1.000000,False,"[""109.31383514"", ""47.37023926"", ""38.12599182"", ""29.06157684"", ""23.69101143"", ""22.39346313"", ""23.50421524"", ""19.79083443"", ""18.59753990"", ""18.26037598""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,5,19.15411655,0.17522134
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,19.635046,5.208379,1170.348267,4327951.500000,1.256061,1.294445,5.121388,930635,256,7.83,10,False,False,ReLU,MAX_EPOCHS,19.02528954,19.02528954,13.47435379,9,1.000000,False,"[""81.71813202"", ""40.27818298"", ""44.30782318"", ""29.79595184"", ""25.02933693"", ""22.59767723"", ""21.24922752"", ""19.81595039"", ""20.40000916"", ""19.02528954""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,5,19.77973439,0.24204829
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.011585,4.118987,991.378540,3724958.250000,1.038728,1.014920,3.277215,942185,256,7.97,10,False,False,ReLU,MAX_EPOCHS,17.66202736,17.66202736,13.16827869,9,1.000000,False,"[""72.80307770"", ""38.17793274"", ""40.94929504"", ""26.43732262"", ""24.09539413"", ""23.93779373"", ""20.72336960"", ""19.96434402"", ""18.86189651"", ""17.66202736""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,8,20.37461001,0.27985919
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,19.077002,4.934032,1136.034302,4261664.000000,1.204469,1.260369,5.240861,942185,256,7.89,10,False,False,ReLU,MAX_EPOCHS,18.18449402,18.18449402,13.38761616,9,1.000000,False,"[""75.97286224"", ""42.44316101"", ""39.57685089"", ""30.74607277"", ""26.03221130"", ""25.16356850"", ""22.69056511"", ""21.39693451"", ""19.83161354"", ""18.18449402""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,8,22.45920805,0.29562145
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,18.807240,4.745838,1098.497925,4202954.000000,1.172538,1.202724,4.711931,942185,256,7.95,10,False,False,ReLU,MAX_EPOCHS,18.97410393,18.97410393,14.69634438,9,1.000000,False,"[""93.74961090"", ""44.22008896"", ""46.95614243"", ""41.85383987"", ""26.71775246"", ""24.27920914"", ""22.94427681"", ""21.71755219"", ""20.49130821"", ""18.97410393""]",1,4,0,5,HaarWaveletV3AE,lt_fcast,8,21.22218946,0.22637096
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,19.145760,4.934799,1128.317017,4248604.000000,1.206670,1.249195,4.777211,988195,256,7.75,10,False,False,ReLU,MAX_EPOCHS,18.80468178,21.42864418,16.17678642,8,1.139538,False,"[""104.93626404"", ""32.08332825"", ""40.61864853"", ""26.43777466"", ""24.17506599"", ""28.60614395"", ""20.47301483"", ""23.60755348"", ""18.80468178"", ""21.42864418""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,2,21.90365415,0.20873293
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.021997,3.394165,891.435120,3421662.500000,0.886660,0.793145,2.097661,988195,256,7.96,10,False,False,ReLU,MAX_EPOCHS,15.92164230,15.92164230,13.24976254,9,1.000000,False,"[""75.62239838"", ""33.41854095"", ""26.75167084"", ""23.58030510"", ""21.29552460"", ""21.10737419"", ""17.07843971"", ""16.27243042"", ""16.72744179"", ""15.92164230""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,2,18.48346599,0.24441788
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.822840,3.613053,937.065247,3623077.000000,0.938702,0.835632,2.271555,988195,256,7.86,10,False,False,ReLU,MAX_EPOCHS,18.11653328,18.43450737,13.91607475,7,1.017552,False,"[""42.73982620"", ""31.71522331"", ""30.08669281"", ""23.93183899"", ""22.70719910"", ""20.96103477"", ""20.57884598"", ""18.11653328"", ""18.16717911"", ""18.43450737""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,2,19.42608742,0.45451957
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.638286,3.633807,936.066406,3553576.500000,0.935667,0.846153,2.289855,999745,256,7.85,10,False,False,ReLU,MAX_EPOCHS,15.98941708,16.04290390,11.65945244,8,1.003345,False,"[""65.10498810"", ""33.60772705"", ""30.78502655"", ""25.22507095"", ""25.02192307"", ""20.38661003"", ""18.50285721"", ""17.87796974"", ""15.98941708"", ""16.04290390""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,5,17.91052728,0.27510223
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.105449,3.547678,922.022156,3511813.250000,0.908528,0.813387,2.178783,999745,256,7.99,10,False,False,ReLU,MAX_EPOCHS,15.15206814,15.15206814,11.50565910,9,1.000000,False,"[""61.24311829"", ""35.19369507"", ""28.33341217"", ""26.07238007"", ""21.99304008"", ""19.41595268"", ""17.39410400"", ""16.94959450"", ""16.03497696"", ""15.15206814""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,5,17.34183324,0.28316379
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,16.416687,3.834602,957.153198,3589378.000000,0.984746,0.922563,2.600731,999745,256,7.95,10,False,False,ReLU,MAX_EPOCHS,17.25387001,17.25387001,13.13327694,9,1.000000,False,"[""72.37519836"", ""33.94222260"", ""34.65607071"", ""26.33270645"", ""25.51208115"", ""24.21342468"", ""22.04463577"", ""20.32985115"", ""17.95686913"", ""17.25387001""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,5,21.63612673,0.29894394
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'HaarWaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,14.949259,3.456190,906.394531,3477533.250000,0.892238,0.802231,2.154666,1011295,256,7.97,10,False,False,ReLU,MAX_EPOCHS,15.74905205,15.74905205,11.89166737,9,1.000000,False,"[""61.61048889"", ""30.32967377"", ""30.70348167"", ""24.94285583"", ""26.20404625"", ""21.00790215"", ""19.16126060"", ""17.69963837"", ""16.59513474"", ""15.74905205""]",1,30,0,3,HaarWaveletV3AE,eq_bcast,8,18.53397898,0.30082506
