experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,meta_predicted_best,meta_convergence_score
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.816108,3.672028,934.830750,3513257.500000,0.945916,0.878670,2.428522,999745,256,9.77,10,False,False,ReLU,MAX_EPOCHS,16.19131279,16.19131279,12.23591423,9,1.000000,False,"[""60.72128296"", ""34.98688507"", ""31.23607254"", ""25.56780624"", ""24.68919373"", ""21.87722206"", ""20.97536278"", ""18.39920044"", ""17.59121323"", ""16.19131279""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.816108,3.672028,934.830750,3513257.500000,0.945916,0.878670,2.428522,999745,256,9.35,10,False,False,ReLU,MAX_EPOCHS,16.19131279,16.19131279,12.23591423,9,1.000000,False,"[""60.72128296"", ""34.98688507"", ""31.23607254"", ""25.56780624"", ""24.68919373"", ""21.87722206"", ""20.97536278"", ""18.39920044"", ""17.59121323"", ""16.19131279""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.206557,3.528874,920.349854,3522719.250000,0.909255,0.816460,2.191315,1011295,256,9.43,10,False,False,ReLU,MAX_EPOCHS,16.00870514,16.18395233,11.87990952,8,1.010947,False,"[""61.53812408"", ""31.58634567"", ""30.10910797"", ""24.84015846"", ""25.33297539"", ""20.79551315"", ""18.58337784"", ""17.19626427"", ""16.00870514"", ""16.18395233""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.206557,3.528874,920.349854,3522719.250000,0.909255,0.816460,2.191315,1011295,256,9.54,10,False,False,ReLU,MAX_EPOCHS,16.00870514,16.18395233,11.87990952,8,1.010947,False,"[""61.53812408"", ""31.58634567"", ""30.10910797"", ""24.84015846"", ""25.33297539"", ""20.79551315"", ""18.58337784"", ""17.19626427"", ""16.00870514"", ""16.18395233""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,14.919233,3.481947,904.127441,3411196.250000,0.894560,0.789631,2.086123,1011295,256,9.18,10,False,False,ReLU,MAX_EPOCHS,15.16251183,15.16251183,11.32530117,9,1.000000,False,"[""51.76612091"", ""26.79200363"", ""26.95940018"", ""23.14033127"", ""21.08349037"", ""17.99520302"", ""18.22447968"", ""15.87049007"", ""15.83051395"", ""15.16251183""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,14.919233,3.481947,904.127441,3411196.250000,0.894560,0.789631,2.086123,1011295,256,9.19,10,False,False,ReLU,MAX_EPOCHS,15.16251183,15.16251183,11.32530117,9,1.000000,False,"[""51.76612091"", ""26.79200363"", ""26.95940018"", ""23.14033127"", ""21.08349037"", ""17.99520302"", ""18.22447968"", ""15.87049007"", ""15.83051395"", ""15.16251183""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.377726,3.578786,935.563110,3581444.750000,0.920772,0.823444,2.216508,1011295,256,9.29,10,False,False,ReLU,MAX_EPOCHS,15.61708260,16.08322906,11.62874317,8,1.029848,False,"[""75.36214447"", ""29.10092735"", ""34.93085861"", ""24.84857368"", ""22.18997574"", ""18.42325401"", ""16.83683395"", ""16.92903900"", ""15.61708260"", ""16.08322906""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.377726,3.578786,935.563110,3581444.750000,0.920772,0.823444,2.216508,1011295,256,9.58,10,False,False,ReLU,MAX_EPOCHS,15.61708260,16.08322906,11.62874317,8,1.029848,False,"[""75.36214447"", ""29.10092735"", ""34.93085861"", ""24.84857368"", ""22.18997574"", ""18.42325401"", ""16.83683395"", ""16.92903900"", ""15.61708260"", ""16.08322906""]",1,30,0,3,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.050636,3.758823,965.960327,3689446.500000,0.964012,0.886524,2.478462,990765,256,9.33,10,False,False,ReLU,MAX_EPOCHS,16.29649162,17.34137535,11.79696083,8,1.064117,False,"[""61.60449600"", ""27.36064720"", ""32.35324097"", ""23.12788773"", ""24.63478279"", ""24.15001678"", ""19.12233543"", ""16.81616974"", ""16.29649162"", ""17.34137535""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.050636,3.758823,965.960327,3689446.500000,0.964012,0.886524,2.478462,990765,256,9.25,10,False,False,ReLU,MAX_EPOCHS,16.29649162,17.34137535,11.79696083,8,1.064117,False,"[""61.60449600"", ""27.36064720"", ""32.35324097"", ""23.12788773"", ""24.63478279"", ""24.15001678"", ""19.12233543"", ""16.81616974"", ""16.29649162"", ""17.34137535""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.438736,3.928516,980.643250,3641553.250000,0.997237,0.934177,2.810565,990765,256,9.63,10,False,False,ReLU,MAX_EPOCHS,16.02072906,16.02072906,12.70944214,9,1.000000,False,"[""52.52823257"", ""28.35802650"", ""34.25312805"", ""23.76425362"", ""22.45670891"", ""25.78080368"", ""19.25190163"", ""17.95797920"", ""16.99132538"", ""16.02072906""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.438736,3.928516,980.643250,3641553.250000,0.997237,0.934177,2.810565,990765,256,9.79,10,False,False,ReLU,MAX_EPOCHS,16.02072906,16.02072906,12.70944214,9,1.000000,False,"[""52.52823257"", ""28.35802650"", ""34.25312805"", ""23.76425362"", ""22.45670891"", ""25.78080368"", ""19.25190163"", ""17.95797920"", ""16.99132538"", ""16.02072906""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,21.001207,5.556460,1245.204590,4868197.000000,1.341655,1.359978,5.893834,990765,256,9.19,10,False,False,ReLU,MAX_EPOCHS,21.81442451,21.81442451,16.93762207,9,1.000000,False,"[""89.47444153"", ""33.88526154"", ""64.46463013"", ""54.46135330"", ""29.12702370"", ""28.80409431"", ""27.32506180"", ""28.54920197"", ""22.99892426"", ""21.81442451""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,21.001207,5.556460,1245.204590,4868197.000000,1.341655,1.359978,5.893834,990765,256,9.33,10,False,False,ReLU,MAX_EPOCHS,21.81442451,21.81442451,16.93762207,9,1.000000,False,"[""89.47444153"", ""33.88526154"", ""64.46463013"", ""54.46135330"", ""29.12702370"", ""28.80409431"", ""27.32506180"", ""28.54920197"", ""22.99892426"", ""21.81442451""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,2,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.442657,4.079215,998.894714,3683488.750000,1.016318,0.940235,2.622036,1002315,256,9.44,10,False,False,ReLU,MAX_EPOCHS,16.64101028,16.64101028,15.77654457,9,1.000000,False,"[""74.46846008"", ""32.20011902"", ""31.56786919"", ""25.51122856"", ""22.50496674"", ""19.99073982"", ""19.69210052"", ""21.44210243"", ""17.20971107"", ""16.64101028""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.442657,4.079215,998.894714,3683488.750000,1.016318,0.940235,2.622036,1002315,256,9.80,10,False,False,ReLU,MAX_EPOCHS,16.64101028,16.64101028,15.77654457,9,1.000000,False,"[""74.46846008"", ""32.20011902"", ""31.56786919"", ""25.51122856"", ""22.50496674"", ""19.99073982"", ""19.69210052"", ""21.44210243"", ""17.20971107"", ""16.64101028""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,14.967984,3.434703,901.787964,3472498.250000,0.890108,0.802661,2.179288,1002315,256,9.27,10,False,False,ReLU,MAX_EPOCHS,16.31204987,16.31204987,11.94775963,9,1.000000,False,"[""55.82158279"", ""26.86583519"", ""28.84800339"", ""23.64394760"", ""23.54946136"", ""19.98864174"", ""21.23819923"", ""19.19647026"", ""17.20810890"", ""16.31204987""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,14.967984,3.434703,901.787964,3472498.250000,0.890108,0.802661,2.179288,1002315,256,9.42,10,False,False,ReLU,MAX_EPOCHS,16.31204987,16.31204987,11.94775963,9,1.000000,False,"[""55.82158279"", ""26.86583519"", ""28.84800339"", ""23.64394760"", ""23.54946136"", ""19.98864174"", ""21.23819923"", ""19.19647026"", ""17.20810890"", ""16.31204987""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,18.516695,4.829857,1082.776611,3976361.250000,1.174219,1.229053,4.866860,1002315,256,9.28,10,False,False,ReLU,MAX_EPOCHS,18.24359131,18.24359131,13.35182762,9,1.000000,False,"[""79.18331909"", ""29.94588089"", ""44.71226501"", ""28.34678841"", ""27.90375328"", ""22.61711884"", ""25.57564354"", ""20.84656334"", ""19.45587158"", ""18.24359131""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,18.516695,4.829857,1082.776611,3976361.250000,1.174219,1.229053,4.866860,1002315,256,9.43,10,False,False,ReLU,MAX_EPOCHS,18.24359131,18.24359131,13.35182762,9,1.000000,False,"[""79.18331909"", ""29.94588089"", ""44.71226501"", ""28.34678841"", ""27.90375328"", ""22.61711884"", ""25.57564354"", ""20.84656334"", ""19.45587158"", ""18.24359131""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,5,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.870144,4.317162,1037.381470,3925789.250000,1.089931,1.076957,3.650650,1013865,256,9.12,10,False,False,ReLU,MAX_EPOCHS,18.73520851,20.26614189,15.13997650,8,1.081714,False,"[""83.38397217"", ""32.42183685"", ""39.85918045"", ""26.82555389"", ""26.46244621"", ""24.39362144"", ""22.40541077"", ""20.21665001"", ""18.73520851"", ""20.26614189""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,17.870144,4.317162,1037.381470,3925789.250000,1.089931,1.076957,3.650650,1013865,256,9.37,10,False,False,ReLU,MAX_EPOCHS,18.73520851,20.26614189,15.13997650,8,1.081714,False,"[""83.38397217"", ""32.42183685"", ""39.85918045"", ""26.82555389"", ""26.46244621"", ""24.39362144"", ""22.40541077"", ""20.21665001"", ""18.73520851"", ""20.26614189""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.375428,3.619409,928.458313,3534795.750000,0.925813,0.837860,2.270046,1013865,256,9.47,10,False,False,ReLU,MAX_EPOCHS,15.81883717,15.81883717,12.14735317,9,1.000000,False,"[""76.81768799"", ""29.04514122"", ""34.30195618"", ""24.69327736"", ""24.20492172"", ""20.30083466"", ""20.23193741"", ""18.24567413"", ""17.02273178"", ""15.81883717""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.375428,3.619409,928.458313,3534795.750000,0.925813,0.837860,2.270046,1013865,256,9.44,10,False,False,ReLU,MAX_EPOCHS,15.81883717,15.81883717,12.14735317,9,1.000000,False,"[""76.81768799"", ""29.04514122"", ""34.30195618"", ""24.69327736"", ""24.20492172"", ""20.30083466"", ""20.23193741"", ""18.24567413"", ""17.02273178"", ""15.81883717""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.557274,3.641193,939.198669,3558754.000000,0.934117,0.843170,2.296549,1013865,256,9.47,10,False,False,ReLU,MAX_EPOCHS,15.98425388,15.98425388,12.66923714,9,1.000000,False,"[""74.23280334"", ""28.37916565"", ""36.12351608"", ""26.91162682"", ""25.52915764"", ""23.35894775"", ""21.36771774"", ""19.21191597"", ""16.90345192"", ""15.98425388""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_eq_bcast_ttd5_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,15.557274,3.641193,939.198669,3558754.000000,0.934117,0.843170,2.296549,1013865,256,9.43,10,False,False,ReLU,MAX_EPOCHS,15.98425388,15.98425388,12.66923714,9,1.000000,False,"[""74.23280334"", ""28.37916565"", ""36.12351608"", ""26.91162682"", ""25.52915764"", ""23.35894775"", ""21.36771774"", ""19.21191597"", ""16.90345192"", ""15.98425388""]",1,30,0,5,DB4WaveletV3AE,eq_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.612209,3.822617,986.447327,3785538.500000,0.989221,0.919659,2.607112,949795,256,9.42,10,False,False,ReLU,MAX_EPOCHS,16.76854897,16.79928207,13.10083580,8,1.001833,False,"[""83.66642761"", ""28.36218262"", ""31.66992950"", ""24.35557938"", ""22.98619080"", ""20.51362038"", ""18.83248329"", ""17.03405380"", ""16.76854897"", ""16.79928207""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,16.612209,3.822617,986.447327,3785538.500000,0.989221,0.919659,2.607112,949795,256,9.53,10,False,False,ReLU,MAX_EPOCHS,16.76854897,16.79928207,13.10083580,8,1.001833,False,"[""83.66642761"", ""28.36218262"", ""31.66992950"", ""24.35557938"", ""22.98619080"", ""20.51362038"", ""18.83248329"", ""17.03405380"", ""16.76854897"", ""16.79928207""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.781450,3.624140,949.049011,3597524.750000,0.938831,0.831733,2.178629,949795,256,9.44,10,False,False,ReLU,MAX_EPOCHS,15.69635963,15.69635963,12.88751793,9,1.000000,False,"[""61.17089844"", ""29.74901009"", ""28.32099152"", ""23.48900223"", ""20.99979591"", ""18.65638733"", ""17.50441742"", ""16.82357407"", ""16.31049347"", ""15.69635963""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.781450,3.624140,949.049011,3597524.750000,0.938831,0.831733,2.178629,949795,256,9.79,10,False,False,ReLU,MAX_EPOCHS,15.69635963,15.69635963,12.88751793,9,1.000000,False,"[""61.17089844"", ""29.74901009"", ""28.32099152"", ""23.48900223"", ""20.99979591"", ""18.65638733"", ""17.50441742"", ""16.82357407"", ""16.31049347"", ""15.69635963""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,20.009565,5.384658,1186.953491,4396006.000000,1.289699,1.281147,4.562494,949795,256,9.94,10,False,False,ReLU,MAX_EPOCHS,18.55623245,18.60579109,14.26458836,8,1.002671,False,"[""66.88983917"", ""31.65268517"", ""32.29263306"", ""23.60131073"", ""24.79265213"", ""21.88679695"", ""20.99001312"", ""18.67790031"", ""18.55623245"", ""18.60579109""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld2,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,20.009565,5.384658,1186.953491,4396006.000000,1.289699,1.281147,4.562494,949795,256,9.75,10,False,False,ReLU,MAX_EPOCHS,18.55623245,18.60579109,14.26458836,8,1.002671,False,"[""66.88983917"", ""31.65268517"", ""32.29263306"", ""23.60131073"", ""24.79265213"", ""21.88679695"", ""20.99001312"", ""18.67790031"", ""18.55623245"", ""18.60579109""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,2,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.376936,3.465041,911.826233,3453584.250000,0.906437,0.810115,2.174067,961345,256,9.75,10,False,False,ReLU,MAX_EPOCHS,16.09461975,16.09461975,12.20737934,9,1.000000,False,"[""76.67726135"", ""29.89036942"", ""31.55815125"", ""25.50653839"", ""22.61512375"", ""21.39049149"", ""18.13449860"", ""17.22483826"", ""16.47868729"", ""16.09461975""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.376936,3.465041,911.826233,3453584.250000,0.906437,0.810115,2.174067,961345,256,9.76,10,False,False,ReLU,MAX_EPOCHS,16.09461975,16.09461975,12.20737934,9,1.000000,False,"[""76.67726135"", ""29.89036942"", ""31.55815125"", ""25.50653839"", ""22.61512375"", ""21.39049149"", ""18.13449860"", ""17.22483826"", ""16.47868729"", ""16.09461975""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.213045,3.770388,961.076111,3581959.500000,0.970437,0.873687,2.339213,961345,256,9.52,10,False,False,ReLU,MAX_EPOCHS,16.53829575,16.53829575,12.82012463,9,1.000000,False,"[""85.17422485"", ""29.84577179"", ""38.94168091"", ""26.22376060"", ""23.70409775"", ""21.61030006"", ""19.88246918"", ""19.36286163"", ""18.40818024"", ""16.53829575""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,16.213045,3.770388,961.076111,3581959.500000,0.970437,0.873687,2.339213,961345,256,9.60,10,False,False,ReLU,MAX_EPOCHS,16.53829575,16.53829575,12.82012463,9,1.000000,False,"[""85.17422485"", ""29.84577179"", ""38.94168091"", ""26.22376060"", ""23.70409775"", ""21.61030006"", ""19.88246918"", ""19.36286163"", ""18.40818024"", ""16.53829575""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,17.045990,4.092232,1015.556396,3853960.750000,1.036415,0.987700,2.956081,961345,256,9.48,10,False,False,ReLU,MAX_EPOCHS,16.99648666,17.12751007,12.34820366,8,1.007709,False,"[""85.40817261"", ""30.86025620"", ""44.12894058"", ""33.19295120"", ""25.32744026"", ""21.54022217"", ""20.17751312"", ""19.41298676"", ""16.99648666"", ""17.12751007""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld5,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,17.045990,4.092232,1015.556396,3853960.750000,1.036415,0.987700,2.956081,961345,256,9.59,10,False,False,ReLU,MAX_EPOCHS,16.99648666,17.12751007,12.34820366,8,1.007709,False,"[""85.40817261"", ""30.86025620"", ""44.12894058"", ""33.19295120"", ""25.32744026"", ""21.54022217"", ""20.17751312"", ""19.41298676"", ""16.99648666"", ""17.12751007""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,5,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.944366,3.810341,965.386292,3656534.500000,0.967243,0.888507,2.455702,972895,256,9.63,10,False,False,ReLU,MAX_EPOCHS,15.90872860,15.90872860,11.86421204,9,1.000000,False,"[""61.11577225"", ""28.43857384"", ""33.11344528"", ""24.41153336"", ""24.68394852"", ""20.98177528"", ""19.17738914"", ""18.57592201"", ""18.70979691"", ""15.90872860""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,0,42,15.944366,3.810341,965.386292,3656534.500000,0.967243,0.888507,2.455702,972895,256,9.79,10,False,False,ReLU,MAX_EPOCHS,15.90872860,15.90872860,11.86421204,9,1.000000,False,"[""61.11577225"", ""28.43857384"", ""33.11344528"", ""24.41153336"", ""24.68394852"", ""20.98177528"", ""19.17738914"", ""18.57592201"", ""18.70979691"", ""15.90872860""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.784113,3.763783,969.065430,3679763.500000,0.956482,0.849226,2.239909,972895,256,9.73,10,False,False,ReLU,MAX_EPOCHS,15.85913277,15.85913277,12.10534191,9,1.000000,False,"[""52.20113754"", ""27.76594543"", ""29.61263084"", ""24.76943016"", ""21.50909996"", ""21.43485641"", ""18.39991570"", ""17.94349861"", ""16.40231133"", ""15.85913277""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,1,43,15.784113,3.763783,969.065430,3679763.500000,0.956482,0.849226,2.239909,972895,256,9.59,10,False,False,ReLU,MAX_EPOCHS,15.85913277,15.85913277,12.10534191,9,1.000000,False,"[""52.20113754"", ""27.76594543"", ""29.61263084"", ""24.76943016"", ""21.50909996"", ""21.43485641"", ""18.39991570"", ""17.94349861"", ""16.40231133"", ""15.85913277""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,14.957978,3.515642,908.858826,3424608.250000,0.899985,0.802398,2.120839,972895,256,9.68,10,False,False,ReLU,MAX_EPOCHS,15.16376400,15.16376400,11.55393219,9,1.000000,False,"[""64.53693390"", ""28.22774124"", ""32.13214111"", ""25.53955078"", ""22.87901306"", ""20.23511314"", ""18.77967644"", ""16.40964890"", ""15.58787346"", ""15.16376400""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
wavelet_v3ae_search_r1,DB4_lt_bcast_ttd3_ld8,wavelet_v3ae_search,"['TrendAE', 'DB4WaveletV3AE']",Yearly,1,6,30,10,1,True,2,44,14.957978,3.515642,908.858826,3424608.250000,0.899985,0.802398,2.120839,972895,256,9.60,10,False,False,ReLU,MAX_EPOCHS,15.16376400,15.16376400,11.55393219,9,1.000000,False,"[""64.53693390"", ""28.22774124"", ""32.13214111"", ""25.53955078"", ""22.87901306"", ""20.23511314"", ""18.77967644"", ""16.40964890"", ""15.58787346"", ""15.16376400""]",1,15,0,3,DB4WaveletV3AE,lt_bcast,8,,
