experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,block_type,backbone,active_g_cfg
baseline,TW_coif2_td3_bd4,trendwavelet_generic_reference,['TrendWavelet'],Yearly,1,6,30,10,1,True,3,45,13.713662,3.181347,846.220154,3315520.000000,0.819854,0.735722,1.922084,2071110,256,27.03,34,False,False,ReLU,EARLY_STOPPED,13.70302010,13.92253971,9.78300762,23,1.016020,False,"[""63.63539505"", ""26.25905800"", ""26.03877258"", ""20.95001030"", ""18.14863396"", ""17.35905266"", ""15.97171307"", ""15.76175499"", ""17.41966248"", ""14.72313213"", ""14.71805859"", ""15.09208107"", ""15.42043114"", ""14.27468300"", ""14.40643215"", ""14.17093658"", ""13.98636532"", ""14.09437943"", ""13.92443848"", ""13.83315182"", ""14.21214008"", ""13.97665310"", ""13.88778305"", ""13.70302010"", ""13.77571964"", ""13.86747456"", ""14.34154987"", ""15.21225452"", ""14.36223125"", ""14.35047054"", ""15.09654236"", ""14.46584606"", ""15.55707645"", ""13.92253971""]",TrendWavelet,RootBlock,per_pass
baseline,TW_coif2_td3_bd4,trendwavelet_generic_reference,['TrendWavelet'],Yearly,1,6,30,10,1,True,4,46,13.531237,3.093382,833.761292,3309370.000000,0.803204,0.717242,1.867418,2071110,256,38.43,48,False,False,ReLU,EARLY_STOPPED,13.61922455,13.69516945,9.95130348,37,1.005576,False,"[""47.48104477"", ""28.04683876"", ""25.74133492"", ""20.78849411"", ""18.03983307"", ""19.53166771"", ""16.78437805"", ""17.90654755"", ""17.29139900"", ""18.58168602"", ""15.92581272"", ""15.94806290"", ""15.28203678"", ""16.09643173"", ""15.97245789"", ""15.90442944"", ""15.60689831"", ""15.92064095"", ""14.58877277"", ""15.14491463"", ""14.26753712"", ""15.44367981"", ""14.37230396"", ""14.91527081"", ""13.92767143"", ""13.93043709"", ""13.77690792"", ""16.15396690"", ""13.88726997"", ""13.89336395"", ""13.94836712"", ""13.67550373"", ""13.75988007"", ""13.74491596"", ""13.99001122"", ""14.01158047"", ""13.67191124"", ""13.61922455"", ""13.97066212"", ""14.19914532"", ""14.17151260"", ""13.71170235"", ""13.88146496"", ""16.01956367"", ""14.99245930"", ""15.19625378"", ""13.72615528"", ""13.69516945""]",TrendWavelet,RootBlock,per_pass
baseline,TWAE_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAE'],Yearly,1,6,30,10,1,True,0,42,13.989790,3.260204,858.608459,3299415.250000,0.838223,0.751921,1.969814,1515750,512,23.28,29,False,False,ReLU,EARLY_STOPPED,14.18323517,14.29795074,10.23185444,18,1.008088,False,"[""30.69299698"", ""43.95279312"", ""25.80306244"", ""25.55966377"", ""20.36067009"", ""18.23858452"", ""17.21331215"", ""16.01864815"", ""17.82393646"", ""15.54958248"", ""15.24323273"", ""15.16094685"", ""16.03118134"", ""15.48032761"", ""14.66859818"", ""14.40016460"", ""16.48859215"", ""14.20081902"", ""14.18323517"", ""14.44079304"", ""14.70272255"", ""14.74923611"", ""17.78392792"", ""15.18578434"", ""14.24197388"", ""16.17631531"", ""14.52172375"", ""14.36609268"", ""14.29795074""]",TrendWaveletAE,AERootBlock,per_pass
baseline,TWAE_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAE'],Yearly,1,6,30,10,1,True,2,44,13.476176,3.069829,829.348755,3275365.000000,0.798556,0.713915,1.870419,1515750,512,40.87,53,False,False,ReLU,EARLY_STOPPED,13.64225578,14.25260735,9.55138969,42,1.044740,False,"[""34.86433411"", ""31.62387848"", ""25.08582687"", ""22.98937416"", ""19.43404007"", ""16.95449448"", ""16.75582504"", ""16.41703033"", ""15.40873623"", ""15.07532787"", ""16.72088814"", ""14.69882774"", ""14.69558525"", ""14.76259804"", ""14.58804512"", ""14.25433254"", ""14.28208160"", ""15.35299969"", ""14.62018776"", ""13.97129440"", ""14.18688297"", ""14.27058601"", ""14.58836460"", ""13.94399452"", ""13.85408115"", ""14.50492001"", ""14.68253899"", ""14.03813553"", ""13.76127720"", ""14.20159912"", ""14.12407112"", ""13.74828243"", ""13.75330544"", ""14.60621071"", ""14.70662403"", ""13.79329586"", ""13.68182468"", ""13.85527897"", ""14.86854076"", ""13.87319565"", ""13.68600845"", ""13.64725685"", ""13.64225578"", ""13.79831409"", ""13.93418312"", ""13.90402889"", ""13.84624958"", ""14.51116467"", ""14.23999691"", ""13.67715263"", ""13.71259880"", ""13.76446342"", ""14.25260735""]",TrendWaveletAE,AERootBlock,per_pass
baseline,TWAE_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAE'],Yearly,1,6,30,10,1,True,1,43,13.522603,3.103484,835.065735,3299764.500000,0.804211,0.718915,1.878559,1515750,512,53.57,67,False,False,ReLU,EARLY_STOPPED,13.56669331,13.90747833,9.31875038,56,1.025119,False,"[""45.99416351"", ""27.68372917"", ""25.17176437"", ""20.74773788"", ""18.51569176"", ""17.10177040"", ""16.07858849"", ""15.81216812"", ""17.03358269"", ""15.18534279"", ""14.91475296"", ""14.62661457"", ""16.41557884"", ""14.44449615"", ""14.33569050"", ""14.30820560"", ""13.99759007"", ""14.14617348"", ""14.01197052"", ""14.03310871"", ""13.85485077"", ""14.05189705"", ""14.20042896"", ""13.90683651"", ""14.01070499"", ""13.80302715"", ""14.32393074"", ""14.09400368"", ""13.83070374"", ""13.78688812"", ""14.44654751"", ""14.43521500"", ""13.76624966"", ""13.80396461"", ""14.02706432"", ""13.96728420"", ""13.65463352"", ""13.65947056"", ""14.29883194"", ""14.05806828"", ""13.65531540"", ""13.60322380"", ""14.00441265"", ""14.41115856"", ""13.64640045"", ""13.61547661"", ""13.93202877"", ""14.23488998"", ""13.60682297"", ""13.58440781"", ""14.06009960"", ""14.08363819"", ""13.59566879"", ""13.57872868"", ""13.87991810"", ""13.94960499"", ""13.56669331"", ""13.58903217"", ""13.88423634"", ""13.90195942"", ""13.56988716"", ""13.58862877"", ""13.85196781"", ""13.78552818"", ""13.62838268"", ""13.59290123"", ""13.90747833""]",TrendWaveletAE,AERootBlock,per_pass
baseline,TWAE_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAE'],Yearly,1,6,30,10,1,True,4,46,13.796981,3.201210,848.897156,3329709.750000,0.824902,0.742445,1.969671,1515750,512,23.07,28,False,False,ReLU,EARLY_STOPPED,13.88847542,14.39636517,11.31434155,17,1.036569,False,"[""44.17214584"", ""29.82660675"", ""24.74789047"", ""25.52772903"", ""20.83383179"", ""17.77048874"", ""17.08728981"", ""15.61647320"", ""15.65494061"", ""16.09454346"", ""15.79399300"", ""14.65860462"", ""14.99498272"", ""14.31511021"", ""14.33230400"", ""14.07386112"", ""14.33338070"", ""13.88847542"", ""13.99039364"", ""13.93902493"", ""14.33939934"", ""14.40738678"", ""14.08099842"", ""13.90817356"", ""14.49145412"", ""13.95207214"", ""14.12350273"", ""14.39636517""]",TrendWaveletAE,AERootBlock,per_pass
baseline,TWAE_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAE'],Yearly,1,6,30,10,1,True,3,45,13.572201,3.097860,835.348267,3300853.250000,0.805021,0.715984,1.868268,1515750,512,53.80,71,False,False,ReLU,EARLY_STOPPED,13.59843254,13.76179790,9.30827141,60,1.012014,False,"[""38.47575378"", ""27.12571716"", ""25.24423027"", ""20.02271271"", ""18.02036667"", ""16.88024139"", ""16.11487389"", ""15.81917667"", ""15.52495289"", ""15.20558167"", ""15.17007923"", ""15.21885204"", ""15.41894054"", ""14.44720078"", ""14.40397930"", ""14.41988087"", ""14.10547733"", ""14.30250549"", ""14.12966442"", ""15.41738224"", ""14.05443573"", ""14.21751118"", ""14.09200859"", ""15.27507591"", ""13.88900089"", ""14.22535706"", ""14.37882328"", ""14.43618298"", ""13.78839302"", ""13.83603668"", ""14.32480335"", ""14.16986561"", ""13.79476929"", ""13.74653149"", ""14.62924957"", ""14.33690929"", ""13.76387596"", ""13.67400932"", ""14.48508453"", ""14.28484058"", ""13.80630875"", ""13.78011990"", ""14.02994537"", ""14.07804775"", ""13.66130543"", ""13.63627720"", ""14.07961178"", ""14.00665474"", ""13.62456226"", ""13.61491680"", ""14.10285568"", ""14.20827961"", ""13.61457729"", ""13.64950371"", ""13.88805962"", ""13.90980816"", ""13.63244247"", ""13.63764954"", ""13.86374283"", ""13.84217930"", ""13.59843254"", ""13.63691711"", ""13.82458973"", ""14.02668762"", ""13.60515118"", ""13.61280537"", ""13.72746372"", ""13.82893181"", ""13.63400269"", ""13.63261318"", ""13.76179790""]",TrendWaveletAE,AERootBlock,per_pass
baseline,TWAELG_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAELG'],Yearly,1,6,30,10,1,True,0,42,13.884100,3.235236,855.385742,3320197.500000,0.831848,0.738524,1.909677,1515910,512,26.70,32,False,False,ReLU,EARLY_STOPPED,13.98886585,14.67907238,10.30257225,21,1.049340,False,"[""42.64075470"", ""42.02104950"", ""25.42403030"", ""24.59438133"", ""20.40513420"", ""17.64212799"", ""16.47445488"", ""16.06292343"", ""18.53102493"", ""15.09801102"", ""15.26062393"", ""15.16159344"", ""14.72863007"", ""14.72587776"", ""14.58295345"", ""14.50868511"", ""14.58532715"", ""14.11591530"", ""14.17329884"", ""14.12090778"", ""14.01864910"", ""13.98886585"", ""15.94874954"", ""14.85668087"", ""16.10000992"", ""15.42678356"", ""17.23346519"", ""14.30878162"", ""14.80012798"", ""14.40597153"", ""15.86727619"", ""14.67907238""]",TrendWaveletAELG,AERootBlockLG,per_pass
baseline,TWAELG_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAELG'],Yearly,1,6,30,10,1,True,1,43,13.442419,3.074254,831.403809,3295320.000000,0.798080,0.712811,1.855211,1515910,512,60.86,80,False,False,ReLU,EARLY_STOPPED,13.57842827,13.58805847,9.18486500,69,1.000709,False,"[""30.78108215"", ""35.73065186"", ""24.96099663"", ""23.79829979"", ""20.23300934"", ""18.03318214"", ""16.73956299"", ""16.46436310"", ""15.69356346"", ""16.83755493"", ""15.93797684"", ""15.54739285"", ""15.28193760"", ""15.07755661"", ""14.90620518"", ""15.52602959"", ""14.45823765"", ""14.49862385"", ""14.28148270"", ""14.62656021"", ""14.66410160"", ""14.57324314"", ""14.15576267"", ""14.50865746"", ""14.28041077"", ""14.57722187"", ""14.00590229"", ""14.57354450"", ""13.90431976"", ""14.49562263"", ""13.86917400"", ""14.70392895"", ""13.81818104"", ""14.67243576"", ""13.77909660"", ""14.14428520"", ""13.82991982"", ""14.32110214"", ""13.92730141"", ""14.21388054"", ""13.94168854"", ""14.40981674"", ""13.78866863"", ""14.00829315"", ""13.69615364"", ""14.07629395"", ""13.68351746"", ""14.05256081"", ""13.67560959"", ""14.12698650"", ""13.68030453"", ""13.83914852"", ""13.73839855"", ""13.99231339"", ""13.66117764"", ""14.04158115"", ""13.62576389"", ""13.89853764"", ""13.61234283"", ""14.00455952"", ""13.62464714"", ""13.75378513"", ""13.66348076"", ""13.75143051"", ""13.62488270"", ""13.69022274"", ""13.81749153"", ""13.59344864"", ""13.81600380"", ""13.57842827"", ""13.86541939"", ""13.63441944"", ""13.62851238"", ""13.64093304"", ""13.60889435"", ""13.69320488"", ""13.61332703"", ""13.64677143"", ""13.68187523"", ""13.58805847""]",TrendWaveletAELG,AERootBlockLG,per_pass
baseline,TWAELG_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAELG'],Yearly,1,6,30,10,1,True,2,44,13.521788,3.073020,829.138306,3246864.250000,0.800354,0.714175,1.867605,1515910,512,65.27,82,False,False,ReLU,EARLY_STOPPED,13.57099724,13.58794117,9.11997318,71,1.001249,False,"[""35.98723602"", ""43.01953506"", ""26.86060143"", ""26.24561882"", ""21.66773033"", ""19.68610954"", ""17.33399391"", ""16.45474625"", ""16.59321785"", ""16.37557793"", ""15.05761719"", ""14.99072170"", ""14.81688595"", ""14.42866802"", ""14.59031963"", ""14.51831341"", ""14.19717026"", ""14.41246223"", ""14.81763554"", ""14.68285084"", ""13.97353840"", ""14.15196323"", ""14.29578686"", ""14.15538025"", ""13.91067028"", ""13.95142841"", ""14.87229633"", ""14.32020378"", ""13.79427624"", ""13.76768112"", ""14.46983242"", ""14.66282368"", ""13.73399830"", ""13.72078228"", ""14.18658733"", ""14.17469406"", ""13.67289639"", ""13.69004726"", ""14.10291004"", ""14.18413067"", ""13.64843082"", ""13.68794441"", ""13.97242165"", ""14.18054390"", ""13.63577747"", ""13.67346764"", ""14.01358604"", ""14.08244324"", ""13.61950016"", ""13.63340855"", ""14.07317638"", ""14.01833153"", ""13.60323620"", ""13.65074825"", ""14.14537048"", ""13.65169525"", ""13.64023685"", ""13.62829494"", ""13.62668037"", ""13.60456562"", ""13.97920513"", ""13.86764717"", ""13.59927273"", ""13.57838631"", ""13.90423775"", ""13.66406250"", ""13.62362003"", ""13.58776188"", ""13.80255604"", ""13.84470272"", ""13.58420563"", ""13.57099724"", ""13.79145145"", ""13.67889977"", ""13.60006523"", ""13.57286549"", ""13.75769997"", ""13.65406418"", ""13.63872719"", ""13.63625908"", ""13.70223904"", ""13.58794117""]",TrendWaveletAELG,AERootBlockLG,per_pass
baseline,TWAELG_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAELG'],Yearly,1,6,30,10,1,True,4,46,13.611039,3.138582,840.756714,3324162.250000,0.811333,0.729740,1.922001,1515910,512,31.30,38,False,False,ReLU,EARLY_STOPPED,13.70845127,14.37282562,9.84293938,27,1.048465,False,"[""33.88967133"", ""46.80730820"", ""26.66553879"", ""25.94053459"", ""21.74891472"", ""20.55645180"", ""18.11992645"", ""16.59326935"", ""16.42018509"", ""15.80708599"", ""15.03465176"", ""14.82937050"", ""15.04517841"", ""15.66995239"", ""14.43844986"", ""14.47487354"", ""14.80224419"", ""14.46423244"", ""14.21118355"", ""14.26576805"", ""14.71665192"", ""14.87137794"", ""13.88896847"", ""13.91997814"", ""14.09317303"", ""14.00898743"", ""13.73309517"", ""13.70845127"", ""13.87641811"", ""14.62987137"", ""13.99467278"", ""15.69253635"", ""15.80349159"", ""15.20401096"", ""14.27875042"", ""14.72290039"", ""13.84535980"", ""14.37282562""]",TrendWaveletAELG,AERootBlockLG,per_pass
baseline,TWAELG_coif2_td3_bd4_ld16,trendwavelet_generic_reference,['TrendWaveletAELG'],Yearly,1,6,30,10,1,True,3,45,13.522665,3.072122,831.039795,3294582.500000,0.800267,0.713491,1.867093,1515910,512,56.65,74,False,False,ReLU,EARLY_STOPPED,13.56388760,13.72279453,9.49007893,63,1.011715,False,"[""32.37614822"", ""40.27490997"", ""25.62105370"", ""23.86408615"", ""19.87337685"", ""16.95467758"", ""17.01905632"", ""16.01146126"", ""15.76322460"", ""15.91288280"", ""14.75408936"", ""14.55108452"", ""15.21538830"", ""14.51533031"", ""14.31457710"", ""14.38630390"", ""14.82270241"", ""14.12485886"", ""14.55308151"", ""14.43523502"", ""14.07938766"", ""14.07247448"", ""13.91271496"", ""14.70120335"", ""15.26443100"", ""13.91084003"", ""14.20776653"", ""14.30439854"", ""14.16949749"", ""15.12940788"", ""13.85799313"", ""13.92612934"", ""13.73906612"", ""13.70983791"", ""13.77871037"", ""14.00571728"", ""13.81325245"", ""14.15765762"", ""13.74443722"", ""13.66714287"", ""14.42369747"", ""13.79613018"", ""13.65723324"", ""13.88396454"", ""13.78292561"", ""14.14039230"", ""13.69068623"", ""13.63403034"", ""13.80628967"", ""14.22226238"", ""13.58665657"", ""13.60182095"", ""13.99579906"", ""13.88549328"", ""13.58564377"", ""13.58143711"", ""13.93036652"", ""13.91256618"", ""13.58134937"", ""13.57779312"", ""13.87848663"", ""13.84046650"", ""13.59455204"", ""13.56388760"", ""13.90839577"", ""13.77702045"", ""13.57450581"", ""13.56700230"", ""13.85785198"", ""13.64507294"", ""13.62224197"", ""13.58249474"", ""13.76938629"", ""13.72279453""]",TrendWaveletAELG,AERootBlockLG,per_pass
activeG_fcast,TWG_coif2_td3_bd4_gd5,trendwavelet_generic_new,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,1,43,13.666166,3.119586,839.434448,3312135.000000,0.810630,0.726789,1.899659,2085760,256,24.92,31,forecast,False,ReLU,EARLY_STOPPED,13.78341675,14.17886925,11.31267166,20,1.028690,False,"[""59.57439041"", ""26.38662720"", ""23.41130638"", ""18.93714142"", ""16.43916130"", ""18.95426559"", ""15.47518349"", ""16.13722801"", ""14.86725712"", ""15.78948689"", ""14.51976871"", ""14.03358269"", ""14.04079723"", ""14.68014526"", ""14.47981358"", ""14.32081413"", ""14.06336308"", ""14.24129391"", ""14.11899757"", ""13.95612812"", ""13.78341675"", ""13.98471737"", ""13.80686283"", ""13.89431477"", ""16.25619698"", ""15.56182194"", ""15.80675125"", ""15.39481544"", ""15.41480732"", ""14.15500927"", ""14.17886925""]",TrendWaveletGeneric,RootBlock,per_pass
activeG_fcast,TWG_coif2_td3_bd4_gd5,trendwavelet_generic_new,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,0,42,13.707773,3.162777,851.650940,3384136.000000,0.817337,0.727419,1.866335,2085760,256,35.84,44,forecast,False,ReLU,EARLY_STOPPED,13.67626762,13.88013554,9.42693806,33,1.014907,False,"[""55.24777603"", ""26.88942719"", ""25.39934731"", ""21.50713348"", ""18.69171524"", ""17.24378967"", ""17.12735558"", ""17.86292458"", ""16.07081985"", ""15.71519184"", ""15.33051586"", ""14.79273415"", ""14.47551060"", ""14.64945698"", ""14.06011105"", ""14.02499962"", ""13.99985981"", ""14.17596149"", ""13.97154617"", ""14.72245216"", ""15.70016479"", ""15.28269958"", ""17.02602196"", ""15.28258038"", ""14.58001995"", ""14.42289448"", ""13.70406628"", ""13.95375538"", ""13.71757698"", ""13.78536797"", ""13.85876656"", ""13.83564281"", ""13.97857189"", ""13.67626762"", ""13.76264095"", ""14.00729752"", ""13.89089966"", ""14.06324768"", ""14.30741215"", ""13.72292805"", ""14.25874901"", ""13.69513226"", ""14.13599968"", ""13.88013554""]",TrendWaveletGeneric,RootBlock,per_pass
activeG_fcast,TWG_coif2_td3_bd4_gd5,trendwavelet_generic_new,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,3,45,13.715384,3.143343,842.573547,3276271.750000,0.815125,0.732342,1.935228,2085760,256,21.23,25,forecast,False,ReLU,EARLY_STOPPED,14.15549278,14.66735744,12.14604378,14,1.036160,False,"[""66.40574646"", ""27.25029373"", ""25.05546761"", ""20.35538864"", ""17.31329536"", ""17.43779945"", ""17.06524277"", ""16.17983055"", ""15.90782070"", ""15.34306431"", ""15.21560097"", ""14.63388634"", ""14.73293495"", ""15.91405201"", ""14.15549278"", ""14.78912640"", ""15.29049683"", ""14.50983047"", ""14.28900242"", ""19.09026718"", ""17.95733070"", ""14.85523605"", ""18.08094406"", ""15.83994198"", ""14.66735744""]",TrendWaveletGeneric,RootBlock,per_pass
activeG_fcast,TWG_coif2_td3_bd4_gd5,trendwavelet_generic_new,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,2,44,13.562237,3.111357,834.163147,3284500.000000,0.806414,0.721451,1.894486,2085760,256,24.85,31,forecast,False,ReLU,EARLY_STOPPED,13.79428387,18.09488869,12.50696754,20,1.311767,False,"[""49.38846207"", ""27.54100609"", ""27.15566826"", ""21.02350807"", ""18.55440521"", ""17.48141289"", ""16.43386841"", ""15.59069729"", ""15.25086784"", ""14.74508381"", ""14.73634815"", ""14.67602730"", ""15.52568722"", ""14.32461643"", ""14.23727131"", ""14.12845516"", ""14.06324196"", ""15.77135468"", ""14.28043175"", ""14.01345062"", ""13.79428387"", ""13.81957054"", ""13.85581493"", ""14.01982880"", ""14.76106358"", ""14.07329655"", ""14.05830574"", ""18.80123520"", ""18.07426643"", ""14.28254795"", ""18.09488869""]",TrendWaveletGeneric,RootBlock,per_pass
activeG_fcast,TWGAE_coif2_td3_bd4_gd5_ld16,trendwavelet_generic_new,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,0,42,13.807928,3.202345,854.138794,3347817.000000,0.825380,0.738983,1.941127,444960,256,29.00,37,forecast,False,ReLU,EARLY_STOPPED,13.73266983,14.30367947,9.67986965,26,1.041580,False,"[""65.73054504"", ""32.46019745"", ""36.62851334"", ""25.75337982"", ""24.31482124"", ""22.06095695"", ""19.55240822"", ""18.36184502"", ""17.72964478"", ""16.08756828"", ""16.14768791"", ""16.08878899"", ""15.29586029"", ""16.34433365"", ""15.11812210"", ""14.96647930"", ""14.88972187"", ""14.49866581"", ""14.95268917"", ""14.21522236"", ""14.16495132"", ""14.21984100"", ""14.01671028"", ""14.15980148"", ""14.23868656"", ""13.81459236"", ""13.73266983"", ""13.85808468"", ""14.15912533"", ""13.80384254"", ""13.96686649"", ""14.75865936"", ""13.78756618"", ""14.16666698"", ""13.80961418"", ""13.82208443"", ""14.30367947""]",TrendWaveletGenericAE,AERootBlock,per_pass
activeG_fcast,TWG_coif2_td3_bd4_gd5,trendwavelet_generic_new,['TrendWaveletGeneric'],Yearly,1,6,30,10,1,True,4,46,13.618066,3.136918,844.183044,3329209.250000,0.811339,0.724147,1.881005,2085760,256,32.99,40,forecast,False,ReLU,EARLY_STOPPED,13.75429249,13.96394062,10.34912491,29,1.015242,False,"[""63.17564011"", ""26.82522583"", ""25.36154938"", ""20.72378922"", ""18.25881195"", ""18.10493088"", ""16.06110764"", ""15.65341473"", ""16.30121803"", ""16.27575111"", ""16.55143356"", ""15.40598679"", ""17.34811974"", ""15.22098064"", ""15.22931480"", ""14.55148602"", ""14.94364357"", ""14.51404858"", ""13.94497871"", ""14.07544136"", ""15.60883999"", ""15.56855202"", ""16.72594452"", ""14.84808731"", ""14.07865715"", ""13.98336506"", ""13.89980602"", ""14.11537457"", ""14.39349174"", ""13.75429249"", ""13.88599491"", ""14.11978436"", ""14.19966412"", ""15.55984879"", ""15.69486713"", ""14.21110153"", ""15.76105881"", ""15.15308666"", ""14.82925224"", ""13.96394062""]",TrendWaveletGeneric,RootBlock,per_pass
activeG_fcast,TWGAE_coif2_td3_bd4_gd5_ld16,trendwavelet_generic_new,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,1,43,13.686563,3.152538,847.153564,3348623.000000,0.815400,0.723452,1.868005,444960,256,37.05,48,forecast,False,ReLU,EARLY_STOPPED,13.67405987,13.69882488,9.61397076,37,1.001811,False,"[""50.87474823"", ""39.47125244"", ""28.45292091"", ""24.78282356"", ""24.18564224"", ""20.74101639"", ""19.20830345"", ""17.67173195"", ""16.43397141"", ""16.77669525"", ""15.67835426"", ""15.14388466"", ""14.94697189"", ""15.64016342"", ""14.54687595"", ""14.54765129"", ""15.28905678"", ""14.93922997"", ""14.39012527"", ""14.16064167"", ""14.52998734"", ""14.02950287"", ""13.99550152"", ""14.17185974"", ""13.89875698"", ""13.87136555"", ""13.79599094"", ""13.84332561"", ""13.84858799"", ""13.89375782"", ""14.64690876"", ""13.83730030"", ""13.68359947"", ""14.26906776"", ""13.73952675"", ""13.67500305"", ""13.67697144"", ""13.67405987"", ""13.94150543"", ""13.70429230"", ""14.09216404"", ""14.00393295"", ""13.69047165"", ""13.88177204"", ""13.76225090"", ""13.91371632"", ""13.92031479"", ""13.69882488""]",TrendWaveletGenericAE,AERootBlock,per_pass
activeG_fcast,TWGAE_coif2_td3_bd4_gd5_ld16,trendwavelet_generic_new,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,2,44,13.651525,3.125824,843.218384,3354031.500000,0.810967,0.720241,1.865187,444960,256,59.48,74,forecast,False,ReLU,EARLY_STOPPED,13.59786034,13.67782211,9.08351135,63,1.005880,False,"[""72.94868469"", ""29.72665787"", ""35.64098358"", ""25.72846985"", ""23.37953186"", ""21.39220428"", ""18.91810036"", ""17.22078133"", ""16.10441589"", ""15.63530540"", ""15.37310314"", ""15.19342422"", ""14.94878292"", ""15.74254227"", ""14.37554169"", ""14.43533421"", ""14.74855137"", ""14.62868118"", ""14.26758003"", ""14.13697243"", ""14.81893635"", ""14.30814838"", ""14.19854641"", ""13.99252129"", ""13.98515892"", ""15.49301529"", ""14.41691685"", ""14.80707836"", ""13.96297836"", ""13.91896343"", ""13.92224216"", ""14.22702694"", ""13.79309273"", ""13.77737808"", ""14.08145905"", ""13.91605949"", ""13.75893784"", ""13.75268650"", ""14.34643173"", ""13.93475914"", ""13.73327827"", ""13.74107838"", ""14.24094868"", ""13.98827553"", ""13.74682713"", ""13.69866467"", ""14.01021767"", ""13.82779503"", ""13.67653847"", ""13.68167114"", ""13.85468102"", ""14.02395248"", ""13.66366291"", ""13.64706135"", ""13.75751781"", ""13.70783997"", ""13.96255970"", ""13.90999699"", ""13.69466591"", ""13.73155975"", ""13.66276264"", ""13.84654331"", ""13.91655159"", ""13.59786034"", ""13.80076599"", ""13.77135086"", ""13.81400585"", ""13.64596367"", ""13.98810196"", ""13.63372517"", ""13.74047279"", ""13.81622410"", ""13.77939034"", ""13.67782211""]",TrendWaveletGenericAE,AERootBlock,per_pass
activeG_fcast,TWGAE_coif2_td3_bd4_gd5_ld16,trendwavelet_generic_new,['TrendWaveletGenericAE'],Yearly,1,6,30,10,1,True,3,45,13.505584,3.078958,832.080627,3308218.000000,0.800605,0.716082,1.875542,444960,256,63.36,82,forecast,False,ReLU,EARLY_STOPPED,13.57952023,13.71289158,9.36280155,71,1.009822,False,"[""66.27484894"", ""27.70420647"", ""36.44514465"", ""25.05307579"", ""23.13290977"", ""23.14279366"", ""19.53213692"", ""17.83904457"", ""16.42039490"", ""15.94213963"", ""17.09060287"", ""15.50220680"", ""16.32091331"", ""14.96101665"", ""14.72095680"", ""14.62203503"", ""14.84693432"", ""14.38814163"", ""14.53210354"", ""14.28763580"", ""14.46159554"", ""14.55082989"", ""14.46990204"", ""16.60976028"", ""14.21480942"", ""15.45946884"", ""15.27210903"", ""14.93599224"", ""14.08151531"", ""14.46328354"", ""14.13920498"", ""14.68137264"", ""14.01580334"", ""14.76815510"", ""14.04564762"", ""14.96838474"", ""14.18707848"", ""14.67379665"", ""14.07442570"", ""14.52973366"", ""13.86354733"", ""14.53168106"", ""13.89212322"", ""14.98933983"", ""13.75727844"", ""14.47380161"", ""13.79456806"", ""14.18669701"", ""13.86536503"", ""14.33504581"", ""13.71840668"", ""14.39622116"", ""13.66727066"", ""14.48004436"", ""13.63841724"", ""14.12250137"", ""13.63255978"", ""14.17478371"", ""13.65716743"", ""14.23383331"", ""13.71411324"", ""14.03212070"", ""13.60577965"", ""13.85228825"", ""13.71673393"", ""13.59962463"", ""13.77672100"", ""13.59585571"", ""13.96674824"", ""13.59208107"", ""14.00887871"", ""13.57952023"", ""13.74227810"", ""13.63783169"", ""13.67888737"", ""13.64050102"", ""13.66775227"", ""13.70761776"", ""13.61248779"", ""13.70398521"", ""13.60387802"", ""13.71289158""]",TrendWaveletGenericAE,AERootBlock,per_pass
