experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,architecture,skip_distance_cfg,skip_alpha_cfg
resnet_skip_study_v2_r1,GAE10_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,10,1,True,0,42,26.517248,3.992142,106999.906250,914579324928.000000,nan,1.740352,20.989639,1484960,1.19,15,False,False,ReLU,MAX_EPOCHS,29.68325233,33.76995468,39.54178238,12,1.137677,False,"[""156.01733398"", ""96.45942688"", ""50.29275513"", ""43.44579697"", ""51.98501968"", ""50.05032349"", ""42.24800491"", ""35.35683823"", ""35.82107925"", ""37.79293823"", ""36.62094879"", ""32.87915421"", ""29.68325233"", ""31.38820457"", ""33.76995468""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE10_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,10,1,True,1,43,23.379494,3.552596,145417.828125,2099442876416.000000,nan,1.623482,29.026583,1484960,0.69,15,False,False,ReLU,MAX_EPOCHS,28.53092003,28.53092003,35.69698334,14,1.000000,False,"[""118.41778564"", ""60.06362534"", ""39.42561722"", ""44.79054642"", ""41.98268509"", ""36.76131821"", ""35.05612183"", ""33.42194366"", ""30.53283691"", ""28.74812508"", ""29.87901306"", ""30.36557770"", ""29.27908897"", ""29.00263977"", ""28.53092003""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE10_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,10,1,True,2,44,23.221952,3.511026,144337.890625,2120099430400.000000,nan,1.628678,30.524853,1484960,0.80,15,False,False,ReLU,MAX_EPOCHS,29.54094124,29.54094124,36.64489746,14,1.000000,False,"[""121.89203644"", ""63.41632462"", ""41.93584442"", ""47.80848312"", ""46.66635132"", ""39.57809830"", ""35.95150375"", ""35.03629684"", ""33.26993561"", ""30.24983025"", ""29.56449127"", ""30.63231659"", ""30.61446762"", ""29.96307945"", ""29.54094124""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE20_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,0,42,23.301462,3.723071,132773.781250,1864705769472.000000,nan,1.762591,34.067337,2969920,1.20,15,False,False,ReLU,MAX_EPOCHS,29.43161201,30.50814629,38.01582336,12,1.036577,False,"[""61.95744324"", ""48.03832245"", ""51.14136505"", ""39.29036331"", ""34.82361603"", ""34.33560562"", ""29.75035286"", ""31.97215843"", ""34.06553650"", ""30.76312637"", ""29.55544853"", ""30.67561340"", ""29.43161201"", ""30.01188087"", ""30.50814629""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE20_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,1,43,22.538225,3.505514,124872.937500,1519633956864.000000,nan,1.607068,24.877949,2969920,1.28,15,False,False,ReLU,MAX_EPOCHS,27.16496658,27.16496658,37.15789413,14,1.000000,False,"[""87.87826538"", ""39.76447296"", ""51.21001434"", ""45.58380127"", ""39.55975723"", ""37.66965103"", ""32.61320496"", ""29.54287529"", ""31.40719223"", ""31.58782387"", ""30.15310478"", ""29.00774765"", ""28.64686584"", ""28.38142776"", ""27.16496658""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE20_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,2,44,21.536781,3.258830,147243.156250,2334202527744.000000,nan,1.528217,30.517117,2969920,1.42,15,False,False,ReLU,MAX_EPOCHS,26.92070007,26.92070007,35.18084335,14,1.000000,False,"[""74.29743195"", ""48.52789688"", ""46.92713165"", ""35.85926437"", ""36.31046677"", ""36.29359436"", ""30.85452843"", ""30.13680840"", ""32.47159195"", ""30.76162720"", ""29.33290672"", ""28.31578255"", ""27.96780205"", ""27.62816238"", ""26.92070007""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE30_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,0,42,27.735407,4.783882,139706.281250,1864688336896.000000,nan,2.275991,53.100639,4454880,1.89,15,False,False,ReLU,MAX_EPOCHS,31.06271935,31.06271935,39.68465805,14,1.000000,False,"[""74.81828308"", ""90.78971100"", ""90.39877319"", ""77.64908600"", ""71.81147003"", ""71.10506439"", ""55.03510284"", ""41.46919250"", ""39.08182907"", ""37.86666870"", ""37.21906281"", ""34.01790619"", ""31.37341690"", ""31.40029335"", ""31.06271935""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE30_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,1,43,24.940563,4.013859,121392.234375,1595452686336.000000,nan,1.830047,34.576229,4454880,1.63,15,False,False,ReLU,MAX_EPOCHS,30.50902557,30.50902557,39.64225006,14,1.000000,False,"[""42.99505234"", ""67.52833557"", ""63.24526596"", ""52.84978867"", ""41.68716431"", ""36.12644196"", ""33.73808670"", ""33.20536423"", ""33.25708389"", ""32.29209137"", ""31.58291245"", ""32.37621307"", ""31.87364960"", ""31.70203972"", ""30.50902557""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE30_no_skip,genericAE_baseline,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,2,44,24.663748,3.998846,154029.468750,2725148622848.000000,nan,1.969169,50.611267,4454880,1.80,15,False,False,ReLU,MAX_EPOCHS,29.21913528,29.47288132,38.02368164,11,1.008684,False,"[""76.35150909"", ""87.08468628"", ""89.63973236"", ""66.46187592"", ""44.55663681"", ""34.66378403"", ""33.17134476"", ""31.95969391"", ""30.60501862"", ""30.24388504"", ""30.01198196"", ""29.21913528"", ""30.21778679"", ""29.99766541"", ""29.47288132""]",1,GenericAE,0,none
resnet_skip_study_v2_r1,GAE20_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,0,42,23.068726,3.640217,143740.765625,2162107088896.000000,nan,1.702042,33.804588,2969920,1.16,15,False,False,ReLU,MAX_EPOCHS,28.77824974,29.36768532,36.77805328,12,1.020482,False,"[""50.24128723"", ""56.39476013"", ""59.23701477"", ""45.26893234"", ""35.69835281"", ""35.01276779"", ""32.59521484"", ""30.45275497"", ""30.90739632"", ""29.81297302"", ""30.07037735"", ""30.46608543"", ""28.77824974"", ""29.35658073"", ""29.36768532""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE20_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,1,43,22.973370,3.630367,134816.015625,1800748269568.000000,nan,1.709761,31.363289,2969920,1.06,15,False,False,ReLU,MAX_EPOCHS,28.55092049,28.67115784,37.23144913,12,1.004211,False,"[""79.69325256"", ""41.88668823"", ""45.07045364"", ""37.46357727"", ""36.80328369"", ""34.77929688"", ""29.98456573"", ""33.01956558"", ""35.85688782"", ""33.19765472"", ""30.50577354"", ""29.27938080"", ""28.55092049"", ""28.91513443"", ""28.67115784""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE20_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,20,1,True,2,44,24.077610,3.724749,164615.062500,2830025883648.000000,nan,1.807468,40.238438,2969920,1.21,15,False,False,ReLU,MAX_EPOCHS,28.14994240,28.14994240,36.21915436,14,1.000000,False,"[""68.93671417"", ""49.69708633"", ""44.88126373"", ""33.55564117"", ""36.16964722"", ""35.54062653"", ""30.01052094"", ""32.80331039"", ""36.02900696"", ""32.82151031"", ""29.18181038"", ""30.02646255"", ""30.55928421"", ""28.15788651"", ""28.14994240""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE30_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,0,42,26.331530,4.625436,202383.171875,4601887588352.000000,nan,2.459063,86.770744,4454880,1.69,15,False,False,ReLU,MAX_EPOCHS,31.40029335,33.72601318,40.26792526,10,1.074067,False,"[""80.63935089"", ""77.93547821"", ""82.96836090"", ""76.03954315"", ""72.30192566"", ""73.02961731"", ""71.83097839"", ""63.45559692"", ""46.79872513"", ""34.07880020"", ""31.40029335"", ""31.86613464"", ""34.71185684"", ""34.44536972"", ""33.72601318""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE30_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,1,43,24.418713,4.046561,153139.468750,2514654068736.000000,nan,1.978887,50.997700,4454880,1.42,15,False,False,ReLU,MAX_EPOCHS,29.29683304,31.47917175,42.16267014,11,1.074491,False,"[""44.36503983"", ""54.82802963"", ""43.12984467"", ""48.34217834"", ""42.41350174"", ""32.37366104"", ""35.45917892"", ""36.93080139"", ""35.73017502"", ""34.58651352"", ""32.28951645"", ""29.29683304"", ""31.10856628"", ""33.30855942"", ""31.47917175""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE30_skip5_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,2,44,23.676533,3.825030,114478.515625,1395617431552.000000,nan,1.761405,33.511398,4454880,1.59,15,False,False,ReLU,MAX_EPOCHS,29.47438431,29.47438431,37.94874954,14,1.000000,False,"[""79.49211121"", ""79.73818970"", ""72.93103027"", ""49.58476257"", ""33.32196426"", ""34.33600616"", ""37.62075424"", ""38.09146881"", ""35.48387527"", ""31.99000740"", ""29.70232010"", ""30.28100204"", ""30.96097755"", ""30.25239182"", ""29.47438431""]",1,GenericAE,5,0.1
resnet_skip_study_v2_r1,GAE30_skip3_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,0,42,26.628017,4.863120,198206.281250,4202428628992.000000,nan,2.572743,95.327026,4454880,1.70,15,False,False,ReLU,MAX_EPOCHS,30.67441368,32.23184586,40.56409454,9,1.050773,False,"[""85.04914856"", ""82.05870056"", ""78.31417084"", ""75.71551514"", ""73.29772186"", ""76.23276520"", ""66.37097168"", ""46.81762314"", ""34.30866623"", ""30.67441368"", ""34.19228745"", ""36.90871429"", ""35.82891083"", ""33.61334610"", ""32.23184586""]",1,GenericAE,3,0.1
resnet_skip_study_v2_r1,GAE30_skip3_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,1,43,24.014771,3.791954,125777.523438,1780370374656.000000,nan,1.803209,33.126316,4454880,1.31,15,False,False,ReLU,MAX_EPOCHS,28.80911827,28.80911827,37.35367966,14,1.000000,False,"[""50.03287888"", ""54.65765762"", ""42.45666122"", ""47.72711182"", ""41.07400131"", ""31.92685509"", ""33.87960815"", ""35.43222427"", ""35.08773804"", ""32.03242874"", ""29.18195152"", ""29.43075371"", ""30.42024612"", ""29.65957832"", ""28.80911827""]",1,GenericAE,3,0.1
resnet_skip_study_v2_r1,GAE30_skip3_a01,genericAE_skip,['GenericAE'],Tourism-Yearly,1,4,8,30,1,True,2,44,24.836628,3.773922,133202.937500,1876202749952.000000,nan,1.750866,31.528017,4454880,1.60,15,False,False,ReLU,MAX_EPOCHS,29.56674385,29.56674385,38.49255371,14,1.000000,False,"[""84.90394592"", ""76.98997498"", ""75.53272247"", ""52.80286026"", ""33.44892120"", ""37.11067963"", ""44.57230377"", ""42.14439011"", ""35.35433197"", ""32.90457153"", ""31.06431961"", ""32.59463501"", ""33.01107407"", ""31.53652191"", ""29.56674385""]",1,GenericAE,3,0.1
resnet_skip_study_v2_r1,TVAE8_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,8,1,True,0,42,181.002670,15.187916,376667.843750,6619109785600.000000,nan,5.741713,79.860397,1045132,0.93,15,False,False,ReLU,MAX_EPOCHS,183.87944031,184.34556580,832434.62500000,11,1.002535,False,"[""196.47642517"", ""194.48895264"", ""192.46295166"", ""190.88189697"", ""189.94493103"", ""189.42454529"", ""188.64064026"", ""187.88601685"", ""187.25015259"", ""186.05638123"", ""184.64511108"", ""183.87944031"", ""183.91221619"", ""184.31414795"", ""184.34556580""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE8_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,8,1,True,1,43,181.717896,15.241832,378875.437500,6683853062144.000000,nan,5.777257,81.832031,1045132,0.84,15,False,False,ReLU,MAX_EPOCHS,184.51034546,184.64300537,898653.43750000,10,1.000719,False,"[""192.74011230"", ""190.84361267"", ""190.92126465"", ""189.97315979"", ""188.34754944"", ""186.97821045"", ""186.11540222"", ""185.81834412"", ""185.53892517"", ""184.99124146"", ""184.51034546"", ""184.71513367"", ""185.19905090"", ""185.46722412"", ""184.64300537""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE8_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,8,1,True,2,44,178.392380,15.253400,371721.187500,6462265360384.000000,nan,5.789759,80.016876,1045132,1.06,15,False,False,ReLU,MAX_EPOCHS,181.93591309,181.93591309,827723.18750000,14,1.000000,False,"[""193.82771301"", ""190.80834961"", ""190.14862061"", ""189.14295959"", ""187.92068481"", ""187.03479004"", ""186.34936523"", ""185.65447998"", ""184.99400330"", ""184.41362000"", ""184.13851929"", ""184.11810303"", ""183.97221375"", ""183.20098877"", ""181.93591309""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE16_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,0,42,168.791885,15.485899,360678.375000,6141954752512.000000,nan,6.008640,96.928017,2090264,1.66,15,False,False,ReLU,MAX_EPOCHS,173.90464783,174.01451111,1747041.00000000,12,1.000632,False,"[""185.90571594"", ""182.62599182"", ""182.84664917"", ""183.12162781"", ""181.95407104"", ""180.25259399"", ""178.82722473"", ""178.11909485"", ""178.02621460"", ""177.23886108"", ""175.41032410"", ""174.25532532"", ""173.90464783"", ""174.15275574"", ""174.01451111""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE16_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,1,43,168.692566,15.819276,361167.156250,6192974266368.000000,nan,6.180256,110.559364,2090264,1.66,15,False,False,ReLU,MAX_EPOCHS,174.33000183,174.33000183,1726092.87500000,14,1.000000,False,"[""186.01710510"", ""183.59574890"", ""184.83361816"", ""183.78364563"", ""181.21661377"", ""179.07327271"", ""177.99449158"", ""177.61404419"", ""177.10064697"", ""176.36097717"", ""175.80813599"", ""175.43164062"", ""175.17631531"", ""175.27239990"", ""174.33000183""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE16_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,2,44,165.561417,15.644045,354488.531250,5964861800448.000000,nan,6.103752,107.577087,2090264,1.63,15,False,False,ReLU,MAX_EPOCHS,171.47486877,171.47486877,1599370.87500000,14,1.000000,False,"[""185.57182312"", ""181.54106140"", ""181.71240234"", ""182.62353516"", ""182.21185303"", ""180.99397278"", ""179.75654602"", ""178.41334534"", ""177.30107117"", ""176.67634583"", ""176.33200073"", ""175.25106812"", ""174.26197815"", ""173.39306641"", ""171.47486877""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE24_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,0,42,156.894852,16.632344,341397.031250,5599592972288.000000,nan,6.744110,209.833282,3135396,2.34,15,False,False,ReLU,MAX_EPOCHS,164.03086853,164.12162781,2214470.50000000,12,1.000553,False,"[""180.62132263"", ""175.64605713"", ""175.43818665"", ""176.03070068"", ""175.23828125"", ""173.53344727"", ""171.72303772"", ""170.92114258"", ""170.32170105"", ""168.30755615"", ""165.81336975"", ""164.31297302"", ""164.03086853"", ""164.19641113"", ""164.12162781""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE24_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,1,43,158.280045,16.867392,344972.812500,5748099645440.000000,nan,6.842505,223.041245,3135396,1.94,15,False,False,ReLU,MAX_EPOCHS,164.90193176,164.90193176,2576458.75000000,14,1.000000,False,"[""178.73629761"", ""175.44902039"", ""177.96128845"", ""178.67416382"", ""176.37779236"", ""173.73211670"", ""172.03448486"", ""171.03175354"", ""170.05650330"", ""168.42457581"", ""166.68107605"", ""165.62437439"", ""165.54423523"", ""165.75137329"", ""164.90193176""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE24_no_skip,trendVAE_baseline,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,2,44,151.184464,16.419295,333106.343750,5384151498752.000000,nan,6.645654,211.595734,3135396,2.18,15,False,False,ReLU,MAX_EPOCHS,158.73426819,158.73426819,2331847.75000000,14,1.000000,False,"[""179.98303223"", ""174.40701294"", ""175.16514587"", ""177.03425598"", ""176.92524719"", ""174.82273865"", ""172.03837585"", ""169.31404114"", ""167.18782043"", ""166.08001709"", ""165.42718506"", ""164.54060364"", ""163.55271912"", ""161.55888367"", ""158.73426819""]",1,TrendVAE_WaveletV3VAE,0,none
resnet_skip_study_v2_r1,TVAE16_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,0,42,165.275574,15.319655,356270.687500,6011987427328.000000,nan,5.936250,94.280418,2090264,1.46,15,False,False,ReLU,MAX_EPOCHS,170.80249023,170.92265320,2438829.25000000,12,1.000704,False,"[""183.86532593"", ""180.25439453"", ""180.81083679"", ""181.35821533"", ""180.05232239"", ""177.94627380"", ""176.20013428"", ""175.32284546"", ""175.22766113"", ""174.47077942"", ""172.57998657"", ""171.23655701"", ""170.80249023"", ""171.02610779"", ""170.92265320""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE16_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,1,43,164.655350,15.648567,356645.812500,6071662411776.000000,nan,6.105086,107.851639,2090264,1.44,15,False,False,ReLU,MAX_EPOCHS,171.20600891,171.20600891,2326522.75000000,14,1.000000,False,"[""184.51728821"", ""181.91950989"", ""183.42533875"", ""182.16104126"", ""179.13012695"", ""176.67813110"", ""175.46582031"", ""174.97575378"", ""174.28710938"", ""173.38844299"", ""172.85621643"", ""172.36924744"", ""171.79301453"", ""171.87522888"", ""171.20600891""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE16_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,16,1,True,2,44,162.023788,15.478674,350175.468750,5844518830080.000000,nan,6.031579,104.878120,2090264,1.49,15,False,False,ReLU,MAX_EPOCHS,168.44195557,168.44195557,2119883.00000000,14,1.000000,False,"[""183.91291809"", ""179.45437622"", ""179.82498169"", ""181.05111694"", ""180.67825317"", ""179.22503662"", ""177.69075012"", ""176.11825562"", ""174.78247070"", ""174.11558533"", ""173.98320007"", ""172.71681213"", ""171.47303772"", ""170.48223877"", ""168.44195557""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE24_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,0,42,148.439606,16.167170,329094.625000,5274628784128.000000,nan,6.541379,200.681442,3135396,2.04,15,False,False,ReLU,MAX_EPOCHS,156.60833740,156.65626526,3551409.50000000,12,1.000306,False,"[""176.72593689"", ""170.49763489"", ""170.10485840"", ""170.82783508"", ""170.07737732"", ""168.30958557"", ""166.24377441"", ""165.41209412"", ""164.25865173"", ""161.63427734"", ""158.80751038"", ""157.06971741"", ""156.60833740"", ""156.84812927"", ""156.65626526""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE24_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,1,43,150.835892,16.522121,334790.062500,5481186721792.000000,nan,6.696087,220.349762,3135396,1.94,15,False,False,ReLU,MAX_EPOCHS,158.19876099,158.19876099,4098824.00000000,14,1.000000,False,"[""174.88206482"", ""170.77127075"", ""173.72996521"", ""174.71955872"", ""172.10253906"", ""168.96261597"", ""167.02223206"", ""165.69279480"", ""164.32698059"", ""162.31623840"", ""160.05700684"", ""158.74044800"", ""158.47431946"", ""158.79670715"", ""158.19876099""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE24_skip4_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,2,44,141.949997,15.915241,320378.781250,5058387247104.000000,nan,6.432716,203.323303,3135396,2.14,15,False,False,ReLU,MAX_EPOCHS,150.48446655,150.48446655,3781694.25000000,14,1.000000,False,"[""175.84178162"", ""169.23953247"", ""170.40800476"", ""173.01080322"", ""172.97080994"", ""170.28289795"", ""166.56004333"", ""162.93914795"", ""160.25621033"", ""158.93399048"", ""158.14479065"", ""157.06271362"", ""156.15805054"", ""153.80496216"", ""150.48446655""]",1,TrendVAE_WaveletV3VAE,4,0.1
resnet_skip_study_v2_r1,TVAE24_skip3_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,0,42,145.439972,15.993502,325025.656250,5168955392000.000000,nan,6.467075,197.343796,3135396,2.00,15,False,False,ReLU,MAX_EPOCHS,153.88777161,154.44564819,4138934.00000000,12,1.003625,False,"[""175.36691284"", ""168.73767090"", ""168.26715088"", ""169.01907349"", ""168.17247009"", ""166.46258545"", ""164.30180359"", ""163.39430237"", ""162.28184509"", ""159.54051208"", ""156.42332458"", ""154.60398865"", ""153.88777161"", ""154.41693115"", ""154.44564819""]",1,TrendVAE_WaveletV3VAE,3,0.1
resnet_skip_study_v2_r1,TVAE24_skip3_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,1,43,148.712830,16.385683,331133.218750,5381935333376.000000,nan,6.629770,215.979111,3135396,2.28,15,False,False,ReLU,MAX_EPOCHS,155.73600769,155.73600769,4843492.50000000,14,1.000000,False,"[""173.50765991"", ""169.17575073"", ""172.38526917"", ""173.57511902"", ""170.84217834"", ""167.58801270"", ""165.65023804"", ""164.27543640"", ""162.92300415"", ""160.70637512"", ""158.38990784"", ""156.73377991"", ""156.13008118"", ""156.05375671"", ""155.73600769""]",1,TrendVAE_WaveletV3VAE,3,0.1
resnet_skip_study_v2_r1,TVAE24_skip3_a01,trendVAE_skip,"['TrendVAE', 'WaveletV3VAE']",Tourism-Yearly,1,4,8,24,1,True,2,44,138.926514,15.741828,315054.250000,4929111457792.000000,nan,6.355310,200.245544,3135396,1.91,15,False,False,ReLU,MAX_EPOCHS,147.96527100,147.96527100,4498080.00000000,14,1.000000,False,"[""174.65081787"", ""167.67155457"", ""168.92163086"", ""171.64871216"", ""171.58230591"", ""168.67941284"", ""164.70529175"", ""161.01272583"", ""158.23789978"", ""156.78320312"", ""155.95735168"", ""154.94108582"", ""154.06555176"", ""151.46345520"", ""147.96527100""]",1,TrendVAE_WaveletV3VAE,3,0.1
resnet_skip_study_v2_r1,TV2_8_no_skip,trendVAE2_baseline,"['TrendVAE2', 'WaveletV3VAE2']",Tourism-Yearly,1,4,8,8,1,True,0,42,106.874489,12.512847,260616.375000,3698140643328.000000,nan,4.771332,77.572304,734348,0.79,15,False,False,ReLU,MAX_EPOCHS,114.14038086,114.14038086,11502420.00000000,14,1.000000,False,"[""156.08105469"", ""142.62637329"", ""135.21266174"", ""131.17007446"", ""129.33969116"", ""128.78890991"", ""129.10795593"", ""129.28474426"", ""128.81684875"", ""127.84430695"", ""126.34481049"", ""123.98078156"", ""121.23709869"", ""117.91767883"", ""114.14038086""]",1,TrendVAE2_WaveletV3VAE2,0,none
resnet_skip_study_v2_r1,TV2_8_no_skip,trendVAE2_baseline,"['TrendVAE2', 'WaveletV3VAE2']",Tourism-Yearly,1,4,8,8,1,True,1,43,104.954979,11.287572,280952.375000,3966763532288.000000,nan,4.229410,46.644547,734348,0.67,15,False,False,ReLU,EARLY_STOPPED,117.00615692,137.73171997,9380615.00000000,4,1.177132,False,"[""151.69056702"", ""134.30830383"", ""124.30082703"", ""118.97311401"", ""117.00615692"", ""117.06704712"", ""117.91664124"", ""118.93927002"", ""120.74000549"", ""122.98122406"", ""125.73560333"", ""128.88703918"", ""132.11041260"", ""135.29624939"", ""137.73171997""]",1,TrendVAE2_WaveletV3VAE2,0,none
resnet_skip_study_v2_r1,TV2_8_no_skip,trendVAE2_baseline,"['TrendVAE2', 'WaveletV3VAE2']",Tourism-Yearly,1,4,8,8,1,True,2,44,122.574615,13.035104,281131.656250,4175869509632.000000,nan,4.895652,58.118076,734348,0.67,15,False,False,ReLU,MAX_EPOCHS,133.91937256,133.91937256,9331420.00000000,14,1.000000,False,"[""166.46284485"", ""149.31939697"", ""140.68356323"", ""138.15142822"", ""139.09774780"", ""141.45906067"", ""143.40264893"", ""144.24325562"", ""143.89624023"", ""142.47911072"", ""140.51458740"", ""138.14501953"", ""136.30924988"", ""134.75672913"", ""133.91937256""]",1,TrendVAE2_WaveletV3VAE2,0,none
resnet_skip_study_v2_r1,TV2_16_no_skip,trendVAE2_baseline,"['TrendVAE2', 'WaveletV3VAE2']",Tourism-Yearly,1,4,8,16,1,True,0,42,83.881943,13.112538,212067.890625,2754164293632.000000,nan,5.483146,338.789307,1468696,1.11,15,False,False,ReLU,MAX_EPOCHS,94.47019196,94.47019196,16413626.00000000,14,1.000000,False,"[""131.08056641"", ""110.69263458"", ""101.45104218"", ""97.30523682"", ""96.13832092"", ""96.39141846"", ""97.32850647"", ""98.08372498"", ""98.75512695"", ""99.36325836"", ""99.47726440"", ""98.44718933"", ""97.01823425"", ""95.53714752"", ""94.47019196""]",1,TrendVAE2_WaveletV3VAE2,0,none
resnet_skip_study_v2_r1,TV2_16_no_skip,trendVAE2_baseline,"['TrendVAE2', 'WaveletV3VAE2']",Tourism-Yearly,1,4,8,16,1,True,1,43,78.255875,10.822137,215376.328125,2682254000128.000000,nan,4.366802,113.982750,1468696,1.23,15,False,False,ReLU,MAX_EPOCHS,91.69615173,93.02266693,14701817.00000000,11,1.014466,False,"[""133.30096436"", ""112.14064026"", ""102.03744507"", ""97.37157440"", ""95.57999420"", ""94.90641022"", ""94.57584381"", ""94.27627563"", ""93.96098328"", ""93.34587860"", ""92.37396240"", ""91.69615173"", ""91.74758148"", ""92.18836975"", ""93.02266693""]",1,TrendVAE2_WaveletV3VAE2,0,none
