experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,arch_pattern,ae_variant,latent_dim_cfg,thetas_dim_cfg,trend_thetas_dim_cfg,meta_predicted_best,meta_convergence_score
ae_search_r1,GenericAEBackcast_ld2_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,25.394873,3.750686,163285.812500,2522757464064.000000,nan,1.730519,34.456345,5003635,256,0.71,7,forecast,False,ReLU,MAX_EPOCHS,30.04400635,30.04400635,36.56157684,6,1.000000,False,"[""86.26144409"", ""45.67544937"", ""40.74569321"", ""39.55260086"", ""35.96248627"", ""32.54921722"", ""30.04400635""]",1,trend_ae_alternating,GenericAEBackcast,2,5,3,28.926110,0.335331
ae_search_r1,GenericAEBackcast_ld2_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,24.588772,3.708495,205438.375000,4481148256256.000000,nan,1.864225,60.892368,5003635,256,0.65,7,forecast,False,ReLU,MAX_EPOCHS,30.93914986,30.93914986,35.44663620,6,1.000000,False,"[""80.55128479"", ""37.43775558"", ""38.05788803"", ""34.74090576"", ""32.48897171"", ""32.25178909"", ""30.93914986""]",1,trend_ae_alternating,GenericAEBackcast,2,5,3,29.853361,0.370613
ae_search_r1,GenericAEBackcast_ld2_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,25.962463,3.782179,162448.937500,2666913071104.000000,nan,1.839714,38.803757,5003635,256,0.64,7,forecast,False,ReLU,MAX_EPOCHS,29.59449959,29.59449959,37.98341751,6,1.000000,False,"[""87.91454315"", ""45.65248871"", ""33.33035278"", ""33.86669922"", ""31.77018738"", ""31.57979774"", ""29.59449959""]",1,trend_ae_alternating,GenericAEBackcast,2,5,3,27.533058,0.313180
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,26.580364,3.928446,173876.609375,3093117009920.000000,nan,1.845913,43.258636,5006205,256,0.48,7,False,False,ReLU,MAX_EPOCHS,33.10274887,33.10274887,39.76084137,6,1.000000,False,"[""100.39870453"", ""54.15758514"", ""35.30206680"", ""42.35648346"", ""44.39306641"", ""36.21413803"", ""33.10274887""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,30.539726,0.304184
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,30.295843,4.605988,183796.546875,3383143170048.000000,nan,2.183960,49.723415,5006205,256,0.56,7,False,False,ReLU,MAX_EPOCHS,32.58600235,32.79117584,39.28177643,4,1.006296,False,"[""97.22602081"", ""44.27900314"", ""39.59323883"", ""38.58079529"", ""32.58600235"", ""35.01351929"", ""32.79117584""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,29.117094,0.299478
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,27.627485,4.255483,221989.218750,5288085684224.000000,nan,2.127915,79.254753,5006205,256,0.57,7,False,False,ReLU,MAX_EPOCHS,32.76805878,33.81123352,36.04048157,5,1.031835,False,"[""79.16449738"", ""39.51386642"", ""33.45495605"", ""33.11330795"", ""34.55796432"", ""32.76805878"", ""33.81123352""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,30.386762,0.383843
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,28.298803,4.227242,191987.812500,3763131645952.000000,nan,2.070496,57.751747,5006205,256,0.55,7,forecast,False,ReLU,MAX_EPOCHS,32.35827637,32.83773804,38.28713989,4,1.014817,False,"[""78.03956604"", ""41.20378494"", ""40.84611130"", ""39.37590408"", ""32.35827637"", ""33.33064270"", ""32.83773804""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,29.002489,0.371638
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,26.033121,3.919723,196013.828125,3992021368832.000000,nan,1.905343,55.277626,5006205,256,0.63,7,forecast,False,ReLU,MAX_EPOCHS,31.11917305,31.48591232,35.32828903,5,1.011785,False,"[""79.05730438"", ""42.56488037"", ""41.22623062"", ""37.18696594"", ""31.59134293"", ""31.11917305"", ""31.48591232""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,27.319453,0.345565
ae_search_r1,GenericAEBackcast_ld2_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,23.661318,3.462267,134090.140625,1847791190016.000000,nan,1.507934,24.282642,5006205,256,0.62,7,forecast,False,ReLU,MAX_EPOCHS,27.21803474,27.21803474,33.87578583,6,1.000000,False,"[""65.63180542"", ""34.10948563"", ""33.49179459"", ""34.12454605"", ""32.11384583"", ""29.87293625"", ""27.21803474""]",1,trend_ae_alternating,GenericAEBackcast,2,5,5,28.199355,0.429660
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,25.660273,3.779626,156516.171875,2438920142848.000000,nan,1.686746,32.310791,5049895,256,0.62,7,False,False,ReLU,MAX_EPOCHS,31.09625244,31.09625244,37.33121872,6,1.000000,False,"[""77.49005890"", ""37.35605621"", ""36.86814880"", ""38.06214142"", ""33.81954956"", ""32.30157089"", ""31.09625244""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,29.493377,0.380609
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,24.676857,3.618046,136832.281250,2085590663168.000000,nan,1.576513,27.420841,5049895,256,0.57,7,False,False,ReLU,MAX_EPOCHS,28.89882088,28.89882088,34.58605957,6,1.000000,False,"[""87.70714569"", ""46.58571625"", ""32.38682556"", ""32.87168121"", ""32.99859238"", ""30.61121178"", ""28.89882088""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,26.108905,0.297683
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,28.759041,4.348036,205812.578125,4059499069440.000000,nan,2.213625,64.291489,5049895,256,0.48,7,False,False,ReLU,MAX_EPOCHS,32.33583832,47.01041412,54.46101379,3,1.453818,False,"[""97.92882538"", ""46.85771561"", ""32.59903336"", ""32.33583832"", ""33.39443207"", ""51.06015778"", ""47.01041412""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,31.327908,0.319905
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,25.395226,3.734948,165795.234375,2783865733120.000000,nan,1.728160,38.277596,5049895,256,0.58,7,forecast,False,ReLU,MAX_EPOCHS,30.90447998,30.90447998,37.27463531,6,1.000000,False,"[""76.14730835"", ""36.19958115"", ""38.32725143"", ""39.32729340"", ""33.07717896"", ""32.06365967"", ""30.90447998""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,29.070841,0.381771
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,24.511705,3.682241,168329.250000,3140199907328.000000,nan,1.728405,43.432945,5049895,256,0.63,7,forecast,False,ReLU,MAX_EPOCHS,28.61771202,28.61771202,35.16542053,6,1.000000,False,"[""79.91397858"", ""43.50642395"", ""33.12987137"", ""32.45008469"", ""33.26630402"", ""30.92475319"", ""28.61771202""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,27.342075,0.342144
ae_search_r1,GenericAEBackcast_ld8_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,25.747562,3.818789,175729.671875,3015762509824.000000,nan,1.813253,40.910240,5049895,256,0.62,7,forecast,False,ReLU,MAX_EPOCHS,30.30690575,30.30690575,36.78553009,6,1.000000,False,"[""84.70231628"", ""47.56571579"", ""35.14529800"", ""32.89846039"", ""33.35260010"", ""31.36776352"", ""30.30690575""]",1,trend_ae_alternating,GenericAEBackcast,8,5,3,27.130416,0.320303
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,24.051022,3.649207,206988.546875,4785781080064.000000,nan,1.876078,66.157707,5052465,256,0.70,7,False,False,ReLU,MAX_EPOCHS,29.81722641,29.81722641,35.45608139,6,1.000000,False,"[""99.75460815"", ""47.47726440"", ""33.85601807"", ""33.70081329"", ""32.31293869"", ""31.79170990"", ""29.81722641""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,26.777495,0.268434
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,26.469234,3.940037,172824.812500,2930332663808.000000,nan,1.845744,43.451515,5052465,256,0.55,7,False,False,ReLU,MAX_EPOCHS,31.10806274,31.10806274,38.52783966,6,1.000000,False,"[""78.79593658"", ""37.04717636"", ""42.60987854"", ""40.63070679"", ""32.25247192"", ""31.83550835"", ""31.10806274""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,28.285451,0.358971
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,25.606655,3.759616,129394.531250,1584799547392.000000,nan,1.552372,19.790854,5052465,256,0.55,7,False,False,ReLU,MAX_EPOCHS,30.91642570,30.91642570,37.00564957,6,1.000000,False,"[""77.40214539"", ""35.02662659"", ""39.70148849"", ""40.99901581"", ""32.45902252"", ""30.91672134"", ""30.91642570""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,27.868181,0.360044
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,24.332329,3.675585,207422.546875,4811758501888.000000,nan,1.885387,66.817619,5052465,256,0.70,7,forecast,False,ReLU,MAX_EPOCHS,29.84529495,29.84529495,35.54260254,6,1.000000,False,"[""92.33974457"", ""44.11504364"", ""35.45340729"", ""35.17462921"", ""32.71278763"", ""32.03059387"", ""29.84529495""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,27.556460,0.298425
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,23.387575,3.442128,165482.562500,2951228162048.000000,nan,1.664350,42.080765,5052465,256,0.63,7,forecast,False,ReLU,MAX_EPOCHS,28.09404182,28.09404182,35.99283218,6,1.000000,False,"[""76.86272430"", ""39.29101944"", ""40.57491684"", ""36.50588226"", ""30.51288795"", ""29.65458298"", ""28.09404182""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,26.148931,0.340203
ae_search_r1,GenericAEBackcast_ld8_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,26.523607,3.860077,133629.093750,1660022685696.000000,nan,1.642260,21.604664,5052465,256,0.56,7,forecast,False,ReLU,MAX_EPOCHS,31.84144592,32.05347824,38.37539673,5,1.006659,False,"[""81.97906494"", ""39.83638000"", ""37.53159714"", ""38.14798737"", ""31.87819290"", ""31.84144592"", ""32.05347824""]",1,trend_ae_alternating,GenericAEBackcast,8,5,5,27.653080,0.337319
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,23.427759,3.444044,138202.765625,1935449784320.000000,nan,1.520429,25.209122,5111575,256,0.72,7,False,False,ReLU,MAX_EPOCHS,27.43686485,27.43686485,34.52880478,6,1.000000,False,"[""77.44962311"", ""36.67390823"", ""33.48854065"", ""33.26215363"", ""33.10696030"", ""30.52023315"", ""27.43686485""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,28.449403,0.367328
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,26.266512,3.841353,140117.484375,1875144081408.000000,nan,1.663042,25.902000,5111575,256,0.48,7,False,False,ReLU,MAX_EPOCHS,31.70221710,31.70221710,38.32306290,6,1.000000,False,"[""121.94929504"", ""58.00492096"", ""32.20144653"", ""39.48760986"", ""40.12014771"", ""33.14995193"", ""31.70221710""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,25.419226,0.208441
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,25.217253,3.832529,215997.343750,5230441267200.000000,nan,1.979204,74.424278,5111575,256,0.57,7,False,False,ReLU,MAX_EPOCHS,31.30691719,31.30691719,35.84559250,6,1.000000,False,"[""78.07336426"", ""34.16988373"", ""39.16190720"", ""35.09628296"", ""31.88343430"", ""31.57248878"", ""31.30691719""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,29.860367,0.382465
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,27.447832,4.198303,225879.093750,5227762679808.000000,nan,2.092754,74.776711,5111575,256,0.57,7,forecast,False,ReLU,MAX_EPOCHS,33.22817993,33.59466934,35.98563004,5,1.011029,False,"[""73.96703339"", ""35.06082916"", ""34.50006104"", ""33.24042892"", ""33.71831131"", ""33.22817993"", ""33.59466934""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,31.658274,0.428005
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,25.235922,3.716052,151194.734375,2222462074880.000000,nan,1.657785,30.358265,5111575,256,0.63,7,forecast,False,ReLU,MAX_EPOCHS,30.64014626,30.64014626,37.09141541,6,1.000000,False,"[""111.47833252"", ""53.29176712"", ""34.86789322"", ""35.61027145"", ""32.41437531"", ""31.42294312"", ""30.64014626""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,25.270202,0.226683
ae_search_r1,GenericAEBackcast_ld16_td5_ttd3_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,27.317450,4.049765,178116.250000,3069685792768.000000,nan,1.946730,47.363132,5111575,256,0.42,7,forecast,False,ReLU,MAX_EPOCHS,31.08887291,37.30786896,37.33376694,4,1.200039,False,"[""75.88505554"", ""33.11268234"", ""41.65460587"", ""37.54301453"", ""31.08887291"", ""32.07835770"", ""37.30786896""]",1,trend_ae_alternating,GenericAEBackcast,16,5,3,29.230674,0.385197
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,25.680721,3.987015,247124.171875,6800159014912.000000,nan,2.111202,96.138107,5114145,256,0.72,7,False,False,ReLU,MAX_EPOCHS,32.63132095,32.63132095,36.83410645,6,1.000000,False,"[""89.78013611"", ""44.32481384"", ""34.59391403"", ""33.73395920"", ""33.58216858"", ""33.03479004"", ""32.63132095""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,29.426272,0.327759
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,28.123543,4.174842,155373.484375,2227949797376.000000,nan,1.827615,30.401085,5114145,256,0.57,7,False,False,ReLU,MAX_EPOCHS,32.70975494,32.70975494,37.57294083,6,1.000000,False,"[""108.73080444"", ""53.28093338"", ""33.73914337"", ""36.66971207"", ""36.69971466"", ""32.91815948"", ""32.70975494""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,26.663106,0.245221
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_ag0,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,29.475832,4.321479,130896.296875,1268769357824.000000,nan,1.918639,22.643017,5114145,256,0.42,7,False,False,ReLU,MAX_EPOCHS,31.07745743,31.47262383,37.07401276,2,1.012716,False,"[""112.32647705"", ""51.68845749"", ""31.07745743"", ""36.07820892"", ""31.94301224"", ""32.12284088"", ""31.47262383""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,25.796541,0.229657
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,0,42,25.300404,3.835770,221659.171875,5382840254464.000000,nan,2.004934,78.203453,5114145,256,0.64,7,forecast,False,ReLU,MAX_EPOCHS,30.97873688,30.97873688,35.49443054,6,1.000000,False,"[""81.62812805"", ""42.98674393"", ""43.48114395"", ""38.26535034"", ""33.05543137"", ""32.14131165"", ""30.97873688""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,28.386997,0.347760
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,1,43,26.778307,3.912274,143740.078125,1869303119872.000000,nan,1.741914,25.852444,5114145,256,0.73,7,forecast,False,ReLU,MAX_EPOCHS,30.44147873,30.44147873,36.80934143,6,1.000000,False,"[""91.26322174"", ""48.32044983"", ""36.62620163"", ""35.19425964"", ""35.02736664"", ""32.14369965"", ""30.44147873""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,27.498236,0.301307
ae_search_r1,GenericAEBackcast_ld16_td5_ttd5_agF,ae_search_round1,"['Trend', 'GenericAEBackcast']",Tourism-Yearly,1,4,8,10,1,True,2,44,26.535442,3.966857,156855.140625,2312173256704.000000,nan,1.705469,30.007280,5114145,256,0.57,7,forecast,False,ReLU,MAX_EPOCHS,31.54557991,31.54557991,37.41217422,6,1.000000,False,"[""98.24485779"", ""48.35606766"", ""33.65651703"", ""35.01251221"", ""32.21714783"", ""32.53369904"", ""31.54557991""]",1,trend_ae_alternating,GenericAEBackcast,16,5,5,27.629053,0.281226
ae_search_r1,AutoEncoderAE_ld2_td5_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,0,42,27.818016,4.349150,170666.421875,2715603959808.000000,nan,2.037698,43.058411,1752430,256,0.30,7,False,False,ReLU,MAX_EPOCHS,35.33034515,48.99548340,60.83588409,3,1.386782,False,"[""120.73976135"", ""78.05155182"", ""49.30137253"", ""35.33034515"", ""48.19678497"", ""56.91234589"", ""48.99548340""]",1,trend_ae_alternating,AutoEncoderAE,2,5,3,35.330345,0.292616
ae_search_r1,AutoEncoderAE_ld2_td5_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,1,43,27.596226,4.110008,205273.187500,4449554661376.000000,nan,2.033279,67.047241,1752430,256,0.35,7,False,False,ReLU,MAX_EPOCHS,30.89200020,30.89200020,42.29371262,6,1.000000,False,"[""99.66656494"", ""61.35977554"", ""39.83936691"", ""32.03479767"", ""40.79345322"", ""37.85747910"", ""30.89200020""]",1,trend_ae_alternating,AutoEncoderAE,2,5,3,31.532038,0.316375
ae_search_r1,AutoEncoderAE_ld2_td5_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,2,44,25.269207,3.761004,161008.750000,2609277829120.000000,nan,1.753887,38.488598,1752430,256,0.37,7,False,False,ReLU,MAX_EPOCHS,30.13630295,30.13630295,37.92890167,6,1.000000,False,"[""101.84137726"", ""64.50490570"", ""41.41688919"", ""34.66557693"", ""37.43962097"", ""32.82585907"", ""30.13630295""]",1,trend_ae_alternating,AutoEncoderAE,2,5,3,27.911632,0.274070
ae_search_r1,AutoEncoderAE_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,0,42,31.790188,4.829404,197434.531250,3449347899392.000000,nan,2.185201,50.326675,1755000,256,0.32,7,False,False,ReLU,MAX_EPOCHS,39.26052856,43.38791275,50.26787567,3,1.105128,False,"[""108.24610138"", ""70.39706421"", ""48.82772827"", ""39.26052856"", ""43.32445526"", ""47.53269958"", ""43.38791275""]",1,trend_ae_alternating,AutoEncoderAE,2,5,5,36.546015,0.337620
ae_search_r1,AutoEncoderAE_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,1,43,29.617336,4.548125,185743.562500,3207298547712.000000,nan,2.210549,55.029240,1755000,256,0.31,7,False,False,ReLU,MAX_EPOCHS,33.87205124,48.16201782,62.99602890,3,1.421881,False,"[""103.07277679"", ""65.27122498"", ""43.18618393"", ""33.87205124"", ""52.95619202"", ""59.10711288"", ""48.16201782""]",1,trend_ae_alternating,AutoEncoderAE,2,5,5,33.872051,0.328623
ae_search_r1,AutoEncoderAE_ld2_td5_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,2,44,28.769815,4.588164,204062.828125,4202963664896.000000,nan,2.292936,69.745438,1755000,256,0.31,7,False,False,ReLU,MAX_EPOCHS,34.82605362,56.85693741,68.91458893,3,1.632598,False,"[""106.80626678"", ""67.45060730"", ""44.16704559"", ""34.82605362"", ""56.13957214"", ""65.35027313"", ""56.85693741""]",1,trend_ae_alternating,AutoEncoderAE,2,5,5,34.826054,0.326068
ae_search_r1,AutoEncoderAE_ld2_td10_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,0,42,34.864254,5.385422,183316.906250,2951114915840.000000,nan,2.319603,42.481735,1790855,256,0.31,7,False,False,ReLU,MAX_EPOCHS,41.43713379,44.06963348,54.07278061,3,1.063530,False,"[""126.32069397"", ""85.49909973"", ""57.36501694"", ""41.43713379"", ""45.94346619"", ""51.05959320"", ""44.06963348""]",1,trend_ae_alternating,AutoEncoderAE,2,10,3,39.273801,0.310906
ae_search_r1,AutoEncoderAE_ld2_td10_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,1,43,30.029415,4.664755,221657.468750,4792851103744.000000,nan,2.319458,75.729515,1790855,256,0.31,7,False,False,ReLU,MAX_EPOCHS,36.27555084,46.83046722,60.80242538,3,1.290965,False,"[""111.05647278"", ""70.79236603"", ""45.33975983"", ""36.27555084"", ""51.77611160"", ""56.63402557"", ""46.83046722""]",1,trend_ae_alternating,AutoEncoderAE,2,10,3,36.275551,0.326641
ae_search_r1,AutoEncoderAE_ld2_td10_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,2,44,27.426147,4.148099,203644.750000,4174101610496.000000,nan,2.094541,66.761650,1790855,256,0.34,7,False,False,ReLU,MAX_EPOCHS,31.65863228,31.69146729,36.36075592,5,1.001037,False,"[""106.09476471"", ""62.61128235"", ""38.48511505"", ""33.33150864"", ""35.09802628"", ""31.65863228"", ""31.69146729""]",1,trend_ae_alternating,AutoEncoderAE,2,10,3,26.075082,0.245772
ae_search_r1,AutoEncoderAE_ld2_td10_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,0,42,31.294897,4.692597,184989.968750,3061707702272.000000,nan,2.078945,40.757263,1793425,256,0.31,7,False,False,ReLU,MAX_EPOCHS,37.84796143,44.03857422,52.28958893,3,1.163565,False,"[""112.19355011"", ""73.45746613"", ""50.47239685"", ""37.84796143"", ""45.57794189"", ""51.09062958"", ""44.03857422""]",1,trend_ae_alternating,AutoEncoderAE,2,10,5,37.847961,0.337345
ae_search_r1,AutoEncoderAE_ld2_td10_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,1,43,30.528984,4.579643,143704.406250,1774401355776.000000,nan,1.927412,24.566614,1793425,256,0.31,7,False,False,ReLU,MAX_EPOCHS,38.12708664,39.04182434,51.21585846,3,1.023992,False,"[""138.20257568"", ""89.16455841"", ""57.25271606"", ""38.12708664"", ""40.30735016"", ""45.75511551"", ""39.04182434""]",1,trend_ae_alternating,AutoEncoderAE,2,10,5,34.628624,0.250564
ae_search_r1,AutoEncoderAE_ld2_td10_ttd5_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,2,44,27.765713,4.235202,185352.531250,3364757438464.000000,nan,2.105299,55.329945,1793425,256,0.30,7,False,False,ReLU,MAX_EPOCHS,32.89908600,44.18143463,57.57291412,3,1.342938,False,"[""107.26150513"", ""64.76423645"", ""41.12451553"", ""32.89908600"", ""47.36794662"", ""52.74045563"", ""44.18143463""]",1,trend_ae_alternating,AutoEncoderAE,2,10,5,32.899086,0.306718
ae_search_r1,AutoEncoderAE_ld8_td5_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,0,42,28.765619,4.515736,226791.921875,5365273460736.000000,nan,2.323887,85.232834,1767820,256,0.38,7,False,False,ReLU,MAX_EPOCHS,33.80662918,33.80662918,41.90694046,6,1.000000,False,"[""129.65341187"", ""85.84229279"", ""56.64293289"", ""39.61685181"", ""36.99059677"", ""37.71982193"", ""33.80662918""]",1,trend_ae_alternating,AutoEncoderAE,8,5,3,30.480584,0.235093
ae_search_r1,AutoEncoderAE_ld8_td5_ttd3_ag0,ae_search_round1,"['Trend', 'AutoEncoderAE']",Tourism-Yearly,1,4,8,10,1,True,1,43,30.746265,4.652702,148024.109375,2006855319552.000000,nan,2.019668,31.501019,1767820,256,0.30,7,False,False,ReLU,MAX_EPOCHS,36.61658478,37.98683167,46.12451935,3,1.037421,False,"[""113.00562286"", ""72.36231232"", ""48.70493317"", ""36.61658478"", ""39.25073624"", ""42.46593857"", ""37.98683167""]",1,trend_ae_alternating,AutoEncoderAE,8,5,3,33.318319,0.294838
