experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,repeats_cfg,meta_predicted_best,meta_convergence_score
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,0,42,17.861586,0.711464,0.010982,0.000729,nan,0.235222,0.287217,725766,1754.34,15,False,False,ReLU,MAX_EPOCHS,18.56526375,19.07996941,21.43999863,13,1.027724,False,"[""30.54449844"", ""31.18795204"", ""27.36979675"", ""24.79377174"", ""23.69423866"", ""23.43646812"", ""21.38657951"", ""20.22231674"", ""19.37495995"", ""19.16006279"", ""20.48014832"", ""20.42187119"", ""20.30156326"", ""18.56526375"", ""19.07996941""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,1,43,18.441259,0.739110,0.011368,0.000753,nan,0.243823,0.293957,725766,1772.36,15,False,False,ReLU,MAX_EPOCHS,18.91726875,19.01070786,21.57496834,12,1.004939,False,"[""36.23842239"", ""35.36138916"", ""29.44947433"", ""25.63248062"", ""23.21553993"", ""22.28166199"", ""22.00609589"", ""20.27909088"", ""20.26887703"", ""23.71191216"", ""19.19298553"", ""19.01707077"", ""18.91726875"", ""24.20349503"", ""19.01070786""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,2,44,17.400654,0.702517,0.010867,0.000702,nan,0.232412,0.276030,725766,1765.65,15,False,False,ReLU,MAX_EPOCHS,18.35081482,19.19061279,21.24592018,13,1.045764,False,"[""35.08737564"", ""31.89415932"", ""28.08246040"", ""24.77156830"", ""23.24454308"", ""23.25190544"", ""20.44205475"", ""21.46595383"", ""19.98640442"", ""20.62990379"", ""20.29264641"", ""19.65593147"", ""19.76635742"", ""18.35081482"", ""19.19061279""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,0,42,17.486238,0.697812,0.010814,0.000700,nan,0.231240,0.275644,1088649,1715.51,15,False,False,ReLU,MAX_EPOCHS,18.55207443,20.35194969,23.37805939,13,1.097017,False,"[""32.96441650"", ""34.24287033"", ""35.69330215"", ""29.82581520"", ""24.51659775"", ""24.93392754"", ""24.07020950"", ""20.65826225"", ""21.72226334"", ""19.70358467"", ""23.68353462"", ""20.09018898"", ""18.70474434"", ""18.55207443"", ""20.35194969""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,1,43,17.731731,0.706482,0.010922,0.000701,nan,0.233691,0.276035,1088649,1691.44,15,False,False,ReLU,MAX_EPOCHS,19.00875473,20.78778839,21.52194023,13,1.093590,False,"[""33.93860626"", ""31.42611694"", ""29.55051994"", ""24.96776390"", ""23.70895195"", ""22.14860535"", ""21.63699150"", ""21.03752136"", ""20.11035538"", ""19.30344009"", ""20.45812988"", ""19.49990463"", ""19.25409508"", ""19.00875473"", ""20.78778839""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,2,44,17.879419,0.710442,0.010972,0.000714,nan,0.234872,0.280367,1088649,1707.35,15,False,False,ReLU,MAX_EPOCHS,18.79085350,19.23336411,20.25911903,12,1.023549,False,"[""39.46877289"", ""29.94921112"", ""28.70175934"", ""25.23867226"", ""27.21416855"", ""22.14657784"", ""20.91942596"", ""20.11837769"", ""19.74469948"", ""21.45399094"", ""19.39979362"", ""20.62567139"", ""18.79085350"", ""20.33725357"", ""19.23336411""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,0,42,17.226444,0.686103,0.010632,0.000685,nan,0.227382,0.272286,1451532,1775.59,15,False,False,ReLU,MAX_EPOCHS,18.14762878,18.14762878,19.68621635,14,1.000000,False,"[""35.23199081"", ""33.77118683"", ""27.89652443"", ""24.15373230"", ""22.48698616"", ""25.02264595"", ""21.47806740"", ""19.96593857"", ""20.09171677"", ""21.60031509"", ""19.26493073"", ""18.84377289"", ""18.45925522"", ""19.63378525"", ""18.14762878""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,1,43,17.868223,0.709203,0.010962,0.000700,nan,0.234749,0.276945,1451532,1789.07,15,False,False,ReLU,MAX_EPOCHS,18.50221252,18.50221252,20.52670288,14,1.000000,False,"[""43.05296707"", ""30.90407372"", ""27.98583794"", ""25.09984970"", ""27.43533897"", ""23.43890953"", ""22.04343605"", ""23.31542587"", ""20.04682350"", ""19.96942139"", ""19.54381561"", ""19.66570663"", ""20.54591751"", ""19.08088493"", ""18.50221252""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,2,44,17.635077,0.705665,0.010907,0.000703,nan,0.233922,0.279388,1451532,1699.00,15,False,False,ReLU,MAX_EPOCHS,18.21969986,18.40379906,20.00701904,12,1.010104,False,"[""36.14996719"", ""34.23164368"", ""31.04211617"", ""24.47414589"", ""23.93229675"", ""21.16275787"", ""22.02543831"", ""22.33999062"", ""20.71913147"", ""19.41396713"", ""19.12509918"", ""19.64087868"", ""18.21969986"", ""19.06111908"", ""18.40379906""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,0,42,17.227102,0.693081,0.010763,0.000706,nan,0.229420,0.276249,1814415,1730.66,15,False,False,ReLU,MAX_EPOCHS,17.85846138,17.85846138,19.83702087,14,1.000000,False,"[""37.97012329"", ""34.78082657"", ""30.34330177"", ""26.72354317"", ""24.13242531"", ""21.70752525"", ""21.12015724"", ""21.53567886"", ""20.44062996"", ""19.36600113"", ""19.07240868"", ""19.75704956"", ""18.49232674"", ""19.22685432"", ""17.85846138""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,1,43,17.292776,0.687561,0.010670,0.000696,nan,0.227726,0.273557,1814415,1710.32,15,False,False,ReLU,MAX_EPOCHS,18.02347374,18.02347374,19.52564621,14,1.000000,False,"[""39.12643433"", ""32.64506912"", ""30.80058479"", ""26.61151886"", ""24.99825478"", ""22.57975578"", ""20.73618126"", ""19.94068336"", ""21.03129005"", ""19.17855835"", ""18.81354332"", ""20.24488258"", ""18.16698647"", ""19.66439056"", ""18.02347374""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,2,44,18.048317,0.722816,0.011172,0.000725,nan,0.238928,0.284171,1814415,1727.48,15,False,False,ReLU,MAX_EPOCHS,18.97823143,20.64467430,23.35274315,13,1.087808,False,"[""40.66731644"", ""36.08628464"", ""32.25959396"", ""29.49474716"", ""27.10627556"", ""25.12502670"", ""25.59289932"", ""24.31867409"", ""20.51170540"", ""20.77622032"", ""20.42737961"", ""19.48755455"", ""19.11024475"", ""18.97823143"", ""20.64467430""]",1,96,0,3,DB3WaveletV3AELG,eq_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,0,42,19.662935,0.777224,0.011896,0.000789,nan,0.255588,0.309964,721670,1663.18,15,False,False,ReLU,MAX_EPOCHS,19.92875099,19.92875099,21.57454109,14,1.000000,False,"[""32.13815308"", ""30.97675133"", ""30.98260498"", ""28.64615059"", ""26.70892906"", ""26.12436104"", ""21.73681831"", ""23.85850906"", ""20.49536324"", ""22.40546417"", ""21.96348763"", ""22.13210106"", ""21.05977631"", ""22.43628693"", ""19.92875099""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,1,43,18.924744,0.765601,0.011778,0.000795,nan,0.252205,0.306529,721670,1648.21,15,False,False,ReLU,MAX_EPOCHS,19.82555580,26.14724350,25.49604988,12,1.318866,False,"[""32.36577988"", ""31.44988060"", ""28.74633789"", ""29.65432167"", ""24.96045113"", ""23.05368423"", ""21.69360161"", ""22.07213593"", ""20.83281708"", ""21.99515533"", ""20.90592766"", ""19.86124039"", ""19.82555580"", ""23.37361908"", ""26.14724350""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,2,44,19.036016,0.758138,0.011609,0.000747,nan,0.249912,0.293736,721670,1587.55,15,False,False,ReLU,MAX_EPOCHS,19.92671204,19.92671204,21.68065834,14,1.000000,False,"[""38.37286758"", ""34.02737808"", ""30.29470444"", ""25.91464806"", ""23.16947365"", ""22.22542191"", ""23.46698380"", ""21.61298180"", ""21.52865410"", ""21.00499725"", ""19.94266319"", ""21.66959763"", ""21.44840050"", ""21.84015846"", ""19.92671204""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,0,42,18.106359,0.719464,0.011108,0.000722,nan,0.237604,0.282017,1082505,1576.94,15,False,False,ReLU,MAX_EPOCHS,18.68106842,18.68106842,20.23484039,14,1.000000,False,"[""34.87722397"", ""45.71077347"", ""32.82831573"", ""27.16668892"", ""25.97295952"", ""23.51436424"", ""22.48298073"", ""21.79254150"", ""23.13587952"", ""25.33180809"", ""19.67090034"", ""19.35124016"", ""19.76190567"", ""22.39593697"", ""18.68106842""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,1,43,18.567549,0.725892,0.011164,0.000723,nan,0.239663,0.284889,1082505,1559.49,15,False,False,ReLU,MAX_EPOCHS,19.26134872,20.25841904,21.41483116,11,1.051765,False,"[""33.68775940"", ""31.22400665"", ""26.91209984"", ""25.23050690"", ""22.86999321"", ""22.85927010"", ""21.11544991"", ""20.77325058"", ""20.90873337"", ""27.88513565"", ""19.59708405"", ""19.26134872"", ""20.23600197"", ""20.30377197"", ""20.25841904""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,2,44,18.490925,0.728365,0.011256,0.000748,nan,0.240453,0.291319,1082505,1569.37,15,False,False,ReLU,MAX_EPOCHS,19.31942177,20.69216919,23.07353973,13,1.071055,False,"[""42.35244370"", ""32.77188110"", ""29.18733406"", ""28.42690277"", ""23.65734482"", ""23.81215477"", ""23.73514175"", ""20.97822952"", ""21.83277512"", ""20.41088867"", ""21.77067184"", ""20.23143196"", ""19.81113052"", ""19.31942177"", ""20.69216919""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,0,42,17.456959,0.708235,0.010979,0.000721,nan,0.234258,0.281332,1443340,1560.43,15,False,False,ReLU,MAX_EPOCHS,18.27613449,18.27613449,20.18875313,14,1.000000,False,"[""34.37590408"", ""34.36502075"", ""32.20336914"", ""29.91025543"", ""25.98582458"", ""25.13510895"", ""21.62799263"", ""21.09409714"", ""20.03372955"", ""20.15315437"", ""20.08629417"", ""19.09302330"", ""19.14167023"", ""20.17480087"", ""18.27613449""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,1,43,18.494337,0.727908,0.011219,0.000748,nan,0.240236,0.290214,1443340,1578.16,15,False,False,ReLU,MAX_EPOCHS,18.75122070,18.75122070,20.57605743,14,1.000000,False,"[""34.39041519"", ""30.75472069"", ""30.07869720"", ""29.34907341"", ""27.40832520"", ""23.23237610"", ""25.16645432"", ""21.45722389"", ""21.44008636"", ""21.80068588"", ""22.11819458"", ""18.90031624"", ""20.38078880"", ""19.78968811"", ""18.75122070""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,2,44,17.587502,0.709303,0.010969,0.000721,nan,0.234570,0.283255,1443340,1565.26,15,False,False,ReLU,MAX_EPOCHS,18.23810577,18.31380463,20.01666260,12,1.004151,False,"[""33.29814529"", ""32.37223816"", ""28.43297195"", ""28.12269211"", ""23.63450432"", ""22.28012848"", ""20.57556152"", ""20.36470222"", ""19.95779037"", ""19.19404030"", ""19.17745399"", ""19.00036240"", ""18.23810577"", ""19.63328362"", ""18.31380463""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,0,42,18.067459,0.721879,0.011143,0.000722,nan,0.238623,0.282921,1804175,1591.07,15,False,False,ReLU,MAX_EPOCHS,19.30639648,20.18976021,22.26259422,12,1.045755,False,"[""45.28089142"", ""33.18156433"", ""30.47454643"", ""28.23863029"", ""25.46507645"", ""22.76794624"", ""21.83363533"", ""26.16630745"", ""21.85337448"", ""20.92651939"", ""22.48230934"", ""19.59910965"", ""19.30639648"", ""19.48915863"", ""20.18976021""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,1,43,17.834038,0.704733,0.010901,0.000716,nan,0.233113,0.279940,1804175,1566.74,15,False,False,ReLU,MAX_EPOCHS,18.61411476,18.61411476,20.04402351,14,1.000000,False,"[""44.59399414"", ""34.22097015"", ""30.48020935"", ""33.42842865"", ""25.02258682"", ""25.31588936"", ""22.14408302"", ""21.19257355"", ""20.24932861"", ""20.74155045"", ""20.03471565"", ""19.46029472"", ""19.05500603"", ""18.67025185"", ""18.61411476""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_lt_fcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,2,44,19.168514,0.734226,0.011222,0.000733,nan,0.242332,0.290158,1804175,1583.49,15,False,False,ReLU,MAX_EPOCHS,18.75377655,20.40858269,21.68515587,13,1.088239,False,"[""33.90050125"", ""32.31188202"", ""31.38380241"", ""26.79594994"", ""24.54043579"", ""21.84715271"", ""23.19290733"", ""21.77069283"", ""19.37607384"", ""21.97138977"", ""19.45582390"", ""18.83816338"", ""19.08952904"", ""18.75377655"", ""20.40858269""]",1,94,0,3,DB3WaveletV3AELG,lt_fcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,0,42,17.577162,0.709699,0.010929,0.000702,nan,0.234914,0.279438,824070,1540.15,15,False,False,ReLU,MAX_EPOCHS,18.57181740,18.57181740,20.20981598,14,1.000000,False,"[""38.75441360"", ""33.26578903"", ""29.69212151"", ""27.05226898"", ""25.16674232"", ""21.28177452"", ""25.13882065"", ""20.45095444"", ""21.21034622"", ""20.75649261"", ""19.13839340"", ""20.19956207"", ""20.82468796"", ""18.66560364"", ""18.57181740""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,1,43,17.737808,0.716314,0.011045,0.000710,nan,0.236806,0.281456,824070,1548.38,15,False,False,ReLU,MAX_EPOCHS,18.64323235,21.04839706,23.73080826,12,1.129010,False,"[""33.16532898"", ""37.28053665"", ""29.41428185"", ""29.21698380"", ""24.80252266"", ""21.82911491"", ""20.96445274"", ""22.65611076"", ""20.40307045"", ""19.38519478"", ""20.69957542"", ""19.07252502"", ""18.64323235"", ""19.90324974"", ""21.04839706""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r2,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,4,1,True,2,44,17.786905,0.714125,0.010971,0.000716,nan,0.235973,0.284824,824070,1526.38,15,False,False,ReLU,MAX_EPOCHS,18.70148849,18.70148849,21.42857552,14,1.000000,False,"[""33.60482788"", ""31.00177383"", ""27.90390587"", ""28.72922707"", ""24.47278404"", ""21.99438095"", ""21.52450752"", ""20.06391525"", ""20.83802032"", ""20.74559784"", ""18.99639702"", ""18.98455620"", ""19.70317459"", ""20.76082993"", ""18.70148849""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,2,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,0,42,17.281811,0.696151,0.010796,0.000694,nan,0.230529,0.272701,1236105,1554.34,15,False,False,ReLU,MAX_EPOCHS,18.41789246,18.41789246,20.07997704,14,1.000000,False,"[""31.20093346"", ""30.74170113"", ""29.56415176"", ""26.91140556"", ""25.10721970"", ""22.74956131"", ""22.57036781"", ""20.74086952"", ""22.45662689"", ""20.44900131"", ""20.75750542"", ""19.20237732"", ""18.92197800"", ""18.91019821"", ""18.41789246""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,1,43,18.186285,0.729753,0.011258,0.000757,nan,0.240755,0.293583,1236105,1545.89,15,False,False,ReLU,MAX_EPOCHS,19.00286293,19.00286293,20.42105484,14,1.000000,False,"[""34.05240631"", ""29.70038986"", ""34.09149551"", ""27.58475494"", ""26.32068443"", ""23.73594093"", ""21.85118675"", ""23.00299454"", ""21.59878540"", ""22.89782143"", ""22.94761086"", ""19.62222481"", ""20.04671669"", ""19.45252991"", ""19.00286293""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r3,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,6,1,True,2,44,17.246716,0.695193,0.010777,0.000688,nan,0.230458,0.271963,1236105,1622.56,15,False,False,ReLU,MAX_EPOCHS,18.40929794,20.06634140,21.51526451,12,1.090011,False,"[""34.83121109"", ""30.58480263"", ""26.82725525"", ""27.16273689"", ""24.27280426"", ""21.92316628"", ""20.71838188"", ""24.55448341"", ""20.61210823"", ""22.19225502"", ""18.94247437"", ""18.60662270"", ""18.40929794"", ""19.93566895"", ""20.06634140""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,3,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,0,42,17.123322,0.686820,0.010702,0.000693,nan,0.227738,0.271234,1648140,1552.66,15,False,False,ReLU,MAX_EPOCHS,18.08715248,18.08715248,19.68190002,14,1.000000,False,"[""35.63482285"", ""31.47651482"", ""27.49856186"", ""30.27683640"", ""25.35867119"", ""21.97855949"", ""21.31694603"", ""20.11097908"", ""19.82126617"", ""19.25005150"", ""18.77147675"", ""28.31571388"", ""19.72412109"", ""18.22354889"", ""18.08715248""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,1,43,16.991602,0.685744,0.010677,0.000695,nan,0.227362,0.272522,1648140,1621.50,15,False,False,ReLU,MAX_EPOCHS,18.10585022,18.10585022,19.58179092,14,1.000000,False,"[""40.49531174"", ""32.37831497"", ""30.59568405"", ""34.74238968"", ""23.60783386"", ""22.67144775"", ""22.01228905"", ""20.43007278"", ""19.78560448"", ""19.58819389"", ""19.15571785"", ""18.92610741"", ""19.40435219"", ""18.37827110"", ""18.10585022""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r4,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,8,1,True,2,44,17.174004,0.687422,0.010645,0.000686,nan,0.227948,0.273384,1648140,1555.63,15,False,False,ReLU,MAX_EPOCHS,18.06904793,18.47753334,19.81693077,12,1.022607,False,"[""33.79788971"", ""34.35148621"", ""31.60680580"", ""27.13775063"", ""23.28003693"", ""24.48998070"", ""21.19041061"", ""20.55364037"", ""22.26212311"", ""19.41950989"", ""18.86658287"", ""18.54705238"", ""18.06904793"", ""21.38287163"", ""18.47753334""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,4,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,0,42,16.963512,0.677920,0.010535,0.000679,nan,0.224891,0.267990,2060175,1647.32,15,False,False,ReLU,MAX_EPOCHS,18.11970711,19.05869293,21.32612228,13,1.051821,False,"[""40.50641251"", ""34.34328461"", ""30.31000710"", ""28.43423843"", ""27.40259743"", ""22.19019699"", ""21.71562386"", ""19.70858192"", ""20.32608032"", ""20.95657158"", ""18.70567131"", ""18.52571869"", ""18.49108124"", ""18.11970711"", ""19.05869293""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,1,43,17.705696,0.702714,0.010915,0.000721,nan,0.232665,0.279961,2060175,1570.88,15,False,False,ReLU,MAX_EPOCHS,18.39713860,19.05960464,20.16023636,12,1.036009,False,"[""37.85169220"", ""37.65053558"", ""29.14518929"", ""26.13634300"", ""23.59430122"", ""22.06165695"", ""20.83417511"", ""19.40434837"", ""19.07007027"", ""19.20769882"", ""18.78726578"", ""20.69943810"", ""18.39713860"", ""20.55804634"", ""19.05960464""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,5,,
v3aelg_stackheight_sweep_traffic_r1,DB3_eq_bcast_ttd3_ld32_r5,v3aelg_stackheight_sweep_traffic,"['TrendAELG', 'DB3WaveletV3AELG']",Traffic-96,24,96,192,10,1,True,2,44,17.616812,0.693779,0.010762,0.000693,nan,0.229773,0.274380,2060175,1641.20,15,False,False,ReLU,MAX_EPOCHS,18.48411751,18.48411751,19.68698692,14,1.000000,False,"[""37.88222885"", ""34.26563644"", ""32.75007248"", ""35.54084778"", ""26.48276901"", ""24.11033630"", ""24.92824554"", ""22.09079933"", ""22.82330322"", ""20.61448288"", ""19.12049675"", ""18.98079872"", ""18.81760216"", ""21.21627426"", ""18.48411751""]",1,192,0,3,DB3WaveletV3AELG,eq_bcast,32,5,,
