experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,category_label,latent_dim
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,0,42,67.995491,1.876340,32.453125,6010.954590,nan,0.579242,1.049423,1674320,256,79.07,15,False,False,ReLU,MAX_EPOCHS,47.95968246,47.95968246,63.05398941,14,1.000000,False,"[""113.47642517"", ""53.87535477"", ""54.79261398"", ""58.31941986"", ""55.26035309"", ""53.58785248"", ""56.80495453"", ""57.33904266"", ""54.29738235"", ""52.19664764"", ""51.76776123"", ""49.44413757"", ""48.07708740"", ""50.03535843"", ""47.95968246""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,1,43,66.920784,2.524271,48.457809,9917.832031,nan,1.039775,6.549445,1674320,256,78.09,15,False,False,ReLU,MAX_EPOCHS,47.43022537,47.43022537,60.83168793,14,1.000000,False,"[""126.18679047"", ""56.20103836"", ""56.40037918"", ""58.41880035"", ""56.27373123"", ""55.54890060"", ""53.99909592"", ""60.10090256"", ""53.48554230"", ""50.47995377"", ""49.98393250"", ""51.72863007"", ""49.27322006"", ""49.87644958"", ""47.43022537""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld8,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,2,44,69.378296,3.220825,38.964500,6589.166016,nan,1.114281,5.200778,1674320,256,76.77,15,False,False,ReLU,MAX_EPOCHS,48.45920181,48.45920181,64.44868469,14,1.000000,False,"[""128.53887939"", ""67.00146484"", ""70.33788300"", ""58.32831955"", ""55.74839020"", ""55.37181473"", ""53.34485626"", ""52.60502243"", ""53.54933929"", ""53.88491058"", ""52.10802460"", ""51.18937683"", ""50.27229309"", ""48.67313004"", ""48.45920181""]",1,GenericVAE2,VAE2,,generic,8
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,0,42,68.688698,1.843397,30.278521,5573.007324,nan,0.611612,1.058347,1705120,256,76.65,15,False,False,ReLU,MAX_EPOCHS,47.40353394,47.63800812,60.99956894,13,1.004946,False,"[""128.49981689"", ""64.98951721"", ""64.05161285"", ""73.54745483"", ""60.74465942"", ""60.77122116"", ""55.96366119"", ""52.07604218"", ""51.46918869"", ""51.03795624"", ""50.78028488"", ""48.12251663"", ""48.29174805"", ""47.40353394"", ""47.63800812""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,1,43,65.900681,1.586948,34.851418,6011.674805,nan,0.562134,0.958512,1705120,256,76.30,15,False,False,ReLU,MAX_EPOCHS,47.60116577,48.09323120,60.87289429,12,1.010337,False,"[""127.28657532"", ""55.55711746"", ""56.89546585"", ""57.74257278"", ""64.49891663"", ""55.19776154"", ""53.48270416"", ""52.43281174"", ""51.77725983"", ""50.27735138"", ""49.44612122"", ""49.99239731"", ""47.60116577"", ""50.00552368"", ""48.09323120""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld16,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,2,44,67.616104,1.821423,36.089836,6412.823730,nan,0.637233,1.125379,1705120,256,76.64,15,False,False,ReLU,MAX_EPOCHS,49.31817627,51.43303680,62.77383041,13,1.042882,False,"[""128.68785095"", ""72.24349976"", ""79.97714233"", ""59.30280304"", ""55.84523773"", ""54.89061356"", ""52.00043488"", ""51.27033615"", ""52.48258209"", ""50.23043823"", ""50.31002808"", ""51.08603668"", ""49.88489151"", ""49.31817627"", ""51.43303680""]",1,GenericVAE2,VAE2,,generic,16
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,0,42,65.278412,2.080744,40.380531,7150.423828,nan,0.764050,2.031567,1766720,256,76.92,15,False,False,ReLU,MAX_EPOCHS,52.60519409,55.51018143,60.96145248,13,1.055222,False,"[""138.41448975"", ""68.70940399"", ""62.93149567"", ""72.97746277"", ""72.21809387"", ""63.83240509"", ""57.54572678"", ""54.84265137"", ""58.25037384"", ""55.77011108"", ""57.28163910"", ""55.81937408"", ""53.35114670"", ""52.60519409"", ""55.51018143""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,1,43,69.077423,3.923462,48.396923,8194.342773,nan,1.550832,11.838261,1766720,256,76.68,15,False,False,ReLU,MAX_EPOCHS,50.24195862,50.82282257,61.16036224,12,1.011561,False,"[""133.73262024"", ""61.88148117"", ""53.96768951"", ""57.53575897"", ""60.56275177"", ""53.10082245"", ""57.65910721"", ""53.94526291"", ""52.43070602"", ""52.23846436"", ""50.52806091"", ""50.61439896"", ""50.24195862"", ""50.43312454"", ""50.82282257""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE2_ld32,generic,['GenericVAE2'],Weather-96,144,96,192,5,1,True,2,44,66.184547,2.834107,41.683979,8287.877930,nan,0.944301,7.247221,1766720,256,76.95,15,False,False,ReLU,MAX_EPOCHS,55.13251495,57.48726273,62.08106232,11,1.042711,False,"[""134.51873779"", ""62.63146973"", ""76.62731171"", ""66.25926208"", ""66.51802826"", ""62.31064606"", ""87.21973419"", ""65.51373291"", ""64.09042358"", ""61.99912262"", ""57.78784180"", ""55.13251495"", ""57.71869659"", ""55.52318573"", ""57.48726273""]",1,GenericVAE2,VAE2,,generic,32
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,0,42,68.945595,1.845216,29.372141,5307.615723,nan,0.605928,1.056466,1987920,256,77.09,15,False,False,ReLU,MAX_EPOCHS,48.57823563,48.71609497,59.34769440,11,1.002838,False,"[""101.23636627"", ""73.38591003"", ""72.46459198"", ""72.42800903"", ""72.56681061"", ""69.26384735"", ""68.96177673"", ""69.59747314"", ""65.21251678"", ""53.28860474"", ""51.97765350"", ""48.57823563"", ""49.20727158"", ""48.82365799"", ""48.71609497""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,1,43,68.669357,1.994572,35.551441,6253.741211,nan,0.745069,1.986295,1987920,256,77.44,15,False,False,ReLU,MAX_EPOCHS,47.39951706,47.39951706,59.22746658,14,1.000000,False,"[""96.12266541"", ""69.02707672"", ""71.99825287"", ""70.15353394"", ""67.36522675"", ""67.14526367"", ""69.56594849"", ""67.79973602"", ""66.61325073"", ""54.68689728"", ""52.20681000"", ""50.69497299"", ""49.93589401"", ""49.75983047"", ""47.39951706""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld8,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,2,44,68.977875,2.806738,40.227131,6857.985352,nan,1.196997,7.559351,1987920,256,77.46,15,False,False,ReLU,MAX_EPOCHS,49.49868011,49.98877716,61.20487213,13,1.009901,False,"[""99.10707092"", ""68.41863251"", ""71.79200745"", ""65.38645935"", ""68.06819153"", ""64.20479584"", ""63.47822189"", ""61.86557007"", ""60.93267059"", ""52.25852585"", ""54.01493454"", ""50.77918625"", ""49.87868881"", ""49.49868011"", ""49.98877716""]",1,GenericVAE,VAE1,,generic,8
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,0,42,66.660904,1.701284,31.708597,5291.877930,nan,0.680887,1.971758,2003360,256,77.31,15,False,False,ReLU,MAX_EPOCHS,46.69727707,46.69727707,58.78839111,14,1.000000,False,"[""94.62289429"", ""61.73186493"", ""62.61398315"", ""64.28276062"", ""63.18421555"", ""61.59653473"", ""63.78397369"", ""60.37094879"", ""53.39305878"", ""53.76668549"", ""49.06506348"", ""47.98925400"", ""47.79328537"", ""49.56103134"", ""46.69727707""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,1,43,67.520996,1.233777,32.073318,5654.706055,nan,0.515041,0.793211,2003360,256,77.43,15,False,False,ReLU,MAX_EPOCHS,51.13171768,51.13171768,60.05905151,14,1.000000,False,"[""105.07777405"", ""71.81025696"", ""71.21281433"", ""77.98987579"", ""71.08499908"", ""72.07182312"", ""70.42557526"", ""69.13703918"", ""70.18048096"", ""72.01860046"", ""54.06307983"", ""52.12272263"", ""52.87403107"", ""51.25244141"", ""51.13171768""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld16,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,2,44,66.619217,2.075814,34.756203,6171.176270,nan,0.689190,1.423355,2003360,256,77.28,15,False,False,ReLU,MAX_EPOCHS,49.34386444,49.34386444,62.10245514,14,1.000000,False,"[""107.53800964"", ""66.60763550"", ""75.30664062"", ""69.09628296"", ""65.84791565"", ""66.50081635"", ""65.73388672"", ""65.26721954"", ""53.88972092"", ""53.21245193"", ""50.74617386"", ""53.59877777"", ""52.12928391"", ""49.40644836"", ""49.34386444""]",1,GenericVAE,VAE1,,generic,16
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,0,42,69.181580,2.220333,31.429504,5812.435547,nan,0.745756,3.255016,2034240,256,77.63,15,False,False,ReLU,MAX_EPOCHS,47.93361282,48.28063202,59.32979965,12,1.007240,False,"[""98.51584625"", ""75.38502502"", ""68.17840576"", ""66.92601776"", ""69.53452301"", ""66.49124908"", ""66.44792175"", ""64.63404846"", ""56.25835419"", ""53.59641266"", ""51.93378830"", ""54.97352982"", ""47.93361282"", ""50.85247040"", ""48.28063202""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,1,43,65.484451,2.510470,33.916298,5872.823730,nan,0.891554,3.562026,2034240,256,77.78,15,False,False,ReLU,MAX_EPOCHS,51.49361420,51.49361420,59.80015182,14,1.000000,False,"[""87.38872528"", ""65.40601349"", ""61.70105743"", ""61.56678391"", ""60.83731842"", ""60.28359985"", ""59.86657715"", ""61.91112137"", ""60.17920685"", ""59.24518585"", ""59.44058990"", ""57.68182373"", ""56.57226562"", ""52.98988724"", ""51.49361420""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericVAE_ld32,generic,['GenericVAE'],Weather-96,144,96,192,5,1,True,2,44,67.388794,2.424535,40.423420,7278.656738,nan,0.940904,4.784515,2034240,256,77.67,15,False,False,ReLU,MAX_EPOCHS,48.27751541,48.87422562,59.62487030,13,1.012360,False,"[""105.04105377"", ""74.37238312"", ""72.45217896"", ""73.60733032"", ""73.72178650"", ""77.97075653"", ""83.92858887"", ""75.71379852"", ""56.49370193"", ""52.71935272"", ""52.38140869"", ""54.77803802"", ""49.41240311"", ""48.27751541"", ""48.87422562""]",1,GenericVAE,VAE1,,generic,32
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,0,42,65.620079,1.056162,16.560534,2549.718018,nan,0.413038,0.426068,1664080,256,77.15,15,False,False,ReLU,MAX_EPOCHS,42.92131042,43.34412384,53.45246887,12,1.009851,False,"[""79.38241577"", ""69.93663025"", ""66.41199493"", ""49.79938126"", ""45.91456604"", ""44.45824051"", ""43.61036682"", ""44.16903687"", ""43.53338623"", ""43.64917374"", ""43.77862549"", ""43.76726913"", ""42.92131042"", ""43.14240265"", ""43.34412384""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,1,43,65.479431,1.070259,17.455006,2609.369385,nan,0.408868,0.394313,1664080,256,77.19,15,False,False,ReLU,MAX_EPOCHS,43.80291748,43.80291748,54.14485168,14,1.000000,False,"[""63.17816925"", ""58.34793854"", ""53.12947464"", ""49.31090164"", ""46.32572937"", ""44.89636993"", ""46.90134811"", ""45.74793243"", ""45.28509903"", ""44.40874863"", ""44.54210281"", ""44.68741608"", ""44.55734634"", ""44.16265869"", ""43.80291748""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld8,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,2,44,67.344696,1.060011,15.733411,2698.145264,nan,0.393805,0.332509,1664080,256,77.23,15,False,False,ReLU,MAX_EPOCHS,42.93118286,44.15121460,53.99523926,12,1.028418,False,"[""80.66028595"", ""73.08737183"", ""68.30132294"", ""47.93962860"", ""45.20920944"", ""45.25024796"", ""43.50453568"", ""44.28446960"", ""43.72515106"", ""43.15211868"", ""43.02924728"", ""43.85204697"", ""42.93118286"", ""43.42242432"", ""44.15121460""]",1,GenericAELG,AELG,,generic,8
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,0,42,65.719276,1.134913,17.040867,2614.229004,nan,0.444322,0.540555,1684640,256,77.03,15,False,False,ReLU,MAX_EPOCHS,42.88345718,42.88345718,54.28413010,14,1.000000,False,"[""67.54590607"", ""62.35753632"", ""60.42309570"", ""48.73723984"", ""47.42858505"", ""45.96438217"", ""44.40018082"", ""43.84788513"", ""43.91302490"", ""43.47278976"", ""43.45428467"", ""42.90570831"", ""43.80721664"", ""43.43709564"", ""42.88345718""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,1,43,65.732735,1.082922,15.350246,2392.717529,nan,0.418828,0.437737,1684640,256,77.33,15,False,False,ReLU,MAX_EPOCHS,43.00722504,43.60804749,54.32609177,9,1.013970,False,"[""71.05335236"", ""62.92995071"", ""59.41468048"", ""49.51319885"", ""46.69356155"", ""44.56819153"", ""43.80223083"", ""44.17388535"", ""43.22984314"", ""43.00722504"", ""43.98934555"", ""43.52906799"", ""43.43740082"", ""43.59695435"", ""43.60804749""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld16,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,2,44,66.345573,1.208852,17.854473,2753.408936,nan,0.467283,0.586080,1684640,256,77.46,15,False,False,ReLU,MAX_EPOCHS,42.92237473,43.59935379,53.83919907,11,1.015772,False,"[""80.88950348"", ""76.22319794"", ""73.41500854"", ""50.56807327"", ""46.97481537"", ""45.60519791"", ""44.99151230"", ""43.99093246"", ""44.28321838"", ""44.01609802"", ""43.14009094"", ""42.92237473"", ""43.75132370"", ""43.13835907"", ""43.59935379""]",1,GenericAELG,AELG,,generic,16
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,0,42,66.454292,1.200121,17.221062,2950.630371,nan,0.474328,0.673247,1725760,256,77.40,15,False,False,ReLU,MAX_EPOCHS,43.30296707,43.93162918,54.12131500,9,1.014518,False,"[""76.60614014"", ""72.63806152"", ""69.94517517"", ""50.92804337"", ""47.31350708"", ""44.94070816"", ""45.04982758"", ""44.88176727"", ""44.49384689"", ""43.30296707"", ""43.47484589"", ""43.74443817"", ""43.88066483"", ""43.56705093"", ""43.93162918""]",1,GenericAELG,AELG,,generic,32
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,1,43,67.130547,1.293519,17.357798,2842.523926,nan,0.487711,0.684343,1725760,256,77.28,15,False,False,ReLU,MAX_EPOCHS,43.16770554,43.16770554,55.30339050,14,1.000000,False,"[""69.55348969"", ""67.89627075"", ""64.10459137"", ""61.77410126"", ""47.74568558"", ""45.45528793"", ""44.14036560"", ""44.75709915"", ""44.76290512"", ""44.09782028"", ""43.97169495"", ""44.18388748"", ""44.03330231"", ""44.80763245"", ""43.16770554""]",1,GenericAELG,AELG,,generic,32
baseline_r1,GenericAELG_ld32,generic,['GenericAELG'],Weather-96,144,96,192,5,1,True,2,44,65.891556,1.188335,17.744152,2660.754395,nan,0.465325,0.583522,1725760,256,77.31,15,False,False,ReLU,MAX_EPOCHS,43.50774384,43.50774384,53.52305222,14,1.000000,False,"[""76.34450531"", ""72.76265717"", ""69.39501953"", ""50.39681625"", ""48.99044418"", ""45.44415283"", ""44.22868347"", ""44.41505051"", ""44.26889420"", ""43.58264542"", ""43.64568710"", ""44.37902451"", ""44.29714203"", ""43.89179230"", ""43.50774384""]",1,GenericAELG,AELG,,generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,0,42,66.840622,1.413614,20.162588,3759.889404,nan,0.485009,0.568087,6609510,256,81.96,15,False,False,ReLU,MAX_EPOCHS,45.17736053,45.17736053,57.34544754,14,1.000000,False,"[""64.35268402"", ""56.54321289"", ""54.19127274"", ""54.22548676"", ""53.45940018"", ""51.60731125"", ""49.07486725"", ""53.29640579"", ""48.53390884"", ""46.40161133"", ""46.88386536"", ""45.63012314"", ""46.46528625"", ""45.21527481"", ""45.17736053""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,1,43,64.580254,1.119537,17.842344,2390.988525,nan,0.397645,0.360572,6609510,256,81.94,15,False,False,ReLU,MAX_EPOCHS,44.65041733,48.69507980,58.23983002,12,1.090585,False,"[""94.52651978"", ""60.25694656"", ""52.29027176"", ""61.06398773"", ""54.74442673"", ""51.39548492"", ""49.98271179"", ""48.54090500"", ""46.69586563"", ""46.01248169"", ""46.56912994"", ""46.65983200"", ""44.65041733"", ""45.26366425"", ""48.69507980""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld8,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,2,44,64.410965,1.114294,24.121321,4116.129883,nan,0.400191,0.351891,6609510,256,82.39,15,False,False,ReLU,MAX_EPOCHS,45.00677109,45.00677109,57.89123535,14,1.000000,False,"[""73.48854828"", ""58.02486038"", ""54.17241669"", ""50.40142441"", ""50.16484070"", ""50.02773285"", ""49.17369461"", ""46.36154556"", ""46.91257095"", ""46.44571686"", ""46.66544724"", ""47.40963745"", ""45.14136505"", ""45.58530045"", ""45.00677109""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,8
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,0,42,65.345871,1.391894,16.850737,2606.272217,nan,0.446521,0.594649,6677190,256,82.21,15,False,False,ReLU,MAX_EPOCHS,44.84939575,45.46900558,56.33065796,13,1.013815,False,"[""71.84873199"", ""55.74442673"", ""51.66265106"", ""54.12940598"", ""50.35729980"", ""50.19158173"", ""48.53891754"", ""47.93862152"", ""48.82929993"", ""47.58335114"", ""46.51838684"", ""47.07966614"", ""45.60407257"", ""44.84939575"", ""45.46900558""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,1,43,65.867355,1.311180,18.435537,3192.699463,nan,0.453496,0.881330,6677190,256,82.21,15,False,False,ReLU,MAX_EPOCHS,45.92280579,47.70757675,61.32865143,12,1.038865,False,"[""71.80510712"", ""62.21158600"", ""63.22972488"", ""52.93797684"", ""51.67638397"", ""50.73065186"", ""48.37752151"", ""47.74181747"", ""46.30619431"", ""46.65309906"", ""46.33572388"", ""46.89853668"", ""45.92280579"", ""47.04883575"", ""47.70757675""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld16,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,2,44,66.659187,2.248268,20.756279,3964.497803,nan,0.661494,2.830029,6677190,256,82.14,15,False,False,ReLU,MAX_EPOCHS,47.11973953,47.85171890,58.74513626,13,1.015534,False,"[""76.44126129"", ""58.37114334"", ""52.82618332"", ""52.78353882"", ""50.61362839"", ""51.33594894"", ""49.58457947"", ""48.19572067"", ""48.06249619"", ""48.79830933"", ""50.31644058"", ""47.43540573"", ""48.59462357"", ""47.11973953"", ""47.85171890""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,16
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,0,42,69.307503,1.539057,22.027340,4292.902832,nan,0.490681,0.653900,6812550,256,79.14,15,False,False,ReLU,MAX_EPOCHS,46.14497757,48.78023148,59.59972763,12,1.057108,False,"[""75.42300415"", ""53.98976898"", ""57.05582428"", ""56.52420807"", ""51.43151855"", ""50.82339478"", ""48.89344788"", ""49.00967026"", ""48.35155487"", ""46.15438461"", ""46.29744720"", ""47.58550644"", ""46.14497757"", ""46.98530579"", ""48.78023148""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,1,43,66.742813,1.627295,17.559589,2922.083252,nan,0.486874,0.875236,6812550,256,82.53,15,False,False,ReLU,MAX_EPOCHS,45.43801498,46.63077164,58.80036163,13,1.026250,False,"[""75.08094025"", ""57.94215012"", ""55.55802536"", ""53.81246185"", ""49.96660233"", ""49.52432632"", ""48.61170197"", ""50.13372421"", ""47.01016235"", ""47.10275650"", ""46.21333313"", ""46.72925186"", ""46.08469391"", ""45.43801498"", ""46.63077164""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE2+SeasonalityVAE2+GenericVAE2_ld32,trend_seasonality_generic,"['TrendVAE2', 'SeasonalityVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,2,44,65.767181,1.397302,15.400790,1587.458496,nan,0.492627,0.681632,6812550,256,82.52,15,False,False,ReLU,MAX_EPOCHS,45.70706177,45.70706177,56.06952667,14,1.000000,False,"[""74.30258179"", ""56.94770432"", ""56.67722702"", ""52.22529221"", ""53.57214355"", ""50.23912811"", ""48.78435898"", ""48.88321304"", ""47.82488632"", ""48.50160980"", ""48.13001633"", ""46.97285080"", ""47.14694214"", ""46.34582138"", ""45.70706177""]",1,TrendVAE2,VAE2,SeasonalityVAE2,trend_seasonality_generic,32
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,0,42,65.971527,1.647363,33.624367,5437.214355,nan,0.695053,2.275099,8839526,256,83.95,15,False,False,ReLU,MAX_EPOCHS,47.12836456,47.12836456,56.87528992,14,1.000000,False,"[""78.89369202"", ""79.87290192"", ""61.38172531"", ""58.85255051"", ""52.81626129"", ""53.66001129"", ""51.20844650"", ""50.54054260"", ""49.87695694"", ""48.95235443"", ""49.53619385"", ""48.48383713"", ""48.12850189"", ""48.00609970"", ""47.12836456""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,1,43,66.745033,2.075684,34.985790,5784.587891,nan,0.808146,2.709596,8839526,256,83.93,15,False,False,ReLU,MAX_EPOCHS,49.67447662,49.67447662,59.20753098,14,1.000000,False,"[""75.20135498"", ""72.42134094"", ""64.60758209"", ""57.59024811"", ""57.17193604"", ""52.12453461"", ""54.90500641"", ""52.67809296"", ""50.83052444"", ""53.30988312"", ""53.12036133"", ""52.11965942"", ""51.95896530"", ""49.88520813"", ""49.67447662""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld8,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,2,44,67.184311,1.996105,25.317125,4318.361328,nan,0.659418,1.670057,8839526,256,83.76,15,False,False,ReLU,MAX_EPOCHS,49.42118073,50.42918396,59.71768570,13,1.020396,False,"[""73.63684082"", ""80.68325806"", ""64.78463745"", ""55.71716309"", ""53.79376221"", ""52.00342560"", ""52.18266678"", ""52.08617401"", ""52.29430008"", ""52.01476288"", ""50.83205032"", ""56.01786423"", ""52.38155365"", ""49.42118073"", ""50.42918396""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,8
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,0,42,67.376724,1.895754,30.726826,5145.179688,nan,0.694898,1.898361,8873414,256,84.27,15,False,False,ReLU,MAX_EPOCHS,46.71052551,46.71052551,57.51276398,14,1.000000,False,"[""77.87595367"", ""75.35381317"", ""72.70431519"", ""56.66304779"", ""51.90084076"", ""51.96557617"", ""48.95869446"", ""49.83653641"", ""48.70066071"", ""49.51671219"", ""49.01772308"", ""48.21037674"", ""47.09388351"", ""48.03355789"", ""46.71052551""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,1,43,69.456215,2.307913,32.779591,5844.901855,nan,0.762062,1.904479,8873414,256,84.03,15,False,False,ReLU,MAX_EPOCHS,47.98460388,49.51683807,57.94162369,8,1.031932,False,"[""78.26271820"", ""81.87907410"", ""66.42411041"", ""54.93958664"", ""52.21822357"", ""49.55712891"", ""49.12005615"", ""49.55466843"", ""47.98460388"", ""49.79513168"", ""49.65911484"", ""51.58129883"", ""49.79010773"", ""49.53671265"", ""49.51683807""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
baseline_r1,TrendVAE+SeasonalityVAE+GenericVAE_ld16,trend_seasonality_generic,"['TrendVAE', 'SeasonalityVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,2,44,65.954659,0.921935,24.284412,4279.764648,nan,0.356154,0.228023,8873414,256,84.79,15,False,False,ReLU,MAX_EPOCHS,47.19490433,47.19490433,57.04634476,14,1.000000,False,"[""78.13230133"", ""75.29766846"", ""59.84259796"", ""54.02102661"", ""52.21019363"", ""51.00945663"", ""50.58902359"", ""51.19232941"", ""49.41644669"", ""48.67247391"", ""48.44648361"", ""48.49156570"", ""48.21086502"", ""49.45909500"", ""47.19490433""]",1,TrendVAE,VAE1,SeasonalityVAE,trend_seasonality_generic,16
