experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,category_label,latent_dim
activeG_fcast_r1,TrendVAE2+GenericVAE2_ld32,trend_generic,"['TrendVAE2', 'GenericVAE2']",Weather-96,144,96,192,6,1,True,2,44,65.667030,1.810553,41.713356,8650.146484,nan,0.681938,1.518656,1272969,256,74.29,15,forecast,False,ReLU,MAX_EPOCHS,52.78773117,54.91675949,62.46747971,12,1.040332,False,"[""119.16575623"", ""61.39771271"", ""53.69160080"", ""58.52120972"", ""53.71149826"", ""57.62407684"", ""54.43541336"", ""54.99939728"", ""54.29222870"", ""57.03074265"", ""59.38867950"", ""53.84104156"", ""52.78773117"", ""55.68784332"", ""54.91675949""]",1,TrendVAE2,VAE2,GenericVAE2,trend_generic,32
activeG_fcast_r1,TrendVAE+GenericVAE_ld8,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,0,42,67.096405,1.205248,28.707430,5196.127930,nan,0.418197,0.418032,1422825,256,74.86,15,forecast,False,ReLU,MAX_EPOCHS,46.74654007,46.74654007,59.02530289,14,1.000000,False,"[""67.07655334"", ""57.46985626"", ""52.49102783"", ""54.23591232"", ""53.63002777"", ""50.76540756"", ""50.81839752"", ""49.65484619"", ""49.49062347"", ""47.95045090"", ""48.65235519"", ""47.78987885"", ""49.62179947"", ""48.14463043"", ""46.74654007""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,8
activeG_fcast_r1,TrendVAE+GenericVAE_ld8,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,1,43,69.249252,1.906365,30.351904,5490.359863,nan,0.629456,1.244957,1422825,256,74.65,15,forecast,False,ReLU,MAX_EPOCHS,48.99842834,48.99842834,59.27246475,14,1.000000,False,"[""72.49427795"", ""51.09794617"", ""53.57588959"", ""52.74687576"", ""51.93872833"", ""51.76318359"", ""50.50149536"", ""52.54943085"", ""51.71372223"", ""50.60810852"", ""49.48537827"", ""49.25699234"", ""49.00934982"", ""49.12888336"", ""48.99842834""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,8
activeG_fcast_r1,TrendVAE+GenericVAE_ld8,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,2,44,68.825211,1.874507,25.891094,4613.090332,nan,0.573256,1.188749,1422825,256,74.63,15,forecast,False,ReLU,MAX_EPOCHS,49.16195679,49.16195679,59.51152802,14,1.000000,False,"[""66.46029663"", ""56.29777145"", ""54.19162750"", ""53.13534546"", ""52.24642944"", ""52.03022385"", ""52.13123322"", ""54.32728195"", ""50.75225067"", ""50.75442123"", ""51.03894043"", ""50.48404312"", ""50.36915970"", ""50.37633133"", ""49.16195679""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,8
activeG_fcast_r1,TrendVAE+GenericVAE_ld16,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,0,42,71.871651,2.444036,27.507389,5403.400391,nan,0.721427,2.195993,1436745,256,74.80,15,forecast,False,ReLU,MAX_EPOCHS,49.61833572,49.61833572,79.16830444,14,1.000000,False,"[""77.45600891"", ""54.38483810"", ""62.17299652"", ""64.01516724"", ""60.05291748"", ""57.20009232"", ""59.25350952"", ""56.61212158"", ""54.35317230"", ""54.54714966"", ""51.91494751"", ""51.11006546"", ""49.80549622"", ""50.09751892"", ""49.61833572""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,16
activeG_fcast_r1,TrendVAE+GenericVAE_ld16,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,1,43,66.996658,1.520694,33.107716,6388.863770,nan,0.562782,1.066430,1436745,256,74.60,15,forecast,False,ReLU,MAX_EPOCHS,48.88459015,48.88459015,59.74788666,14,1.000000,False,"[""82.71484375"", ""54.20594025"", ""58.13343048"", ""62.80534744"", ""57.25336838"", ""59.44258499"", ""55.02692795"", ""54.31790924"", ""53.26172638"", ""51.25539398"", ""50.78431320"", ""51.48878098"", ""50.26513290"", ""49.87661362"", ""48.88459015""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,16
activeG_fcast_r1,TrendVAE+GenericVAE_ld16,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,2,44,66.445160,1.134570,23.929382,4417.134766,nan,0.400829,0.338450,1436745,256,74.70,15,forecast,False,ReLU,MAX_EPOCHS,45.49842834,45.49842834,57.49773026,14,1.000000,False,"[""78.30416870"", ""54.21688080"", ""60.15464020"", ""56.81824493"", ""53.31201935"", ""56.91257858"", ""53.47262573"", ""52.06404877"", ""50.06268692"", ""49.59237671"", ""49.12405396"", ""48.45099640"", ""48.21869659"", ""46.58599091"", ""45.49842834""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,16
activeG_fcast_r1,TrendVAE+GenericVAE_ld32,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,0,42,70.420990,1.808399,33.354904,6718.947754,nan,0.578735,0.859275,1464585,256,74.79,15,forecast,False,ReLU,MAX_EPOCHS,49.18433762,49.18433762,58.77487183,14,1.000000,False,"[""80.08935547"", ""52.19925690"", ""53.70842361"", ""55.79808807"", ""53.05547333"", ""53.29971313"", ""53.02116776"", ""51.28318024"", ""50.36223602"", ""50.31398392"", ""50.00927353"", ""50.08690262"", ""50.65322113"", ""49.18973923"", ""49.18433762""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,32
activeG_fcast_r1,TrendVAE+GenericVAE_ld32,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,1,43,65.470139,1.025339,30.370676,5974.785645,nan,0.397864,0.386741,1464585,256,74.67,15,forecast,False,ReLU,MAX_EPOCHS,51.64353180,52.27923584,61.61668015,8,1.012309,False,"[""79.44725037"", ""63.79044724"", ""55.26723099"", ""57.27160645"", ""56.52902222"", ""59.49381638"", ""56.53636932"", ""54.18413544"", ""51.64353180"", ""61.05214691"", ""61.72404861"", ""53.84251022"", ""52.53262329"", ""55.36431122"", ""52.27923584""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,32
activeG_fcast_r1,TrendVAE+GenericVAE_ld32,trend_generic,"['TrendVAE', 'GenericVAE']",Weather-96,144,96,192,6,1,True,2,44,67.492744,3.160934,40.576672,6990.248047,nan,1.211001,6.583397,1464585,256,74.83,15,forecast,False,ReLU,MAX_EPOCHS,50.77791977,50.77791977,60.27117157,14,1.000000,False,"[""88.69136810"", ""55.48405075"", ""53.53763580"", ""57.84423828"", ""56.29542923"", ""53.91533279"", ""54.76760101"", ""53.29111862"", ""59.99058914"", ""52.06288528"", ""54.66300201"", ""51.38679123"", ""50.99199295"", ""52.18127441"", ""50.77791977""]",1,TrendVAE,VAE,GenericVAE1,trend_generic,32
activeG_fcast_r1,TrendAELG+GenericAELG_ld8,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,0,42,66.158554,0.973474,15.018394,2331.911133,nan,0.353932,0.239208,1180521,256,73.98,15,forecast,False,ReLU,MAX_EPOCHS,43.23977280,43.69561768,54.03792953,5,1.010542,False,"[""52.24359131"", ""49.08476639"", ""45.05231857"", ""45.58906174"", ""43.96640396"", ""43.23977280"", ""44.43115997"", ""44.72319412"", ""43.89137650"", ""44.13201141"", ""44.11528397"", ""44.40909195"", ""43.85544205"", ""44.10717010"", ""43.69561768""]",1,TrendAELG,AELG,GenericAELG,trend_generic,8
activeG_fcast_r1,TrendAELG+GenericAELG_ld8,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,1,43,66.828346,1.174087,18.012142,2900.571533,nan,0.425528,0.398674,1180521,256,74.14,15,forecast,False,ReLU,MAX_EPOCHS,43.90754700,44.06507111,53.47988129,6,1.003588,False,"[""51.91248703"", ""48.44079590"", ""44.61535645"", ""44.11328506"", ""45.40494537"", ""44.16658401"", ""43.90754700"", ""43.91908264"", ""44.32994843"", ""45.21847153"", ""44.58670807"", ""45.11455154"", ""44.37128448"", ""45.83361816"", ""44.06507111""]",1,TrendAELG,AELG,GenericAELG,trend_generic,8
activeG_fcast_r1,TrendAELG+GenericAELG_ld8,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,2,44,66.294197,0.995318,15.310571,2553.068115,nan,0.353167,0.253815,1180521,256,74.03,15,forecast,False,ReLU,MAX_EPOCHS,43.16902924,44.76851654,53.68318558,7,1.037052,False,"[""53.54997635"", ""49.23646927"", ""46.22096634"", ""44.87180328"", ""44.40466309"", ""43.93840027"", ""43.49386215"", ""43.16902924"", ""44.00962067"", ""44.05307388"", ""44.52976990"", ""43.93507385"", ""43.84056473"", ""44.11497879"", ""44.76851654""]",1,TrendAELG,AELG,GenericAELG,trend_generic,8
activeG_fcast_r1,TrendAELG+GenericAELG_ld16,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,0,42,65.513992,0.935965,13.117686,2054.322510,nan,0.338225,0.220016,1199049,256,74.21,15,forecast,False,ReLU,MAX_EPOCHS,43.40670395,44.44970322,53.33139801,7,1.024029,False,"[""52.81576538"", ""48.64250946"", ""45.84667587"", ""45.23732376"", ""43.59323883"", ""43.62482834"", ""43.97597504"", ""43.40670395"", ""44.24504852"", ""44.73442841"", ""44.16315460"", ""45.00936890"", ""44.60049438"", ""44.11106873"", ""44.44970322""]",1,TrendAELG,AELG,GenericAELG,trend_generic,16
activeG_fcast_r1,TrendAELG+GenericAELG_ld16,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,1,43,65.982018,0.979535,16.711996,2705.534668,nan,0.350315,0.230166,1199049,256,74.10,15,forecast,False,ReLU,MAX_EPOCHS,42.74984741,44.29707336,53.29230499,5,1.036193,False,"[""53.12961960"", ""47.74388504"", ""44.44427490"", ""44.88531494"", ""44.12989426"", ""42.74984741"", ""43.80658722"", ""43.74454498"", ""43.34761429"", ""43.33243561"", ""43.66076279"", ""44.13457489"", ""43.94267654"", ""43.74153519"", ""44.29707336""]",1,TrendAELG,AELG,GenericAELG,trend_generic,16
activeG_fcast_r1,TrendAELG+GenericAELG_ld16,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,2,44,64.997879,0.873513,13.191602,1753.692505,nan,0.321882,0.189142,1199049,256,74.23,15,forecast,False,ReLU,MAX_EPOCHS,43.09609985,43.30154800,53.11249924,13,1.004767,False,"[""50.16405487"", ""45.80194092"", ""43.94391632"", ""44.55860138"", ""45.03432083"", ""44.15044022"", ""43.64884949"", ""43.94456863"", ""43.23070526"", ""43.21591187"", ""43.51544189"", ""44.14262772"", ""43.66539383"", ""43.09609985"", ""43.30154800""]",1,TrendAELG,AELG,GenericAELG,trend_generic,16
activeG_fcast_r1,TrendAELG+GenericAELG_ld32,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,0,42,65.613258,1.020269,15.912017,2428.885010,nan,0.385741,0.330699,1236105,256,74.32,15,forecast,False,ReLU,MAX_EPOCHS,42.93833542,43.87119293,53.11616135,5,1.021726,False,"[""52.54086304"", ""47.77769089"", ""44.50817871"", ""44.04331589"", ""43.58331299"", ""42.93833542"", ""43.74448776"", ""43.38005447"", ""43.95724869"", ""44.02468491"", ""44.20886612"", ""43.63338852"", ""43.35919189"", ""43.67767715"", ""43.87119293""]",1,TrendAELG,AELG,GenericAELG,trend_generic,32
activeG_fcast_r1,TrendAELG+GenericAELG_ld32,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,1,43,67.184235,1.033274,15.905811,2284.900146,nan,0.388518,0.287454,1236105,256,74.07,15,forecast,False,ReLU,MAX_EPOCHS,43.27696609,43.74671555,53.10388184,5,1.010854,False,"[""51.69858551"", ""48.53583145"", ""45.00271225"", ""44.94409943"", ""45.11322784"", ""43.27696609"", ""43.79508591"", ""43.96038818"", ""43.73876190"", ""43.44722748"", ""44.72077942"", ""43.60406876"", ""43.86386490"", ""44.59069824"", ""43.74671555""]",1,TrendAELG,AELG,GenericAELG,trend_generic,32
activeG_fcast_r1,TrendAELG+GenericAELG_ld32,trend_generic,"['TrendAELG', 'GenericAELG']",Weather-96,144,96,192,6,1,True,2,44,65.652214,0.958004,14.464840,1950.903442,nan,0.371974,0.279997,1236105,256,74.11,15,forecast,False,ReLU,EARLY_STOPPED,42.65798187,43.97781372,53.33377838,4,1.030940,False,"[""52.49651337"", ""49.18805695"", ""44.63263321"", ""44.16294479"", ""42.65798187"", ""43.97998047"", ""43.00909805"", ""43.71252441"", ""43.35747528"", ""43.44749069"", ""44.44072342"", ""43.66445541"", ""43.41856766"", ""44.64385605"", ""43.97781372""]",1,TrendAELG,AELG,GenericAELG,trend_generic,32
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld8,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,0,42,66.301285,1.581626,27.369232,4595.742188,nan,0.481646,0.841822,1189737,256,74.45,15,forecast,False,ReLU,MAX_EPOCHS,45.92141342,46.60197067,58.27882767,12,1.014820,False,"[""79.62533569"", ""51.18407440"", ""55.15444946"", ""56.34746552"", ""50.90919113"", ""50.91483688"", ""49.77173996"", ""49.93293381"", ""48.38471985"", ""47.47332764"", ""48.00043869"", ""46.56491089"", ""45.92141342"", ""45.97040176"", ""46.60197067""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,8
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld8,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,1,43,67.070885,1.511251,35.751945,7372.706543,nan,0.485283,0.541626,1189737,256,74.37,15,forecast,False,ReLU,MAX_EPOCHS,45.91149902,45.91149902,61.37515259,14,1.000000,False,"[""83.06645966"", ""55.00738525"", ""51.35949707"", ""52.32660675"", ""50.85381699"", ""51.98572540"", ""50.86392593"", ""50.42363358"", ""49.14984131"", ""48.79753113"", ""47.62602615"", ""47.54994965"", ""46.58042908"", ""47.24694824"", ""45.91149902""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,8
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld8,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,2,44,67.967239,1.938060,27.094177,5006.712891,nan,0.575428,1.223963,1189737,256,74.50,15,forecast,False,ReLU,MAX_EPOCHS,46.94725800,46.94725800,59.41377640,14,1.000000,False,"[""86.71229553"", ""53.21326447"", ""54.25420380"", ""50.86764145"", ""51.43280792"", ""52.70100021"", ""51.24954987"", ""49.51922989"", ""49.18363571"", ""48.53470612"", ""49.36062241"", ""48.38923645"", ""47.13335800"", ""47.35760117"", ""46.94725800""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,8
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld16,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,0,42,64.307800,0.930677,22.436922,3275.766846,nan,0.346440,0.216850,1217481,256,74.44,15,forecast,False,ReLU,MAX_EPOCHS,46.22231293,46.22231293,59.32689285,14,1.000000,False,"[""100.77414703"", ""58.46170044"", ""58.62467194"", ""53.19353485"", ""51.99405670"", ""49.90367508"", ""50.11122131"", ""48.86106110"", ""49.06893921"", ""48.51350403"", ""47.88204956"", ""47.81395340"", ""47.18518829"", ""46.99249649"", ""46.22231293""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,16
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld16,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,1,43,67.106178,1.842591,24.607025,4470.138672,nan,0.553598,1.137328,1217481,256,74.61,15,forecast,False,ReLU,MAX_EPOCHS,46.12828064,46.12828064,58.98077011,14,1.000000,False,"[""104.90754700"", ""57.48350143"", ""52.72913742"", ""51.22502518"", ""49.20904160"", ""52.18832397"", ""51.15167618"", ""49.52075577"", ""49.92429352"", ""49.95471954"", ""48.37564087"", ""47.83638000"", ""47.77790833"", ""47.45202255"", ""46.12828064""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,16
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld16,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,2,44,66.659477,1.370129,25.062235,4038.002197,nan,0.440323,0.473042,1217481,256,74.61,15,forecast,False,ReLU,MAX_EPOCHS,46.38096237,46.38096237,58.47572708,14,1.000000,False,"[""107.78077698"", ""61.94658661"", ""56.63574219"", ""55.25389862"", ""52.05550385"", ""51.09094238"", ""51.52938843"", ""50.88264847"", ""49.92897797"", ""49.53873062"", ""48.25462723"", ""47.98666382"", ""47.93930817"", ""47.66016006"", ""46.38096237""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,16
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld32,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,0,42,63.794792,1.109058,34.671005,6808.760254,nan,0.400380,0.698561,1272969,256,74.61,15,forecast,False,ReLU,MAX_EPOCHS,53.93798828,53.93798828,60.96661377,14,1.000000,False,"[""107.81229401"", ""66.51713562"", ""71.09008789"", ""68.45140076"", ""63.52400970"", ""60.17878342"", ""61.29428864"", ""62.75237274"", ""61.89370728"", ""60.30007172"", ""57.27340698"", ""57.20232391"", ""57.61662674"", ""54.34983063"", ""53.93798828""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,32
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld32,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,1,43,66.461205,2.176986,46.406590,13111.828125,nan,0.662752,1.406568,1272969,256,74.51,15,forecast,False,ReLU,MAX_EPOCHS,50.79508972,51.75246048,60.44088745,11,1.018848,False,"[""111.32098389"", ""63.69664764"", ""53.21447754"", ""54.47291183"", ""52.52902985"", ""54.11680222"", ""54.33457565"", ""52.41047287"", ""52.22744751"", ""53.09160233"", ""52.86663818"", ""50.79508972"", ""52.59488678"", ""53.55231857"", ""51.75246048""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,32
activeG_fcast_r1,GenericVAE2+TrendVAE2_ld32,generic_trend,"['GenericVAE2', 'TrendVAE2']",Weather-96,144,96,192,6,1,True,2,44,65.218315,1.217226,35.461605,6847.598145,nan,0.439419,0.377346,1272969,256,74.60,15,forecast,False,ReLU,MAX_EPOCHS,53.53491211,53.96783447,62.13475418,12,1.008087,False,"[""118.02360535"", ""59.53684616"", ""64.54759216"", ""58.36101532"", ""57.73513794"", ""66.95500183"", ""61.07347488"", ""56.19686890"", ""56.88364410"", ""58.03087616"", ""55.19548416"", ""54.41746140"", ""53.53491211"", ""54.86588287"", ""53.96783447""]",1,TrendVAE2,VAE2,GenericVAE2,generic_trend,32
activeG_fcast_r1,GenericVAE+TrendVAE_ld8,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,0,42,67.583031,1.926155,29.484514,4619.236328,nan,0.632924,1.187777,1422825,256,74.68,15,forecast,False,ReLU,MAX_EPOCHS,47.52168274,49.48360443,58.65651703,13,1.041285,False,"[""71.60159302"", ""52.84505463"", ""53.25548172"", ""55.96853638"", ""51.90163422"", ""50.49994659"", ""50.49753189"", ""49.26527786"", ""49.77677917"", ""48.68042755"", ""50.15336227"", ""49.74050140"", ""47.81161118"", ""47.52168274"", ""49.48360443""]",1,TrendVAE,VAE,GenericVAE,generic_trend,8
activeG_fcast_r1,GenericVAE+TrendVAE_ld8,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,1,43,64.805214,1.406856,29.694941,5455.293457,nan,0.443057,0.629571,1422825,256,74.89,15,forecast,False,ReLU,MAX_EPOCHS,47.37668610,47.37668610,59.25289536,14,1.000000,False,"[""76.52638245"", ""65.06744385"", ""56.41589355"", ""52.62285614"", ""52.70449066"", ""50.90395355"", ""50.98368073"", ""50.16621780"", ""49.49172592"", ""48.52585220"", ""48.76460266"", ""48.64003754"", ""47.63356781"", ""48.02339172"", ""47.37668610""]",1,TrendVAE,VAE,GenericVAE,generic_trend,8
activeG_fcast_r1,GenericVAE+TrendVAE_ld8,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,2,44,69.513664,2.434358,28.678444,4750.023926,nan,0.826989,2.618996,1422825,256,74.89,15,forecast,False,ReLU,MAX_EPOCHS,48.44429779,50.47209167,61.30226135,11,1.041858,False,"[""82.86891937"", ""52.53243256"", ""54.22758865"", ""54.00797653"", ""54.24897003"", ""52.30075073"", ""51.82199860"", ""50.89797211"", ""51.87177277"", ""49.88509750"", ""49.39151382"", ""48.44429779"", ""49.55720139"", ""49.40691757"", ""50.47209167""]",1,TrendVAE,VAE,GenericVAE,generic_trend,8
activeG_fcast_r1,GenericVAE+TrendVAE_ld16,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,0,42,67.261299,1.973736,24.822601,4784.795410,nan,0.582991,1.500490,1436745,256,74.89,15,forecast,False,ReLU,MAX_EPOCHS,48.43205643,48.99294662,58.88104630,13,1.011581,False,"[""87.61736298"", ""53.12987518"", ""54.76937866"", ""53.77303314"", ""51.88490677"", ""52.53648758"", ""51.38050461"", ""50.95254898"", ""49.10897064"", ""49.19501877"", ""49.05771637"", ""48.79161453"", ""51.48668289"", ""48.43205643"", ""48.99294662""]",1,TrendVAE,VAE,GenericVAE,generic_trend,16
activeG_fcast_r1,GenericVAE+TrendVAE_ld16,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,1,43,68.526024,1.753099,24.324919,5145.674805,nan,0.534828,0.981452,1436745,256,74.56,15,forecast,False,ReLU,MAX_EPOCHS,47.47888565,47.47888565,58.56940079,14,1.000000,False,"[""85.78115082"", ""50.76165009"", ""53.45510864"", ""53.67286301"", ""51.13282013"", ""52.51012039"", ""49.82472229"", ""49.24837494"", ""48.81327057"", ""47.82606888"", ""48.43318176"", ""48.55656815"", ""48.40851212"", ""48.05531311"", ""47.47888565""]",1,TrendVAE,VAE,GenericVAE,generic_trend,16
activeG_fcast_r1,GenericVAE+TrendVAE_ld16,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,2,44,68.139206,1.909908,29.426525,5197.555664,nan,0.572683,1.153510,1436745,256,74.91,15,forecast,False,ReLU,MAX_EPOCHS,46.02138138,46.35376358,58.38857269,13,1.007222,False,"[""82.87864685"", ""51.63861847"", ""51.51631927"", ""55.00394821"", ""51.21910477"", ""50.66790009"", ""50.21374893"", ""49.01563644"", ""49.07860184"", ""49.49786758"", ""48.69708252"", ""46.49894333"", ""47.69427872"", ""46.02138138"", ""46.35376358""]",1,TrendVAE,VAE,GenericVAE,generic_trend,16
activeG_fcast_r1,GenericVAE+TrendVAE_ld32,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,0,42,65.747635,2.116886,34.022617,7222.483887,nan,0.591524,1.798739,1464585,256,74.91,15,forecast,False,ReLU,MAX_EPOCHS,48.71420288,51.18588638,60.36547089,13,1.050738,False,"[""84.35504150"", ""55.03220367"", ""55.71192551"", ""53.24834061"", ""55.48851776"", ""51.67670441"", ""51.61029053"", ""51.37342453"", ""50.82858276"", ""49.98255157"", ""50.11021423"", ""49.91665649"", ""50.19858932"", ""48.71420288"", ""51.18588638""]",1,TrendVAE,VAE,GenericVAE,generic_trend,32
activeG_fcast_r1,GenericVAE+TrendVAE_ld32,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,1,43,65.975586,2.331155,33.193649,5115.196289,nan,0.816250,2.600333,1464585,256,75.06,15,forecast,False,ReLU,MAX_EPOCHS,48.76629639,48.76629639,59.29969406,14,1.000000,False,"[""84.39244843"", ""56.00151443"", ""55.78878021"", ""54.65654373"", ""54.76115799"", ""54.34119797"", ""53.38644409"", ""59.70790863"", ""55.01493073"", ""52.40249634"", ""51.71949005"", ""51.20203400"", ""50.96113586"", ""49.19373703"", ""48.76629639""]",1,TrendVAE,VAE,GenericVAE,generic_trend,32
activeG_fcast_r1,GenericVAE+TrendVAE_ld32,generic_trend,"['GenericVAE', 'TrendVAE']",Weather-96,144,96,192,6,1,True,2,44,68.848457,3.083222,41.930321,7453.497559,nan,0.998937,3.609134,1464585,256,74.80,15,forecast,False,ReLU,MAX_EPOCHS,49.96551514,49.96551514,61.56111145,14,1.000000,False,"[""86.95670319"", ""67.30892944"", ""60.33732224"", ""54.82406616"", ""55.37560272"", ""57.66882324"", ""53.72565460"", ""51.38962936"", ""53.30070877"", ""54.34702682"", ""54.37310028"", ""50.15391541"", ""51.40204620"", ""50.65916061"", ""49.96551514""]",1,TrendVAE,VAE,GenericVAE,generic_trend,32
activeG_fcast_r1,GenericAELG+TrendAELG_ld8,generic_trend,"['GenericAELG', 'TrendAELG']",Weather-96,144,96,192,6,1,True,0,42,66.102051,1.092539,14.686166,1985.904663,nan,0.406998,0.355954,1180521,256,74.15,15,forecast,False,ReLU,MAX_EPOCHS,43.67034912,45.08429337,53.84376526,6,1.032378,False,"[""50.51718903"", ""45.72539139"", ""45.57667542"", ""44.77772903"", ""44.78429413"", ""44.94726181"", ""43.67034912"", ""44.25349808"", ""43.79935837"", ""44.56534576"", ""44.59852600"", ""44.50959396"", ""44.65635300"", ""45.35459900"", ""45.08429337""]",1,TrendAELG,AELG,GenericAELG,generic_trend,8
activeG_fcast_r1,GenericAELG+TrendAELG_ld8,generic_trend,"['GenericAELG', 'TrendAELG']",Weather-96,144,96,192,6,1,True,1,43,65.341148,0.928107,13.823464,2115.525146,nan,0.346666,0.227215,1180521,256,74.24,15,forecast,False,ReLU,MAX_EPOCHS,43.41044998,44.47849655,53.15613556,13,1.024603,False,"[""50.60553741"", ""47.68378830"", ""44.80440140"", ""44.86232376"", ""43.92037201"", ""43.75418472"", ""43.62744141"", ""44.20082092"", ""44.27469254"", ""44.65324402"", ""43.91008759"", ""43.73842621"", ""43.42051697"", ""43.41044998"", ""44.47849655""]",1,TrendAELG,AELG,GenericAELG,generic_trend,8
activeG_fcast_r1,GenericAELG+TrendAELG_ld8,generic_trend,"['GenericAELG', 'TrendAELG']",Weather-96,144,96,192,6,1,True,2,44,65.751617,0.949848,14.908823,2461.985107,nan,0.352491,0.241973,1180521,256,74.26,15,forecast,False,ReLU,MAX_EPOCHS,43.21676636,43.57667542,53.42236710,7,1.008328,False,"[""50.35349655"", ""46.88418961"", ""44.35163879"", ""44.35552979"", ""44.92114639"", ""44.14749527"", ""43.92544556"", ""43.21676636"", ""43.49277496"", ""43.50417709"", ""43.69953156"", ""43.31103134"", ""43.50251770"", ""43.99651718"", ""43.57667542""]",1,TrendAELG,AELG,GenericAELG,generic_trend,8
