experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,t_width,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,active_g_cfg,meta_predicted_best,meta_convergence_score
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.016525,1.013555,15.095524,2557.739746,nan,0.364679,0.241570,6163215,256,35.82,7,False,False,ReLU,MAX_EPOCHS,43.06927490,43.62619400,53.89680862,3,1.012931,False,"[""46.80894470"", ""45.03499603"", ""44.11772919"", ""43.06927490"", ""43.29766464"", ""43.24574280"", ""43.62619400""]",1,96,0,3,HaarWaveletV3,eq_fcast,False,43.069275,0.920108
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.800560,1.079198,16.342119,2734.803223,nan,0.411204,0.364329,6163215,256,37.55,7,False,False,ReLU,MAX_EPOCHS,44.03464890,45.39398956,53.81142044,4,1.030870,False,"[""48.51365280"", ""44.19334030"", ""44.64229965"", ""44.72917175"", ""44.03464890"", ""44.04821014"", ""45.39398956""]",1,96,0,3,HaarWaveletV3,eq_fcast,False,44.034649,0.907675
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.581818,0.910269,14.838826,2629.306885,nan,0.339975,0.204513,6163215,256,37.49,7,False,False,ReLU,MAX_EPOCHS,44.38146210,44.49091339,54.69078445,4,1.002466,False,"[""47.15068436"", ""44.47948074"", ""44.73664856"", ""44.58571243"", ""44.38146210"", ""45.34945297"", ""44.49091339""]",1,96,0,3,HaarWaveletV3,eq_fcast,False,44.381462,0.941269
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,68.342476,1.237536,17.327261,2281.892334,nan,0.492194,0.662961,6165785,256,38.28,7,False,False,ReLU,MAX_EPOCHS,43.57116318,43.93818665,54.90287399,5,1.008424,False,"[""48.71915054"", ""46.00629044"", ""43.59152603"", ""44.14966583"", ""45.56776428"", ""43.57116318"", ""43.93818665""]",1,96,0,5,HaarWaveletV3,eq_fcast,False,43.571163,0.894333
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.405197,1.020998,14.759251,2426.699219,nan,0.386890,0.266670,6165785,256,39.46,7,False,False,ReLU,MAX_EPOCHS,43.59650040,43.59650040,54.42156219,6,1.000000,False,"[""47.98879623"", ""46.38341522"", ""44.00477600"", ""43.88443375"", ""44.42612457"", ""43.64985275"", ""43.59650040""]",1,96,0,5,HaarWaveletV3,eq_fcast,False,43.649853,0.909584
wavelet_search_r1_baseline,Haar_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.911217,0.952177,14.432845,2370.970459,nan,0.350938,0.227558,6165785,256,39.18,7,False,False,ReLU,MAX_EPOCHS,43.43139648,45.04074860,54.62756729,4,1.037055,False,"[""47.27587509"", ""45.41595459"", ""45.16820526"", ""43.96489334"", ""43.43139648"", ""44.52512360"", ""45.04074860""]",1,96,0,5,HaarWaveletV3,eq_fcast,False,43.431396,0.918680
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.616646,1.023001,14.685357,2431.296387,nan,0.381572,0.279651,6152975,256,39.71,7,False,False,ReLU,MAX_EPOCHS,43.55807495,45.19747162,54.63723373,5,1.037637,False,"[""48.44094086"", ""45.75044250"", ""45.74102020"", ""44.44817734"", ""43.89331436"", ""43.55807495"", ""45.19747162""]",1,94,0,3,HaarWaveletV3,lt_fcast,False,43.558075,0.899200
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.418251,1.254455,15.118135,1909.275879,nan,0.429671,0.417264,6152975,256,38.10,7,False,False,ReLU,MAX_EPOCHS,43.74263763,43.92022705,54.88567352,2,1.004060,False,"[""46.86111450"", ""44.93525314"", ""43.74263763"", ""43.88203049"", ""44.07698059"", ""44.79072189"", ""43.92022705""]",1,94,0,3,HaarWaveletV3,lt_fcast,False,43.742638,0.933453
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.858086,0.968648,14.633011,2277.082031,nan,0.350982,0.228620,6152975,256,38.81,7,False,False,ReLU,MAX_EPOCHS,43.52339554,43.84436417,54.03908539,4,1.007375,False,"[""47.91141129"", ""45.77502823"", ""43.99974442"", ""44.49446869"", ""43.52339554"", ""44.56065369"", ""43.84436417""]",1,94,0,3,HaarWaveletV3,lt_fcast,False,43.523396,0.908414
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,64.800705,1.016764,16.273220,2312.512207,nan,0.379804,0.307343,6155545,256,38.36,7,False,False,ReLU,MAX_EPOCHS,44.00909424,44.66122055,54.35770035,2,1.014818,False,"[""47.70407104"", ""45.53630829"", ""44.00909424"", ""44.65272522"", ""44.18402100"", ""45.68840408"", ""44.66122055""]",1,94,0,5,HaarWaveletV3,lt_fcast,False,44.009094,0.922544
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,67.476967,1.249815,15.698403,2361.403564,nan,0.454594,0.457552,6155545,256,38.88,7,False,False,ReLU,MAX_EPOCHS,43.54932785,43.97014999,54.25597000,3,1.009663,False,"[""47.64228439"", ""44.80712509"", ""45.65091705"", ""43.54932785"", ""44.41098785"", ""43.92357254"", ""43.97014999""]",1,94,0,5,HaarWaveletV3,lt_fcast,False,43.549328,0.914090
wavelet_search_r1_baseline,Haar_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.547188,1.102327,14.353967,2026.899658,nan,0.412845,0.350847,6155545,256,38.21,7,False,False,ReLU,MAX_EPOCHS,43.13211441,43.13211441,54.71215057,6,1.000000,False,"[""47.48723602"", ""46.54356384"", ""45.49094772"", ""44.42045212"", ""44.61237335"", ""45.32775116"", ""43.13211441""]",1,94,0,5,HaarWaveletV3,lt_fcast,False,44.420452,0.935419
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.373734,0.955331,14.025333,2295.296875,nan,0.347406,0.220097,6408975,256,39.05,7,False,False,ReLU,MAX_EPOCHS,43.18778610,44.00305939,54.09007263,5,1.018877,False,"[""47.29212952"", ""44.55143738"", ""44.10155487"", ""44.45421219"", ""43.19810486"", ""43.18778610"", ""44.00305939""]",1,192,0,3,HaarWaveletV3,eq_bcast,False,43.187786,0.913213
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,65.740417,1.449160,16.149693,1758.504517,nan,0.470228,0.726156,6408975,256,39.16,7,False,False,ReLU,MAX_EPOCHS,42.82787323,44.32690811,54.36516571,1,1.035001,False,"[""47.07206345"", ""42.82787323"", ""43.32147217"", ""42.83372879"", ""43.94844055"", ""44.53925705"", ""44.32690811""]",1,192,0,3,HaarWaveletV3,eq_bcast,False,42.827873,0.909836
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.866669,1.766445,19.451826,2992.503906,nan,0.656573,1.478979,6408975,256,40.13,7,False,False,ReLU,MAX_EPOCHS,43.98136139,45.26735687,54.24878693,1,1.029240,False,"[""49.62649536"", ""43.98136139"", ""45.64738083"", ""44.62530136"", ""44.64453888"", ""44.01188660"", ""45.26735687""]",1,192,0,3,HaarWaveletV3,eq_bcast,False,43.981361,0.886248
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.418663,1.109227,16.614538,2420.401367,nan,0.415439,0.329849,6411545,256,41.17,7,False,False,ReLU,MAX_EPOCHS,43.69688416,47.84699249,54.87435913,2,1.094975,False,"[""47.44775772"", ""45.60008621"", ""43.69688416"", ""44.45276642"", ""43.91875839"", ""44.76630783"", ""47.84699249""]",1,192,0,5,HaarWaveletV3,eq_bcast,False,43.696884,0.920947
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.098610,1.028139,14.527668,2295.885986,nan,0.368432,0.291897,6411545,256,41.63,7,False,False,ReLU,MAX_EPOCHS,42.74408340,45.79174423,55.27035522,2,1.071300,False,"[""48.25896835"", ""44.61402512"", ""42.74408340"", ""43.07630539"", ""43.50355148"", ""44.85395432"", ""45.79174423""]",1,192,0,5,HaarWaveletV3,eq_bcast,False,42.744083,0.885723
wavelet_search_r1_baseline,Haar_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'HaarWaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.617950,1.060962,14.327222,2403.993652,nan,0.402629,0.313582,6411545,256,41.29,7,False,False,ReLU,MAX_EPOCHS,43.79654312,44.23979950,54.44911194,5,1.010121,False,"[""49.31271744"", ""46.53313446"", ""45.99632645"", ""45.35518265"", ""44.06147385"", ""43.79654312"", ""44.23979950""]",1,192,0,5,HaarWaveletV3,eq_bcast,False,43.796543,0.888139
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.555145,1.080667,15.172958,2474.007812,nan,0.400870,0.313035,6163215,256,41.76,7,False,False,ReLU,MAX_EPOCHS,43.36262131,44.93548584,54.72159576,5,1.036272,False,"[""46.92331314"", ""44.80170822"", ""44.08384323"", ""44.23199463"", ""44.78623581"", ""43.36262131"", ""44.93548584""]",1,96,0,3,DB2WaveletV3,eq_fcast,False,43.362621,0.924117
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.535133,0.904960,16.167421,2618.755127,nan,0.338285,0.198990,6163215,256,42.28,7,False,False,ReLU,MAX_EPOCHS,42.89081192,44.20897293,53.58367538,3,1.030733,False,"[""48.41261292"", ""44.38406754"", ""43.38994980"", ""42.89081192"", ""43.81369781"", ""42.96329117"", ""44.20897293""]",1,96,0,3,DB2WaveletV3,eq_fcast,False,42.890812,0.885943
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.654228,1.005332,14.532024,2375.302490,nan,0.366861,0.243694,6163215,256,41.78,7,False,False,ReLU,MAX_EPOCHS,43.12080765,44.09973145,53.60389328,4,1.022702,False,"[""47.60929489"", ""44.84441757"", ""43.39570236"", ""43.73198700"", ""43.12080765"", ""44.15087891"", ""44.09973145""]",1,96,0,3,DB2WaveletV3,eq_fcast,False,43.120808,0.905722
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.175133,1.162463,14.900050,2324.485352,nan,0.417464,0.352617,6165785,256,41.88,7,False,False,ReLU,MAX_EPOCHS,44.10552216,45.42408752,55.64355850,5,1.029896,False,"[""50.65351105"", ""45.84244919"", ""44.37542343"", ""45.52946854"", ""45.21431732"", ""44.10552216"", ""45.42408752""]",1,96,0,5,DB2WaveletV3,eq_fcast,False,44.105522,0.870730
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,68.045898,1.225640,17.470179,3066.270996,nan,0.462451,0.473418,6165785,256,41.81,7,False,False,ReLU,MAX_EPOCHS,42.86893463,43.78606796,54.01675797,4,1.021394,False,"[""47.78093338"", ""45.31977463"", ""46.17226028"", ""45.40802002"", ""42.86893463"", ""43.55049896"", ""43.78606796""]",1,96,0,5,DB2WaveletV3,eq_fcast,False,42.868935,0.897198
wavelet_search_r1_baseline,DB2_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.144547,0.981403,13.675313,2014.162842,nan,0.374499,0.261837,6165785,256,42.17,7,False,False,ReLU,MAX_EPOCHS,43.83797455,43.83797455,54.60335541,6,1.000000,False,"[""47.69262695"", ""47.12858582"", ""45.77428818"", ""44.51776886"", ""44.33440781"", ""43.86075592"", ""43.83797455""]",1,96,0,5,DB2WaveletV3,eq_fcast,False,43.860756,0.919655
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.648689,0.922296,15.264573,2291.149902,nan,0.338613,0.202268,6152975,256,42.69,7,False,False,ReLU,MAX_EPOCHS,43.74991226,43.74991226,54.26686859,6,1.000000,False,"[""48.52488327"", ""45.00027466"", ""44.30584717"", ""45.42639160"", ""44.26167297"", ""43.85372543"", ""43.74991226""]",1,94,0,3,DB2WaveletV3,lt_fcast,False,43.853725,0.903737
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.628525,1.250384,14.534627,2354.770996,nan,0.419888,0.405382,6152975,256,42.26,7,False,False,ReLU,MAX_EPOCHS,43.38423157,44.57599258,55.14303589,3,1.027470,False,"[""46.20732880"", ""44.98618698"", ""43.49367523"", ""43.38423157"", ""44.57716370"", ""43.77867508"", ""44.57599258""]",1,94,0,3,DB2WaveletV3,lt_fcast,False,43.384232,0.938904
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.920593,1.106134,16.614738,2754.754639,nan,0.410508,0.310696,6152975,256,42.79,7,False,False,ReLU,MAX_EPOCHS,43.44670105,44.19708633,54.34433365,3,1.017271,False,"[""48.54298401"", ""44.97327423"", ""44.83521652"", ""43.44670105"", ""43.77109528"", ""44.47942352"", ""44.19708633""]",1,94,0,3,DB2WaveletV3,lt_fcast,False,43.446701,0.895015
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.672798,1.098012,15.653176,2191.877686,nan,0.410945,0.358583,6155545,256,41.18,7,False,False,ReLU,MAX_EPOCHS,43.53071976,43.85002136,54.50832367,4,1.007335,False,"[""48.30227661"", ""45.70102310"", ""45.13640976"", ""44.62802505"", ""43.53071976"", ""43.83951569"", ""43.85002136""]",1,94,0,5,DB2WaveletV3,lt_fcast,False,43.530720,0.901215
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.758720,1.097835,14.568891,1948.930786,nan,0.415579,0.356268,6155545,256,41.72,7,False,False,ReLU,MAX_EPOCHS,42.51532745,43.64160919,54.35229111,3,1.026491,False,"[""48.92013550"", ""44.02567291"", ""46.05824280"", ""42.51532745"", ""43.02124405"", ""43.85098648"", ""43.64160919""]",1,94,0,5,DB2WaveletV3,lt_fcast,False,42.515327,0.869076
wavelet_search_r1_baseline,DB2_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.515144,1.004242,13.877366,2330.092773,nan,0.379802,0.267828,6155545,256,41.74,7,False,False,ReLU,MAX_EPOCHS,42.91739655,44.76284409,55.20721054,3,1.043000,False,"[""48.28195953"", ""46.64566803"", ""45.04287338"", ""42.91739655"", ""45.06444168"", ""44.18431091"", ""44.76284409""]",1,94,0,5,DB2WaveletV3,lt_fcast,False,42.917397,0.888891
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.704155,0.941611,15.130337,2556.249023,nan,0.351229,0.220530,6408975,256,41.72,7,False,False,ReLU,MAX_EPOCHS,43.30606842,44.13928986,53.87430191,4,1.019240,False,"[""47.83515167"", ""45.03468704"", ""44.36819458"", ""43.40707397"", ""43.30606842"", ""44.82357788"", ""44.13928986""]",1,192,0,3,DB2WaveletV3,eq_bcast,False,43.306068,0.905319
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.834854,1.095625,14.622778,2464.413086,nan,0.388358,0.290489,6408975,256,41.48,7,False,False,ReLU,MAX_EPOCHS,43.96504593,44.56245041,54.41152573,3,1.013588,False,"[""47.07378006"", ""45.92276382"", ""44.41698456"", ""43.96504593"", ""44.73641205"", ""44.14918137"", ""44.56245041""]",1,192,0,3,DB2WaveletV3,eq_bcast,False,43.965046,0.933960
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,66.861115,1.053812,15.047409,2482.216309,nan,0.376946,0.274526,6408975,256,42.17,7,False,False,ReLU,MAX_EPOCHS,43.44631577,45.07403564,54.35511398,4,1.037465,False,"[""49.07243729"", ""44.76141357"", ""44.10862350"", ""44.03333282"", ""43.44631577"", ""44.75706100"", ""45.07403564""]",1,192,0,3,DB2WaveletV3,eq_bcast,False,43.446316,0.885351
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,67.523697,1.038492,14.790263,2383.074951,nan,0.379047,0.250953,6411545,256,42.20,7,False,False,ReLU,MAX_EPOCHS,43.47233582,43.47233582,54.07909012,6,1.000000,False,"[""48.03096771"", ""46.29828262"", ""45.12622452"", ""45.48280334"", ""44.55883789"", ""43.52676010"", ""43.47233582""]",1,192,0,5,DB2WaveletV3,eq_bcast,False,43.526760,0.906223
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,67.527542,1.282779,16.488855,2742.268311,nan,0.512848,0.783003,6411545,256,42.06,7,False,False,ReLU,MAX_EPOCHS,43.42890167,44.85845947,54.44536209,4,1.032917,False,"[""47.54092026"", ""44.62065125"", ""43.63879013"", ""43.53293991"", ""43.42890167"", ""43.60786819"", ""44.85845947""]",1,192,0,5,DB2WaveletV3,eq_bcast,False,43.428902,0.913506
wavelet_search_r1_baseline,DB2_bd192_eq_bcast_ttd5,wavelet_search_round1,"['Trend', 'DB2WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.664116,1.093272,15.736189,2281.474365,nan,0.432667,0.468402,6411545,256,41.67,7,False,False,ReLU,MAX_EPOCHS,43.89376831,43.89376831,54.73682785,6,1.000000,False,"[""49.42414474"", ""48.84596252"", ""44.98398972"", ""46.20360565"", ""44.84257889"", ""44.68494797"", ""43.89376831""]",1,192,0,5,DB2WaveletV3,eq_bcast,False,44.684948,0.904112
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.737541,1.001345,16.604372,2870.202637,nan,0.362787,0.236286,6163215,256,42.02,7,False,False,ReLU,MAX_EPOCHS,42.76288605,43.85952759,54.13131714,3,1.025645,False,"[""47.78608704"", ""46.01581573"", ""45.85803604"", ""42.76288605"", ""43.38349152"", ""43.60071182"", ""43.85952759""]",1,96,0,3,DB3WaveletV3,eq_fcast,False,42.762886,0.894882
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,65.080208,0.908967,15.847531,2503.203125,nan,0.329558,0.201651,6163215,256,41.52,7,False,False,ReLU,MAX_EPOCHS,43.71766663,43.85107422,53.65959930,2,1.003052,False,"[""47.60088730"", ""44.70064163"", ""43.71766663"", ""44.45951462"", ""45.28886795"", ""43.73767853"", ""43.85107422""]",1,96,0,3,DB3WaveletV3,eq_fcast,False,43.717667,0.918421
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.933022,1.195895,16.125187,2302.398926,nan,0.409737,0.378873,6163215,256,42.08,7,False,False,ReLU,MAX_EPOCHS,42.51219559,44.23571014,54.28900909,2,1.040542,False,"[""47.01687241"", ""45.20414352"", ""42.51219559"", ""42.78553772"", ""45.14537048"", ""43.01478195"", ""44.23571014""]",1,96,0,3,DB3WaveletV3,eq_fcast,False,42.512196,0.904190
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.533638,1.270548,18.247932,2635.845459,nan,0.456352,0.448290,6165785,256,41.54,7,False,False,ReLU,MAX_EPOCHS,43.70666122,43.74980545,54.29271317,3,1.000987,False,"[""49.62340927"", ""46.62225723"", ""44.58417511"", ""43.70666122"", ""44.62863922"", ""44.22986984"", ""43.74980545""]",1,96,0,5,DB3WaveletV3,eq_fcast,False,43.706661,0.880767
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.751312,1.165437,17.101147,2934.584229,nan,0.418743,0.371378,6165785,256,42.13,7,False,False,ReLU,MAX_EPOCHS,43.19215012,44.68352890,55.17544556,2,1.034529,False,"[""48.48832703"", ""45.93670654"", ""43.19215012"", ""44.68883133"", ""43.61900711"", ""44.48735809"", ""44.68352890""]",1,96,0,5,DB3WaveletV3,eq_fcast,False,43.192150,0.890774
wavelet_search_r1_baseline,DB3_bd96_eq_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.363098,1.157376,14.380292,2063.372803,nan,0.419574,0.421548,6165785,256,41.74,7,False,False,ReLU,MAX_EPOCHS,43.35494614,44.86759186,55.09289932,3,1.034890,False,"[""47.31189728"", ""46.61172867"", ""45.31729507"", ""43.35494614"", ""44.17513275"", ""44.43783188"", ""44.86759186""]",1,96,0,5,DB3WaveletV3,eq_fcast,False,43.354946,0.916365
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.948853,0.966272,15.023940,2751.409912,nan,0.354548,0.233888,6152975,256,41.80,7,False,False,ReLU,MAX_EPOCHS,43.33401871,44.15773392,54.48830795,3,1.019009,False,"[""48.82637405"", ""44.17987061"", ""44.04251862"", ""43.33401871"", ""44.39128876"", ""44.02122498"", ""44.15773392""]",1,94,0,3,DB3WaveletV3,lt_fcast,False,43.334019,0.887513
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,66.391739,1.210009,14.154744,2091.918213,nan,0.416054,0.372817,6152975,256,41.65,7,False,False,ReLU,MAX_EPOCHS,43.07247543,45.55007935,54.81693268,2,1.057522,False,"[""46.39116669"", ""45.01183701"", ""43.07247543"", ""44.59111404"", ""44.43938828"", ""44.79003143"", ""45.55007935""]",1,94,0,3,DB3WaveletV3,lt_fcast,False,43.072475,0.928463
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,67.689392,1.629148,17.347408,2373.903320,nan,0.622023,1.129835,6152975,256,41.89,7,False,False,ReLU,MAX_EPOCHS,43.13085556,43.28151321,54.84283447,2,1.003493,False,"[""48.32604980"", ""44.43785477"", ""43.13085556"", ""44.58526230"", ""43.75027466"", ""44.20269012"", ""43.28151321""]",1,94,0,3,DB3WaveletV3,lt_fcast,False,43.130856,0.892497
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,66.705551,1.186442,16.168608,2585.034668,nan,0.448724,0.470251,6155545,256,42.14,7,False,False,ReLU,MAX_EPOCHS,43.11628723,43.11628723,53.87669754,6,1.000000,False,"[""47.22024155"", ""45.63776779"", ""45.23133469"", ""45.63678360"", ""44.71818161"", ""45.35009384"", ""43.11628723""]",1,94,0,5,DB3WaveletV3,lt_fcast,False,44.718182,0.947013
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,1,43,67.479530,1.446606,15.640839,2265.209961,nan,0.536800,0.741850,6155545,256,42.43,7,False,False,ReLU,MAX_EPOCHS,43.91887283,44.08533859,54.41836166,4,1.003790,False,"[""48.74977875"", ""46.31302261"", ""45.53595352"", ""44.94892502"", ""43.91887283"", ""44.20424271"", ""44.08533859""]",1,94,0,5,DB3WaveletV3,lt_fcast,False,43.918873,0.900904
wavelet_search_r1_baseline,DB3_bd94_lt_fcast_ttd5,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,2,44,65.244385,1.034025,15.954021,2357.073242,nan,0.365674,0.262368,6155545,256,41.89,7,False,False,ReLU,MAX_EPOCHS,43.43673706,43.85776138,54.86208344,2,1.009693,False,"[""47.88690948"", ""45.03330994"", ""43.43673706"", ""46.82549667"", ""46.21807480"", ""44.16580963"", ""43.85776138""]",1,94,0,5,DB3WaveletV3,lt_fcast,False,43.436737,0.907069
wavelet_search_r1_baseline,DB3_bd192_eq_bcast_ttd3,wavelet_search_round1,"['Trend', 'DB3WaveletV3']",Weather-96,144,96,192,10,1,True,0,42,65.758858,1.109756,17.487059,2625.453857,nan,0.385879,0.310750,6408975,256,42.44,7,False,False,ReLU,MAX_EPOCHS,43.72812653,43.92709351,54.26644516,1,1.004550,False,"[""48.04948425"", ""43.72812653"", ""43.81914139"", ""43.93577957"", ""44.56401062"", ""44.84058762"", ""43.92709351""]",1,192,0,3,DB3WaveletV3,eq_bcast,False,43.728127,0.910064
