model_type,config_name,dataset,horizon,backcast_length,n_stacks,n_blocks_per_stack,run,seed,mse,mae,denorm_mse,denorm_mae,smape,n_params,training_time_seconds,epochs_trained,stopping_reason,best_val_loss,loss_function,active_g,normalize,train_ratio,val_ratio,include_target,stack_types,n_pools_kernel_size,n_freq_downsample
NHiTSNet,Pool-2x2x1_Freq-168x24x1,weather,720,3600,3,1,0,1,0.400014,0.40597,7828.762207,26.830633,93.783272,10124288,1028.76,38,EARLY_STOPPED,0.78759366,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[168, 24, 1]"
NHiTSNet,Pool-2x2x1_Freq-168x24x1,weather,720,3600,3,1,1,2,0.437761,0.412775,7811.288574,27.151342,96.060852,10124288,817.18,30,EARLY_STOPPED,0.77641565,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[168, 24, 1]"
NHiTSNet,Pool-2x2x1_Freq-24x12x1,weather,720,3600,3,1,0,1,0.399015,0.403583,8247.648438,26.661564,94.064156,10152960,1479.47,54,EARLY_STOPPED,0.75853664,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[24, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-24x12x1,weather,720,3600,3,1,1,2,0.412709,0.411795,7810.401367,26.96011,95.620667,10152960,2149.49,79,EARLY_STOPPED,0.78308618,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[24, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-1x1x1,weather,720,3600,3,1,0,1,0.459442,0.420615,16556.214844,29.117867,97.915222,10844160,1076.49,40,EARLY_STOPPED,0.79488611,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[1, 1, 1]"
NHiTSNet,Pool-2x2x1_Freq-1x1x1,weather,720,3600,3,1,1,2,0.406047,0.41114,7848.164062,27.469851,95.600754,10844160,634.04,28,EARLY_STOPPED,0.78503072,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[1, 1, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,96,480,3,1,0,1,0.1766,0.230796,2226.602783,14.518652,66.217804,3156992,585.06,26,EARLY_STOPPED,0.42536536,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,96,480,3,1,1,2,0.177658,0.231404,2123.546875,14.287148,67.952965,3156992,559.65,26,EARLY_STOPPED,0.41961607,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,96,480,3,1,0,1,0.183803,0.237262,2269.582275,14.772442,65.238663,3279872,547.64,26,EARLY_STOPPED,0.44315314,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,96,480,3,1,1,2,0.178355,0.237651,2233.883545,15.060531,69.486359,3279872,548.28,26,EARLY_STOPPED,0.42860189,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,96,480,3,1,0,1,0.178324,0.231278,2105.909424,14.255959,65.126503,3402752,551.31,26,EARLY_STOPPED,0.42404997,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,96,480,3,1,1,2,0.178549,0.233708,2168.703857,14.435509,65.27626,3402752,551.73,26,EARLY_STOPPED,0.43010893,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,96,480,3,1,0,1,0.176895,0.234218,2167.542725,14.406639,65.064133,3003392,550.55,26,EARLY_STOPPED,0.42981541,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,96,480,3,1,1,2,0.188182,0.243541,2247.297363,14.792087,67.693077,3003392,573.07,27,EARLY_STOPPED,0.44863126,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,96,480,3,1,0,1,0.183899,0.239061,2354.696777,15.391581,66.400238,3154944,560.68,26,EARLY_STOPPED,0.44093564,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,96,480,3,1,1,2,0.177555,0.237641,2227.683105,15.307358,69.323036,3154944,567.96,26,EARLY_STOPPED,0.42724159,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,96,480,3,1,0,1,0.178275,0.228344,2257.098633,14.445908,62.802685,3277824,551.03,26,EARLY_STOPPED,0.4310405,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,96,480,3,1,1,2,0.182673,0.235982,2307.564697,14.7816,66.464218,3277824,550.16,26,EARLY_STOPPED,0.44345063,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,96,480,3,1,0,1,0.177153,0.230238,2115.653809,14.200679,63.586056,3400704,550.8,26,EARLY_STOPPED,0.44158837,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,96,480,3,1,1,2,0.176229,0.228564,2196.776123,14.556758,64.260857,3400704,550.78,26,EARLY_STOPPED,0.42756161,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,96,480,3,1,0,1,0.179315,0.234243,2160.239258,14.447543,64.892349,3001344,551.41,26,EARLY_STOPPED,0.43336812,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,96,480,3,1,1,2,0.178034,0.236298,2240.818604,15.293844,68.754852,3001344,551.68,26,EARLY_STOPPED,0.4323982,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,96,480,3,1,0,1,0.176009,0.229483,2131.604736,13.949302,63.427197,3153408,561.41,26,EARLY_STOPPED,0.42594901,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,96,480,3,1,1,2,0.181508,0.240522,2222.525635,14.929024,69.389526,3153408,560.59,26,EARLY_STOPPED,0.4347204,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,96,480,3,1,0,1,0.176468,0.232702,2312.171631,14.90473,66.340385,3276288,551.85,26,EARLY_STOPPED,0.42714271,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,96,480,3,1,1,2,0.177365,0.233139,2415.092529,15.06167,66.58297,3276288,551.13,26,EARLY_STOPPED,0.43151948,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,96,480,3,1,0,1,0.179814,0.235508,2157.823486,14.569818,66.083733,3399168,551.76,26,EARLY_STOPPED,0.43466714,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,96,480,3,1,1,2,0.176789,0.231247,2140.540039,14.556134,66.804977,3399168,552.32,26,EARLY_STOPPED,0.43290287,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,96,480,3,1,0,1,0.177041,0.235705,2235.904297,14.942357,67.293373,2999808,551.19,26,EARLY_STOPPED,0.43335816,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,96,480,3,1,1,2,0.181417,0.24122,2524.366699,16.043684,72.346565,2999808,552.77,26,EARLY_STOPPED,0.44138533,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,192,960,3,1,0,1,0.284091,0.322227,3789.134277,17.442493,80.237671,3948544,624.31,29,EARLY_STOPPED,0.55879271,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,192,960,3,1,1,2,0.272217,0.314439,3805.378418,17.320629,79.36277,3948544,580.91,27,EARLY_STOPPED,0.56479454,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,192,960,3,1,0,1,0.272455,0.311161,4134.11084,17.407776,76.32592,4194304,635.72,30,EARLY_STOPPED,0.55571425,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,192,960,3,1,1,2,0.270447,0.313351,3696.936035,17.328291,78.808128,4194304,551.09,26,EARLY_STOPPED,0.5529868,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,192,960,3,1,0,1,0.280882,0.323872,4013.933594,18.282539,83.054665,4440064,549.84,26,EARLY_STOPPED,0.54640961,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,192,960,3,1,1,2,0.269114,0.310685,4053.287109,17.846481,78.820618,4440064,551.54,26,EARLY_STOPPED,0.56015325,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,192,960,3,1,0,1,0.27738,0.306773,3758.497314,16.523544,73.547096,3641344,1100.2,52,EARLY_STOPPED,0.54736447,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,192,960,3,1,1,2,0.283957,0.309013,3556.391113,16.55538,73.904106,3641344,995.48,47,EARLY_STOPPED,0.55185395,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,192,960,3,1,0,1,0.28445,0.315239,4039.390381,17.210798,76.431992,3944448,1122.89,52,EARLY_STOPPED,0.55635977,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,192,960,3,1,1,2,0.276313,0.314115,3976.133789,17.836163,80.046753,3944448,562.19,26,EARLY_STOPPED,0.55835807,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,192,960,3,1,0,1,0.275505,0.31412,4256.514648,17.890446,76.782539,4190208,612.72,29,EARLY_STOPPED,0.5571714,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,192,960,3,1,1,2,0.27229,0.314084,4083.765137,17.915241,77.958527,4190208,550.59,26,EARLY_STOPPED,0.5469631,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,192,960,3,1,0,1,0.278254,0.321501,3946.668213,18.249453,79.428146,4435968,551.91,26,EARLY_STOPPED,0.56017977,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,192,960,3,1,1,2,0.267053,0.308398,4123.932617,17.635843,77.786598,4435968,552.34,26,EARLY_STOPPED,0.55214953,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,192,960,3,1,0,1,0.288676,0.311771,3963.422363,16.758469,74.827682,3637248,1482.04,70,EARLY_STOPPED,0.54828048,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,192,960,3,1,1,2,0.279704,0.311567,3971.766113,16.916674,74.790192,3637248,955.18,45,EARLY_STOPPED,0.54293936,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,192,960,3,1,0,1,0.287011,0.313448,3839.878662,17.007814,75.493683,3941376,1419.13,66,EARLY_STOPPED,0.55142522,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,192,960,3,1,1,2,0.269964,0.313519,3627.333496,17.531265,80.819283,3941376,563.22,26,EARLY_STOPPED,0.54948884,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,192,960,3,1,0,1,0.271775,0.314315,3780.847168,17.176655,78.54081,4187136,549.01,26,EARLY_STOPPED,0.56039834,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,192,960,3,1,1,2,0.269712,0.314442,4320.362793,18.622984,80.416443,4187136,550.39,26,EARLY_STOPPED,0.55641335,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,192,960,3,1,0,1,0.272449,0.313889,4071.189209,18.247684,80.534607,4432896,549.16,26,EARLY_STOPPED,0.54343998,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,192,960,3,1,1,2,0.272993,0.316023,4063.490967,18.30715,81.473091,4432896,550.9,26,EARLY_STOPPED,0.55535591,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,192,960,3,1,0,1,0.277101,0.313976,4021.23877,17.081518,76.443848,3634176,783.24,37,EARLY_STOPPED,0.55839515,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,192,960,3,1,1,2,0.269168,0.31339,3853.692627,17.751051,79.158058,3634176,548.22,26,EARLY_STOPPED,0.55315191,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,336,1680,3,1,0,1,0.329536,0.356549,5108.533691,20.494328,85.319283,5135872,593.2,28,EARLY_STOPPED,0.5022763,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,336,1680,3,1,1,2,0.337466,0.362,5059.503906,20.730444,85.681465,5135872,570.8,27,EARLY_STOPPED,0.49801761,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,336,1680,3,1,0,1,0.377222,0.356736,6715.324707,20.487522,82.987442,5565952,644.64,31,EARLY_STOPPED,0.49511555,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,336,1680,3,1,1,2,0.334211,0.355517,5800.458984,20.325932,84.05555,5565952,686.48,33,EARLY_STOPPED,0.50204372,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,336,1680,3,1,0,1,0.334928,0.360618,5298.914551,20.642054,85.107582,5996032,563.27,27,EARLY_STOPPED,0.49269253,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,336,1680,3,1,1,2,0.322115,0.350058,4948.087402,20.439419,85.652283,5996032,560.94,27,EARLY_STOPPED,0.49257016,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,336,1680,3,1,0,1,0.327853,0.349746,5650.316895,20.01104,82.847191,4598272,689.14,33,EARLY_STOPPED,0.50089067,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,336,1680,3,1,1,2,0.320348,0.347611,4820.213867,19.343496,82.505188,4598272,648.43,31,EARLY_STOPPED,0.4904536,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,336,1680,3,1,0,1,0.331322,0.355395,5487.150391,20.738052,83.859909,5129216,594.34,28,EARLY_STOPPED,0.50156528,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,336,1680,3,1,1,2,0.33237,0.355725,5646.57959,20.941566,83.824692,5129216,594.36,28,EARLY_STOPPED,0.49656719,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,336,1680,3,1,0,1,0.350046,0.362577,6961.547363,20.963144,84.487297,5559296,689.81,33,EARLY_STOPPED,0.50492406,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,336,1680,3,1,1,2,0.331042,0.359535,4971.127441,20.418846,84.353424,5559296,630.68,30,EARLY_STOPPED,0.50256902,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,336,1680,3,1,0,1,0.328034,0.35768,5006.891602,20.725142,86.833336,5989376,541.96,26,EARLY_STOPPED,0.49740732,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,336,1680,3,1,1,2,0.330196,0.357119,5485.524902,20.861813,84.357063,5989376,919.6,44,EARLY_STOPPED,0.4993417,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,336,1680,3,1,0,1,0.324285,0.353777,4633.319336,19.665743,84.116188,4591616,608.12,29,EARLY_STOPPED,0.50179684,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,336,1680,3,1,1,2,0.344893,0.356759,7212.943848,19.983982,83.245407,4591616,1025.98,49,EARLY_STOPPED,0.49270728,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,336,1680,3,1,0,1,0.336245,0.364058,5343.125,21.257174,85.942169,5123584,597.4,28,EARLY_STOPPED,0.50650227,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,336,1680,3,1,1,2,0.333776,0.357586,5461.916504,20.622362,84.114174,5123584,639.47,30,EARLY_STOPPED,0.50624591,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,336,1680,3,1,0,1,0.327827,0.357341,5087.34668,20.801012,85.875313,5553664,554.99,26,EARLY_STOPPED,0.50213516,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-4x2x1_Freq-144x36x1,weather,336,1680,3,1,1,2,0.327655,0.359256,5407.370117,21.538349,86.600113,5553664,578.8,26,EARLY_STOPPED,0.49595565,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,336,1680,3,1,0,1,0.323154,0.354976,4945.51416,20.577547,85.683311,5983744,872.38,28,EARLY_STOPPED,0.48801911,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x1_Freq-144x36x1,weather,336,1680,3,1,1,2,0.329615,0.356779,5189.338379,20.725296,84.617218,5983744,871.5,28,EARLY_STOPPED,0.50026834,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,336,1680,3,1,0,1,0.331051,0.362905,5028.916992,20.564926,86.440056,4585984,877.65,28,EARLY_STOPPED,0.49086764,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-16x8x1_Freq-144x36x1,weather,336,1680,3,1,1,2,0.346146,0.358658,5713.206543,19.53108,83.10202,4585984,2330.59,80,EARLY_STOPPED,0.49144453,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[144, 36, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,720,3600,3,1,1,2,0.414131,0.416551,7935.119629,27.74873,97.671982,8302080,828.7,29,EARLY_STOPPED,0.79492831,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-48x12x1,weather,720,3600,3,1,0,1,0.424242,0.426788,8363.737305,28.308964,100.565269,8302080,1027.02,36,EARLY_STOPPED,0.77443635,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,720,3600,3,1,0,1,0.406512,0.411195,7620.23877,27.082661,96.732765,9223680,739.35,26,EARLY_STOPPED,0.78325611,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,720,3600,3,1,0,1,0.411063,0.417276,7999.199219,28.025824,97.794388,10145280,824.41,26,EARLY_STOPPED,0.79947817,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-4x2x1_Freq-48x12x1,weather,720,3600,3,1,1,2,0.413228,0.412456,8410.21875,27.77091,96.072823,9223680,1024.08,33,EARLY_STOPPED,0.76484054,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x1_Freq-48x12x1,weather,720,3600,3,1,1,2,0.40937,0.417533,7190.961426,26.891039,98.657654,10145280,910.21,28,EARLY_STOPPED,0.75914192,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,720,3600,3,1,0,1,0.40118,0.40971,8122.782227,27.691092,96.601311,7150080,844.29,26,EARLY_STOPPED,0.76480567,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-16x8x1_Freq-48x12x1,weather,720,3600,3,1,1,2,0.404969,0.413682,7589.144043,27.13534,96.929924,7150080,976.67,30,EARLY_STOPPED,0.79072702,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[48, 12, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,720,3600,3,1,0,1,0.413639,0.419078,8555.3125,28.206022,98.428276,8289280,952.56,29,EARLY_STOPPED,0.80214489,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-2x2x2_Freq-72x18x1,weather,720,3600,3,1,1,2,0.406152,0.409647,9267.608398,26.827919,97.1586,8289280,1057.45,32,EARLY_STOPPED,0.77249342,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,720,3600,3,1,1,2,0.404599,0.41219,7914.74707,27.394974,96.845192,9210880,883.52,27,EARLY_STOPPED,0.75425172,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-4x2x1_Freq-72x18x1,weather,720,3600,3,1,0,1,0.398618,0.405648,7786.041992,26.8584,94.155434,9210880,1274.83,39,EARLY_STOPPED,0.75365937,MSELoss,False,True,0.7,0.1,True,['Generic'],"[4, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,720,3600,3,1,0,1,0.433056,0.415526,7779.777832,27.512661,96.629791,10132480,1194.56,36,EARLY_STOPPED,0.75724214,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-16x8x1_Freq-72x18x1,weather,720,3600,3,1,0,1,0.401941,0.41197,7492.520508,26.846138,96.540939,7137280,1040.79,31,EARLY_STOPPED,0.77793729,MSELoss,False,True,0.7,0.1,True,['Generic'],"[16, 8, 1]","[72, 18, 1]"
NHiTSNet,Pool-2x2x1_Freq-72x18x1,weather,720,3600,3,1,1,2,0.416524,0.415398,9962.602539,29.086027,96.690918,10132480,1271.35,38,EARLY_STOPPED,0.76959473,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 1]","[72, 18, 1]"
NHiTSNet,Pool-8x4x1_Freq-168x24x1,weather,96,480,3,1,0,1,0.181316,0.236863,2259.557861,14.913962,66.263565,3092992,997.06,26,EARLY_STOPPED,0.43560192,MSELoss,False,True,0.7,0.1,True,['Generic'],"[8, 4, 1]","[168, 24, 1]"
NHiTSNet,Pool-2x2x2_Freq-144x36x1,weather,720,3600,3,1,0,1,0.404516,0.408505,6809.427734,26.281565,95.9245,8276480,1027.37,29,EARLY_STOPPED,0.77183151,MSELoss,False,True,0.7,0.1,True,['Generic'],"[2, 2, 2]","[144, 36, 1]"
